RunID,PairID,FamilyID,Metric,BaselineMean,TreatmentMean,Effect,CILower,CIUpper,PValue,AdjustedPValue,EffectSize,Conclusion,Status,EvidenceRows,EvidenceClass
"PROTOCOL-IMPACT-20260727-071740","F04_P01","F04","Goodput_Mbps","6","6","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F04_P02","F04","Goodput_Mbps","6.96","6.96","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F04_P03","F04","Goodput_Mbps","6.32","6.32","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F04_P04","F04","Goodput_Mbps","7.12","7.12","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F04_P05","F04","Goodput_Mbps","5.36","5.36","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F04_P06","F04","Goodput_Mbps","5.52","5.52","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F05_P01","F05","Goodput_Mbps","6","6","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F05_P02","F05","Goodput_Mbps","6.96","6.96","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F05_P03","F05","Goodput_Mbps","6.32","6.32","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F05_P04","F05","Goodput_Mbps","7.12","7.12","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F05_P05","F05","Goodput_Mbps","5.36","5.36","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F05_P06","F05","Goodput_Mbps","5.52","5.52","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F06_P01","F06","Goodput_Mbps","6","6","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F06_P02","F06","Goodput_Mbps","6.96","6.96","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F06_P03","F06","Goodput_Mbps","6.32","6.32","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F06_P04","F06","Goodput_Mbps","7.12","7.12","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F06_P05","F06","Goodput_Mbps","5.36","5.36","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F06_P06","F06","Goodput_Mbps","5.52","5.52","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F07_P01","F07","Goodput_Mbps","6","6","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F07_P02","F07","Goodput_Mbps","6.96","6.96","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F07_P03","F07","Goodput_Mbps","6.32","6.32","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F07_P04","F07","Goodput_Mbps","7.12","7.12","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F07_P05","F07","Goodput_Mbps","5.36","5.36","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F07_P06","F07","Goodput_Mbps","5.52","5.52","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F08_P01","F08","Goodput_Mbps","6","6","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F08_P02","F08","Goodput_Mbps","6.96","6.96","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F08_P03","F08","Goodput_Mbps","6.32","6.32","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F08_P04","F08","Goodput_Mbps","7.12","7.12","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F08_P05","F08","Goodput_Mbps","5.36","5.36","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F08_P06","F08","Goodput_Mbps","5.52","5.52","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F09_P01","F09","Goodput_Mbps","6","6","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F09_P02","F09","Goodput_Mbps","6.96","6.96","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F09_P03","F09","Goodput_Mbps","6.32","6.32","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F09_P04","F09","Goodput_Mbps","7.12","7.12","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F09_P05","F09","Goodput_Mbps","5.36","5.36","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F09_P06","F09","Goodput_Mbps","5.52","5.52","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F10_P01","F10","Goodput_Mbps","6","6","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F10_P02","F10","Goodput_Mbps","6.96","6.96","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F10_P03","F10","Goodput_Mbps","6.32","6.32","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F10_P04","F10","Goodput_Mbps","7.12","7.12","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F10_P05","F10","Goodput_Mbps","5.36","5.36","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F10_P06","F10","Goodput_Mbps","5.52","5.52","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F11_P01","F11","Goodput_Mbps","6","6","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F11_P02","F11","Goodput_Mbps","6.96","6.96","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F11_P03","F11","Goodput_Mbps","6.32","6.32","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F11_P04","F11","Goodput_Mbps","7.12","7.12","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F11_P05","F11","Goodput_Mbps","5.36","5.36","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F11_P06","F11","Goodput_Mbps","5.52","5.52","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F12_P01","F12","Goodput_Mbps","6","6","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F12_P02","F12","Goodput_Mbps","6.96","6.96","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F12_P03","F12","Goodput_Mbps","6.32","6.32","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F12_P04","F12","Goodput_Mbps","7.12","7.12","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F12_P05","F12","Goodput_Mbps","5.36","5.36","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F12_P06","F12","Goodput_Mbps","5.52","5.52","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F13_P01","F13","Goodput_Mbps","6","6","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F13_P02","F13","Goodput_Mbps","6.96","6.96","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F13_P03","F13","Goodput_Mbps","6.32","6.32","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F13_P04","F13","Goodput_Mbps","7.12","7.12","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F13_P05","F13","Goodput_Mbps","5.36","5.36","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F13_P06","F13","Goodput_Mbps","5.52","5.52","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F14_P01","F14","Goodput_Mbps","6","6","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F14_P02","F14","Goodput_Mbps","6.96","6.96","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F14_P03","F14","Goodput_Mbps","6.32","6.32","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F14_P04","F14","Goodput_Mbps","7.12","7.12","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F14_P05","F14","Goodput_Mbps","5.36","5.36","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F14_P06","F14","Goodput_Mbps","5.52","5.52","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F15_P01","F15","Goodput_Mbps","6","6","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F15_P02","F15","Goodput_Mbps","6.96","6.96","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F15_P03","F15","Goodput_Mbps","6.32","6.32","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F15_P04","F15","Goodput_Mbps","7.12","7.12","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F15_P05","F15","Goodput_Mbps","5.36","5.36","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F15_P06","F15","Goodput_Mbps","5.52","5.52","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F16_P01","F16","Goodput_Mbps","6","6","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F16_P02","F16","Goodput_Mbps","6.96","6.96","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F16_P03","F16","Goodput_Mbps","6.32","6.32","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F16_P04","F16","Goodput_Mbps","7.12","7.12","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F16_P05","F16","Goodput_Mbps","5.36","5.36","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F16_P06","F16","Goodput_Mbps","5.52","5.52","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F17_P01","F17","Goodput_Mbps","6","6","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F17_P02","F17","Goodput_Mbps","6.96","6.96","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F17_P03","F17","Goodput_Mbps","6.32","6.32","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F17_P04","F17","Goodput_Mbps","7.12","7.12","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F17_P05","F17","Goodput_Mbps","5.36","5.36","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F17_P06","F17","Goodput_Mbps","5.52","5.52","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F18_P01","F18","Goodput_Mbps","6","6","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F18_P02","F18","Goodput_Mbps","6.96","6.96","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F18_P03","F18","Goodput_Mbps","6.32","6.32","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F18_P04","F18","Goodput_Mbps","7.12","7.12","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F18_P05","F18","Goodput_Mbps","5.36","5.36","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F18_P06","F18","Goodput_Mbps","5.52","5.52","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F19_P01","F19","Goodput_Mbps","6","6","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F19_P02","F19","Goodput_Mbps","6.96","6.96","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F19_P03","F19","Goodput_Mbps","6.32","6.32","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F19_P04","F19","Goodput_Mbps","7.12","7.12","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F19_P05","F19","Goodput_Mbps","5.36","5.36","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F19_P06","F19","Goodput_Mbps","5.52","5.52","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F20_P01","F20","Goodput_Mbps","6","6","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F20_P02","F20","Goodput_Mbps","6.96","6.96","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F20_P03","F20","Goodput_Mbps","6.32","6.32","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F20_P04","F20","Goodput_Mbps","7.12","7.12","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F20_P05","F20","Goodput_Mbps","5.36","5.36","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F20_P06","F20","Goodput_Mbps","5.52","5.52","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F21_P01","F21","Goodput_Mbps","6","6","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F21_P02","F21","Goodput_Mbps","6.96","6.96","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F21_P03","F21","Goodput_Mbps","6.32","6.32","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F21_P04","F21","Goodput_Mbps","7.12","7.12","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F21_P05","F21","Goodput_Mbps","5.36","5.36","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F21_P06","F21","Goodput_Mbps","5.52","5.52","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F22_P01","F22","Goodput_Mbps","6","6","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F22_P02","F22","Goodput_Mbps","6.96","6.96","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F22_P03","F22","Goodput_Mbps","6.32","6.32","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F22_P04","F22","Goodput_Mbps","7.12","7.12","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F22_P05","F22","Goodput_Mbps","5.36","5.36","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F22_P06","F22","Goodput_Mbps","5.52","5.52","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F23_P01","F23","Goodput_Mbps","6","6","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F23_P02","F23","Goodput_Mbps","6.96","6.96","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F23_P03","F23","Goodput_Mbps","6.32","6.32","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F23_P04","F23","Goodput_Mbps","7.12","7.12","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F23_P05","F23","Goodput_Mbps","5.36","5.36","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F23_P06","F23","Goodput_Mbps","5.52","5.52","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F24_P01","F24","Goodput_Mbps","6","6","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F24_P02","F24","Goodput_Mbps","6.96","6.96","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F24_P03","F24","Goodput_Mbps","6.32","6.32","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F24_P04","F24","Goodput_Mbps","7.12","7.12","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F24_P05","F24","Goodput_Mbps","5.36","5.36","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F24_P06","F24","Goodput_Mbps","5.52","5.52","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F25_P01","F25","Goodput_Mbps","6","6","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F25_P02","F25","Goodput_Mbps","6.96","6.96","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F25_P03","F25","Goodput_Mbps","6.32","6.32","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F25_P04","F25","Goodput_Mbps","7.12","7.12","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F25_P05","F25","Goodput_Mbps","5.36","5.36","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F25_P06","F25","Goodput_Mbps","5.52","5.52","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F26_P01","F26","Goodput_Mbps","6","6","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
"PROTOCOL-IMPACT-20260727-071740","F26_P02","F26","Goodput_Mbps","6.96","6.96","0","0","0","1","1","0","no_observed_paired_difference","PASS","2","paired_executed_protocol_component"
