RunID,InteractionID,Factors,ResponseMetric,MainEffect1,MainEffect2,InteractionEffect,CILower,CIUpper,Status
"PROTOCOL-IMPACT-20260727-071740","1","1","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","2","2","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","3","3","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","4","4","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","5","5","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","6","6","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","7","7","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","8","8","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","9","9","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","10","10","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","11","11","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","12","12","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","13","13","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","14","14","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","15","15","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","16","16","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","17","17","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","18","18","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","19","19","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","20","20","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","21","21","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","22","22","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","23","23","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","24","24","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","25","25","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","26","26","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","27","27","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","28","28","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","29","29","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","30","30","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","31","31","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","32","32","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","33","33","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","34","34","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","35","35","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","36","36","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","37","37","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","38","38","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","39","39","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","40","40","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","41","41","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","42","42","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","43","43","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","44","44","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","45","45","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","46","46","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","47","47","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","48","48","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","49","49","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","50","50","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","51","51","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","52","52","Goodput_Mbps","0","0","0","0","0","PASS"
