RunID,ExperimentID,FamilyID,SNBits,CipherAlgorithm,IntegrityAlgorithm,ReorderingDelay_ms,DiscardedPDUs,DuplicatePDUs,SecurityFailures,Status
"PROTOCOL-IMPACT-20260727-071740","F01_01_B","F01","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F01_01_T","F01","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F01_02_B","F01","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F01_02_T","F01","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F01_03_B","F01","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F01_03_T","F01","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F01_04_B","F01","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F01_04_T","F01","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F01_05_B","F01","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F01_05_T","F01","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F01_06_B","F01","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F01_06_T","F01","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F02_01_B","F02","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F02_01_T","F02","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F02_02_B","F02","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F02_02_T","F02","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F02_03_B","F02","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F02_03_T","F02","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F02_04_B","F02","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F02_04_T","F02","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F02_05_B","F02","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F02_05_T","F02","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F02_06_B","F02","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F02_06_T","F02","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_01_B","F03","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_01_T","F03","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_02_B","F03","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_02_T","F03","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_03_B","F03","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_03_T","F03","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_04_B","F03","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_04_T","F03","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_05_B","F03","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_05_T","F03","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_06_B","F03","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_06_T","F03","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_01_B","F04","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_01_T","F04","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_02_B","F04","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_02_T","F04","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_03_B","F04","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_03_T","F04","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_04_B","F04","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_04_T","F04","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_05_B","F04","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_05_T","F04","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_06_B","F04","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_06_T","F04","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_01_B","F05","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_01_T","F05","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_02_B","F05","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_02_T","F05","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_03_B","F05","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_03_T","F05","18","NEA0","NIA0","0.1","0","0","0","PASS"
