AbsoluteSymbolIndex,Slot,SymbolInSlot,SymbolStartTime_s,SymbolDuration_s,ScheduledDLBits,ScheduledULBits,ScheduledTotalBits,GoodDLBits,GoodULBits,GoodTotalBits,DLThroughput_Mbps,ULThroughput_Mbps,TotalScheduledThroughput_Mbps,DLGoodput_Mbps,ULGoodput_Mbps,TotalGoodput_Mbps,DLGrantCount,ULGrantCount,TotalGrantCount,MaxDLMCS,MeanDLCQI,ValueSource,ValueRole,ValueStatus
237,16,13,0.00846428571428571,3.57142857142857e-05,30737.3333333333,0,30737.3333333333,0,0,0,860.645333333333,0,860.645333333333,0,0,0,2,0,2,19,14.5,"derived_from_real_grant_trial_symbol_allocation","symbol_throughput_from_actual_grant_symbol_allocation","OK"
238,17,0,0.0085,3.57142857142857e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,"configured_symbol_time_axis_no_grant","symbol_throughput_from_actual_grant_symbol_allocation","OK"
239,17,1,0.00853571428571429,3.57142857142857e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,"configured_symbol_time_axis_no_grant","symbol_throughput_from_actual_grant_symbol_allocation","OK"
240,17,2,0.00857142857142857,3.57142857142857e-05,30737.3333333333,0,30737.3333333333,0,0,0,860.645333333333,0,860.645333333333,0,0,0,2,0,2,19,15,"derived_from_real_grant_trial_symbol_allocation","symbol_throughput_from_actual_grant_symbol_allocation","OK"
241,17,3,0.00860714285714286,3.57142857142857e-05,30737.3333333333,0,30737.3333333333,0,0,0,860.645333333333,0,860.645333333333,0,0,0,2,0,2,19,15,"derived_from_real_grant_trial_symbol_allocation","symbol_throughput_from_actual_grant_symbol_allocation","OK"
242,17,4,0.00864285714285714,3.57142857142857e-05,30737.3333333333,0,30737.3333333333,0,0,0,860.645333333333,0,860.645333333333,0,0,0,2,0,2,19,15,"derived_from_real_grant_trial_symbol_allocation","symbol_throughput_from_actual_grant_symbol_allocation","OK"
243,17,5,0.00867857142857143,3.57142857142857e-05,30737.3333333333,0,30737.3333333333,0,0,0,860.645333333333,0,860.645333333333,0,0,0,2,0,2,19,15,"derived_from_real_grant_trial_symbol_allocation","symbol_throughput_from_actual_grant_symbol_allocation","OK"
244,17,6,0.00871428571428571,3.57142857142857e-05,30737.3333333333,0,30737.3333333333,0,0,0,860.645333333333,0,860.645333333333,0,0,0,2,0,2,19,15,"derived_from_real_grant_trial_symbol_allocation","symbol_throughput_from_actual_grant_symbol_allocation","OK"
245,17,7,0.00875,3.57142857142857e-05,30737.3333333333,0,30737.3333333333,0,0,0,860.645333333333,0,860.645333333333,0,0,0,2,0,2,19,15,"derived_from_real_grant_trial_symbol_allocation","symbol_throughput_from_actual_grant_symbol_allocation","OK"
246,17,8,0.00878571428571429,3.57142857142857e-05,30737.3333333333,0,30737.3333333333,0,0,0,860.645333333333,0,860.645333333333,0,0,0,2,0,2,19,15,"derived_from_real_grant_trial_symbol_allocation","symbol_throughput_from_actual_grant_symbol_allocation","OK"
247,17,9,0.00882142857142857,3.57142857142857e-05,30737.3333333333,0,30737.3333333333,0,0,0,860.645333333333,0,860.645333333333,0,0,0,2,0,2,19,15,"derived_from_real_grant_trial_symbol_allocation","symbol_throughput_from_actual_grant_symbol_allocation","OK"
248,17,10,0.00885714285714286,3.57142857142857e-05,30737.3333333333,0,30737.3333333333,0,0,0,860.645333333333,0,860.645333333333,0,0,0,2,0,2,19,15,"derived_from_real_grant_trial_symbol_allocation","symbol_throughput_from_actual_grant_symbol_allocation","OK"
249,17,11,0.00889285714285714,3.57142857142857e-05,30737.3333333333,0,30737.3333333333,0,0,0,860.645333333333,0,860.645333333333,0,0,0,2,0,2,19,15,"derived_from_real_grant_trial_symbol_allocation","symbol_throughput_from_actual_grant_symbol_allocation","OK"
250,17,12,0.00892857142857143,3.57142857142857e-05,30737.3333333333,0,30737.3333333333,0,0,0,860.645333333333,0,860.645333333333,0,0,0,2,0,2,19,15,"derived_from_real_grant_trial_symbol_allocation","symbol_throughput_from_actual_grant_symbol_allocation","OK"
251,17,13,0.00896428571428571,3.57142857142857e-05,30737.3333333333,0,30737.3333333333,0,0,0,860.645333333333,0,860.645333333333,0,0,0,2,0,2,19,15,"derived_from_real_grant_trial_symbol_allocation","symbol_throughput_from_actual_grant_symbol_allocation","OK"
252,18,0,0.009,3.57142857142857e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,"configured_symbol_time_axis_no_grant","symbol_throughput_from_actual_grant_symbol_allocation","OK"
253,18,1,0.00903571428571429,3.57142857142857e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,"configured_symbol_time_axis_no_grant","symbol_throughput_from_actual_grant_symbol_allocation","OK"
254,18,2,0.00907142857142857,3.57142857142857e-05,30737.3333333333,0,30737.3333333333,0,0,0,860.645333333333,0,860.645333333333,0,0,0,2,0,2,19,14.5,"derived_from_real_grant_trial_symbol_allocation","symbol_throughput_from_actual_grant_symbol_allocation","OK"
255,18,3,0.00910714285714286,3.57142857142857e-05,30737.3333333333,0,30737.3333333333,0,0,0,860.645333333333,0,860.645333333333,0,0,0,2,0,2,19,14.5,"derived_from_real_grant_trial_symbol_allocation","symbol_throughput_from_actual_grant_symbol_allocation","OK"
256,18,4,0.00914285714285714,3.57142857142857e-05,30737.3333333333,0,30737.3333333333,0,0,0,860.645333333333,0,860.645333333333,0,0,0,2,0,2,19,14.5,"derived_from_real_grant_trial_symbol_allocation","symbol_throughput_from_actual_grant_symbol_allocation","OK"
257,18,5,0.00917857142857143,3.57142857142857e-05,30737.3333333333,0,30737.3333333333,0,0,0,860.645333333333,0,860.645333333333,0,0,0,2,0,2,19,14.5,"derived_from_real_grant_trial_symbol_allocation","symbol_throughput_from_actual_grant_symbol_allocation","OK"
258,18,6,0.00921428571428571,3.57142857142857e-05,30737.3333333333,0,30737.3333333333,0,0,0,860.645333333333,0,860.645333333333,0,0,0,2,0,2,19,14.5,"derived_from_real_grant_trial_symbol_allocation","symbol_throughput_from_actual_grant_symbol_allocation","OK"
259,18,7,0.00925,3.57142857142857e-05,30737.3333333333,0,30737.3333333333,0,0,0,860.645333333333,0,860.645333333333,0,0,0,2,0,2,19,14.5,"derived_from_real_grant_trial_symbol_allocation","symbol_throughput_from_actual_grant_symbol_allocation","OK"
260,18,8,0.00928571428571429,3.57142857142857e-05,30737.3333333333,0,30737.3333333333,0,0,0,860.645333333333,0,860.645333333333,0,0,0,2,0,2,19,14.5,"derived_from_real_grant_trial_symbol_allocation","symbol_throughput_from_actual_grant_symbol_allocation","OK"
261,18,9,0.00932142857142857,3.57142857142857e-05,30737.3333333333,0,30737.3333333333,0,0,0,860.645333333333,0,860.645333333333,0,0,0,2,0,2,19,14.5,"derived_from_real_grant_trial_symbol_allocation","symbol_throughput_from_actual_grant_symbol_allocation","OK"
262,18,10,0.00935714285714286,3.57142857142857e-05,30737.3333333333,0,30737.3333333333,0,0,0,860.645333333333,0,860.645333333333,0,0,0,2,0,2,19,14.5,"derived_from_real_grant_trial_symbol_allocation","symbol_throughput_from_actual_grant_symbol_allocation","OK"
263,18,11,0.00939285714285714,3.57142857142857e-05,30737.3333333333,0,30737.3333333333,0,0,0,860.645333333333,0,860.645333333333,0,0,0,2,0,2,19,14.5,"derived_from_real_grant_trial_symbol_allocation","symbol_throughput_from_actual_grant_symbol_allocation","OK"
264,18,12,0.00942857142857143,3.57142857142857e-05,30737.3333333333,0,30737.3333333333,0,0,0,860.645333333333,0,860.645333333333,0,0,0,2,0,2,19,14.5,"derived_from_real_grant_trial_symbol_allocation","symbol_throughput_from_actual_grant_symbol_allocation","OK"
265,18,13,0.00946428571428572,3.57142857142857e-05,30737.3333333333,0,30737.3333333333,0,0,0,860.645333333333,0,860.645333333333,0,0,0,2,0,2,19,14.5,"derived_from_real_grant_trial_symbol_allocation","symbol_throughput_from_actual_grant_symbol_allocation","OK"
266,19,0,0.0095,3.57142857142857e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,"configured_symbol_time_axis_no_grant","symbol_throughput_from_actual_grant_symbol_allocation","OK"
267,19,1,0.00953571428571429,3.57142857142857e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,"configured_symbol_time_axis_no_grant","symbol_throughput_from_actual_grant_symbol_allocation","OK"
268,19,2,0.00957142857142857,3.57142857142857e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,"configured_symbol_time_axis_no_grant","symbol_throughput_from_actual_grant_symbol_allocation","OK"
269,19,3,0.00960714285714286,3.57142857142857e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,"configured_symbol_time_axis_no_grant","symbol_throughput_from_actual_grant_symbol_allocation","OK"
270,19,4,0.00964285714285714,3.57142857142857e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,"configured_symbol_time_axis_no_grant","symbol_throughput_from_actual_grant_symbol_allocation","OK"
271,19,5,0.00967857142857143,3.57142857142857e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,"configured_symbol_time_axis_no_grant","symbol_throughput_from_actual_grant_symbol_allocation","OK"
272,19,6,0.00971428571428572,3.57142857142857e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,"configured_symbol_time_axis_no_grant","symbol_throughput_from_actual_grant_symbol_allocation","OK"
273,19,7,0.00975,3.57142857142857e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,"configured_symbol_time_axis_no_grant","symbol_throughput_from_actual_grant_symbol_allocation","OK"
274,19,8,0.00978571428571429,3.57142857142857e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,"configured_symbol_time_axis_no_grant","symbol_throughput_from_actual_grant_symbol_allocation","OK"
275,19,9,0.00982142857142857,3.57142857142857e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,"configured_symbol_time_axis_no_grant","symbol_throughput_from_actual_grant_symbol_allocation","OK"
276,19,10,0.00985714285714286,3.57142857142857e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,"configured_symbol_time_axis_no_grant","symbol_throughput_from_actual_grant_symbol_allocation","OK"
277,19,11,0.00989285714285714,3.57142857142857e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,"configured_symbol_time_axis_no_grant","symbol_throughput_from_actual_grant_symbol_allocation","OK"
278,19,12,0.00992857142857143,3.57142857142857e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,"configured_symbol_time_axis_no_grant","symbol_throughput_from_actual_grant_symbol_allocation","OK"
279,19,13,0.00996428571428572,3.57142857142857e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,"configured_symbol_time_axis_no_grant","symbol_throughput_from_actual_grant_symbol_allocation","OK"
