TrialID,HypothesisID,NID2,TimingOffset_samples,CFO_Hz,NID1,NCellID,SSBIndex0,HalfFrame,Lmax,Metric,BCHCRC,Selected,OracleFieldUsed,Status
SSB-BLIND-11,NID1-203,1,2192,0,203,610,0,0,8,0.133858267716535,0,0,0,PASS
SSB-BLIND-11,NID1-207,1,2192,0,207,622,0,0,8,0.133858267716535,0,0,0,PASS
SSB-BLIND-11,NID1-220,1,2192,0,220,661,0,0,8,0.133858267716535,0,0,0,PASS
SSB-BLIND-11,NID1-231,1,2192,0,231,694,0,0,8,0.133858267716535,0,0,0,PASS
SSB-BLIND-11,NID1-255,1,2192,0,255,766,0,0,8,0.133858267716535,0,0,0,PASS
SSB-BLIND-11,NID1-259,1,2192,0,259,778,0,0,8,0.133858267716535,0,0,0,PASS
SSB-BLIND-11,NID1-263,1,2192,0,263,790,0,0,8,0.133858267716535,0,0,0,PASS
SSB-BLIND-11,NID1-266,1,2192,0,266,799,0,0,8,0.133858267716535,0,0,0,PASS
SSB-BLIND-11,NID1-267,1,2192,0,267,802,0,0,8,0.133858267716535,0,0,0,PASS
SSB-BLIND-11,NID1-271,1,2192,0,271,814,0,0,8,0.133858267716535,0,0,0,PASS
SSB-BLIND-11,NID1-278,1,2192,0,278,835,0,0,8,0.133858267716535,0,0,0,PASS
SSB-BLIND-11,NID1-280,1,2192,0,280,841,0,0,8,0.133858267716535,0,0,0,PASS
SSB-BLIND-11,NID1-289,1,2192,0,289,868,0,0,8,0.133858267716535,0,0,0,PASS
SSB-BLIND-11,NID1-294,1,2192,0,294,883,0,0,8,0.133858267716535,0,0,0,PASS
SSB-BLIND-11,NID1-306,1,2192,0,306,919,0,0,8,0.133858267716535,0,0,0,PASS
SSB-BLIND-11,NID1-310,1,2192,0,310,931,0,0,8,0.133858267716535,0,0,0,PASS
SSB-BLIND-11,NID1-318,1,2192,0,318,955,0,0,8,0.133858267716535,0,0,0,PASS
SSB-BLIND-11,NID1-324,1,2192,0,324,973,0,0,8,0.133858267716535,0,0,0,PASS
SSB-BLIND-11,NID1-334,1,2192,0,334,1003,0,0,8,0.133858267716535,0,0,0,PASS
SSB-BLIND-11,NID1-115,1,2192,0,115,346,0,0,8,0.133858267716535,0,0,0,PASS
SSB-BLIND-11,NID1-186,1,2192,0,186,559,0,0,8,0.133858267716535,0,0,0,PASS
SSB-BLIND-11,NID1-204,1,2192,0,204,613,0,0,8,0.133858267716535,0,0,0,PASS
SSB-BLIND-11,NID1-218,1,2192,0,218,655,0,0,8,0.133858267716535,0,0,0,PASS
SSB-BLIND-11,NID1-247,1,2192,0,247,742,0,0,8,0.133858267716535,0,0,0,PASS
SSB-BLIND-11,NID1-316,1,2192,0,316,949,0,0,8,0.133858267716535,0,0,0,PASS
SSB-BLIND-11,NID1-328,1,2192,0,328,985,0,0,8,0.133858267716535,0,0,0,PASS
SSB-BLIND-11,NID1-194,1,2192,0,194,583,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-213,1,2192,0,213,640,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-256,1,2192,0,256,769,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-264,1,2192,0,264,793,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-295,1,2192,0,295,886,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-322,1,2192,0,322,967,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-127,1,2192,0,127,382,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-208,1,2192,0,208,625,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-227,1,2192,0,227,682,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-288,1,2192,0,288,865,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-117,1,2192,0,117,352,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-121,1,2192,0,121,364,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-128,1,2192,0,128,385,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-134,1,2192,0,134,403,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-141,1,2192,0,141,424,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-142,1,2192,0,142,427,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-146,1,2192,0,146,439,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-159,1,2192,0,159,478,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-165,1,2192,0,165,496,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-170,1,2192,0,170,511,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-177,1,2192,0,177,532,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-201,1,2192,0,201,604,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-211,1,2192,0,211,634,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-215,1,2192,0,215,646,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-222,1,2192,0,222,667,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-230,1,2192,0,230,691,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-237,1,2192,0,237,712,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-241,1,2192,0,241,724,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-246,1,2192,0,246,739,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-249,1,2192,0,249,748,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-261,1,2192,0,261,784,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-282,1,2192,0,282,847,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-302,1,2192,0,302,907,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-304,1,2192,0,304,913,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-335,1,2192,0,335,1006,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-118,1,2192,0,118,355,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-145,1,2192,0,145,436,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-229,1,2192,0,229,688,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-330,1,2192,0,330,991,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-126,1,2192,0,126,379,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-155,1,2192,0,155,466,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-182,1,2192,0,182,547,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-192,1,2192,0,192,577,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-195,1,2192,0,195,586,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-223,1,2192,0,223,670,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-226,1,2192,0,226,679,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-238,1,2192,0,238,715,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-250,1,2192,0,250,751,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-291,1,2192,0,291,874,0,0,8,0.118110236220472,0,0,0,PASS
SSB-BLIND-11,NID1-296,1,2192,0,296,889,0,0,8,0.118110236220472,0,0,0,PASS
