RunID,ProfileID,SpecRelease,SpecVersions,MATLABVersion,ToolboxVersion,GitCommit,SeedList,ScenarioSHA256,VectorManifestSHA256,StartUTC,EndUTC,Status
ia_phase_20260725T200310Z,fr1_four_step_ra_rrc_connection_strict_r18,Release-18,3GPP TS 38.211 V18.8.0|3GPP TS 38.212 V18.8.0|3GPP TS 38.213 V18.8.0|3GPP TS 38.214 V18.8.0|3GPP TS 38.321 V18.8.0|3GPP TS 38.331 V18.9.0,2026a,26.1,bc6791c9863f822978c861fefd46b34a7b9b989b,11|23|47|89,e3dc2dd87a054130ec7db55e1e66bf9c73735218c9777a9b6a0600bd5ee5c28d,9846f8ba226ca3697198b13cf5b8ddeb43ab82ddb04224a9ebf1b53a1d6a1d8e,2026-07-25T20:03:10.079Z,2026-07-25T20:13:53.811Z,PASS
