CaseID,SSBIndex0,Symbol0,Subcarrier0,Owner,LogicalPort,SequenceIndex,ExpectedOwner,Mismatch,Status
SSBRE-v1,0,1,152,PBCH,0,392,PBCH,0,PASS
SSBRE-v1,0,1,153,PBCH_DMRS,0,393,PBCH_DMRS,0,PASS
SSBRE-v1,0,1,154,PBCH,0,394,PBCH,0,PASS
SSBRE-v1,0,1,155,PBCH,0,395,PBCH,0,PASS
SSBRE-v1,0,1,156,PBCH,0,396,PBCH,0,PASS
SSBRE-v1,0,1,157,PBCH_DMRS,0,397,PBCH_DMRS,0,PASS
SSBRE-v1,0,1,158,PBCH,0,398,PBCH,0,PASS
SSBRE-v1,0,1,159,PBCH,0,399,PBCH,0,PASS
SSBRE-v1,0,1,160,PBCH,0,400,PBCH,0,PASS
SSBRE-v1,0,1,161,PBCH_DMRS,0,401,PBCH_DMRS,0,PASS
SSBRE-v1,0,1,162,PBCH,0,402,PBCH,0,PASS
SSBRE-v1,0,1,163,PBCH,0,403,PBCH,0,PASS
SSBRE-v1,0,1,164,PBCH,0,404,PBCH,0,PASS
SSBRE-v1,0,1,165,PBCH_DMRS,0,405,PBCH_DMRS,0,PASS
SSBRE-v1,0,1,166,PBCH,0,406,PBCH,0,PASS
SSBRE-v1,0,1,167,PBCH,0,407,PBCH,0,PASS
SSBRE-v1,0,1,168,PBCH,0,408,PBCH,0,PASS
SSBRE-v1,0,1,169,PBCH_DMRS,0,409,PBCH_DMRS,0,PASS
SSBRE-v1,0,1,170,PBCH,0,410,PBCH,0,PASS
SSBRE-v1,0,1,171,PBCH,0,411,PBCH,0,PASS
SSBRE-v1,0,1,172,PBCH,0,412,PBCH,0,PASS
SSBRE-v1,0,1,173,PBCH_DMRS,0,413,PBCH_DMRS,0,PASS
SSBRE-v1,0,1,174,PBCH,0,414,PBCH,0,PASS
SSBRE-v1,0,1,175,PBCH,0,415,PBCH,0,PASS
SSBRE-v1,0,1,176,PBCH,0,416,PBCH,0,PASS
SSBRE-v1,0,1,177,PBCH_DMRS,0,417,PBCH_DMRS,0,PASS
SSBRE-v1,0,1,178,PBCH,0,418,PBCH,0,PASS
SSBRE-v1,0,1,179,PBCH,0,419,PBCH,0,PASS
SSBRE-v1,0,1,180,PBCH,0,420,PBCH,0,PASS
SSBRE-v1,0,1,181,PBCH_DMRS,0,421,PBCH_DMRS,0,PASS
SSBRE-v1,0,1,182,PBCH,0,422,PBCH,0,PASS
SSBRE-v1,0,1,183,PBCH,0,423,PBCH,0,PASS
SSBRE-v1,0,1,184,PBCH,0,424,PBCH,0,PASS
SSBRE-v1,0,1,185,PBCH_DMRS,0,425,PBCH_DMRS,0,PASS
SSBRE-v1,0,1,186,PBCH,0,426,PBCH,0,PASS
SSBRE-v1,0,1,187,PBCH,0,427,PBCH,0,PASS
SSBRE-v1,0,1,188,PBCH,0,428,PBCH,0,PASS
SSBRE-v1,0,1,189,PBCH_DMRS,0,429,PBCH_DMRS,0,PASS
SSBRE-v1,0,1,190,PBCH,0,430,PBCH,0,PASS
SSBRE-v1,0,1,191,PBCH,0,431,PBCH,0,PASS
SSBRE-v1,0,1,192,PBCH,0,432,PBCH,0,PASS
SSBRE-v1,0,1,193,PBCH_DMRS,0,433,PBCH_DMRS,0,PASS
SSBRE-v1,0,1,194,PBCH,0,434,PBCH,0,PASS
SSBRE-v1,0,1,195,PBCH,0,435,PBCH,0,PASS
SSBRE-v1,0,1,196,PBCH,0,436,PBCH,0,PASS
SSBRE-v1,0,1,197,PBCH_DMRS,0,437,PBCH_DMRS,0,PASS
SSBRE-v1,0,1,198,PBCH,0,438,PBCH,0,PASS
SSBRE-v1,0,1,199,PBCH,0,439,PBCH,0,PASS
SSBRE-v1,0,1,200,PBCH,0,440,PBCH,0,PASS
SSBRE-v1,0,1,201,PBCH_DMRS,0,441,PBCH_DMRS,0,PASS
SSBRE-v1,0,1,202,PBCH,0,442,PBCH,0,PASS
SSBRE-v1,0,1,203,PBCH,0,443,PBCH,0,PASS
SSBRE-v1,0,1,204,PBCH,0,444,PBCH,0,PASS
SSBRE-v1,0,1,205,PBCH_DMRS,0,445,PBCH_DMRS,0,PASS
SSBRE-v1,0,1,206,PBCH,0,446,PBCH,0,PASS
SSBRE-v1,0,1,207,PBCH,0,447,PBCH,0,PASS
SSBRE-v1,0,1,208,PBCH,0,448,PBCH,0,PASS
SSBRE-v1,0,1,209,PBCH_DMRS,0,449,PBCH_DMRS,0,PASS
SSBRE-v1,0,1,210,PBCH,0,450,PBCH,0,PASS
SSBRE-v1,0,1,211,PBCH,0,451,PBCH,0,PASS
SSBRE-v1,0,1,212,PBCH,0,452,PBCH,0,PASS
SSBRE-v1,0,1,213,PBCH_DMRS,0,453,PBCH_DMRS,0,PASS
SSBRE-v1,0,1,214,PBCH,0,454,PBCH,0,PASS
SSBRE-v1,0,1,215,PBCH,0,455,PBCH,0,PASS
SSBRE-v1,0,1,216,PBCH,0,456,PBCH,0,PASS
SSBRE-v1,0,1,217,PBCH_DMRS,0,457,PBCH_DMRS,0,PASS
SSBRE-v1,0,1,218,PBCH,0,458,PBCH,0,PASS
SSBRE-v1,0,1,219,PBCH,0,459,PBCH,0,PASS
SSBRE-v1,0,1,220,PBCH,0,460,PBCH,0,PASS
SSBRE-v1,0,1,221,PBCH_DMRS,0,461,PBCH_DMRS,0,PASS
SSBRE-v1,0,1,222,PBCH,0,462,PBCH,0,PASS
SSBRE-v1,0,1,223,PBCH,0,463,PBCH,0,PASS
SSBRE-v1,0,1,224,PBCH,0,464,PBCH,0,PASS
SSBRE-v1,0,1,225,PBCH_DMRS,0,465,PBCH_DMRS,0,PASS
SSBRE-v1,0,1,226,PBCH,0,466,PBCH,0,PASS
SSBRE-v1,0,1,227,PBCH,0,467,PBCH,0,PASS
SSBRE-v1,0,1,228,PBCH,0,468,PBCH,0,PASS
SSBRE-v1,0,1,229,PBCH_DMRS,0,469,PBCH_DMRS,0,PASS
SSBRE-v1,0,1,230,PBCH,0,470,PBCH,0,PASS
SSBRE-v1,0,1,231,PBCH,0,471,PBCH,0,PASS
SSBRE-v1,0,1,232,PBCH,0,472,PBCH,0,PASS
SSBRE-v1,0,1,233,PBCH_DMRS,0,473,PBCH_DMRS,0,PASS
SSBRE-v1,0,1,234,PBCH,0,474,PBCH,0,PASS
SSBRE-v1,0,1,235,PBCH,0,475,PBCH,0,PASS
SSBRE-v1,0,1,236,PBCH,0,476,PBCH,0,PASS
SSBRE-v1,0,1,237,PBCH_DMRS,0,477,PBCH_DMRS,0,PASS
SSBRE-v1,0,1,238,PBCH,0,478,PBCH,0,PASS
SSBRE-v1,0,1,239,PBCH,0,479,PBCH,0,PASS
SSBRE-v1,0,2,0,PBCH,0,480,PBCH,0,PASS
SSBRE-v1,0,2,1,PBCH_DMRS,0,481,PBCH_DMRS,0,PASS
SSBRE-v1,0,2,2,PBCH,0,482,PBCH,0,PASS
SSBRE-v1,0,2,3,PBCH,0,483,PBCH,0,PASS
SSBRE-v1,0,2,4,PBCH,0,484,PBCH,0,PASS
SSBRE-v1,0,2,5,PBCH_DMRS,0,485,PBCH_DMRS,0,PASS
SSBRE-v1,0,2,6,PBCH,0,486,PBCH,0,PASS
SSBRE-v1,0,2,7,PBCH,0,487,PBCH,0,PASS
SSBRE-v1,0,2,8,PBCH,0,488,PBCH,0,PASS
SSBRE-v1,0,2,9,PBCH_DMRS,0,489,PBCH_DMRS,0,PASS
SSBRE-v1,0,2,10,PBCH,0,490,PBCH,0,PASS
SSBRE-v1,0,2,11,PBCH,0,491,PBCH,0,PASS
SSBRE-v1,0,2,12,PBCH,0,492,PBCH,0,PASS
SSBRE-v1,0,2,13,PBCH_DMRS,0,493,PBCH_DMRS,0,PASS
SSBRE-v1,0,2,14,PBCH,0,494,PBCH,0,PASS
SSBRE-v1,0,2,15,PBCH,0,495,PBCH,0,PASS
SSBRE-v1,0,2,16,PBCH,0,496,PBCH,0,PASS
SSBRE-v1,0,2,17,PBCH_DMRS,0,497,PBCH_DMRS,0,PASS
SSBRE-v1,0,2,18,PBCH,0,498,PBCH,0,PASS
SSBRE-v1,0,2,19,PBCH,0,499,PBCH,0,PASS
SSBRE-v1,0,2,20,PBCH,0,500,PBCH,0,PASS
SSBRE-v1,0,2,21,PBCH_DMRS,0,501,PBCH_DMRS,0,PASS
SSBRE-v1,0,2,22,PBCH,0,502,PBCH,0,PASS
SSBRE-v1,0,2,23,PBCH,0,503,PBCH,0,PASS
SSBRE-v1,0,2,24,PBCH,0,504,PBCH,0,PASS
SSBRE-v1,0,2,25,PBCH_DMRS,0,505,PBCH_DMRS,0,PASS
SSBRE-v1,0,2,26,PBCH,0,506,PBCH,0,PASS
SSBRE-v1,0,2,27,PBCH,0,507,PBCH,0,PASS
SSBRE-v1,0,2,28,PBCH,0,508,PBCH,0,PASS
SSBRE-v1,0,2,29,PBCH_DMRS,0,509,PBCH_DMRS,0,PASS
SSBRE-v1,0,2,30,PBCH,0,510,PBCH,0,PASS
SSBRE-v1,0,2,31,PBCH,0,511,PBCH,0,PASS
SSBRE-v1,0,2,32,PBCH,0,512,PBCH,0,PASS
SSBRE-v1,0,2,33,PBCH_DMRS,0,513,PBCH_DMRS,0,PASS
SSBRE-v1,0,2,34,PBCH,0,514,PBCH,0,PASS
SSBRE-v1,0,2,35,PBCH,0,515,PBCH,0,PASS
SSBRE-v1,0,2,36,PBCH,0,516,PBCH,0,PASS
SSBRE-v1,0,2,37,PBCH_DMRS,0,517,PBCH_DMRS,0,PASS
SSBRE-v1,0,2,38,PBCH,0,518,PBCH,0,PASS
SSBRE-v1,0,2,39,PBCH,0,519,PBCH,0,PASS
SSBRE-v1,0,2,40,PBCH,0,520,PBCH,0,PASS
SSBRE-v1,0,2,41,PBCH_DMRS,0,521,PBCH_DMRS,0,PASS
SSBRE-v1,0,2,42,PBCH,0,522,PBCH,0,PASS
SSBRE-v1,0,2,43,PBCH,0,523,PBCH,0,PASS
SSBRE-v1,0,2,44,PBCH,0,524,PBCH,0,PASS
SSBRE-v1,0,2,45,PBCH_DMRS,0,525,PBCH_DMRS,0,PASS
SSBRE-v1,0,2,46,PBCH,0,526,PBCH,0,PASS
SSBRE-v1,0,2,47,PBCH,0,527,PBCH,0,PASS
SSBRE-v1,0,2,48,ZERO,0,528,ZERO,0,PASS
SSBRE-v1,0,2,49,ZERO,0,529,ZERO,0,PASS
SSBRE-v1,0,2,50,ZERO,0,530,ZERO,0,PASS
SSBRE-v1,0,2,51,ZERO,0,531,ZERO,0,PASS
SSBRE-v1,0,2,52,ZERO,0,532,ZERO,0,PASS
SSBRE-v1,0,2,53,ZERO,0,533,ZERO,0,PASS
SSBRE-v1,0,2,54,ZERO,0,534,ZERO,0,PASS
SSBRE-v1,0,2,55,ZERO,0,535,ZERO,0,PASS
SSBRE-v1,0,2,56,SSS,0,536,SSS,0,PASS
SSBRE-v1,0,2,57,SSS,0,537,SSS,0,PASS
SSBRE-v1,0,2,58,SSS,0,538,SSS,0,PASS
SSBRE-v1,0,2,59,SSS,0,539,SSS,0,PASS
SSBRE-v1,0,2,60,SSS,0,540,SSS,0,PASS
SSBRE-v1,0,2,61,SSS,0,541,SSS,0,PASS
SSBRE-v1,0,2,62,SSS,0,542,SSS,0,PASS
SSBRE-v1,0,2,63,SSS,0,543,SSS,0,PASS
SSBRE-v1,0,2,64,SSS,0,544,SSS,0,PASS
SSBRE-v1,0,2,65,SSS,0,545,SSS,0,PASS
SSBRE-v1,0,2,66,SSS,0,546,SSS,0,PASS
SSBRE-v1,0,2,67,SSS,0,547,SSS,0,PASS
SSBRE-v1,0,2,68,SSS,0,548,SSS,0,PASS
SSBRE-v1,0,2,69,SSS,0,549,SSS,0,PASS
SSBRE-v1,0,2,70,SSS,0,550,SSS,0,PASS
SSBRE-v1,0,2,71,SSS,0,551,SSS,0,PASS
SSBRE-v1,0,2,72,SSS,0,552,SSS,0,PASS
SSBRE-v1,0,2,73,SSS,0,553,SSS,0,PASS
SSBRE-v1,0,2,74,SSS,0,554,SSS,0,PASS
SSBRE-v1,0,2,75,SSS,0,555,SSS,0,PASS
SSBRE-v1,0,2,76,SSS,0,556,SSS,0,PASS
SSBRE-v1,0,2,77,SSS,0,557,SSS,0,PASS
SSBRE-v1,0,2,78,SSS,0,558,SSS,0,PASS
SSBRE-v1,0,2,79,SSS,0,559,SSS,0,PASS
SSBRE-v1,0,2,80,SSS,0,560,SSS,0,PASS
SSBRE-v1,0,2,81,SSS,0,561,SSS,0,PASS
SSBRE-v1,0,2,82,SSS,0,562,SSS,0,PASS
SSBRE-v1,0,2,83,SSS,0,563,SSS,0,PASS
SSBRE-v1,0,2,84,SSS,0,564,SSS,0,PASS
SSBRE-v1,0,2,85,SSS,0,565,SSS,0,PASS
SSBRE-v1,0,2,86,SSS,0,566,SSS,0,PASS
SSBRE-v1,0,2,87,SSS,0,567,SSS,0,PASS
SSBRE-v1,0,2,88,SSS,0,568,SSS,0,PASS
SSBRE-v1,0,2,89,SSS,0,569,SSS,0,PASS
SSBRE-v1,0,2,90,SSS,0,570,SSS,0,PASS
SSBRE-v1,0,2,91,SSS,0,571,SSS,0,PASS
SSBRE-v1,0,2,92,SSS,0,572,SSS,0,PASS
SSBRE-v1,0,2,93,SSS,0,573,SSS,0,PASS
SSBRE-v1,0,2,94,SSS,0,574,SSS,0,PASS
SSBRE-v1,0,2,95,SSS,0,575,SSS,0,PASS
SSBRE-v1,0,2,96,SSS,0,576,SSS,0,PASS
SSBRE-v1,0,2,97,SSS,0,577,SSS,0,PASS
SSBRE-v1,0,2,98,SSS,0,578,SSS,0,PASS
SSBRE-v1,0,2,99,SSS,0,579,SSS,0,PASS
SSBRE-v1,0,2,100,SSS,0,580,SSS,0,PASS
SSBRE-v1,0,2,101,SSS,0,581,SSS,0,PASS
SSBRE-v1,0,2,102,SSS,0,582,SSS,0,PASS
SSBRE-v1,0,2,103,SSS,0,583,SSS,0,PASS
SSBRE-v1,0,2,104,SSS,0,584,SSS,0,PASS
SSBRE-v1,0,2,105,SSS,0,585,SSS,0,PASS
SSBRE-v1,0,2,106,SSS,0,586,SSS,0,PASS
SSBRE-v1,0,2,107,SSS,0,587,SSS,0,PASS
SSBRE-v1,0,2,108,SSS,0,588,SSS,0,PASS
SSBRE-v1,0,2,109,SSS,0,589,SSS,0,PASS
SSBRE-v1,0,2,110,SSS,0,590,SSS,0,PASS
SSBRE-v1,0,2,111,SSS,0,591,SSS,0,PASS
SSBRE-v1,0,2,112,SSS,0,592,SSS,0,PASS
SSBRE-v1,0,2,113,SSS,0,593,SSS,0,PASS
SSBRE-v1,0,2,114,SSS,0,594,SSS,0,PASS
SSBRE-v1,0,2,115,SSS,0,595,SSS,0,PASS
SSBRE-v1,0,2,116,SSS,0,596,SSS,0,PASS
SSBRE-v1,0,2,117,SSS,0,597,SSS,0,PASS
SSBRE-v1,0,2,118,SSS,0,598,SSS,0,PASS
SSBRE-v1,0,2,119,SSS,0,599,SSS,0,PASS
SSBRE-v1,0,2,120,SSS,0,600,SSS,0,PASS
SSBRE-v1,0,2,121,SSS,0,601,SSS,0,PASS
SSBRE-v1,0,2,122,SSS,0,602,SSS,0,PASS
SSBRE-v1,0,2,123,SSS,0,603,SSS,0,PASS
SSBRE-v1,0,2,124,SSS,0,604,SSS,0,PASS
SSBRE-v1,0,2,125,SSS,0,605,SSS,0,PASS
SSBRE-v1,0,2,126,SSS,0,606,SSS,0,PASS
SSBRE-v1,0,2,127,SSS,0,607,SSS,0,PASS
SSBRE-v1,0,2,128,SSS,0,608,SSS,0,PASS
SSBRE-v1,0,2,129,SSS,0,609,SSS,0,PASS
SSBRE-v1,0,2,130,SSS,0,610,SSS,0,PASS
SSBRE-v1,0,2,131,SSS,0,611,SSS,0,PASS
SSBRE-v1,0,2,132,SSS,0,612,SSS,0,PASS
SSBRE-v1,0,2,133,SSS,0,613,SSS,0,PASS
SSBRE-v1,0,2,134,SSS,0,614,SSS,0,PASS
SSBRE-v1,0,2,135,SSS,0,615,SSS,0,PASS
SSBRE-v1,0,2,136,SSS,0,616,SSS,0,PASS
SSBRE-v1,0,2,137,SSS,0,617,SSS,0,PASS
SSBRE-v1,0,2,138,SSS,0,618,SSS,0,PASS
SSBRE-v1,0,2,139,SSS,0,619,SSS,0,PASS
SSBRE-v1,0,2,140,SSS,0,620,SSS,0,PASS
SSBRE-v1,0,2,141,SSS,0,621,SSS,0,PASS
SSBRE-v1,0,2,142,SSS,0,622,SSS,0,PASS
SSBRE-v1,0,2,143,SSS,0,623,SSS,0,PASS
SSBRE-v1,0,2,144,SSS,0,624,SSS,0,PASS
SSBRE-v1,0,2,145,SSS,0,625,SSS,0,PASS
SSBRE-v1,0,2,146,SSS,0,626,SSS,0,PASS
SSBRE-v1,0,2,147,SSS,0,627,SSS,0,PASS
SSBRE-v1,0,2,148,SSS,0,628,SSS,0,PASS
SSBRE-v1,0,2,149,SSS,0,629,SSS,0,PASS
SSBRE-v1,0,2,150,SSS,0,630,SSS,0,PASS
SSBRE-v1,0,2,151,SSS,0,631,SSS,0,PASS
SSBRE-v1,0,2,152,SSS,0,632,SSS,0,PASS
SSBRE-v1,0,2,153,SSS,0,633,SSS,0,PASS
SSBRE-v1,0,2,154,SSS,0,634,SSS,0,PASS
SSBRE-v1,0,2,155,SSS,0,635,SSS,0,PASS
SSBRE-v1,0,2,156,SSS,0,636,SSS,0,PASS
SSBRE-v1,0,2,157,SSS,0,637,SSS,0,PASS
SSBRE-v1,0,2,158,SSS,0,638,SSS,0,PASS
SSBRE-v1,0,2,159,SSS,0,639,SSS,0,PASS
SSBRE-v1,0,2,160,SSS,0,640,SSS,0,PASS
SSBRE-v1,0,2,161,SSS,0,641,SSS,0,PASS
SSBRE-v1,0,2,162,SSS,0,642,SSS,0,PASS
SSBRE-v1,0,2,163,SSS,0,643,SSS,0,PASS
SSBRE-v1,0,2,164,SSS,0,644,SSS,0,PASS
SSBRE-v1,0,2,165,SSS,0,645,SSS,0,PASS
SSBRE-v1,0,2,166,SSS,0,646,SSS,0,PASS
SSBRE-v1,0,2,167,SSS,0,647,SSS,0,PASS
SSBRE-v1,0,2,168,SSS,0,648,SSS,0,PASS
SSBRE-v1,0,2,169,SSS,0,649,SSS,0,PASS
SSBRE-v1,0,2,170,SSS,0,650,SSS,0,PASS
SSBRE-v1,0,2,171,SSS,0,651,SSS,0,PASS
SSBRE-v1,0,2,172,SSS,0,652,SSS,0,PASS
SSBRE-v1,0,2,173,SSS,0,653,SSS,0,PASS
SSBRE-v1,0,2,174,SSS,0,654,SSS,0,PASS
SSBRE-v1,0,2,175,SSS,0,655,SSS,0,PASS
SSBRE-v1,0,2,176,SSS,0,656,SSS,0,PASS
SSBRE-v1,0,2,177,SSS,0,657,SSS,0,PASS
SSBRE-v1,0,2,178,SSS,0,658,SSS,0,PASS
SSBRE-v1,0,2,179,SSS,0,659,SSS,0,PASS
SSBRE-v1,0,2,180,SSS,0,660,SSS,0,PASS
SSBRE-v1,0,2,181,SSS,0,661,SSS,0,PASS
SSBRE-v1,0,2,182,SSS,0,662,SSS,0,PASS
SSBRE-v1,0,2,183,ZERO,0,663,ZERO,0,PASS
SSBRE-v1,0,2,184,ZERO,0,664,ZERO,0,PASS
SSBRE-v1,0,2,185,ZERO,0,665,ZERO,0,PASS
SSBRE-v1,0,2,186,ZERO,0,666,ZERO,0,PASS
SSBRE-v1,0,2,187,ZERO,0,667,ZERO,0,PASS
SSBRE-v1,0,2,188,ZERO,0,668,ZERO,0,PASS
SSBRE-v1,0,2,189,ZERO,0,669,ZERO,0,PASS
SSBRE-v1,0,2,190,ZERO,0,670,ZERO,0,PASS
SSBRE-v1,0,2,191,ZERO,0,671,ZERO,0,PASS
SSBRE-v1,0,2,192,PBCH,0,672,PBCH,0,PASS
SSBRE-v1,0,2,193,PBCH_DMRS,0,673,PBCH_DMRS,0,PASS
SSBRE-v1,0,2,194,PBCH,0,674,PBCH,0,PASS
SSBRE-v1,0,2,195,PBCH,0,675,PBCH,0,PASS
SSBRE-v1,0,2,196,PBCH,0,676,PBCH,0,PASS
SSBRE-v1,0,2,197,PBCH_DMRS,0,677,PBCH_DMRS,0,PASS
SSBRE-v1,0,2,198,PBCH,0,678,PBCH,0,PASS
SSBRE-v1,0,2,199,PBCH,0,679,PBCH,0,PASS
SSBRE-v1,0,2,200,PBCH,0,680,PBCH,0,PASS
SSBRE-v1,0,2,201,PBCH_DMRS,0,681,PBCH_DMRS,0,PASS
SSBRE-v1,0,2,202,PBCH,0,682,PBCH,0,PASS
SSBRE-v1,0,2,203,PBCH,0,683,PBCH,0,PASS
SSBRE-v1,0,2,204,PBCH,0,684,PBCH,0,PASS
SSBRE-v1,0,2,205,PBCH_DMRS,0,685,PBCH_DMRS,0,PASS
SSBRE-v1,0,2,206,PBCH,0,686,PBCH,0,PASS
SSBRE-v1,0,2,207,PBCH,0,687,PBCH,0,PASS
SSBRE-v1,0,2,208,PBCH,0,688,PBCH,0,PASS
SSBRE-v1,0,2,209,PBCH_DMRS,0,689,PBCH_DMRS,0,PASS
SSBRE-v1,0,2,210,PBCH,0,690,PBCH,0,PASS
SSBRE-v1,0,2,211,PBCH,0,691,PBCH,0,PASS
SSBRE-v1,0,2,212,PBCH,0,692,PBCH,0,PASS
SSBRE-v1,0,2,213,PBCH_DMRS,0,693,PBCH_DMRS,0,PASS
SSBRE-v1,0,2,214,PBCH,0,694,PBCH,0,PASS
SSBRE-v1,0,2,215,PBCH,0,695,PBCH,0,PASS
SSBRE-v1,0,2,216,PBCH,0,696,PBCH,0,PASS
SSBRE-v1,0,2,217,PBCH_DMRS,0,697,PBCH_DMRS,0,PASS
SSBRE-v1,0,2,218,PBCH,0,698,PBCH,0,PASS
SSBRE-v1,0,2,219,PBCH,0,699,PBCH,0,PASS
SSBRE-v1,0,2,220,PBCH,0,700,PBCH,0,PASS
SSBRE-v1,0,2,221,PBCH_DMRS,0,701,PBCH_DMRS,0,PASS
SSBRE-v1,0,2,222,PBCH,0,702,PBCH,0,PASS
SSBRE-v1,0,2,223,PBCH,0,703,PBCH,0,PASS
SSBRE-v1,0,2,224,PBCH,0,704,PBCH,0,PASS
SSBRE-v1,0,2,225,PBCH_DMRS,0,705,PBCH_DMRS,0,PASS
SSBRE-v1,0,2,226,PBCH,0,706,PBCH,0,PASS
SSBRE-v1,0,2,227,PBCH,0,707,PBCH,0,PASS
SSBRE-v1,0,2,228,PBCH,0,708,PBCH,0,PASS
SSBRE-v1,0,2,229,PBCH_DMRS,0,709,PBCH_DMRS,0,PASS
SSBRE-v1,0,2,230,PBCH,0,710,PBCH,0,PASS
SSBRE-v1,0,2,231,PBCH,0,711,PBCH,0,PASS
SSBRE-v1,0,2,232,PBCH,0,712,PBCH,0,PASS
SSBRE-v1,0,2,233,PBCH_DMRS,0,713,PBCH_DMRS,0,PASS
SSBRE-v1,0,2,234,PBCH,0,714,PBCH,0,PASS
SSBRE-v1,0,2,235,PBCH,0,715,PBCH,0,PASS
SSBRE-v1,0,2,236,PBCH,0,716,PBCH,0,PASS
SSBRE-v1,0,2,237,PBCH_DMRS,0,717,PBCH_DMRS,0,PASS
SSBRE-v1,0,2,238,PBCH,0,718,PBCH,0,PASS
SSBRE-v1,0,2,239,PBCH,0,719,PBCH,0,PASS
SSBRE-v1,0,3,0,PBCH,0,720,PBCH,0,PASS
SSBRE-v1,0,3,1,PBCH_DMRS,0,721,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,2,PBCH,0,722,PBCH,0,PASS
SSBRE-v1,0,3,3,PBCH,0,723,PBCH,0,PASS
SSBRE-v1,0,3,4,PBCH,0,724,PBCH,0,PASS
SSBRE-v1,0,3,5,PBCH_DMRS,0,725,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,6,PBCH,0,726,PBCH,0,PASS
SSBRE-v1,0,3,7,PBCH,0,727,PBCH,0,PASS
SSBRE-v1,0,3,8,PBCH,0,728,PBCH,0,PASS
SSBRE-v1,0,3,9,PBCH_DMRS,0,729,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,10,PBCH,0,730,PBCH,0,PASS
SSBRE-v1,0,3,11,PBCH,0,731,PBCH,0,PASS
SSBRE-v1,0,3,12,PBCH,0,732,PBCH,0,PASS
SSBRE-v1,0,3,13,PBCH_DMRS,0,733,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,14,PBCH,0,734,PBCH,0,PASS
SSBRE-v1,0,3,15,PBCH,0,735,PBCH,0,PASS
SSBRE-v1,0,3,16,PBCH,0,736,PBCH,0,PASS
SSBRE-v1,0,3,17,PBCH_DMRS,0,737,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,18,PBCH,0,738,PBCH,0,PASS
SSBRE-v1,0,3,19,PBCH,0,739,PBCH,0,PASS
SSBRE-v1,0,3,20,PBCH,0,740,PBCH,0,PASS
SSBRE-v1,0,3,21,PBCH_DMRS,0,741,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,22,PBCH,0,742,PBCH,0,PASS
SSBRE-v1,0,3,23,PBCH,0,743,PBCH,0,PASS
SSBRE-v1,0,3,24,PBCH,0,744,PBCH,0,PASS
SSBRE-v1,0,3,25,PBCH_DMRS,0,745,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,26,PBCH,0,746,PBCH,0,PASS
SSBRE-v1,0,3,27,PBCH,0,747,PBCH,0,PASS
SSBRE-v1,0,3,28,PBCH,0,748,PBCH,0,PASS
SSBRE-v1,0,3,29,PBCH_DMRS,0,749,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,30,PBCH,0,750,PBCH,0,PASS
SSBRE-v1,0,3,31,PBCH,0,751,PBCH,0,PASS
SSBRE-v1,0,3,32,PBCH,0,752,PBCH,0,PASS
SSBRE-v1,0,3,33,PBCH_DMRS,0,753,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,34,PBCH,0,754,PBCH,0,PASS
SSBRE-v1,0,3,35,PBCH,0,755,PBCH,0,PASS
SSBRE-v1,0,3,36,PBCH,0,756,PBCH,0,PASS
SSBRE-v1,0,3,37,PBCH_DMRS,0,757,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,38,PBCH,0,758,PBCH,0,PASS
SSBRE-v1,0,3,39,PBCH,0,759,PBCH,0,PASS
SSBRE-v1,0,3,40,PBCH,0,760,PBCH,0,PASS
SSBRE-v1,0,3,41,PBCH_DMRS,0,761,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,42,PBCH,0,762,PBCH,0,PASS
SSBRE-v1,0,3,43,PBCH,0,763,PBCH,0,PASS
SSBRE-v1,0,3,44,PBCH,0,764,PBCH,0,PASS
SSBRE-v1,0,3,45,PBCH_DMRS,0,765,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,46,PBCH,0,766,PBCH,0,PASS
SSBRE-v1,0,3,47,PBCH,0,767,PBCH,0,PASS
SSBRE-v1,0,3,48,PBCH,0,768,PBCH,0,PASS
SSBRE-v1,0,3,49,PBCH_DMRS,0,769,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,50,PBCH,0,770,PBCH,0,PASS
SSBRE-v1,0,3,51,PBCH,0,771,PBCH,0,PASS
SSBRE-v1,0,3,52,PBCH,0,772,PBCH,0,PASS
SSBRE-v1,0,3,53,PBCH_DMRS,0,773,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,54,PBCH,0,774,PBCH,0,PASS
SSBRE-v1,0,3,55,PBCH,0,775,PBCH,0,PASS
SSBRE-v1,0,3,56,PBCH,0,776,PBCH,0,PASS
SSBRE-v1,0,3,57,PBCH_DMRS,0,777,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,58,PBCH,0,778,PBCH,0,PASS
SSBRE-v1,0,3,59,PBCH,0,779,PBCH,0,PASS
