TrialID,ConfigurationEpochBefore,ConfigurationEpochAfter,ParameterPath,DecodedValue,Units,SourceBitRange,SourceMessageSHA256,Installed,Mismatch,Status
SIB1-ASN-001,1,2,decoded_sib1_control,1,boolean,anchor_codec_field_level,e2d7f163b47e8b8aefcc59f060cb22572a100d05471287d88620badebaa86fca,1,0,PASS
SIB1-ASN-001,1,2,decoded_sib1,decoded_sib1_rach_config_common,enum,anchor_codec_field_level,e2d7f163b47e8b8aefcc59f060cb22572a100d05471287d88620badebaa86fca,1,0,PASS
SIB1-ASN-001,1,2,SIB1.servingCellConfigCommon.uplinkConfigCommon.initialUplinkBWP.genericParameters.locationAndBandwidth,0,RB,anchor_codec_field_level,e2d7f163b47e8b8aefcc59f060cb22572a100d05471287d88620badebaa86fca,1,0,PASS
SIB1-ASN-001,1,2,SIB1.servingCellConfigCommon.uplinkConfigCommon.initialUplinkBWP.genericParameters.locationAndBandwidth.initial_ul_bwp_size,13750,RB,anchor_codec_field_level,e2d7f163b47e8b8aefcc59f060cb22572a100d05471287d88620badebaa86fca,1,0,PASS
SIB1-ASN-001,1,2,SIB1.rach-ConfigCommon.rach-ConfigGeneric.msg1-SubcarrierSpacing,1.25,kHz,anchor_codec_field_level,e2d7f163b47e8b8aefcc59f060cb22572a100d05471287d88620badebaa86fca,1,0,PASS
SIB1-ASN-001,1,2,SIB1.servingCellConfigCommon.uplinkConfigCommon.initialUplinkBWP.genericParameters.cyclicPrefix,normal,enum,anchor_codec_field_level,e2d7f163b47e8b8aefcc59f060cb22572a100d05471287d88620badebaa86fca,1,0,PASS
SIB1-ASN-001,1,2,SIB1.rach-ConfigCommon.rach-ConfigGeneric.prach-ConfigurationIndex,16,index,anchor_codec_field_level,e2d7f163b47e8b8aefcc59f060cb22572a100d05471287d88620badebaa86fca,1,0,PASS
SIB1-ASN-001,1,2,SIB1.rach-ConfigCommon.rach-ConfigGeneric.msg1-FDM,one,enum,anchor_codec_field_level,e2d7f163b47e8b8aefcc59f060cb22572a100d05471287d88620badebaa86fca,1,0,PASS
SIB1-ASN-001,1,2,SIB1.rach-ConfigCommon.rootSequenceIndex,1,index,anchor_codec_field_level,e2d7f163b47e8b8aefcc59f060cb22572a100d05471287d88620badebaa86fca,1,0,PASS
SIB1-ASN-001,1,2,SIB1.rach-ConfigCommon.rach-ConfigGeneric.restrictedSetConfig,UnrestrictedSet,enum,anchor_codec_field_level,e2d7f163b47e8b8aefcc59f060cb22572a100d05471287d88620badebaa86fca,1,0,PASS
SIB1-ASN-001,1,2,SIB1.rach-ConfigCommon.zeroCorrelationZoneConfig,8,index,anchor_codec_field_level,e2d7f163b47e8b8aefcc59f060cb22572a100d05471287d88620badebaa86fca,1,0,PASS
SIB1-ASN-001,1,2,SIB1.rach-ConfigCommon.msg1-FrequencyStart,0,RB,anchor_codec_field_level,e2d7f163b47e8b8aefcc59f060cb22572a100d05471287d88620badebaa86fca,1,0,PASS
SIB1-ASN-001,1,2,SIB1.rach-ConfigCommon.preambleReceivedTargetPower,-100,dBm,anchor_codec_field_level,e2d7f163b47e8b8aefcc59f060cb22572a100d05471287d88620badebaa86fca,1,0,PASS
SIB1-ASN-001,1,2,SIB1.rach-ConfigCommon.powerRampingStep,2,dB,anchor_codec_field_level,e2d7f163b47e8b8aefcc59f060cb22572a100d05471287d88620badebaa86fca,1,0,PASS
SIB1-ASN-001,1,2,SIB1.rach-ConfigCommon.preambleTransMax,10,count,anchor_codec_field_level,e2d7f163b47e8b8aefcc59f060cb22572a100d05471287d88620badebaa86fca,1,0,PASS
SIB1-ASN-001,1,2,SIB1.rach-ConfigCommon.ra-ResponseWindow,8,slots,anchor_codec_field_level,e2d7f163b47e8b8aefcc59f060cb22572a100d05471287d88620badebaa86fca,1,0,PASS
SIB1-ASN-001,1,2,SIB1.rach-ConfigCommon.totalNumberOfRA-Preambles,64,count,anchor_codec_field_level,e2d7f163b47e8b8aefcc59f060cb22572a100d05471287d88620badebaa86fca,1,0,PASS
SIB1-ASN-001,1,2,SIB1.rach-ConfigCommon.prach-RootSequenceIndex/format anchor,0,enum,anchor_codec_field_level,e2d7f163b47e8b8aefcc59f060cb22572a100d05471287d88620badebaa86fca,1,0,PASS
SIB1-ASN-001,1,2,SIB1.servingCellConfigCommon.uplinkConfigCommon.initialUplinkBWP.pusch-ConfigCommon.msg3-DeltaPreamble,0,dB,anchor_codec_field_level,e2d7f163b47e8b8aefcc59f060cb22572a100d05471287d88620badebaa86fca,1,0,PASS
SIB1-ASN-001,1,2,SIB1.servingCellConfigCommon.uplinkConfigCommon.initialUplinkBWP.pucch-ConfigCommon.pucch-ResourceCommon,0,index,anchor_codec_field_level,e2d7f163b47e8b8aefcc59f060cb22572a100d05471287d88620badebaa86fca,1,0,PASS
SIB1-ASN-002,1,2,decoded_sib1_control,1,boolean,anchor_codec_field_level,ec0a0fa84a4aaff29951e73c1b1046fc32f9912762bd09b8709ac5e8cfa6fd1a,1,0,PASS
SIB1-ASN-002,1,2,decoded_sib1,decoded_sib1_rach_config_common,enum,anchor_codec_field_level,ec0a0fa84a4aaff29951e73c1b1046fc32f9912762bd09b8709ac5e8cfa6fd1a,1,0,PASS
SIB1-ASN-002,1,2,SIB1.servingCellConfigCommon.uplinkConfigCommon.initialUplinkBWP.genericParameters.locationAndBandwidth,0,RB,anchor_codec_field_level,ec0a0fa84a4aaff29951e73c1b1046fc32f9912762bd09b8709ac5e8cfa6fd1a,1,0,PASS
SIB1-ASN-002,1,2,SIB1.servingCellConfigCommon.uplinkConfigCommon.initialUplinkBWP.genericParameters.locationAndBandwidth.initial_ul_bwp_size,28875,RB,anchor_codec_field_level,ec0a0fa84a4aaff29951e73c1b1046fc32f9912762bd09b8709ac5e8cfa6fd1a,1,0,PASS
SIB1-ASN-002,1,2,SIB1.rach-ConfigCommon.rach-ConfigGeneric.msg1-SubcarrierSpacing,15,kHz,anchor_codec_field_level,ec0a0fa84a4aaff29951e73c1b1046fc32f9912762bd09b8709ac5e8cfa6fd1a,1,0,PASS
SIB1-ASN-002,1,2,SIB1.servingCellConfigCommon.uplinkConfigCommon.initialUplinkBWP.genericParameters.cyclicPrefix,normal,enum,anchor_codec_field_level,ec0a0fa84a4aaff29951e73c1b1046fc32f9912762bd09b8709ac5e8cfa6fd1a,1,0,PASS
SIB1-ASN-002,1,2,SIB1.rach-ConfigCommon.rach-ConfigGeneric.prach-ConfigurationIndex,100,index,anchor_codec_field_level,ec0a0fa84a4aaff29951e73c1b1046fc32f9912762bd09b8709ac5e8cfa6fd1a,1,0,PASS
SIB1-ASN-002,1,2,SIB1.rach-ConfigCommon.rach-ConfigGeneric.msg1-FDM,one,enum,anchor_codec_field_level,ec0a0fa84a4aaff29951e73c1b1046fc32f9912762bd09b8709ac5e8cfa6fd1a,1,0,PASS
SIB1-ASN-002,1,2,SIB1.rach-ConfigCommon.rootSequenceIndex,1,index,anchor_codec_field_level,ec0a0fa84a4aaff29951e73c1b1046fc32f9912762bd09b8709ac5e8cfa6fd1a,1,0,PASS
SIB1-ASN-002,1,2,SIB1.rach-ConfigCommon.rach-ConfigGeneric.restrictedSetConfig,UnrestrictedSet,enum,anchor_codec_field_level,ec0a0fa84a4aaff29951e73c1b1046fc32f9912762bd09b8709ac5e8cfa6fd1a,1,0,PASS
SIB1-ASN-002,1,2,SIB1.rach-ConfigCommon.zeroCorrelationZoneConfig,8,index,anchor_codec_field_level,ec0a0fa84a4aaff29951e73c1b1046fc32f9912762bd09b8709ac5e8cfa6fd1a,1,0,PASS
SIB1-ASN-002,1,2,SIB1.rach-ConfigCommon.msg1-FrequencyStart,0,RB,anchor_codec_field_level,ec0a0fa84a4aaff29951e73c1b1046fc32f9912762bd09b8709ac5e8cfa6fd1a,1,0,PASS
SIB1-ASN-002,1,2,SIB1.rach-ConfigCommon.preambleReceivedTargetPower,-100,dBm,anchor_codec_field_level,ec0a0fa84a4aaff29951e73c1b1046fc32f9912762bd09b8709ac5e8cfa6fd1a,1,0,PASS
SIB1-ASN-002,1,2,SIB1.rach-ConfigCommon.powerRampingStep,2,dB,anchor_codec_field_level,ec0a0fa84a4aaff29951e73c1b1046fc32f9912762bd09b8709ac5e8cfa6fd1a,1,0,PASS
SIB1-ASN-002,1,2,SIB1.rach-ConfigCommon.preambleTransMax,10,count,anchor_codec_field_level,ec0a0fa84a4aaff29951e73c1b1046fc32f9912762bd09b8709ac5e8cfa6fd1a,1,0,PASS
SIB1-ASN-002,1,2,SIB1.rach-ConfigCommon.ra-ResponseWindow,8,slots,anchor_codec_field_level,ec0a0fa84a4aaff29951e73c1b1046fc32f9912762bd09b8709ac5e8cfa6fd1a,1,0,PASS
SIB1-ASN-002,1,2,SIB1.rach-ConfigCommon.totalNumberOfRA-Preambles,64,count,anchor_codec_field_level,ec0a0fa84a4aaff29951e73c1b1046fc32f9912762bd09b8709ac5e8cfa6fd1a,1,0,PASS
SIB1-ASN-002,1,2,SIB1.rach-ConfigCommon.prach-RootSequenceIndex/format anchor,A1,enum,anchor_codec_field_level,ec0a0fa84a4aaff29951e73c1b1046fc32f9912762bd09b8709ac5e8cfa6fd1a,1,0,PASS
SIB1-ASN-002,1,2,SIB1.servingCellConfigCommon.uplinkConfigCommon.initialUplinkBWP.pusch-ConfigCommon.msg3-DeltaPreamble,0,dB,anchor_codec_field_level,ec0a0fa84a4aaff29951e73c1b1046fc32f9912762bd09b8709ac5e8cfa6fd1a,1,0,PASS
SIB1-ASN-002,1,2,SIB1.servingCellConfigCommon.uplinkConfigCommon.initialUplinkBWP.pucch-ConfigCommon.pucch-ResourceCommon,0,index,anchor_codec_field_level,ec0a0fa84a4aaff29951e73c1b1046fc32f9912762bd09b8709ac5e8cfa6fd1a,1,0,PASS
SIB1-ASN-003,1,2,decoded_sib1_control,1,boolean,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-003,1,2,decoded_sib1,decoded_sib1_rach_config_common,enum,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-003,1,2,SIB1.servingCellConfigCommon.uplinkConfigCommon.initialUplinkBWP.genericParameters.locationAndBandwidth,0,RB,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-003,1,2,SIB1.servingCellConfigCommon.uplinkConfigCommon.initialUplinkBWP.genericParameters.locationAndBandwidth.initial_ul_bwp_size,13750,RB,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-003,1,2,SIB1.rach-ConfigCommon.rach-ConfigGeneric.msg1-SubcarrierSpacing,1.25,kHz,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-003,1,2,SIB1.servingCellConfigCommon.uplinkConfigCommon.initialUplinkBWP.genericParameters.cyclicPrefix,normal,enum,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-003,1,2,SIB1.rach-ConfigCommon.rach-ConfigGeneric.prach-ConfigurationIndex,16,index,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-003,1,2,SIB1.rach-ConfigCommon.rach-ConfigGeneric.msg1-FDM,one,enum,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-003,1,2,SIB1.rach-ConfigCommon.rootSequenceIndex,1,index,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-003,1,2,SIB1.rach-ConfigCommon.rach-ConfigGeneric.restrictedSetConfig,RestrictedSetTypeA,enum,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-003,1,2,SIB1.rach-ConfigCommon.zeroCorrelationZoneConfig,8,index,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-003,1,2,SIB1.rach-ConfigCommon.msg1-FrequencyStart,0,RB,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-003,1,2,SIB1.rach-ConfigCommon.preambleReceivedTargetPower,-100,dBm,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-003,1,2,SIB1.rach-ConfigCommon.powerRampingStep,2,dB,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-003,1,2,SIB1.rach-ConfigCommon.preambleTransMax,10,count,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-003,1,2,SIB1.rach-ConfigCommon.ra-ResponseWindow,8,slots,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-003,1,2,SIB1.rach-ConfigCommon.totalNumberOfRA-Preambles,64,count,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
SIB1-ASN-003,1,2,SIB1.rach-ConfigCommon.prach-RootSequenceIndex/format anchor,0,enum,anchor_codec_field_level,0a5ce71688b3ccb14cf411d27fc84a41d581c634dbe6e289c37038f15b94c369,1,0,PASS
