AttemptID,UEID,EventOrdinal,PreviousState,Event,NextState,AbsoluteFrame,AbsoluteSlot,OccasionID,RNTI,PreambleIndex,DecodedEvidenceID,FailureReason,Status
RA-WAVE-017,UE-17,3,WAIT_RAR,RAR_DECODED,WAIT_MSG3,0,2,RO-0001,4660,7,e856e370378ec09f202b7f6a1cf1c7b04d194b6ef949e04b7b097955ffb4e89b,,PASS
RA-WAVE-017,UE-17,4,WAIT_MSG3,MSG3_DECODED,WAIT_MSG4,0,3,RO-0001,4660,7,e856e370378ec09f202b7f6a1cf1c7b04d194b6ef949e04b7b097955ffb4e89b,,PASS
RA-WAVE-017,UE-17,5,WAIT_MSG4,CONTENTION_RESOLVED,WAIT_RRC_SETUP,0,4,RO-0001,4660,7,f7aafa9764609cca49d472342404210269a58b6b646221a1429ba4c86df0b1cc,,PASS
RA-WAVE-017,UE-17,6,WAIT_RRC_SETUP,RRC_SETUP_DECODED,WAIT_SETUP_COMPLETE,0,4,RO-0001,4660,7,f7aafa9764609cca49d472342404210269a58b6b646221a1429ba4c86df0b1cc,,PASS
RA-WAVE-017,UE-17,7,WAIT_SETUP_COMPLETE,SETUP_COMPLETE_DECODED,CONNECTED,0,4,RO-0001,4660,7,ec8d03fb1eb452e740a5936f2048ed770f5b06bed06d5623e60cff14b04ffdcb,,PASS
RA-WAVE-017,UE-17,8,CONNECTED,CONNECTED,CONNECTED,0,4,RO-0001,4660,7,ec8d03fb1eb452e740a5936f2048ed770f5b06bed06d5623e60cff14b04ffdcb,,PASS
RA-WAVE-018,UE-18,1,IDLE,START,TRIGGERED,0,0,RO-0001,4660,7,,,PASS
RA-WAVE-018,UE-18,2,TRIGGERED,MSG1_DETECTED,WAIT_RAR,0,1,RO-0001,4660,7,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,,PASS
RA-WAVE-018,UE-18,3,WAIT_RAR,RAR_DECODED,WAIT_MSG3,0,2,RO-0001,4660,7,aad047798af6a3f91e227fd7d6c6245a89202f68175e8b707ba703b0d471b215,,PASS
RA-WAVE-018,UE-18,4,WAIT_MSG3,MSG3_DECODED,WAIT_MSG4,0,3,RO-0001,4660,7,aad047798af6a3f91e227fd7d6c6245a89202f68175e8b707ba703b0d471b215,,PASS
RA-WAVE-018,UE-18,5,WAIT_MSG4,CONTENTION_RESOLVED,WAIT_RRC_SETUP,0,4,RO-0001,4660,7,14d3a0cc6e653b7efead72b5b683e74c90e5fa0cc380afa0b966bbbe00945533,,PASS
RA-WAVE-018,UE-18,6,WAIT_RRC_SETUP,RRC_SETUP_DECODED,WAIT_SETUP_COMPLETE,0,4,RO-0001,4660,7,14d3a0cc6e653b7efead72b5b683e74c90e5fa0cc380afa0b966bbbe00945533,,PASS
RA-WAVE-018,UE-18,7,WAIT_SETUP_COMPLETE,SETUP_COMPLETE_DECODED,CONNECTED,0,4,RO-0001,4660,7,9422f65691e05c590435c8c841b53a359704e317591e0399f93429e47e9c6698,,PASS
RA-WAVE-018,UE-18,8,CONNECTED,CONNECTED,CONNECTED,0,4,RO-0001,4660,7,9422f65691e05c590435c8c841b53a359704e317591e0399f93429e47e9c6698,,PASS
RA-WAVE-019,UE-19,1,IDLE,START,TRIGGERED,0,0,RO-0001,4660,7,,,PASS
RA-WAVE-019,UE-19,2,TRIGGERED,MSG1_DETECTED,WAIT_RAR,0,1,RO-0001,4660,7,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,,PASS
RA-WAVE-019,UE-19,3,WAIT_RAR,RAR_DECODED,WAIT_MSG3,0,2,RO-0001,4660,7,e5996a1ccdc16afd33c35e87d40db20ca93e103aca993bcf2b160a7bf69b744f,,PASS
RA-WAVE-019,UE-19,4,WAIT_MSG3,MSG3_DECODED,WAIT_MSG4,0,3,RO-0001,4660,7,e5996a1ccdc16afd33c35e87d40db20ca93e103aca993bcf2b160a7bf69b744f,,PASS
RA-WAVE-019,UE-19,5,WAIT_MSG4,CONTENTION_RESOLVED,WAIT_RRC_SETUP,0,4,RO-0001,4660,7,e759aebcfa5ec7e8cc37d8c59e71876c0a919e854d3a3d0e1c8e49bb77fc1662,,PASS
RA-WAVE-019,UE-19,6,WAIT_RRC_SETUP,RRC_SETUP_DECODED,WAIT_SETUP_COMPLETE,0,4,RO-0001,4660,7,e759aebcfa5ec7e8cc37d8c59e71876c0a919e854d3a3d0e1c8e49bb77fc1662,,PASS
RA-WAVE-019,UE-19,7,WAIT_SETUP_COMPLETE,SETUP_COMPLETE_DECODED,CONNECTED,0,4,RO-0001,4660,7,44c6b805150280f28ba0801f8f6ee837b05450515b70ee72514e6ec568d3b35f,,PASS
RA-WAVE-019,UE-19,8,CONNECTED,CONNECTED,CONNECTED,0,4,RO-0001,4660,7,44c6b805150280f28ba0801f8f6ee837b05450515b70ee72514e6ec568d3b35f,,PASS
RA-WAVE-020,UE-20,1,IDLE,START,TRIGGERED,0,0,RO-0001,4660,7,,,PASS
RA-WAVE-020,UE-20,2,TRIGGERED,MSG1_DETECTED,WAIT_RAR,0,1,RO-0001,4660,7,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,,PASS
RA-WAVE-020,UE-20,3,WAIT_RAR,RAR_DECODED,WAIT_MSG3,0,2,RO-0001,4660,7,fd609511292e3b6094c4f67a3daa8cb3d0af0520596dcfa071a3c2df2c9a834e,,PASS
RA-WAVE-020,UE-20,4,WAIT_MSG3,MSG3_DECODED,WAIT_MSG4,0,3,RO-0001,4660,7,fd609511292e3b6094c4f67a3daa8cb3d0af0520596dcfa071a3c2df2c9a834e,,PASS
RA-WAVE-020,UE-20,5,WAIT_MSG4,CONTENTION_RESOLVED,WAIT_RRC_SETUP,0,4,RO-0001,4660,7,19e40cc25cbb24bd96e8b6ec3f447ded0f6b2e360f66cff59a51e7840ddba5bd,,PASS
RA-WAVE-020,UE-20,6,WAIT_RRC_SETUP,RRC_SETUP_DECODED,WAIT_SETUP_COMPLETE,0,4,RO-0001,4660,7,19e40cc25cbb24bd96e8b6ec3f447ded0f6b2e360f66cff59a51e7840ddba5bd,,PASS
RA-WAVE-020,UE-20,7,WAIT_SETUP_COMPLETE,SETUP_COMPLETE_DECODED,CONNECTED,0,4,RO-0001,4660,7,b8ab4c7b91d884109c8b0848d7d53e062b7523d3ba979e5a1974c9eff41a8c11,,PASS
RA-WAVE-020,UE-20,8,CONNECTED,CONNECTED,CONNECTED,0,4,RO-0001,4660,7,b8ab4c7b91d884109c8b0848d7d53e062b7523d3ba979e5a1974c9eff41a8c11,,PASS
