AttemptID,Endpoint,EventOrdinal,PreviousState,Event,NextState,TransactionID,UEIdentity,SRB1Installed,MessageSHA256,CRC,TimerName,FailureReason,Status
RA-WAVE-001,UE,1,IDLE,CELL_SELECTED,CAMPED,0,UE-1,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-001,GNB,1,IDLE,CELL_SELECTED,CELL_AVAILABLE,0,UE-1,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-001,UE,2,CAMPED,MSG3_RRC_SETUP_REQUEST_OK,WAIT_RRC_SETUP,0,UE-1,0,d5e6d4f41a57cdf7359e760af51a5783b07715c24f03e66819446d934f76cd96,1,T300,,PASS
RA-WAVE-001,GNB,2,CELL_AVAILABLE,MSG3_RRC_SETUP_REQUEST_OK,SETUP_REQUEST_RECEIVED,0,UE-1,0,d5e6d4f41a57cdf7359e760af51a5783b07715c24f03e66819446d934f76cd96,1,T300,,PASS
RA-WAVE-001,UE,3,WAIT_RRC_SETUP,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,0,UE-1,1,f7aafa9764609cca49d472342404210269a58b6b646221a1429ba4c86df0b1cc,1,T300,,PASS
RA-WAVE-001,GNB,3,SETUP_REQUEST_RECEIVED,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,0,UE-1,1,f7aafa9764609cca49d472342404210269a58b6b646221a1429ba4c86df0b1cc,1,T300,,PASS
RA-WAVE-001,UE,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,0,UE-1,1,2f789ca206b275c3da43a74b4ebe9e9ff88326f9ae73cedea10ac44636865158,1,,,PASS
RA-WAVE-001,GNB,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,0,UE-1,1,2f789ca206b275c3da43a74b4ebe9e9ff88326f9ae73cedea10ac44636865158,1,,,PASS
RA-WAVE-002,UE,1,IDLE,CELL_SELECTED,CAMPED,1,UE-2,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-002,GNB,1,IDLE,CELL_SELECTED,CELL_AVAILABLE,1,UE-2,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-002,UE,2,CAMPED,MSG3_RRC_SETUP_REQUEST_OK,WAIT_RRC_SETUP,1,UE-2,0,499cfb8c45e844ed6620188302d7e323cabd41f0c3ad4775140e56d1f27f7480,1,T300,,PASS
RA-WAVE-002,GNB,2,CELL_AVAILABLE,MSG3_RRC_SETUP_REQUEST_OK,SETUP_REQUEST_RECEIVED,1,UE-2,0,499cfb8c45e844ed6620188302d7e323cabd41f0c3ad4775140e56d1f27f7480,1,T300,,PASS
RA-WAVE-002,UE,3,WAIT_RRC_SETUP,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,1,UE-2,1,14d3a0cc6e653b7efead72b5b683e74c90e5fa0cc380afa0b966bbbe00945533,1,T300,,PASS
RA-WAVE-002,GNB,3,SETUP_REQUEST_RECEIVED,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,1,UE-2,1,14d3a0cc6e653b7efead72b5b683e74c90e5fa0cc380afa0b966bbbe00945533,1,T300,,PASS
RA-WAVE-002,UE,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,1,UE-2,1,a53934aeb3fea680a7b426f4ec642878e90a5f993b1fed78a5ee8f3ee7952a3b,1,,,PASS
RA-WAVE-002,GNB,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,1,UE-2,1,a53934aeb3fea680a7b426f4ec642878e90a5f993b1fed78a5ee8f3ee7952a3b,1,,,PASS
RA-WAVE-003,UE,1,IDLE,CELL_SELECTED,CAMPED,2,UE-3,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-003,GNB,1,IDLE,CELL_SELECTED,CELL_AVAILABLE,2,UE-3,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-003,UE,2,CAMPED,MSG3_RRC_SETUP_REQUEST_OK,WAIT_RRC_SETUP,2,UE-3,0,86de36e7771ee41cb414e21556157e2846aea2b034d192c9cf52c6bc23022d17,1,T300,,PASS
RA-WAVE-003,GNB,2,CELL_AVAILABLE,MSG3_RRC_SETUP_REQUEST_OK,SETUP_REQUEST_RECEIVED,2,UE-3,0,86de36e7771ee41cb414e21556157e2846aea2b034d192c9cf52c6bc23022d17,1,T300,,PASS
RA-WAVE-003,UE,3,WAIT_RRC_SETUP,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,2,UE-3,1,e759aebcfa5ec7e8cc37d8c59e71876c0a919e854d3a3d0e1c8e49bb77fc1662,1,T300,,PASS
RA-WAVE-003,GNB,3,SETUP_REQUEST_RECEIVED,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,2,UE-3,1,e759aebcfa5ec7e8cc37d8c59e71876c0a919e854d3a3d0e1c8e49bb77fc1662,1,T300,,PASS
RA-WAVE-003,UE,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,2,UE-3,1,fa272462eea0e99bda064eac7ad6ee3bbf9112c331763e8aa05f0e18bc8a9d06,1,,,PASS
RA-WAVE-003,GNB,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,2,UE-3,1,fa272462eea0e99bda064eac7ad6ee3bbf9112c331763e8aa05f0e18bc8a9d06,1,,,PASS
RA-WAVE-004,UE,1,IDLE,CELL_SELECTED,CAMPED,3,UE-4,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-004,GNB,1,IDLE,CELL_SELECTED,CELL_AVAILABLE,3,UE-4,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-004,UE,2,CAMPED,MSG3_RRC_SETUP_REQUEST_OK,WAIT_RRC_SETUP,3,UE-4,0,a42acc0f2f59acba85a9a5f43a86a2703fe2a1299a1757c045706a52f68c9293,1,T300,,PASS
RA-WAVE-004,GNB,2,CELL_AVAILABLE,MSG3_RRC_SETUP_REQUEST_OK,SETUP_REQUEST_RECEIVED,3,UE-4,0,a42acc0f2f59acba85a9a5f43a86a2703fe2a1299a1757c045706a52f68c9293,1,T300,,PASS
RA-WAVE-004,UE,3,WAIT_RRC_SETUP,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,3,UE-4,1,19e40cc25cbb24bd96e8b6ec3f447ded0f6b2e360f66cff59a51e7840ddba5bd,1,T300,,PASS
RA-WAVE-004,GNB,3,SETUP_REQUEST_RECEIVED,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,3,UE-4,1,19e40cc25cbb24bd96e8b6ec3f447ded0f6b2e360f66cff59a51e7840ddba5bd,1,T300,,PASS
RA-WAVE-004,UE,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,3,UE-4,1,184a539f06985cb41f4942444575b33c84c798001875fc1005c5553caa628520,1,,,PASS
RA-WAVE-004,GNB,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,3,UE-4,1,184a539f06985cb41f4942444575b33c84c798001875fc1005c5553caa628520,1,,,PASS
RA-WAVE-005,UE,1,IDLE,CELL_SELECTED,CAMPED,0,UE-5,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-005,GNB,1,IDLE,CELL_SELECTED,CELL_AVAILABLE,0,UE-5,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-005,UE,2,CAMPED,MSG3_RRC_SETUP_REQUEST_OK,WAIT_RRC_SETUP,0,UE-5,0,47a935e7fb8b3d4ec21fabaccd8775d86eb19a866a85988274e5dc800fdc355e,1,T300,,PASS
RA-WAVE-005,GNB,2,CELL_AVAILABLE,MSG3_RRC_SETUP_REQUEST_OK,SETUP_REQUEST_RECEIVED,0,UE-5,0,47a935e7fb8b3d4ec21fabaccd8775d86eb19a866a85988274e5dc800fdc355e,1,T300,,PASS
RA-WAVE-005,UE,3,WAIT_RRC_SETUP,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,0,UE-5,1,f7aafa9764609cca49d472342404210269a58b6b646221a1429ba4c86df0b1cc,1,T300,,PASS
RA-WAVE-005,GNB,3,SETUP_REQUEST_RECEIVED,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,0,UE-5,1,f7aafa9764609cca49d472342404210269a58b6b646221a1429ba4c86df0b1cc,1,T300,,PASS
RA-WAVE-005,UE,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,0,UE-5,1,7b7bf54ec55584a0810f0fa606a0b001f90e8f0fc3e769551f9adb568fb664e3,1,,,PASS
RA-WAVE-005,GNB,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,0,UE-5,1,7b7bf54ec55584a0810f0fa606a0b001f90e8f0fc3e769551f9adb568fb664e3,1,,,PASS
RA-WAVE-006,UE,1,IDLE,CELL_SELECTED,CAMPED,1,UE-6,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-006,GNB,1,IDLE,CELL_SELECTED,CELL_AVAILABLE,1,UE-6,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-006,UE,2,CAMPED,MSG3_RRC_SETUP_REQUEST_OK,WAIT_RRC_SETUP,1,UE-6,0,0da3eab7a1d2b20ededcbf7466dd2793b78ab305a11cd077382b8b112aa7859c,1,T300,,PASS
