AttemptID,Endpoint,EventOrdinal,PreviousState,Event,NextState,TransactionID,UEIdentity,SRB1Installed,MessageSHA256,CRC,TimerName,FailureReason,Status
RA-WAVE-006,GNB,2,CELL_AVAILABLE,MSG3_RRC_SETUP_REQUEST_OK,SETUP_REQUEST_RECEIVED,1,UE-6,0,0da3eab7a1d2b20ededcbf7466dd2793b78ab305a11cd077382b8b112aa7859c,1,T300,,PASS
RA-WAVE-006,UE,3,WAIT_RRC_SETUP,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,1,UE-6,1,14d3a0cc6e653b7efead72b5b683e74c90e5fa0cc380afa0b966bbbe00945533,1,T300,,PASS
RA-WAVE-006,GNB,3,SETUP_REQUEST_RECEIVED,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,1,UE-6,1,14d3a0cc6e653b7efead72b5b683e74c90e5fa0cc380afa0b966bbbe00945533,1,T300,,PASS
RA-WAVE-006,UE,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,1,UE-6,1,bdacc56bf2e66dd209a8e24cbe3653b071ac61354eb97d7d62059286895b1298,1,,,PASS
RA-WAVE-006,GNB,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,1,UE-6,1,bdacc56bf2e66dd209a8e24cbe3653b071ac61354eb97d7d62059286895b1298,1,,,PASS
RA-WAVE-007,UE,1,IDLE,CELL_SELECTED,CAMPED,2,UE-7,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-007,GNB,1,IDLE,CELL_SELECTED,CELL_AVAILABLE,2,UE-7,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-007,UE,2,CAMPED,MSG3_RRC_SETUP_REQUEST_OK,WAIT_RRC_SETUP,2,UE-7,0,ea25a1410c9913ef2f50579483b1efda31ddfac6139def5eb69ad8dd7c76fb5d,1,T300,,PASS
RA-WAVE-007,GNB,2,CELL_AVAILABLE,MSG3_RRC_SETUP_REQUEST_OK,SETUP_REQUEST_RECEIVED,2,UE-7,0,ea25a1410c9913ef2f50579483b1efda31ddfac6139def5eb69ad8dd7c76fb5d,1,T300,,PASS
RA-WAVE-007,UE,3,WAIT_RRC_SETUP,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,2,UE-7,1,e759aebcfa5ec7e8cc37d8c59e71876c0a919e854d3a3d0e1c8e49bb77fc1662,1,T300,,PASS
RA-WAVE-007,GNB,3,SETUP_REQUEST_RECEIVED,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,2,UE-7,1,e759aebcfa5ec7e8cc37d8c59e71876c0a919e854d3a3d0e1c8e49bb77fc1662,1,T300,,PASS
RA-WAVE-007,UE,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,2,UE-7,1,66058c81518717876e052bad547fc7538a1d9c2718459af2f71756d754668ece,1,,,PASS
RA-WAVE-007,GNB,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,2,UE-7,1,66058c81518717876e052bad547fc7538a1d9c2718459af2f71756d754668ece,1,,,PASS
RA-WAVE-008,UE,1,IDLE,CELL_SELECTED,CAMPED,3,UE-8,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-008,GNB,1,IDLE,CELL_SELECTED,CELL_AVAILABLE,3,UE-8,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-008,UE,2,CAMPED,MSG3_RRC_SETUP_REQUEST_OK,WAIT_RRC_SETUP,3,UE-8,0,e91e355426fc25d482a8f41b69547e0beefae03dd4a5fb888d62337ec65d6c1f,1,T300,,PASS
RA-WAVE-008,GNB,2,CELL_AVAILABLE,MSG3_RRC_SETUP_REQUEST_OK,SETUP_REQUEST_RECEIVED,3,UE-8,0,e91e355426fc25d482a8f41b69547e0beefae03dd4a5fb888d62337ec65d6c1f,1,T300,,PASS
RA-WAVE-008,UE,3,WAIT_RRC_SETUP,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,3,UE-8,1,19e40cc25cbb24bd96e8b6ec3f447ded0f6b2e360f66cff59a51e7840ddba5bd,1,T300,,PASS
RA-WAVE-008,GNB,3,SETUP_REQUEST_RECEIVED,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,3,UE-8,1,19e40cc25cbb24bd96e8b6ec3f447ded0f6b2e360f66cff59a51e7840ddba5bd,1,T300,,PASS
RA-WAVE-008,UE,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,3,UE-8,1,794659d2fc8d3ea556a54fcdd5ebe2f9167cd013802c6865abb426290bd8310f,1,,,PASS
RA-WAVE-008,GNB,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,3,UE-8,1,794659d2fc8d3ea556a54fcdd5ebe2f9167cd013802c6865abb426290bd8310f,1,,,PASS
RA-WAVE-009,UE,1,IDLE,CELL_SELECTED,CAMPED,0,UE-9,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-009,GNB,1,IDLE,CELL_SELECTED,CELL_AVAILABLE,0,UE-9,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-009,UE,2,CAMPED,MSG3_RRC_SETUP_REQUEST_OK,WAIT_RRC_SETUP,0,UE-9,0,c03a1866dface8aae022d772bf0dccb982b3266593c9fbdfe17aa59442734651,1,T300,,PASS
RA-WAVE-009,GNB,2,CELL_AVAILABLE,MSG3_RRC_SETUP_REQUEST_OK,SETUP_REQUEST_RECEIVED,0,UE-9,0,c03a1866dface8aae022d772bf0dccb982b3266593c9fbdfe17aa59442734651,1,T300,,PASS
RA-WAVE-009,UE,3,WAIT_RRC_SETUP,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,0,UE-9,1,f7aafa9764609cca49d472342404210269a58b6b646221a1429ba4c86df0b1cc,1,T300,,PASS
RA-WAVE-009,GNB,3,SETUP_REQUEST_RECEIVED,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,0,UE-9,1,f7aafa9764609cca49d472342404210269a58b6b646221a1429ba4c86df0b1cc,1,T300,,PASS
RA-WAVE-009,UE,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,0,UE-9,1,19c53b06491101b40119a00530de2df5359aeedaea636caa62f1533668aaaec9,1,,,PASS
RA-WAVE-009,GNB,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,0,UE-9,1,19c53b06491101b40119a00530de2df5359aeedaea636caa62f1533668aaaec9,1,,,PASS
RA-WAVE-010,UE,1,IDLE,CELL_SELECTED,CAMPED,1,UE-10,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-010,GNB,1,IDLE,CELL_SELECTED,CELL_AVAILABLE,1,UE-10,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-010,UE,2,CAMPED,MSG3_RRC_SETUP_REQUEST_OK,WAIT_RRC_SETUP,1,UE-10,0,9fbe66eafb982d8c35f0eeeb3d15b50827281c3076759566219e6034d7effc19,1,T300,,PASS
RA-WAVE-010,GNB,2,CELL_AVAILABLE,MSG3_RRC_SETUP_REQUEST_OK,SETUP_REQUEST_RECEIVED,1,UE-10,0,9fbe66eafb982d8c35f0eeeb3d15b50827281c3076759566219e6034d7effc19,1,T300,,PASS
RA-WAVE-010,UE,3,WAIT_RRC_SETUP,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,1,UE-10,1,14d3a0cc6e653b7efead72b5b683e74c90e5fa0cc380afa0b966bbbe00945533,1,T300,,PASS
RA-WAVE-010,GNB,3,SETUP_REQUEST_RECEIVED,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,1,UE-10,1,14d3a0cc6e653b7efead72b5b683e74c90e5fa0cc380afa0b966bbbe00945533,1,T300,,PASS
RA-WAVE-010,UE,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,1,UE-10,1,57e40f21b8e8b1305437798d8fa55e98ba4569af135e32831d9cffa4dd2ee685,1,,,PASS
RA-WAVE-010,GNB,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,1,UE-10,1,57e40f21b8e8b1305437798d8fa55e98ba4569af135e32831d9cffa4dd2ee685,1,,,PASS
RA-WAVE-011,UE,1,IDLE,CELL_SELECTED,CAMPED,2,UE-11,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-011,GNB,1,IDLE,CELL_SELECTED,CELL_AVAILABLE,2,UE-11,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-011,UE,2,CAMPED,MSG3_RRC_SETUP_REQUEST_OK,WAIT_RRC_SETUP,2,UE-11,0,346d94ae0ddd7bb81b2a01ebc28f45338a320e0b0bd73741490b69e5964d5e80,1,T300,,PASS
RA-WAVE-011,GNB,2,CELL_AVAILABLE,MSG3_RRC_SETUP_REQUEST_OK,SETUP_REQUEST_RECEIVED,2,UE-11,0,346d94ae0ddd7bb81b2a01ebc28f45338a320e0b0bd73741490b69e5964d5e80,1,T300,,PASS
RA-WAVE-011,UE,3,WAIT_RRC_SETUP,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,2,UE-11,1,e759aebcfa5ec7e8cc37d8c59e71876c0a919e854d3a3d0e1c8e49bb77fc1662,1,T300,,PASS
RA-WAVE-011,GNB,3,SETUP_REQUEST_RECEIVED,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,2,UE-11,1,e759aebcfa5ec7e8cc37d8c59e71876c0a919e854d3a3d0e1c8e49bb77fc1662,1,T300,,PASS
RA-WAVE-011,UE,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,2,UE-11,1,6e226be4e5cfc33658d5e051d4984d5d06c18072da3b04585dad2a6e0187640a,1,,,PASS
RA-WAVE-011,GNB,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,2,UE-11,1,6e226be4e5cfc33658d5e051d4984d5d06c18072da3b04585dad2a6e0187640a,1,,,PASS
RA-WAVE-012,UE,1,IDLE,CELL_SELECTED,CAMPED,3,UE-12,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-012,GNB,1,IDLE,CELL_SELECTED,CELL_AVAILABLE,3,UE-12,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-012,UE,2,CAMPED,MSG3_RRC_SETUP_REQUEST_OK,WAIT_RRC_SETUP,3,UE-12,0,2a9f21b100c6bb787826622b8212b28640b5fbb16f73bab2cdfb566977dabfab,1,T300,,PASS
RA-WAVE-012,GNB,2,CELL_AVAILABLE,MSG3_RRC_SETUP_REQUEST_OK,SETUP_REQUEST_RECEIVED,3,UE-12,0,2a9f21b100c6bb787826622b8212b28640b5fbb16f73bab2cdfb566977dabfab,1,T300,,PASS
RA-WAVE-012,UE,3,WAIT_RRC_SETUP,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,3,UE-12,1,19e40cc25cbb24bd96e8b6ec3f447ded0f6b2e360f66cff59a51e7840ddba5bd,1,T300,,PASS
RA-WAVE-012,GNB,3,SETUP_REQUEST_RECEIVED,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,3,UE-12,1,19e40cc25cbb24bd96e8b6ec3f447ded0f6b2e360f66cff59a51e7840ddba5bd,1,T300,,PASS
RA-WAVE-012,UE,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,3,UE-12,1,4f4e186ad6523cfe501eea33d65b3adb608569c0bcbe15373d9109a1cbf1b543,1,,,PASS
RA-WAVE-012,GNB,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,3,UE-12,1,4f4e186ad6523cfe501eea33d65b3adb608569c0bcbe15373d9109a1cbf1b543,1,,,PASS
RA-WAVE-013,UE,1,IDLE,CELL_SELECTED,CAMPED,0,UE-13,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-013,GNB,1,IDLE,CELL_SELECTED,CELL_AVAILABLE,0,UE-13,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-013,UE,2,CAMPED,MSG3_RRC_SETUP_REQUEST_OK,WAIT_RRC_SETUP,0,UE-13,0,32d25fd2c098bda56afb8e18a65d6f7d26e89a1ace5a0b562bd2bd58c84e13aa,1,T300,,PASS
RA-WAVE-013,GNB,2,CELL_AVAILABLE,MSG3_RRC_SETUP_REQUEST_OK,SETUP_REQUEST_RECEIVED,0,UE-13,0,32d25fd2c098bda56afb8e18a65d6f7d26e89a1ace5a0b562bd2bd58c84e13aa,1,T300,,PASS
RA-WAVE-013,UE,3,WAIT_RRC_SETUP,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,0,UE-13,1,f7aafa9764609cca49d472342404210269a58b6b646221a1429ba4c86df0b1cc,1,T300,,PASS
RA-WAVE-013,GNB,3,SETUP_REQUEST_RECEIVED,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,0,UE-13,1,f7aafa9764609cca49d472342404210269a58b6b646221a1429ba4c86df0b1cc,1,T300,,PASS
RA-WAVE-013,UE,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,0,UE-13,1,e0e83341c7db1064d26651bd8d089cc3203f72ccaf713cf16ba9aee8862964b2,1,,,PASS
RA-WAVE-013,GNB,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,0,UE-13,1,e0e83341c7db1064d26651bd8d089cc3203f72ccaf713cf16ba9aee8862964b2,1,,,PASS
RA-WAVE-014,UE,1,IDLE,CELL_SELECTED,CAMPED,1,UE-14,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-014,GNB,1,IDLE,CELL_SELECTED,CELL_AVAILABLE,1,UE-14,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-014,UE,2,CAMPED,MSG3_RRC_SETUP_REQUEST_OK,WAIT_RRC_SETUP,1,UE-14,0,24d27e77ffb034a1a851a4fa61842ab61145a4d435075d3424a13fbd3d602328,1,T300,,PASS
RA-WAVE-014,GNB,2,CELL_AVAILABLE,MSG3_RRC_SETUP_REQUEST_OK,SETUP_REQUEST_RECEIVED,1,UE-14,0,24d27e77ffb034a1a851a4fa61842ab61145a4d435075d3424a13fbd3d602328,1,T300,,PASS
RA-WAVE-014,UE,3,WAIT_RRC_SETUP,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,1,UE-14,1,14d3a0cc6e653b7efead72b5b683e74c90e5fa0cc380afa0b966bbbe00945533,1,T300,,PASS
RA-WAVE-014,GNB,3,SETUP_REQUEST_RECEIVED,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,1,UE-14,1,14d3a0cc6e653b7efead72b5b683e74c90e5fa0cc380afa0b966bbbe00945533,1,T300,,PASS
RA-WAVE-014,UE,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,1,UE-14,1,ec37a8213ef38acc9875318ec313e32f832f97cb482d0e77109cbcf653dbe7e9,1,,,PASS
RA-WAVE-014,GNB,4,WAIT_SETUP_COMPLETE,RRC_SETUP_COMPLETE_OK,CONNECTED,1,UE-14,1,ec37a8213ef38acc9875318ec313e32f832f97cb482d0e77109cbcf653dbe7e9,1,,,PASS
RA-WAVE-015,UE,1,IDLE,CELL_SELECTED,CAMPED,2,UE-15,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-015,GNB,1,IDLE,CELL_SELECTED,CELL_AVAILABLE,2,UE-15,0,7fc03e953d80703fc5c33ed56befa34e60b8e39d4de21974152ee37ffed11dd1,1,T300,,PASS
RA-WAVE-015,UE,2,CAMPED,MSG3_RRC_SETUP_REQUEST_OK,WAIT_RRC_SETUP,2,UE-15,0,f67d41903b6ab06e404f76d3a0ebecc607f454ff2d3fce6b9fd6a22e0ebecb39,1,T300,,PASS
RA-WAVE-015,GNB,2,CELL_AVAILABLE,MSG3_RRC_SETUP_REQUEST_OK,SETUP_REQUEST_RECEIVED,2,UE-15,0,f67d41903b6ab06e404f76d3a0ebecc607f454ff2d3fce6b9fd6a22e0ebecb39,1,T300,,PASS
RA-WAVE-015,UE,3,WAIT_RRC_SETUP,MSG4_RRC_SETUP_OK,WAIT_SETUP_COMPLETE,2,UE-15,1,e759aebcfa5ec7e8cc37d8c59e71876c0a919e854d3a3d0e1c8e49bb77fc1662,1,T300,,PASS
