OperatingPointID,Stage,SNR_dB,Trials,Errors,BLER,CILower,CIUpper,ConfidenceLevel,StopReason,Incomplete,Status
IA-SNR-031.2,SSB,31.2,12,0,0,2.77555756156289e-17,0.242494006655241,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-031.2,PBCH,31.2,12,0,0,2.77555756156289e-17,0.242494006655241,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-031.2,SIB1,31.2,12,0,0,2.77555756156289e-17,0.242494006655241,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-031.2,PRACH,31.2,12,0,0,2.77555756156289e-17,0.242494006655241,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-031.2,RRC_CONNECTED,31.2,12,0,0,2.77555756156289e-17,0.242494006655241,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-030.9,SSB,30.9,13,0,0,0,0.228095372354198,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-030.9,PBCH,30.9,13,0,0,0,0.228095372354198,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-030.9,SIB1,30.9,13,0,0,0,0.228095372354198,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-030.9,PRACH,30.9,13,0,0,0,0.228095372354198,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-030.9,RRC_CONNECTED,30.9,13,0,0,0,0.228095372354198,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-029.9,SSB,29.9,7,0,0,5.55111512312578e-17,0.354330435066687,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-029.9,PBCH,29.9,7,0,0,5.55111512312578e-17,0.354330435066687,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-029.9,SIB1,29.9,7,0,0,5.55111512312578e-17,0.354330435066687,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-029.9,PRACH,29.9,7,0,0,5.55111512312578e-17,0.354330435066687,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-029.9,RRC_CONNECTED,29.9,7,0,0,5.55111512312578e-17,0.354330435066687,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-033.1,SSB,33.1,10,0,0,0,0.277532799862889,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-033.1,PBCH,33.1,10,0,0,0,0.277532799862889,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-033.1,SIB1,33.1,10,0,0,0,0.277532799862889,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-033.1,PRACH,33.1,10,0,0,0,0.277532799862889,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-033.1,RRC_CONNECTED,33.1,10,0,0,0,0.277532799862889,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-032.9,SSB,32.9,11,0,0,0,0.258832966968032,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-032.9,PBCH,32.9,11,0,0,0,0.258832966968032,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-032.9,SIB1,32.9,11,0,0,0,0.258832966968032,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-032.9,PRACH,32.9,11,0,0,0,0.258832966968032,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-032.9,RRC_CONNECTED,32.9,11,0,0,0,0.258832966968032,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-032.0,SSB,32,9,0,0,0,0.299145048419544,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-032.0,PBCH,32,9,0,0,0,0.299145048419544,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-032.0,SIB1,32,9,0,0,0,0.299145048419544,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-032.0,PRACH,32,9,0,0,0,0.299145048419544,0.95,configured_waveform_trials_complete,0,PASS
IA-SNR-032.0,RRC_CONNECTED,32,9,0,0,0,0.299145048419544,0.95,configured_waveform_trials_complete,0,PASS
