run_id,chart_name,chart_mode,x_label,y_label,point_index,x_value,y_value,source_table_logical_path,source_row_count,materialization_status,lineage_note
1,MCS/code-rate timeline,line,ValueNumeric,ValueText,1,0.266666666666667,0.266666666666667,reports/csv/live_pdsch_stage_table.csv,29,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,MCS/code-rate timeline,line,ValueNumeric,ValueText,2,150.0,150.0,reports/csv/live_pdsch_stage_table.csv,29,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,MCS/code-rate timeline,line,ValueNumeric,ValueText,3,0.263157894736842,0.263157894736842,reports/csv/live_pdsch_stage_table.csv,29,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,MCS/code-rate timeline,line,ValueNumeric,ValueText,4,133.0,133.0,reports/csv/live_pdsch_stage_table.csv,29,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,MCS/code-rate timeline,line,ValueNumeric,ValueText,5,0.266666666666667,0.266666666666667,reports/csv/live_pdsch_stage_table.csv,29,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,MCS/code-rate timeline,line,ValueNumeric,ValueText,6,150.0,150.0,reports/csv/live_pdsch_stage_table.csv,29,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,MCS/code-rate timeline,line,ValueNumeric,ValueText,7,70520.0,70520.0,reports/csv/live_pdsch_stage_table.csv,29,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,MCS/code-rate timeline,line,ValueNumeric,ValueText,8,170072.0,170072.0,reports/csv/live_pdsch_stage_table.csv,29,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,MCS/code-rate timeline,line,ValueNumeric,ValueText,9,20.3604736597367,20.3604736597367,reports/csv/live_pdsch_stage_table.csv,29,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,MCS/code-rate timeline,line,ValueNumeric,ValueText,10,48.7242436905469,48.7242436905469,reports/csv/live_pdsch_stage_table.csv,29,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,MCS/code-rate timeline,line,ValueNumeric,ValueText,11,62.7096763861151,62.7096763861151,reports/csv/live_pdsch_stage_table.csv,29,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,MCS/code-rate timeline,line,ValueNumeric,ValueText,12,-6.11348020820335,-6.11348020820335,reports/csv/live_pdsch_stage_table.csv,29,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,MCS/code-rate timeline,line,ValueNumeric,ValueText,13,9.99610794507509,9.99610794507509,reports/csv/live_pdsch_stage_table.csv,29,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,MCS/code-rate timeline,line,ValueNumeric,ValueText,14,31.0992324666746,31.0992324666746,reports/csv/live_pdsch_stage_table.csv,29,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,MCS/code-rate timeline,line,ValueNumeric,ValueText,15,0.0,0.0,reports/csv/live_pdsch_stage_table.csv,29,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,MCS/code-rate timeline,line,ValueNumeric,ValueText,16,0.0,0.0,reports/csv/live_pdsch_stage_table.csv,29,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,MCS/code-rate timeline,line,ValueNumeric,ValueText,17,0.056969696969697,0.056969696969697,reports/csv/live_pdsch_stage_table.csv,29,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,MCS/code-rate timeline,line,ValueNumeric,ValueText,18,0.0909090909090909,0.0909090909090909,reports/csv/live_pdsch_stage_table.csv,29,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,MCS/code-rate timeline,line,ValueNumeric,ValueText,19,0.0909090909090909,0.0909090909090909,reports/csv/live_pdsch_stage_table.csv,29,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,MCS/code-rate timeline,line,ValueNumeric,ValueText,20,-128.181308934872,-128.181308934872,reports/csv/live_pdsch_stage_table.csv,29,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,MCS/code-rate timeline,line,ValueNumeric,ValueText,21,-95.1254648693599,-95.1254648693599,reports/csv/live_pdsch_stage_table.csv,29,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,MCS/code-rate timeline,line,ValueNumeric,ValueText,22,-74.6457391060075,-74.6457391060075,reports/csv/live_pdsch_stage_table.csv,29,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,MCS/code-rate timeline,line,ValueNumeric,ValueText,23,253646265.6,253646265.6,reports/csv/live_pdsch_stage_table.csv,29,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,MCS/code-rate timeline,line,ValueNumeric,ValueText,24,449100288.0,449100288.0,reports/csv/live_pdsch_stage_table.csv,29,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,MCS/code-rate timeline,line,ValueNumeric,ValueText,25,449100288.0,449100288.0,reports/csv/live_pdsch_stage_table.csv,29,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
