CategoryCode,CategoryKey,CategoryName,MetricKey,MetricName,Entity,Statistic,Availability,CountsTowardCoverage,ValueNumeric,ValueText,Unit,SourceArtifact,Notes
"M","energy_efficiency_outputs","Energy-efficiency outputs","ue_energy_per_successful_bit","UE energy per successful bit","UE","mean","observed",1,7.78506038198381e-06,"not_applicable","J/bit","rf/csv/probe_rf_energy.csv","UE runtime energy divided by successful bits."
"M","energy_efficiency_outputs","Energy-efficiency outputs","ue_energy_per_slot_frame_burst","UE energy per slot / frame / burst","UE","per_frame_mean","observed",1,10.8336588873271,"not_applicable","J/frame","rf/csv/probe_rf_energy.csv","Average UE energy per frame."
"M","energy_efficiency_outputs","Energy-efficiency outputs","gnb_energy_per_successful_bit","gNB energy per successful bit","gNB","mean","observed",1,6.5345672891568e-05,"not_applicable","J/bit","rf/csv/probe_rf_energy.csv","gNB runtime energy divided by successful bits."
"M","energy_efficiency_outputs","Energy-efficiency outputs","gnb_active_sleep_duty_cycle","gNB active/sleep duty cycle","gNB","active_ratio","observed",1,1,"not_applicable","fraction","rf/csv/probe_rf_energy.csv","Active ratio from gNB runtime timeline."
"M","energy_efficiency_outputs","Energy-efficiency outputs","gnb_active_sleep_duty_cycle","gNB active/sleep duty cycle","gNB","sleep_ratio","observed",1,0,"not_applicable","fraction","rf/csv/probe_rf_energy.csv","Residual ratio not spent in active runtime states."
"M","energy_efficiency_outputs","Energy-efficiency outputs","rf_chain_active_time","RF-chain active time","gNB","total","observed",1,0.3145,"not_applicable","s","rf/csv/probe_rf_energy.csv","Accumulated gNB RF-chain active time."
"M","energy_efficiency_outputs","Energy-efficiency outputs","bb_processing_energy","BB processing energy","gNB","total","observed",1,2.669663003663,"not_applicable","J","rf/csv/probe_rf_energy.csv","Modeled TRX-chain processing energy in the RF energy model."
"M","energy_efficiency_outputs","Energy-efficiency outputs","pdcch_monitoring_energy_metric","PDCCH monitoring energy","UE","total","observed",1,0.1845,"not_applicable","J","rf/csv/probe_rf_energy.csv","UE receive energy while monitoring PDCCH."
"M","energy_efficiency_outputs","Energy-efficiency outputs","ssb_pbch_common_signal_energy","SSB/PBCH/common-signal energy","gNB","total","observed",1,8.34362264681069,"not_applicable","J","rf/csv/probe_rf_energy.csv","gNB common-signal transmit energy."
"M","energy_efficiency_outputs","Energy-efficiency outputs","prach_common_channel_clustering_energy_effect","PRACH/common-channel clustering energy effect","system","delta_j","disabled",0,13.8436226468107,"not_applicable","J","rf/csv/probe_rf_energy.csv","Measured common-signal and PRACH energy while clustering is enabled."
"M","energy_efficiency_outputs","Energy-efficiency outputs","bandwidth_adaptation_energy_effect","bandwidth adaptation energy effect","system","delta_j","observed",1,0,"not_applicable","J","rf/csv/probe_rf_energy.csv","Measured energy-saving proxy using observed sleep ratio under bandwidth adaptation mode 'bwp_like'."
"M","energy_efficiency_outputs","Energy-efficiency outputs","race_to_sleep_gains","race-to-sleep gains","system","fractional_gain","observed",1,0,"not_applicable","fraction","rf/csv/probe_rf_energy.csv","Measured sleep-ratio proxy under the configured sleep-state model."
"M","energy_efficiency_outputs","Energy-efficiency outputs","throughput_per_watt","throughput-per-watt","system","mean","observed",1,0.0136741415713612,"not_applicable","Mbps/W","rf/csv/probe_rf_energy.csv","Throughput per average combined UE+gNB power."
"M","energy_efficiency_outputs","Energy-efficiency outputs","energy_delay_product","energy-delay product","system","mean","observed",1,32.0061730907203,"not_applicable","J*s","rf/csv/probe_rf_energy.csv","Energy-delay product over the scenario runtime."
"M","energy_efficiency_outputs","Energy-efficiency outputs","energy_spectral_efficiency_tradeoff","energy spectral efficiency trade-off","system","mean","observed",1,0.000136741415713612,"not_applicable","(bit/s/Hz)/W","rf/csv/probe_rf_energy.csv","Spectral efficiency per watt proxy."
