RelativePath,Extension,Bytes,ModifiedUTC,ArtifactClass,SemanticState,CountsTowardCoverage,MachineReadable,HumanReadable
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/contract__spectrum-psd-papr-analytics__papr-histogram-cdf.csv",".csv",15823,"2026-04-18T20:24:11Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/contract__spectrum-psd-papr-analytics__power-spectral-comparison-before-after-impairment.csv",".csv",17194,"2026-04-18T20:24:12Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/contract__spectrum-psd-papr-analytics__psd.csv",".csv",14914,"2026-04-18T20:24:10Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/contract__throughput-goodput-spectral-efficiency-analytics__fairness-index-trend.csv",".csv",374,"2026-04-18T20:24:21Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/contract__throughput-goodput-spectral-efficiency-analytics__goodput-vs-retransmissions.csv",".csv",380,"2026-04-18T20:24:21Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/contract__throughput-goodput-spectral-efficiency-analytics__goodput.csv",".csv",361,"2026-04-18T20:24:20Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/contract__throughput-goodput-spectral-efficiency-analytics__offered-throughput.csv",".csv",372,"2026-04-18T20:24:20Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/contract__throughput-goodput-spectral-efficiency-analytics__per-cell-throughput.csv",".csv",373,"2026-04-18T20:24:21Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/contract__throughput-goodput-spectral-efficiency-analytics__per-ue-throughput.csv",".csv",371,"2026-04-18T20:24:21Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/contract__throughput-goodput-spectral-efficiency-analytics__spectral-efficiency.csv",".csv",373,"2026-04-18T20:24:20Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/contract__throughput-goodput-spectral-efficiency-analytics__throughput-cdf.csv",".csv",368,"2026-04-18T20:24:21Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/contract__throughput-goodput-spectral-efficiency-analytics__throughput-percentile-plots.csv",".csv",381,"2026-04-18T20:24:21Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/contract__throughput-goodput-spectral-efficiency-analytics__throughput-vs-load.csv",".csv",372,"2026-04-18T20:24:21Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/contract__throughput-goodput-spectral-efficiency-analytics__throughput-vs-sinr.csv",".csv",372,"2026-04-18T20:24:20Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/contract__throughput-goodput-spectral-efficiency-analytics__throughput-vs-snr.csv",".csv",371,"2026-04-18T20:24:20Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/contract__throughput-goodput-spectral-efficiency-analytics__throughput.csv",".csv",364,"2026-04-18T20:24:20Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/contract__waveform-time-domain-analytics__magnitude-vs-sample.csv",".csv",47929,"2026-04-18T20:24:10Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/contract__waveform-time-domain-analytics__phase-vs-sample.csv",".csv",44995,"2026-04-18T20:24:10Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/contract__waveform-time-domain-analytics__post-channel-waveform.csv",".csv",54038,"2026-04-18T20:24:09Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/contract__waveform-time-domain-analytics__post-impairment-waveform.csv",".csv",52418,"2026-04-18T20:24:09Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/contract__waveform-time-domain-analytics__power-vs-sample.csv",".csv",44995,"2026-04-18T20:24:10Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/contract__waveform-time-domain-analytics__pre-channel-waveform.csv",".csv",53858,"2026-04-18T20:24:08Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/contract__waveform-time-domain-analytics__rx-waveform.csv",".csv",46017,"2026-04-18T20:24:08Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/contract__waveform-time-domain-analytics__stage-overlay-plots.csv",".csv",44504,"2026-04-18T20:24:10Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/contract__waveform-time-domain-analytics__tx-waveform.csv",".csv",45911,"2026-04-18T20:24:08Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/contract__waveform-time-domain-analytics__ue-wise-link-wise-waveform-comparison.csv",".csv",398,"2026-04-18T20:24:10Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/control_decode_analytics.csv",".csv",10007,"2026-04-18T20:24:23Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/cqi_mcs_consistency_analytics.csv",".csv",163052,"2026-04-18T20:24:24Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/decoder_analytics.csv",".csv",20048,"2026-04-18T20:24:23Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/detection_analytics.csv",".csv",10007,"2026-04-18T20:24:23Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/determinism_analytics.csv",".csv",114192,"2026-04-18T20:24:25Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/energy_efficiency_analytics.csv",".csv",180343,"2026-04-18T20:26:59Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/energy_efficiency_analytics.json",".json",458653,"2026-04-18T20:26:59Z","other","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/energy_efficiency_analytics.json_policy.json",".json",148,"2026-04-18T20:26:59Z","other","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/error_rate_analytics.csv",".csv",44244,"2026-04-18T20:24:23Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/evm_analytics.csv",".csv",1913841,"2026-04-18T20:24:23Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/export_consistency_analytics.csv",".csv",32506,"2026-04-18T20:24:25Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/fairness_analytics.csv",".csv",330,"2026-04-18T20:24:24Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/goodput_analytics.csv",".csv",2855,"2026-04-18T20:24:23Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/handover_analytics.csv",".csv",333,"2026-04-18T20:24:25Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/harq_analytics.csv",".csv",174228,"2026-04-18T20:24:24Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/harq_process_analytics.csv",".csv",174228,"2026-04-18T20:24:24Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/impairment_analytics.csv",".csv",21449,"2026-04-18T20:24:25Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/link_adaptation_analytics.csv",".csv",157788,"2026-04-18T20:24:24Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/measurement_feedback_analytics.csv",".csv",163052,"2026-04-18T20:24:24Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/mimo_analytics.csv",".csv",9210,"2026-04-18T20:24:24Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/mobility_analytics.csv",".csv",193269,"2026-04-18T20:24:24Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/papr_analytics.csv",".csv",12664,"2026-04-18T20:24:22Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/parallelism_analytics.csv",".csv",5498,"2026-04-18T20:24:25Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/power_analytics.csv",".csv",125750,"2026-04-18T20:26:59Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/power_analytics.json",".json",368117,"2026-04-18T20:26:59Z","other","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/power_analytics.json_policy.json",".json",136,"2026-04-18T20:26:59Z","other","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/prach_analytics.csv",".csv",5901,"2026-04-18T20:24:25Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/precoder_analytics.csv",".csv",250066,"2026-04-18T20:24:24Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/propagation_analytics.csv",".csv",190277,"2026-04-18T20:24:23Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/random_access_analytics.csv",".csv",16117,"2026-04-18T20:24:25Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/random_access_detection_analytics.csv",".csv",5901,"2026-04-18T20:24:23Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/re_collision_analytics.csv",".csv",7370,"2026-04-18T20:24:23Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/regression_analytics.csv",".csv",299,"2026-04-18T20:24:25Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/regression_baseline_view.csv",".csv",2855,"2026-04-18T20:24:25Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/regression_candidate_view.csv",".csv",2855,"2026-04-18T20:24:25Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/regression_delta_view.csv",".csv",299,"2026-04-18T20:24:25Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/resource_grid_analytics.csv",".csv",389861,"2026-04-18T20:24:23Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/runtime_latency_analytics.csv",".csv",174228,"2026-04-18T20:24:25Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/runtime_power_analytics.csv",".csv",179536,"2026-04-18T20:26:59Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/runtime_power_analytics.json",".json",481391,"2026-04-18T20:26:59Z","other","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/runtime_power_analytics.json_policy.json",".json",144,"2026-04-18T20:26:59Z","other","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/schema_drift_analytics.csv",".csv",29483,"2026-04-18T20:24:25Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/selection_reselection_analytics.csv",".csv",193269,"2026-04-18T20:24:24Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/sleep_state_analytics.csv",".csv",251730,"2026-04-18T20:26:59Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/sleep_state_analytics.json",".json",656970,"2026-04-18T20:26:59Z","other","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/sleep_state_analytics.json_policy.json",".json",142,"2026-04-18T20:26:59Z","other","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/soft_buffer_analytics.csv",".csv",174228,"2026-04-18T20:24:24Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/spectral_efficiency_analytics.csv",".csv",15654,"2026-04-18T20:24:23Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/spectrum_analytics.csv",".csv",12664,"2026-04-18T20:24:22Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/throughput_analytics.csv",".csv",2855,"2026-04-18T20:24:23Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/tracking_analytics.csv",".csv",56356,"2026-04-18T20:24:25Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/truth_policy_analytics.csv",".csv",1044,"2026-04-18T20:24:25Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/user_grouping_analytics.csv",".csv",65879,"2026-04-18T20:24:24Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/waveform_analytics.csv",".csv",44119,"2026-04-18T20:24:22Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/waveform_comparison_analytics.csv",".csv",1276,"2026-04-18T20:24:22Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/csv/waveform_stage_overlay_analytics.csv",".csv",863025,"2026-04-18T20:24:22Z","other_csv","observed",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__beamforming-precoding-mimo-analytics__beam-gain-gap-histogram.svg",".svg",2854,"2026-04-18T20:24:23Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__beamforming-precoding-mimo-analytics__beam-hit-rate-top-k-hit-rate.svg",".svg",4741,"2026-04-18T20:24:23Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__beamforming-precoding-mimo-analytics__beam-id-timeline.svg",".svg",3257,"2026-04-18T20:24:23Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__beamforming-precoding-mimo-analytics__beam-pair-timeline.svg",".svg",4717,"2026-04-18T20:24:23Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__beamforming-precoding-mimo-analytics__calibration-reciprocity-diagnostics-if-modeled.svg",".svg",4757,"2026-04-18T20:24:24Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__beamforming-precoding-mimo-analytics__combiner-summary.svg",".svg",4693,"2026-04-18T20:24:23Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__beamforming-precoding-mimo-analytics__condition-number-distribution.svg",".svg",2859,"2026-04-18T20:24:24Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__beamforming-precoding-mimo-analytics__inter-user-leakage.svg",".svg",4697,"2026-04-18T20:24:24Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__beamforming-precoding-mimo-analytics__mu-grouping-analytics.svg",".svg",4703,"2026-04-18T20:24:24Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__beamforming-precoding-mimo-analytics__per-layer-sinr.svg",".svg",4705,"2026-04-18T20:24:24Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__beamforming-precoding-mimo-analytics__precoder-mode-distribution.svg",".svg",2853,"2026-04-18T20:24:23Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__beamforming-precoding-mimo-analytics__rank-distribution.svg",".svg",2835,"2026-04-18T20:24:24Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__beamforming-precoding-mimo-analytics__selected-vs-best-beam-gap.svg",".svg",4731,"2026-04-18T20:24:23Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__channel-estimation-propagation-analytics__angle-spread-chart.svg",".svg",3796,"2026-04-18T20:24:18Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__channel-estimation-propagation-analytics__channel-magnitude-heatmap.svg",".svg",3810,"2026-04-18T20:24:18Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__channel-estimation-propagation-analytics__channel-phase-heatmap.svg",".svg",3802,"2026-04-18T20:24:18Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__channel-estimation-propagation-analytics__delay-spread-chart.svg",".svg",3796,"2026-04-18T20:24:18Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__channel-estimation-propagation-analytics__estimated-hhat-f.svg",".svg",3794,"2026-04-18T20:24:18Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__channel-estimation-propagation-analytics__estimated-hhat-tau.svg",".svg",5637,"2026-04-18T20:24:17Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__channel-estimation-propagation-analytics__estimator-bias-variance-summaries.svg",".svg",3830,"2026-04-18T20:24:18Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__channel-estimation-propagation-analytics__nmse-vs-snr-sinr.svg",".svg",3791,"2026-04-18T20:24:18Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__channel-estimation-propagation-analytics__noise-variance-trend.svg",".svg",3800,"2026-04-18T20:24:18Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__channel-estimation-propagation-analytics__o2i-distribution.svg",".svg",2846,"2026-04-18T20:24:18Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__channel-estimation-propagation-analytics__pathloss-distribution.svg",".svg",2856,"2026-04-18T20:24:18Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__channel-estimation-propagation-analytics__serving-vs-interferer-decomposition.svg",".svg",3830,"2026-04-18T20:24:18Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__channel-estimation-propagation-analytics__shadowing-distribution.svg",".svg",2858,"2026-04-18T20:24:18Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__channel-estimation-propagation-analytics__tap-power-profile.svg",".svg",3794,"2026-04-18T20:24:18Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__channel-estimation-propagation-analytics__true-h-f-if-available.svg",".svg",3804,"2026-04-18T20:24:18Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__channel-estimation-propagation-analytics__true-h-tau-if-available.svg",".svg",5648,"2026-04-18T20:24:17Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__constellation-evm-analytics__constellation-per-codeword.svg",".svg",1071,"2026-04-18T20:24:13Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__constellation-evm-analytics__constellation-per-layer.svg",".svg",1077,"2026-04-18T20:24:13Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__constellation-evm-analytics__constellation-per-modulation-order.svg",".svg",110713,"2026-04-18T20:24:14Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__constellation-evm-analytics__evm-per-layer.svg",".svg",1050,"2026-04-18T20:24:15Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__constellation-evm-analytics__evm-per-subcarrier.svg",".svg",1047,"2026-04-18T20:24:15Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__constellation-evm-analytics__evm-per-symbol.svg",".svg",1084,"2026-04-18T20:24:14Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__constellation-evm-analytics__evm-rms.svg",".svg",4552,"2026-04-18T20:24:14Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__constellation-evm-analytics__post-equalization-constellation.svg",".svg",62776,"2026-04-18T20:24:13Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__constellation-evm-analytics__pre-equalization-constellation.svg",".svg",62776,"2026-04-18T20:24:13Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__constellation-evm-analytics__symbol-decision-error-histogram.svg",".svg",2868,"2026-04-18T20:24:15Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__detection-control-analytics__control-decode-success-failure-tables.svg",".svg",4946,"2026-04-18T20:24:19Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__detection-control-analytics__far.svg",".svg",4878,"2026-04-18T20:24:18Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__detection-control-analytics__p-d.svg",".svg",4878,"2026-04-18T20:24:19Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__detection-control-analytics__p-fa.svg",".svg",4880,"2026-04-18T20:24:18Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__detection-control-analytics__p-md.svg",".svg",4880,"2026-04-18T20:24:19Z","other","observed",1,0,1
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/analytics/image/contract__detection-control-analytics__pbch-pdcch-pucch-detection-and-decode-timelines.svg",".svg",4966,"2026-04-18T20:24:19Z","other","observed",1,0,1
