ScenarioID,RunTag,ConfigHash,TruthContractVersion,StatusAuthority,RuntimeTruthContractOk,ResultOk,StrictTruthFailureCount,StrictProxyGuardFailureCount,CanonicalArtifactGapCount,RoundtripMismatchCount,RequiredRuntimeEvidenceMissingCount,NoProxyPHYOk,SyntheticBLERFallbackOk,RawLifecycleOk,DLFinalizedRows,ULFinalizedRows,DLPartialRows,ULPartialRows,FERRunScopeIdentityOk,FERRunScopeIdentityLeakCount,AMCNamingOk,AMCPolicyBooleanCollapseCount,HiddenDefaultAuditStatus,HistoricalDangerousHiddenFallbackRows,DangerousHiddenFallbackCount,FailureSummary,TruthContractSummaryArtifact,TruthContractFailuresArtifact
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,truth_contract_v1,sixgr.truth.evaluateLLSRuntimeTruthContract,1,1,0,0,0,0,0,1,1,1,150,96,0,0,1,0,1,0,historical_dangerous_hidden_fallbacks_resolved,12,0,not_applicable,reports/csv/truth_contract_summary.csv,reports/csv/truth_contract_failures.csv
