ScenarioID,ConfigHash,RunTag,RunnerProfile,SummaryField,SummaryValue,RawDerivedValue,RawSourceArtifacts,ConsistencyStatus,BrowserDisplayedValue,Definition
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,EffectiveDLTrialCount,150,150,air_interface/csv/dl_pdsch_trials.csv,consistent,150,Scenario summary fields must match values re-derived from raw DL/UL runtime tables.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,EffectiveULTrialCount,96,96,air_interface/csv/ul_pusch_trials.csv,consistent,96,Scenario summary fields must match values re-derived from raw DL/UL runtime tables.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,EffectiveDLDominantOperatingPoint,"layer=2, rank=2, modulation=QPSK, mcs=0 (112/150)","layer=2, rank=2, modulation=QPSK, mcs=0 (112/150)",air_interface/csv/dl_pdsch_trials.csv,consistent,"layer=2, rank=2, modulation=QPSK, mcs=0 (112/150)",Scenario summary fields must match values re-derived from raw DL/UL runtime tables.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,EffectiveULDominantOperatingPoint,"layer=1, rank=1, modulation=16QAM, mcs=10 (48/96)","layer=1, rank=1, modulation=16QAM, mcs=10 (48/96)",air_interface/csv/ul_pusch_trials.csv,consistent,"layer=1, rank=1, modulation=16QAM, mcs=10 (48/96)",Scenario summary fields must match values re-derived from raw DL/UL runtime tables.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,EffectiveDLConfiguredMatchRate,0,0.0000,air_interface/csv/dl_pdsch_trials.csv,consistent,0,Scenario summary fields must match values re-derived from raw DL/UL runtime tables.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,EffectiveULConfiguredMatchRate,0,0.0000,air_interface/csv/ul_pusch_trials.csv,consistent,0,Scenario summary fields must match values re-derived from raw DL/UL runtime tables.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,RuntimeQualifiedDescription,"Strict waveform-honest NR Rel-20 study-anchor LLS scenario for 4 GHz TDD, 100 MHz, 5 gNBs, 50 randomly placed UEs, and 10 canonical slots launched from the browser-owned MATLAB path. (configured intent; DL dominant effective point layer=2, rank=2, modulation=QPSK, mcs=0 (112/150), configured-match rate 0.0%; UL dominant effective point layer=1, rank=1, modulation=16QAM, mcs=10 (48/96), configured-match rate 0.0%)","Strict waveform-honest NR Rel-20 study-anchor LLS scenario for 4 GHz TDD, 100 MHz, 5 gNBs, 50 randomly placed UEs, and 10 canonical slots launched from the browser-owned MATLAB path. (configured intent; DL dominant effective point layer=2, rank=2, modulation=QPSK, mcs=0 (112/150), configured-match rate 0.0%; UL dominant effective point layer=1, rank=1, modulation=16QAM, mcs=10 (48/96), configured-match rate 0.0%)",air_interface/csv/dl_pdsch_trials.csv|air_interface/csv/ul_pusch_trials.csv,consistent,"Strict waveform-honest NR Rel-20 study-anchor LLS scenario for 4 GHz TDD, 100 MHz, 5 gNBs, 50 randomly placed UEs, and 10 canonical slots launched from the browser-owned MATLAB path. (configured intent; DL dominant effective point layer=2, rank=2, modulation=QPSK, mcs=0 (112/150), configured-match rate 0.0%; UL dominant effective point layer=1, rank=1, modulation=16QAM, mcs=10 (48/96), configured-match rate 0.0%)",Scenario summary fields must match values re-derived from raw DL/UL runtime tables.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,EffectiveRuntimeNote,"DL: Runtime-selected operating point diverged from the configured nominal operating point. Dominant effective point: layer=2, rank=2, modulation=QPSK, mcs=0 (112/150). Divergence: dominant recommended RI 1 while transmitted rank remained 2; dominant modulation QPSK vs configured 16QAM; dominant MCS 0 vs configured 10. Exact configured-match rate: 0/150 (0.0%). UL: Runtime-selected operating point diverged from the configured nominal operating point. Dominant effective point: layer=1, rank=1, modulation=16QAM, mcs=10 (48/96). Divergence: dominant layer 1 vs configured 2; dominant rank 1 vs configured 2. Exact configured-match rate: 0/96 (0.0%).","DL: Runtime-selected operating point diverged from the configured nominal operating point. Dominant effective point: layer=2, rank=2, modulation=QPSK, mcs=0 (112/150). Divergence: dominant recommended RI 1 while transmitted rank remained 2; dominant modulation QPSK vs configured 16QAM; dominant MCS 0 vs configured 10. Exact configured-match rate: 0/150 (0.0%). UL: Runtime-selected operating point diverged from the configured nominal operating point. Dominant effective point: layer=1, rank=1, modulation=16QAM, mcs=10 (48/96). Divergence: dominant layer 1 vs configured 2; dominant rank 1 vs configured 2. Exact configured-match rate: 0/96 (0.0%).",air_interface/csv/dl_pdsch_trials.csv|air_interface/csv/ul_pusch_trials.csv,consistent,"DL: Runtime-selected operating point diverged from the configured nominal operating point. Dominant effective point: layer=2, rank=2, modulation=QPSK, mcs=0 (112/150). Divergence: dominant recommended RI 1 while transmitted rank remained 2; dominant modulation QPSK vs configured 16QAM; dominant MCS 0 vs configured 10. Exact configured-match rate: 0/150 (0.0%). UL: Runtime-selected operating point diverged from the configured nominal operating point. Dominant effective point: layer=1, rank=1, modulation=16QAM, mcs=10 (48/96). Divergence: dominant layer 1 vs configured 2; dominant rank 1 vs configured 2. Exact configured-match rate: 0/96 (0.0%).",Scenario summary fields must match values re-derived from raw DL/UL runtime tables.
