site_id,sector_id,cell_id,pci,arfcn_or_center_freq,bandwidth_hz,scs_hz,antenna_profile,active_ues_avg,active_ues_peak,dl_load_avg,ul_load_avg,avg_rsrp_dBm,avg_sinr_dB,edge_ue_count,beam_failure_count,scheduler_type,energy_state_primary,status_source,run_id,run_tag,scenario_id,scenario_variant_id,config_hash,code_commit,seed,direction,beam_id,block_id,pipeline_id,producer_module,status_code,status_classification,source_artifact_ref,source_tensor_ref,derived_flag,active_flag
1,1,1,1,4000000000,100000000,30000,not_applicable,9.4,10,0,0,-83.7196579135421,39.0550075424521,1,20,PF,not_applicable,system/tables/sectors.csv|packet_flow/csv/live_dl_scheduler_grants.csv|packet_flow/csv/live_ul_scheduler_grants.csv|packet_flow/csv/slot_trace.csv|reports/csv/live_coverage_layer.csv|beamforming/csv/beam_precoder_table.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_recorded_by_active_table_gnb_cell_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildGNBCellTable,implemented,runtime_aggregated,system/tables/sectors.csv|packet_flow/csv/live_dl_scheduler_grants.csv|packet_flow/csv/live_ul_scheduler_grants.csv|packet_flow/csv/slot_trace.csv|reports/csv/live_coverage_layer.csv|beamforming/csv/beam_precoder_table.csv,not_applicable,1,1
2,1,1,1,4000000000,100000000,30000,not_applicable,9.4,10,0,0,-83.7196579135421,39.0550075424521,1,20,PF,not_applicable,system/tables/sectors.csv|packet_flow/csv/live_dl_scheduler_grants.csv|packet_flow/csv/live_ul_scheduler_grants.csv|packet_flow/csv/slot_trace.csv|reports/csv/live_coverage_layer.csv|beamforming/csv/beam_precoder_table.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_recorded_by_active_table_gnb_cell_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildGNBCellTable,implemented,runtime_aggregated,system/tables/sectors.csv|packet_flow/csv/live_dl_scheduler_grants.csv|packet_flow/csv/live_ul_scheduler_grants.csv|packet_flow/csv/slot_trace.csv|reports/csv/live_coverage_layer.csv|beamforming/csv/beam_precoder_table.csv,not_applicable,1,1
3,1,1,1,4000000000,100000000,30000,not_applicable,9.4,10,0,0,-83.7196579135421,39.0550075424521,1,20,PF,not_applicable,system/tables/sectors.csv|packet_flow/csv/live_dl_scheduler_grants.csv|packet_flow/csv/live_ul_scheduler_grants.csv|packet_flow/csv/slot_trace.csv|reports/csv/live_coverage_layer.csv|beamforming/csv/beam_precoder_table.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_recorded_by_active_table_gnb_cell_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildGNBCellTable,implemented,runtime_aggregated,system/tables/sectors.csv|packet_flow/csv/live_dl_scheduler_grants.csv|packet_flow/csv/live_ul_scheduler_grants.csv|packet_flow/csv/slot_trace.csv|reports/csv/live_coverage_layer.csv|beamforming/csv/beam_precoder_table.csv,not_applicable,1,1
4,1,1,1,4000000000,100000000,30000,not_applicable,9.4,10,0,0,-83.7196579135421,39.0550075424521,1,20,PF,not_applicable,system/tables/sectors.csv|packet_flow/csv/live_dl_scheduler_grants.csv|packet_flow/csv/live_ul_scheduler_grants.csv|packet_flow/csv/slot_trace.csv|reports/csv/live_coverage_layer.csv|beamforming/csv/beam_precoder_table.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_recorded_by_active_table_gnb_cell_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildGNBCellTable,implemented,runtime_aggregated,system/tables/sectors.csv|packet_flow/csv/live_dl_scheduler_grants.csv|packet_flow/csv/live_ul_scheduler_grants.csv|packet_flow/csv/slot_trace.csv|reports/csv/live_coverage_layer.csv|beamforming/csv/beam_precoder_table.csv,not_applicable,1,1
5,1,1,1,4000000000,100000000,30000,not_applicable,9.4,10,0,0,-83.7196579135421,39.0550075424521,1,20,PF,not_applicable,system/tables/sectors.csv|packet_flow/csv/live_dl_scheduler_grants.csv|packet_flow/csv/live_ul_scheduler_grants.csv|packet_flow/csv/slot_trace.csv|reports/csv/live_coverage_layer.csv|beamforming/csv/beam_precoder_table.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_recorded_by_active_table_gnb_cell_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildGNBCellTable,implemented,runtime_aggregated,system/tables/sectors.csv|packet_flow/csv/live_dl_scheduler_grants.csv|packet_flow/csv/live_ul_scheduler_grants.csv|packet_flow/csv/slot_trace.csv|reports/csv/live_coverage_layer.csv|beamforming/csv/beam_precoder_table.csv,not_applicable,1,1
