run_id,chart_name,chart_mode,x_label,y_label,point_index,x_value,y_value,source_table_logical_path,source_row_count,materialization_status,lineage_note
1,power vs throughput,unavailable_reason_summary,not_available,not_available,0,not_available,not_available,reports/csv/live_power_runtime_table.csv,16,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
