CategoryCode,CategoryKey,CategoryName,MetricKey,MetricName,Entity,Statistic,Availability,CountsTowardCoverage,ValueNumeric,ValueText,Unit,SourceArtifact,Notes
"J","beam_management_outputs","Beam-management outputs","beam_detection_probability","beam detection probability","DL","rate","observed",1,1,"not_applicable","fraction","beamforming/csv/probe_beam_management.csv","Measured from runtime beam-detection states in the beam-management trace."
"J","beam_management_outputs","Beam-management outputs","beam_detection_probability","beam detection probability","UL","rate","observed",1,1,"not_applicable","fraction","beamforming/csv/probe_beam_management.csv","Measured from runtime beam-detection states in the beam-management trace."
"J","beam_management_outputs","Beam-management outputs","beam_index_hit_rate","beam index hit rate","DL","rate","observed",1,0.28,"not_applicable","fraction","beamforming/csv/probe_beam_management.csv","Selected beam matches the best measured beam in the runtime beam-management trace."
"J","beam_management_outputs","Beam-management outputs","beam_index_hit_rate","beam index hit rate","UL","rate","observed",1,1,"not_applicable","fraction","beamforming/csv/probe_beam_management.csv","Selected beam matches the best measured beam in the runtime beam-management trace."
"J","beam_management_outputs","Beam-management outputs","top_k_beam_hit_rate","top-k beam hit rate","DL","top2_rate","observed",1,0.393333333333333,"not_applicable","fraction","beamforming/csv/probe_beam_management.csv","Selected beam lies within the top-2 measured beam set in the runtime beam-management trace."
"J","beam_management_outputs","Beam-management outputs","top_k_beam_hit_rate","top-k beam hit rate","UL","top2_rate","observed",1,1,"not_applicable","fraction","beamforming/csv/probe_beam_management.csv","Selected beam lies within the top-2 measured beam set in the runtime beam-management trace."
"J","beam_management_outputs","Beam-management outputs","beam_switch_latency","beam switch latency","DL","mean_between_switches","observed",1,0.0122872340425532,"not_applicable","s","beamforming/csv/probe_beam_management.csv","Measured from explicit runtime beam-switch events in the beam-management event trace."
"J","beam_management_outputs","Beam-management outputs","beam_switch_latency","beam switch latency","UL","mean_between_switches","not_exercised",0,NaN,"not_applicable","s","beamforming/csv/probe_beam_management.csv","No runtime beam-switch events were observed for this direction."
"J","beam_management_outputs","Beam-management outputs","beam_misalignment_probability","beam misalignment probability","DL","rate","observed",1,0.72,"not_applicable","fraction","beamforming/csv/probe_beam_management.csv","Measured from runtime trials where the selected beam differs from the best measured beam."
"J","beam_management_outputs","Beam-management outputs","beam_misalignment_probability","beam misalignment probability","UL","rate","observed",1,0,"not_applicable","fraction","beamforming/csv/probe_beam_management.csv","Measured from runtime trials where the selected beam differs from the best measured beam."
"J","beam_management_outputs","Beam-management outputs","beam_prediction_accuracy","beam prediction accuracy","DL","rate","observed",1,0.28,"not_applicable","fraction","beamforming/csv/probe_beam_management.csv","Measured selected-beam accuracy under the active runtime beam-selection strategy."
"J","beam_management_outputs","Beam-management outputs","beam_prediction_accuracy","beam prediction accuracy","UL","rate","observed",1,1,"not_applicable","fraction","beamforming/csv/probe_beam_management.csv","Measured selected-beam accuracy under the active runtime beam-selection strategy."
"J","beam_management_outputs","Beam-management outputs","beam_refinement_convergence","beam refinement convergence","DL","mean_trials_to_first_hit","observed",1,2.07407407407407,"not_applicable","trials","beamforming/csv/probe_beam_management.csv","Measured trials-to-first-hit from the runtime beam-management event trace."
"J","beam_management_outputs","Beam-management outputs","beam_refinement_convergence","beam refinement convergence","UL","mean_trials_to_first_hit","observed",1,1,"not_applicable","trials","beamforming/csv/probe_beam_management.csv","Measured trials-to-first-hit from the runtime beam-management event trace."
"J","beam_management_outputs","Beam-management outputs","beam_failure_rate","beam failure rate","DL","rate","observed",1,0.0266666666666667,"not_applicable","fraction","beamforming/csv/probe_beam_management.csv","Measured from runtime trials whose beam gain gap exceeds 3 dB."
"J","beam_management_outputs","Beam-management outputs","beam_failure_rate","beam failure rate","UL","rate","observed",1,0,"not_applicable","fraction","beamforming/csv/probe_beam_management.csv","Measured from runtime trials whose beam gain gap exceeds 3 dB."
"J","beam_management_outputs","Beam-management outputs","mtrp_beam_selection_gain","mTRP beam-selection gain","DL","delta_dB","disabled",0,NaN,"not_applicable","dB","beamforming/csv/probe_beam_management.csv","Single-TRP runtime; mTRP beam-selection gain is not enabled for this scenario."
"J","beam_management_outputs","Beam-management outputs","mtrp_beam_selection_gain","mTRP beam-selection gain","UL","delta_dB","disabled",0,NaN,"not_applicable","dB","beamforming/csv/probe_beam_management.csv","Single-TRP runtime; mTRP beam-selection gain is not enabled for this scenario."
"J","beam_management_outputs","Beam-management outputs","beam_management_overhead","beam-management overhead","DL","mean_beams_evaluated","observed",1,32,"not_applicable","beams","beamforming/csv/probe_beam_management.csv","Average candidate-beam count evaluated per runtime beam-management sample."
"J","beam_management_outputs","Beam-management outputs","beam_management_overhead","beam-management overhead","UL","mean_beams_evaluated","observed",1,32,"not_applicable","beams","beamforming/csv/probe_beam_management.csv","Average candidate-beam count evaluated per runtime beam-management sample."
