Direction,SFN,ConfiguredSNR_dB,ConfiguredSNRSource,SNRValueRole,SNR_dB,SystemLevelSINR_dB,SystemLevelSINRSource,SystemLevelSINRValueRole,SystemLevelSINRValueStatus,ReceiverHestSINR_dB,ReceiverHestSINRSource,ReceiverHestSINRValueRole,ReceiverHestSINRValueStatus,ReceiverHestSINRNAReason,DecoderTruthProxySINR_dB,DecoderTruthProxySINRSource,DecoderTruthProxySINRValueRole,DecoderTruthProxySINRValueStatus,DecoderTruthProxySINRNAReason,SINRValueRole,SINRSource,SINRValueStatus,SINRValueDefinition,MeasuredTrialSINR_dB,MeasuredTrialSINRSource,MeasuredTrialSINRValueRole,MeasuredTrialSINRValueStatus,MeasuredTrialSINRNAReason,DopplerHz,DopplerSourceMode,DopplerValueRole,UEID,UEIndex,RNTI,BaseStationID,Frame,Slot,AllocatedPRBCount,PRBStart,MCSIndex,Layers,Rank,NMSE_dB,DetectionMetric,ChannelGain_dB,NoiseVariance,TimingOffset_samples,TimingEstimateUsed,UseIdealTimingSync,RankEstimate,ConditionNumber_dB,EstimatedDopplerHz,PhaseTrackingError_deg,QCLAccuracy,Status,NMSEDefinition,NMSEInterpretation
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,33.0364396880755,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,1.73346488365466,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,33.0364396880755,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,4,4,4,2,8,8,34,102,0,2,2,-18.0331586566356,0.984515166317373,-111.658802054772,1.94204133580407e-15,0,1,0,1,26.7873678019665,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,29.1055189614033,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,2.33467046935914,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,29.1055189614033,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,29,29,29,2,8,8,34,136,0,2,2,-21.0370319158358,0.992185705506367,-124.221834090722,2.50679465258158e-16,0,1,0,1,40.1046911159791,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,23.9338471714292,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,8.21213121677817,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,23.9338471714292,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,35,35,35,2,8,8,34,170,0,2,2,16.6751866817714,0.0210495132899765,-130.098737845532,1.05861285012536e-16,0,1,0,1,27.0202781132944,NaN,0,1,PASS,pilot_residual_over_aligned_pilot_power,positive_nmse_db_can_occur_when_estimation_error_exceeds_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,8.07097010383061,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,6.11561358317213,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,8.07097010383061,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,41,41,41,2,8,8,34,204,0,2,1,-2.74264841333038,0.65283361499961,-144.935930177782,2.89807446638626e-17,66,1,0,2,11.7588699827383,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,1.13802712042025,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,-2.97911629153485,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,1.13802712042025,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,45,45,45,2,8,8,34,238,0,2,1,-2.3847281842245,0.633927677160463,-152.751307468713,4.67467248494243e-17,0,1,0,1,35.316871589602,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,34.4168015804423,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,-3.06315815319265,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,34.4168015804423,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,2,2,2,3,8,8,27,0,26,2,2,21.6085193869633,0.00685740296668664,-105.420460735153,4.39757450891246e-15,0,1,0,1,36.6240115641312,NaN,4.84447656096388e-14,1,FAIL,pilot_residual_over_aligned_pilot_power,positive_nmse_db_can_occur_when_estimation_error_exceeds_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,8.62236026799955,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,12.4356619456789,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,8.62236026799955,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,18,18,18,3,8,8,27,27,26,1,1,2.96584607926889,0.335611841315636,-143.340208745772,3.07646878594192e-17,0,1,0,1,0,0,0,1,FAIL,pilot_residual_over_aligned_pilot_power,positive_nmse_db_can_occur_when_estimation_error_exceeds_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,35.6434050277309,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,0.240537316426475,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,35.6434050277309,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,34,34,34,3,8,8,27,54,26,2,2,-17.5915406972544,0.982886094825716,-74.6457391060075,4.15937164192026e-12,0,1,0,1,40.0489144744037,0,0,1,FAIL,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,58.5222857008864,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,1.74973306187538,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,58.5222857008864,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,12,12,12,3,8,8,27,81,0,2,2,26.6372156595345,0.00216439951804997,-94.5585170800922,1.01334137703417e-16,0,1,0,1,36.9529521918322,NaN,0,1,PASS,pilot_residual_over_aligned_pilot_power,positive_nmse_db_can_occur_when_estimation_error_exceeds_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,25.0546774800957,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,8.89895871328076,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,25.0546774800957,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,13,13,13,3,8,8,27,108,0,2,1,-4.41241607206516,0.73419200312574,-126.805031715936,6.5218022741358e-17,54,1,0,1,28.4075017779593,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,31.2039367802451,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,0.220503652531265,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,31.2039367802451,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,15,15,15,3,8,8,27,135,0,2,1,1.03710347892016,0.440581624475574,-123.463879435551,6.53089914888264e-17,0,1,0,1,36.6650861246787,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,positive_nmse_db_can_occur_when_estimation_error_exceeds_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,9.27321122107807,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,13.9243592739184,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,9.27321122107807,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,16,16,16,3,8,8,27,162,0,2,2,-8.87828815882701,0.885370538908137,-143.820962267599,5.54587067250784e-17,65,1,0,2,12.6366140173308,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,47.5064767971533,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,-0.972489840593538,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,47.5064767971533,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,23,23,23,3,8,8,27,189,0,2,2,27.8611857570671,0.00163369635016874,-105.525396785955,1.62108995417727e-16,0,1,0,1,40.0016835758242,NaN,0,1,PASS,pilot_residual_over_aligned_pilot_power,positive_nmse_db_can_occur_when_estimation_error_exceeds_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,18.1184000734049,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,-3.00240622723006,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,18.1184000734049,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,24,24,24,3,8,8,27,216,0,2,1,0.00555253866279429,0.499680370224709,-135.127281506865,1.01046039341518e-16,0,1,0,1,33.8596368219232,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,positive_nmse_db_can_occur_when_estimation_error_exceeds_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,11.5225866566678,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,6.34362628780744,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,11.5225866566678,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,33,33,33,3,8,8,27,243,0,2,1,-16.4347228454504,0.977778758776792,-141.565195165664,1.80849194625268e-16,0,1,0,1,37.0093387914081,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,42.3493042024506,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,12.1036790223297,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,42.3493042024506,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,22,22,22,4,8,8,30,0,26,2,2,-7.50341681275422,0.849121264462484,-110.047824099195,5.75133205511175e-17,65,1,0,2,8.43855042166834,NaN,3.59838685311596e-14,1,FAIL,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,8.60050118043371,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,29.4361291146405,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,8.60050118043371,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,38,38,38,4,8,8,30,30,26,1,1,-29.9072838122523,0.998979464352126,-140.314972849034,6.13189291868963e-17,0,1,0,1,0,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,17.6630132630669,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,10.0764617050757,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,17.6630132630669,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,42,42,42,4,8,8,30,60,26,2,2,-7.99553732126696,0.863071719606324,-133.775753832885,1.76055128017638e-16,51,1,0,2,16.5820926967928,0,0,1,FAIL,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,-0.783800105276442,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,0.677501854770065,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,-0.783800105276442,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,20,20,20,4,8,8,30,90,0,2,1,0.368572220717744,0.478796002564541,-156.336215908509,4.41249311522581e-17,0,1,0,1,22.6281375792022,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,positive_nmse_db_can_occur_when_estimation_error_exceeds_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,20.9666120127305,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,2.93366190256006,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,20.9666120127305,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,32,32,32,4,8,8,30,120,0,2,2,14.378930774597,0.0352001215088096,-132.163649370595,1.37900847834105e-16,0,1,0,1,33.9445636540439,NaN,0,1,PASS,pilot_residual_over_aligned_pilot_power,positive_nmse_db_can_occur_when_estimation_error_exceeds_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,13.8444455766087,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,1.94442633804463,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,13.8444455766087,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,37,37,37,4,8,8,30,150,0,2,2,-4.91724374278988,0.756251532678077,-138.161142536765,4.20898170194321e-17,66,1,0,2,17.0919975678553,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,19.3316625592677,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,3.57039228417182,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,19.3316625592677,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,40,40,40,4,8,8,30,180,0,2,1,14.9516687484563,0.0309858382372072,-134.191782933307,1.63560852921504e-16,0,1,0,1,45.0051874641354,NaN,0,1,PASS,pilot_residual_over_aligned_pilot_power,positive_nmse_db_can_occur_when_estimation_error_exceeds_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,26.9056625726813,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,-3.74995641755573,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,26.9056625726813,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,44,44,44,4,8,8,30,210,0,2,1,21.3959506763717,0.00719891713520432,-125.932683949446,2.49167348314635e-16,0,1,0,1,52.7052468367046,NaN,0,1,PASS,pilot_residual_over_aligned_pilot_power,positive_nmse_db_can_occur_when_estimation_error_exceeds_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,14.808058026323,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,-13.9267938589198,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,14.808058026323,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,49,49,49,4,8,8,30,240,0,2,2,3.64882027824059,0.301498577321583,-136.672934674705,3.52755218484603e-16,347,1,0,2,17.8340722728894,0,0,1,FAIL,pilot_residual_over_aligned_pilot_power,positive_nmse_db_can_occur_when_estimation_error_exceeds_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,29.6781182938734,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,10.2370307050192,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,29.6781182938734,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,30,30,30,5,8,8,21,0,26,2,2,13.7083724963967,0.0408371206422418,-119.198790983931,4.19974676433796e-16,0,1,0,2,19.8837211552439,NaN,8.59338553755098e-14,1,FAIL,pilot_residual_over_aligned_pilot_power,positive_nmse_db_can_occur_when_estimation_error_exceeds_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,13.5160503236103,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,-11.6138461431534,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,13.5160503236103,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,46,46,46,5,8,8,21,21,26,2,1,3.11056230520982,0.328222943842983,-139.593214939087,5.03948156533425e-17,0,1,0,1,24.3147404544908,0,0,1,FAIL,pilot_residual_over_aligned_pilot_power,positive_nmse_db_can_occur_when_estimation_error_exceeds_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,25.782219392879,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,17.5250858314109,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,25.782219392879,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,1,1,1,5,8,8,21,42,0,2,2,-12.3745030731243,0.945284278819075,-124.44283917469,1.09819875646204e-16,55,1,0,2,18.5348280127428,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,3.04299431372846,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,3.0078357206141,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,3.04299431372846,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,8,8,8,5,8,8,21,63,0,2,1,-13.8728867442487,0.960621111607293,-139.598805407062,1.78605475795615e-15,0,1,0,1,28.1163452001322,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,2.77205255545033,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,6.97761487481562,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,2.77205255545033,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,11,11,11,5,8,8,21,84,0,2,1,-8.2821182495921,0.870684913546217,-148.026565173841,1.19000152480149e-16,69,1,0,2,14.0710749018238,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,7.76519282442061,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,2.68284282377012,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,7.76519282442061,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,17,17,17,5,8,8,21,105,0,2,1,10.3118288229902,0.0851468355716389,-140.194571512177,5.74241497070599e-16,0,1,0,1,30.56830925165,NaN,0,1,PASS,pilot_residual_over_aligned_pilot_power,positive_nmse_db_can_occur_when_estimation_error_exceeds_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,17.66227546505,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,-6.24636638374724,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,17.66227546505,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,21,21,21,5,8,8,21,126,0,2,1,5.20171742606237,0.231877555274729,-135.109729424732,4.31059521559899e-17,0,1,0,1,24.0105191535517,0,0,1,FAIL,pilot_residual_over_aligned_pilot_power,positive_nmse_db_can_occur_when_estimation_error_exceeds_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,14.3435217974046,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,2.52422245314321,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,14.3435217974046,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,25,25,25,5,8,8,21,147,0,2,2,-3.84693454407942,0.708020491677074,-135.833501031397,3.62303424306012e-17,68,1,0,2,16.3956304143691,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,8,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,10.5800209339117,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,6.5527525957153,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,10.5800209339117,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,28,28,28,5,8,8,21,168,0,2,2,0.298719590019488,0.48281109440873,-139.761316648384,4.54433899997757e-17,60,1,0,2,11.4873469113529,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,positive_nmse_db_can_occur_when_estimation_error_exceeds_reference_pilot_power
