TraceSource,Direction,Frame,Slot,SNR_dB,ReceiverHestSINR_dB,NMSE_dB,ChannelGain_dB,ConditionNumber_dB,EstimatedCFO_Hz,CFOError_Hz,TimingError_samples,EstimatedDopplerHz,DopplerError_Hz,PhaseTrackingError_deg,QCLAccuracy,Status,SourceArtifact
"DL","DL",9,9,12,-15.1541216781426,-3.93667247379351,-165.604089070181,29.5436284581207,NaN,NaN,-63,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,29.7461353009879,-35.4176799450645,-117.25742508696,0,NaN,NaN,-60,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,15.4531270895479,-40.9248040574391,-130.852141258399,0,NaN,NaN,-99,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,-33.2617296244363,-10.5588839988808,-180.781479432971,0,NaN,NaN,-294,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,-18.9814222972602,-2.40124980266842,-167.087563864285,4.41722644504008,NaN,NaN,-64,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,-5.7103899057176,3.56434663419594,-156.014517889077,41.8422139917568,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,23.7002547860533,-13.4617971226255,-123.386840870091,27.5913295207982,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,12.9694460338069,14.9123488853783,-136.858098843884,24.228623375584,NaN,NaN,-292,NaN,NaN,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,17.6314221408223,0.814532766832329,-132.231395795139,15.647877109447,NaN,NaN,-57,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,30.0399017303883,-29.9876381004886,-116.194275947913,0,NaN,NaN,-66,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,9.27723331977267,-5.29111521122197,-140.287490637349,14.9073158631855,NaN,NaN,-61,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,-30.8520153584847,8.84994614488271,-157.34669967862,5.93350876612093,NaN,NaN,-16,NaN,NaN,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"UL","UL",9,9,12,41.7427252788724,-30.0668530647947,-120.441377007266,0,NaN,NaN,0,NaN,NaN,8.99596713278989e-15,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,45.4229815308107,-29.5329987247626,-116.604446657079,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,22.8880129978893,-30.3019925132707,-139.307958698542,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,37.9931130779106,-33.9529193708251,-118.408250531208,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,30.6479068034782,-29.5893541032408,-131.48989576896,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,23.6280567833995,-33.6398288334563,-138.538884985401,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,44.0935742535252,-31.4726341672618,-118.077314569381,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,28.6965970232153,-34.3242367735477,-133.526824315436,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,31.4173347224393,-31.2100614771156,-130.769633683599,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,20.3424086078836,-31.5541586217821,-142.377589177548,0,NaN,NaN,0,-14.5834425505274,-25.7022457237992,3.24354207696627e-14,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,21.7867062260691,-33.5614590385846,-140.946324896441,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,27.1830854355009,-35.4241114106174,-135.442589197777,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,44.9457559310017,-31.944527646055,-117.770141906485,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,15.1019622136583,-42.7780465321769,-147.612241202075,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,22.7933462409927,-32.3722425500458,-139.836265363631,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,20.839224414833,-30.3725282837832,-141.831624843429,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,36.0456923402985,-25.9161746640704,-126.600947616842,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,13.0487329447623,-31.2718911259168,-149.20286449935,0,NaN,NaN,0,NaN,NaN,6.48708415393254e-14,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,32.0383424423651,-34.3386734023167,-130.100614892339,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,20.3771867765392,-33.8814357430415,-141.852826122029,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,19.1950811583271,-29.9118012515017,-143.003203963217,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,11.91856199018,-35.1364497613188,-150.302325836652,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,28.8328546232343,-32.044650167452,-133.227174233855,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,27.793879930287,-26.8350981935715,-134.380364382048,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,17.7364911306236,-30.7021008524551,-144.4597287312,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,12.4802329172032,-31.4560268881992,-149.729394298736,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,9.72268286539769,-33.3338572807798,-151.949582396135,0,NaN,NaN,0,NaN,NaN,1.27222187258541e-14,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,14.3207175968637,-31.1726075106137,-147.318600477976,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,60.3792903063716,-25.6302379282191,-101.215760525643,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,52.308686975589,-27.8944356272002,-109.234214756166,0,NaN,NaN,-1,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,28.0321128238514,-33.4443895964026,-133.50257144282,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,23.0083957849102,-34.0597570392178,-138.587824669427,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,44.7259682531136,-28.7038206868137,-116.843035189194,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,19.1175427488415,-35.3050243876838,-142.528734805044,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,45.9464656843589,-28.0886354784012,-115.606869076942,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,45.0900943857587,-26.7049410695862,-116.498628481606,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,17.0107266606634,-31.416318826621,-143.949803906246,0,NaN,NaN,0,59.7883507139949,48.6695475407232,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,27.4580226721494,-29.3846834484535,-133.201688815043,0,NaN,NaN,-1,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,21.8727695184288,-30.3092696281077,-139.106597039267,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,18.1387045043193,-38.3944560208333,-142.839530935561,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,18.6321854212169,-31.8571631355254,-142.27730254146,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,28.271201534591,-29.3061732822346,-132.694686899575,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,23.7775182397516,-32.4316028163867,-137.168985215331,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,29.9423124235914,-29.8441851852489,-131.013621968442,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,40.0468885770244,-33.7724082400008,-120.850640312867,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,43.7266133398893,-28.3892497250538,-117.242840823429,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,24.0698293552705,-33.5281231503061,-136.826463401486,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",9,9,12,16.5500032400546,-32.9053182124808,-144.348769749277,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,47.2058075139773,-30.5942815989139,-117.82508655582,0,NaN,NaN,0,NaN,NaN,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,51.2099478303152,-28.6416994718264,-113.693911128133,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,27.6720212243621,-34.3570058966118,-137.358343332453,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,37.5317673920983,-32.9980152187665,-115.578829349657,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,36.2615973731611,-29.515726560904,-128.762734243771,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,29.697408450109,-32.2165350081571,-135.33422468873,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,50.0125404957941,-30.9806452697148,-115.040719703461,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,34.6555687936385,-33.6357868736859,-130.419751997078,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,37.2484088086134,-32.118063050429,-127.816278181173,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,26.1222223442332,-32.1501421235343,-139.489962698707,0,NaN,NaN,0,127.264489318613,116.145686145341,2.54444374517081e-14,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,27.8980887016377,-33.3738616050098,-137.716811001919,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,32.9446237246198,-34.9220025146868,-132.596052834806,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,50.6114281690478,-31.7336724143433,-114.985134734318,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,28.6254465966525,-31.2758768451073,-136.868653283146,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,26.9764353753295,-29.9423536756055,-138.598099358104,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,41.8733548309672,-26.4657171164473,-123.668794347956,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,20.8330848570748,-37.5664478514818,-144.752066451926,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,37.8270141548748,-35.0213361169684,-127.189803107563,0,NaN,NaN,0,69.1278735523698,58.0090703790981,1.27222187258541e-14,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,25.9113057311642,-34.1529881609446,-139.199746917303,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,34.6642610262199,-32.0001466669513,-130.292494669993,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,33.7171699785239,-25.7667037289828,-131.301394496636,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,25.283426910597,-29.9462509109811,-139.790712480075,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,24.107207559915,-31.5783653971974,-140.975209148275,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,18.5573146313179,-29.6454911570995,-146.534905882326,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,17.6226958083312,-32.2285573571878,-147.474390764542,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,18.5199039112123,-33.7620127982183,-146.583607858742,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,66.4161525151361,-25.2038834173455,-98.1993049370952,0,NaN,NaN,0,NaN,NaN,2.01155940322721e-14,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,58.036145326962,-35.6762003763853,-106.542821113704,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,34.0617243114394,-27.3793515548333,-130.510418457572,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,29.0542112049803,-34.8008603109896,-135.556682695595,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,50.7051782969799,-28.5795061961287,-113.885520508835,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,51.9055736484338,-28.1274241290461,-112.668965905616,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,51.128962867357,-26.763116789041,-113.464013576313,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,24.9153503093506,-34.2890183603771,-139.737310360937,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,20.1438210780505,-33.0570704924038,-144.520454447686,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,16.212839909176,-30.5284560341373,-148.447473836219,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,33.3941416291566,-34.9927603552444,-130.310703022742,0,NaN,NaN,0,NaN,NaN,3.81666561775622e-14,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,27.0596444620701,-32.7922744131357,-136.738906974598,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,33.8966543783432,-29.4494460555027,-129.865085931572,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,28.9191125464335,-30.369359739481,-134.859838919905,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,35.6704500315142,-29.175897309008,-128.114690722828,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,45.6015298257866,-32.5166638644598,-118.134935365655,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,49.3221078630133,-28.834880724354,-114.461912010667,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,29.9410437603715,-34.0141011599883,-133.820306463907,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,24.129607427257,-33.4925058231013,-139.65425500601,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,22.9583411691322,-32.5687017724508,-140.847958139023,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,23.1739759126112,-35.3454088795261,-140.654749305892,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"UL","UL",10,10,12,22.5675307580546,-33.6012806900998,-141.200413820646,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/ul_pusch_trials.csv"
"SRS","UL",1,8,12,NaN,-27.06609312072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.999018882132007,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,8,12,NaN,-25.7823291374539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.998682113819593,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,8,12,NaN,-25.7578238716104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.998674671385494,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,8,12,NaN,-28.4169571930751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.999280872959965,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,8,12,NaN,-26.5424217411622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.998893359773401,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,8,12,NaN,-26.3750350857294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.998849949788834,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,8,12,NaN,-26.0398020150018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.998757832916718,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,8,12,NaN,-27.5785493800854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.999127939369644,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,8,12,NaN,-27.7780250961407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.999167039119643,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,8,12,NaN,-26.5645075640961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.998898963982295,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,8,12,NaN,-28.8831976978353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.999354004864426,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,8,12,NaN,-25.5225200225239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.998601038008034,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,8,12,NaN,-28.8857293976206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.999354380970084,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,9,12,NaN,-27.1060211233102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.999027847869768,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,9,12,NaN,-26.6982936557937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.998932311246193,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,9,12,NaN,-26.9389428003117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.998989777039912,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,9,12,NaN,-28.702444232938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.999326578908974,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,9,12,NaN,-27.521436948622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.999116410786128,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,9,12,NaN,-27.0677289360901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.999019251067304,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,9,12,NaN,-25.9848732177095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.998742052254715,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,9,12,NaN,-26.8073409649053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.998958744811554,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,9,12,NaN,-26.5406772857953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.998892915911677,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,9,12,NaN,-25.9835843788139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.998741679587476,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,9,12,NaN,-29.5542968095974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.999446421031071,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,9,12,NaN,-27.5356986337191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.999119303797331,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,10,12,NaN,-26.8291586935899,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.998963954560075,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,10,12,NaN,-27.0167349547851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.999007684674349,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,10,12,NaN,-29.7188390787227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.999466985822592,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,10,12,NaN,-29.3551057304785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.999420462199087,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,10,12,NaN,-26.6341934512368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.99891646149162,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,10,12,NaN,-27.9318859812372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.999195997499097,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,10,12,NaN,-25.7779849571226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.998680797507691,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,10,12,NaN,-28.9393978195113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.999362302601776,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,10,12,NaN,-30.3160963615903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.999535423068323,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,10,12,NaN,-26.2045749522227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.998803995433631,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,10,12,NaN,-25.9774828105505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.99873991382528,"PASS","air_interface/csv/srs_trials.csv"
"SRS","UL",1,10,12,NaN,-26.4908760688025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.998880169179909,"PASS","air_interface/csv/srs_trials.csv"
"TRS","DL",1,1,12,NaN,25.5216930940858,NaN,NaN,NaN,NaN,NaN,15.7201524577402,4.60134928446843,-132.201256723214,0.0528819234103325,"PASS","air_interface/csv/trs_trials.csv"
"TRS","DL",1,1,12,NaN,25.3894945713384,NaN,NaN,NaN,NaN,NaN,15.99738437869,4.87858120541831,-128.843498269536,0.0536906177571308,"PASS","air_interface/csv/trs_trials.csv"
"TRS","DL",1,1,12,NaN,25.441261941032,NaN,NaN,NaN,NaN,NaN,15.6481048976818,4.52930172441002,-141.949978008767,0.0533724881805694,"PASS","air_interface/csv/trs_trials.csv"
"TRS","DL",1,1,12,NaN,25.3907208809607,NaN,NaN,NaN,NaN,NaN,16.0189737183711,4.90017054509934,-143.569684713891,0.0536830598753112,"PASS","air_interface/csv/trs_trials.csv"
