frame,slot,ue_id,tb_id,mcs,mod_order,code_rate,tbs_bits,allocated_prbs,rank,layers,beam_id,crc_pass,tb_bler_flag,decoder_iterations,goodput_bits,direction,run_id,run_tag,scenario_id,scenario_variant_id,config_hash,code_commit,seed,block_id,pipeline_id,producer_module,status_code,status_classification,source_artifact_ref,source_tensor_ref,derived_flag,active_flag
7,7,4,0,0,2,0.1171875,2472,34,2,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2472,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,6,0,0,2,0.1171875,2472,34,1,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2472,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,10,0,0,2,0.1171875,2472,34,2,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2472,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,29,0,0,2,0.1171875,2472,34,2,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2472,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,35,0,0,2,0.1171875,2472,34,2,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2472,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,41,0,0,2,0.1171875,2472,34,2,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2472,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,45,0,0,2,0.1171875,2472,34,1,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,1,2472,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,50,0,0,2,0.1171875,2472,34,2,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2472,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,2,0,0,2,0.1171875,2024,27,2,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,1,2024,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,12,0,0,2,0.1171875,2024,27,2,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2024,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,13,0,0,2,0.1171875,2024,27,2,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2024,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,15,0,0,2,0.1171875,2024,27,2,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2024,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,16,0,0,2,0.1171875,2024,27,2,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2024,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,18,0,0,2,0.1171875,2024,27,1,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,3,2024,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,23,0,0,2,0.1171875,2024,27,2,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2024,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,24,0,0,2,0.1171875,2024,27,2,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,3,2024,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,33,0,0,2,0.1171875,2024,27,1,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2024,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,34,0,0,2,0.1171875,2024,27,2,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2024,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,20,0,0,2,0.1171875,2216,30,2,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,1,2216,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,22,0,0,2,0.1171875,2216,30,2,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,1,2216,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,32,0,0,2,0.1171875,2216,30,2,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2216,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,37,0,0,2,0.1171875,2216,30,2,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2216,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,38,0,0,2,0.1171875,2216,30,1,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2216,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,40,0,0,2,0.1171875,2216,30,1,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2216,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,42,0,0,2,0.1171875,2216,30,2,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2216,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,44,0,0,2,0.1171875,2216,30,2,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2216,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,49,0,0,2,0.1171875,2216,30,1,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2216,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,1,0,0,2,0.1171875,1544,21,2,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,1,1544,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,8,0,0,2,0.1171875,1544,21,1,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,1544,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
