frame,slot,ue_id,tb_id,mcs,mod_order,code_rate,tbs_bits,allocated_prbs,rank,layers,beam_id,crc_pass,tb_bler_flag,decoder_iterations,goodput_bits,direction,run_id,run_tag,scenario_id,scenario_variant_id,config_hash,code_commit,seed,block_id,pipeline_id,producer_module,status_code,status_classification,source_artifact_ref,source_tensor_ref,derived_flag,active_flag
7,7,3,0,0,2,0.1171875,2024,27,2,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2024,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,5,0,0,2,0.1171875,2024,27,1,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2024,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,7,0,0,2,0.1171875,2024,27,2,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2024,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,9,0,0,2,0.1171875,2024,27,1,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2024,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,14,0,0,2,0.1171875,2024,27,1,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,3,2024,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,19,0,0,2,0.1171875,2024,27,2,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2024,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,26,0,0,2,0.1171875,2024,27,1,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2024,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,27,0,0,2,0.1171875,2024,27,1,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2024,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,43,0,0,2,0.1171875,2024,27,2,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2024,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
7,7,47,0,0,2,0.1171875,2024,27,2,2,not_recorded_by_active_table_dl_transport_block_runtime,1,0,2,2024,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable,implemented,runtime_trials,air_interface/csv/dl_pdsch_trials.csv,not_applicable,1,1
