run_id,chart_name,direction,ue_rank,throughput_mbps,jain_fairness_index,source_table_logical_path
1,scheduler fairness over time,DL,1,1.02933333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,2,1.02933333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,3,1.12533333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,4,1.232,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,5,1.34933333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,6,1.34933333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,7,1.34933333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,8,1.47733333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,9,1.47733333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,10,1.47733333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,11,1.648,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,12,1.68533333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,13,1.84,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,14,2.05866666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,15,2.05866666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,16,2.05866666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,17,2.05866666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,18,2.22933333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,19,2.26133333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,20,2.26133333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,21,2.26133333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,22,2.34666666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,23,2.42133333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,24,2.69866666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,25,2.69866666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,26,2.69866666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,27,2.69866666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,28,2.69866666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,29,2.95466666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,30,2.95466666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,31,3.03466666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,32,3.03466666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,33,3.03466666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,34,3.03466666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,35,3.03466666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,36,3.03466666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,37,3.21066666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,38,3.24266666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,39,3.24266666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,40,3.29066666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,41,3.296,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,42,3.296,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,43,3.296,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,44,3.68,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,45,3.68,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,46,4.336,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,47,5.51466666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,48,8.45866666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,49,15.6853333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,DL,50,18.4693333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,UL,1,0.0,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,UL,2,0.0,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,UL,3,0.0,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
1,scheduler fairness over time,UL,4,0.0,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
