run_id,chart_name,chart_mode,x_label,y_label,point_index,x_value,y_value,source_table_logical_path,source_row_count,materialization_status,lineage_note
1,orchestration latency chart,line,cell_id,ul_load_avg,1,1.0,0.0,reports/csv/live_gnb_state_table.csv,5,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,orchestration latency chart,line,cell_id,ul_load_avg,2,1.0,0.0,reports/csv/live_gnb_state_table.csv,5,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,orchestration latency chart,line,cell_id,ul_load_avg,3,1.0,0.0,reports/csv/live_gnb_state_table.csv,5,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,orchestration latency chart,line,cell_id,ul_load_avg,4,1.0,0.0,reports/csv/live_gnb_state_table.csv,5,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,orchestration latency chart,line,cell_id,ul_load_avg,5,1.0,0.0,reports/csv/live_gnb_state_table.csv,5,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
