run_id,chart_name,frame,slot,MeasuredSINR_dB,EVM_rms,DecoderIterations,Modulation,source_table_logical_path
1,UL resource-grid / equalized symbol summaries,9.0,9.0,41.7427252788724,0.247677693765181,2.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,45.4229815308107,0.0189743355349428,1.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,22.8880129978893,27.6985976536694,8.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,37.9931130779106,0.0173560422184629,1.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,30.6479068034782,0.0643837541640929,1.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,23.6280567833995,0.290083726235747,3.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,44.0935742535252,0.0598016439923849,1.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,28.6965970232153,0.287947055969955,3.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,31.4173347224393,0.0475165210714187,1.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,20.3424086078836,0.1203965648514,1.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,21.7867062260691,0.149251096049264,1.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,27.1830854355009,0.0405609582726633,1.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,44.9457559310017,0.0147148141726133,1.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,15.1019622136583,0.128539526056373,1.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,22.7933462409927,0.068373666639155,1.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,20.839224414833,0.17239241460967,2.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,36.0456923402985,0.0613467538920239,1.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,13.0487329447623,0.991018697449994,8.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,32.0383424423651,0.0747425703233823,1.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,20.3771867765392,0.359612672970267,4.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,19.1950811583271,0.495179936613788,8.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,11.91856199018,0.516867907993661,8.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,28.8328546232343,0.0355043142295382,1.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,27.793879930287,0.104410230628224,1.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,17.7364911306236,0.826523125651084,8.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,12.4802329172032,1.81870348318607,8.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,9.72268286539769,0.892896937876017,8.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,14.3207175968637,1.14075894152435,8.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,60.3792903063716,0.0141837275586201,1.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,52.308686975589,3.17577504050936,8.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,28.0321128238514,7.94916106428569,8.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,23.0083957849102,0.143843806494044,1.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,44.7259682531136,0.0152501201713595,1.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,19.1175427488415,0.290479746119493,3.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,45.9464656843589,0.0190021255093646,1.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,45.0900943857587,0.0221123715829935,1.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,17.0107266606634,0.846777066591321,8.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,27.4580226721494,13.5421419243064,8.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,21.8727695184288,29.6055130613457,8.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,18.1387045043193,1.24719411728318,8.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,18.6321854212169,0.481225776210851,8.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,28.271201534591,0.0529371519256545,1.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,23.7775182397516,0.410354791396778,5.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,29.9423124235914,0.0461492288474481,1.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,40.0468885770244,0.0255377112572811,1.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,43.7266133398893,0.0207380535424316,1.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,24.0698293552705,0.222182212551,2.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,9.0,9.0,16.5500032400546,0.137363257523669,1.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,47.2058075139773,0.210530501131708,8.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,51.2099478303152,0.0257857721991931,1.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,27.6720212243621,17.5649845750809,8.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,37.5317673920983,0.0254035160936754,1.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,36.2615973731611,0.0619918454613426,3.33333333333333,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,29.697408450109,0.32290345058448,8.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,50.0125404957941,0.072105180238388,5.66666666666667,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,34.6555687936385,0.315286717922714,8.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,37.2484088086134,0.0514840475156307,2.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,26.1222223442332,0.125007377485618,8.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,27.8980887016377,0.186352098224988,8.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,32.9446237246198,0.0457688505053118,1.75,64QAM,air_interface/csv/ul_pusch_trials.csv
