run_id,chart_name,chart_mode,x_label,y_label,point_index,x_value,y_value,source_table_logical_path,source_row_count,materialization_status,lineage_note
1,access attempt/success timeline,line,Frame,SuccessFlag,1,1.0,1.0,reports/csv/live_prach_stage_table.csv,50,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,access attempt/success timeline,line,Frame,SuccessFlag,2,1.0,1.0,reports/csv/live_prach_stage_table.csv,50,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,access attempt/success timeline,line,Frame,SuccessFlag,3,1.0,1.0,reports/csv/live_prach_stage_table.csv,50,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,access attempt/success timeline,line,Frame,SuccessFlag,4,1.0,1.0,reports/csv/live_prach_stage_table.csv,50,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,access attempt/success timeline,line,Frame,SuccessFlag,5,1.0,1.0,reports/csv/live_prach_stage_table.csv,50,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,access attempt/success timeline,line,Frame,SuccessFlag,6,1.0,1.0,reports/csv/live_prach_stage_table.csv,50,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,access attempt/success timeline,line,Frame,SuccessFlag,7,1.0,1.0,reports/csv/live_prach_stage_table.csv,50,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,access attempt/success timeline,line,Frame,SuccessFlag,8,1.0,1.0,reports/csv/live_prach_stage_table.csv,50,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,access attempt/success timeline,line,Frame,SuccessFlag,9,1.0,1.0,reports/csv/live_prach_stage_table.csv,50,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,access attempt/success timeline,line,Frame,SuccessFlag,10,1.0,1.0,reports/csv/live_prach_stage_table.csv,50,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,access attempt/success timeline,line,Frame,SuccessFlag,11,1.0,1.0,reports/csv/live_prach_stage_table.csv,50,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,access attempt/success timeline,line,Frame,SuccessFlag,12,1.0,1.0,reports/csv/live_prach_stage_table.csv,50,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,access attempt/success timeline,line,Frame,SuccessFlag,13,1.0,1.0,reports/csv/live_prach_stage_table.csv,50,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,access attempt/success timeline,line,Frame,SuccessFlag,14,1.0,1.0,reports/csv/live_prach_stage_table.csv,50,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,access attempt/success timeline,line,Frame,SuccessFlag,15,1.0,1.0,reports/csv/live_prach_stage_table.csv,50,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,access attempt/success timeline,line,Frame,SuccessFlag,16,1.0,1.0,reports/csv/live_prach_stage_table.csv,50,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,access attempt/success timeline,line,Frame,SuccessFlag,17,1.0,1.0,reports/csv/live_prach_stage_table.csv,50,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,access attempt/success timeline,line,Frame,SuccessFlag,18,1.0,1.0,reports/csv/live_prach_stage_table.csv,50,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,access attempt/success timeline,line,Frame,SuccessFlag,19,1.0,1.0,reports/csv/live_prach_stage_table.csv,50,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,access attempt/success timeline,line,Frame,SuccessFlag,20,1.0,1.0,reports/csv/live_prach_stage_table.csv,50,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,access attempt/success timeline,line,Frame,SuccessFlag,21,1.0,1.0,reports/csv/live_prach_stage_table.csv,50,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,access attempt/success timeline,line,Frame,SuccessFlag,22,1.0,1.0,reports/csv/live_prach_stage_table.csv,50,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,access attempt/success timeline,line,Frame,SuccessFlag,23,1.0,1.0,reports/csv/live_prach_stage_table.csv,50,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
