Slot,Time_s,UEID,CandidateRank,CellID,SiteID,SectorID,Lat,Lon,RSRP_dBm,RxPower_dBm,Pathloss_dB,BeamIndex,BeamGain_dB,LOSFlag,ShadowFading_dB,O2I_dB
7,0.003,43,4,2,2,1,19.1220783240426,73.0005806043383,-127.227424172296,-92.0739852414122,122.073985241412,1,-16,0,-7.46724832879381,0
7,0.003,47,1,1,1,1,19.1224638213221,72.9998733134752,-63.5841348696648,-28.430695938781,88.2319570941897,23,13.8012611554087,1,6.29954187087415,0
7,0.003,47,2,5,5,1,19.1224638213221,72.9998733134752,-102.9627590539,-67.8093201230165,127.402567342159,17,13.5932472191429,0,-8.62854248867037,0
7,0.003,47,3,4,4,1,19.1224638213221,72.9998733134752,-111.777313621439,-76.6238746905551,136.612407103947,31,13.9885324133915,0,0.709399917064543,0
7,0.003,47,4,3,3,1,19.1224638213221,72.9998733134752,-128.461904493947,-93.3084655630631,123.308465563063,1,-16,0,-10.8358156534702,0
7,0.003,4,1,2,2,1,19.1214445029248,73.0069344536074,-85.2685024881668,-50.115063557283,109.958288950707,11,13.8432253934243,0,-7.73803666245774,0
7,0.003,4,2,3,3,1,19.1214445029248,73.0069344536074,-119.491317817201,-84.3378788863168,144.337746852381,27,13.9998679660645,0,8.18805509651954,0
7,0.003,4,3,1,1,1,19.1214445029248,73.0069344536074,-119.671449118179,-84.5180101872951,144.503745019995,15,13.9857348327002,0,5.13407691521661,0
7,0.003,4,4,4,4,1,19.1214445029248,73.0069344536074,-121.705720987223,-86.5522820563387,146.514030178604,22,13.9617481222656,0,0.659754555791406,0
7,0.003,6,1,2,2,1,19.1231123204993,73.005586115575,-98.348027249152,-63.1945883182682,123.128687025823,31,13.9340987075551,0,15.0954305981356,0
7,0.003,6,2,3,3,1,19.1231123204993,73.005586115575,-107.451326242649,-72.2978873117653,132.119429513187,32,13.821542201422,0,-5.28577893226058,0
7,0.003,6,3,4,4,1,19.1231123204993,73.005586115575,-117.290386520198,-82.136947589314,142.132425339814,25,13.9954777505003,0,-3.12217069641168,0
7,0.003,6,4,5,5,1,19.1231123204993,73.005586115575,-126.548182698325,-91.3947437674408,150.861735021826,18,13.466991254385,0,3.92411577076999,0
7,0.003,10,1,2,2,1,19.1226449152125,73.0064771062257,-76.7546149080409,-41.6011759771571,101.362093648428,21,13.7609176712706,0,-11.7536864349521,0
7,0.003,10,2,5,5,1,19.1226449152125,73.0064771062257,-98.778181958811,-63.6247430279272,123.577583166611,17,13.9528401386836,1,8.65492004955606,0
7,0.003,10,3,3,3,1,19.1226449152125,73.0064771062257,-111.656204559495,-76.5027656286108,135.782345387532,30,13.2795797589208,0,-1.87231606694042,0
7,0.003,10,4,1,1,1,19.1226449152125,73.0064771062257,-123.037867098683,-87.8844281677991,146.338012792906,18,12.4535846251073,0,8.04490502313677,0
7,0.003,29,1,2,2,1,19.121539503003,73.0070135716685,-88.3021880989432,-53.1487491680594,113.142846376474,12,13.994097208415,0,-4.87680337561016,0
7,0.003,29,2,1,1,1,19.121539503003,73.0070135716685,-110.423244476415,-75.2698055455312,134.825661351995,15,13.5558558064638,0,-4.69554856258867,0
7,0.003,29,3,3,3,1,19.121539503003,73.0070135716685,-113.701549847316,-78.5481109164319,138.522030284741,27,13.9739193683091,0,2.0436376258416,0
7,0.003,29,4,4,4,1,19.121539503003,73.0070135716685,-118.74863234378,-83.5951934128958,143.420183295497,22,13.8249898826014,0,-2.59856681685383,0
7,0.003,35,1,2,2,1,19.123050599294,73.0068635278673,-90.0565189136832,-54.9030799827994,114.709801558919,23,13.8067215761197,0,-3.02358894047725,0
7,0.003,35,2,3,3,1,19.123050599294,73.0068635278673,-106.482766420878,-71.3293274899939,130.313554548342,30,12.9842270583477,0,-8.68235449532675,0
7,0.003,35,3,4,4,1,19.123050599294,73.0068635278673,-120.983385472948,-85.8299465420646,145.807790846369,24,13.9778443043043,0,-1.01368322223883,0
7,0.003,35,4,1,1,1,19.123050599294,73.0068635278673,-121.034949756364,-85.8815108254805,145.200482015415,18,13.318971189934,0,5.94285667825738,0
7,0.003,41,1,2,2,1,19.122041128354,73.0063918282864,-82.5760929876621,-47.4226540567783,107.14761776122,15,13.7249637044417,0,-4.24937776849042,0
7,0.003,41,2,1,1,1,19.122041128354,73.0063918282864,-112.934067420713,-77.7806284898289,137.393354631485,16,13.6127261416564,0,-0.660678336783847,0
7,0.003,41,3,4,4,1,19.122041128354,73.0063918282864,-117.986790681879,-82.8333517509954,142.728306631078,23,13.8949548800823,0,-2.7568697138983,0
7,0.003,41,4,5,5,1,19.122041128354,73.0063918282864,-118.208445436796,-83.0550065059125,142.170311124181,16,13.1153046182681,0,-5.80584747796165,0
7,0.003,45,1,2,2,1,19.1227919044254,73.0068485966231,-97.4026498141225,-62.2492108832387,120.998751303289,21,12.7495404200499,0,4.21288615313133,0
7,0.003,45,2,3,3,1,19.1227919044254,73.0068485966231,-106.00695648768,-70.853517556796,130.207459605583,29,13.3539420487867,0,-8.28974915468246,0
7,0.003,45,3,4,4,1,19.1227919044254,73.0068485966231,-116.306580243279,-81.1531413123953,140.763077663554,24,13.6099363511583,0,-5.85336723535596,0
7,0.003,45,4,1,1,1,19.1227919044254,73.0068485966231,-121.39502433173,-86.2415854008462,145.912275761148,18,13.6706903603017,0,6.75047170225842,0
7,0.003,50,1,2,2,1,19.1214679581746,73.0053293287729,-77.0633291670011,-41.9098902361173,101.395363706158,1,13.4854734700407,0,-0.859014228789574,0
7,0.003,50,2,3,3,1,19.1214679581746,73.0053293287729,-99.2027347662792,-64.0492958353954,124.048022800393,30,13.9987269649974,0,-8.93264981257115,0
7,0.003,50,3,1,1,1,19.1214679581746,73.0053293287729,-105.550009162991,-70.396570232107,129.85219820474,15,13.4556279726332,0,-5.60425505050794,0
7,0.003,50,4,5,5,1,19.1214679581746,73.0053293287729,-114.154500680321,-79.0010617494375,137.72375560949,16,12.7226938600528,0,-8.82367571489763,0
7,0.003,2,1,3,3,1,19.1164719022333,73.0038574119764,-82.6822890273345,-47.5288500964506,106.177626944864,8,12.6487768484135,0,-11.0374827857887,0
7,0.003,2,2,1,1,1,19.1164719022333,73.0038574119764,-103.398175897093,-68.2447369662096,128.235948538773,3,13.9912115725638,0,-10.8015944603895,0
7,0.003,2,3,4,4,1,19.1164719022333,73.0038574119764,-108.649111428478,-73.4956724975945,132.493517368143,14,12.997844870548,0,-6.46888267729952,0
7,0.003,2,4,5,5,1,19.1164719022333,73.0038574119764,-119.116081651354,-83.9626427204704,143.292272139811,9,13.329629419341,0,-3.44268536195544,0
7,0.003,12,1,3,3,1,19.1182043421594,73.0030257533882,-54.5359170343672,-19.3824781034834,78.5614702003735,26,13.1789920968901,1,-7.98299074167472,0
7,0.003,12,2,4,4,1,19.1182043421594,73.0030257533882,-109.844823685797,-74.6913847549134,134.510742195866,18,13.819357440953,0,-2.38768998597183,0
7,0.003,12,3,1,1,1,19.1182043421594,73.0030257533882,-112.213689190859,-77.0602502599749,136.855570372029,4,13.7953201120539,0,2.81514380725137,0
7,0.003,12,4,5,5,1,19.1182043421594,73.0030257533882,-117.400266462846,-82.2468275319623,141.32349439903,10,13.0766668670677,0,-3.01691648932342,0
7,0.003,13,1,3,3,1,19.1156883907744,73.0034650962192,-79.1848384406484,-44.0313995097646,102.758302581775,3,12.7269030720103,0,-16.5487810530683,0
7,0.003,13,2,4,4,1,19.1156883907744,73.0034650962192,-104.234542084028,-69.0811031531444,127.953704123057,13,12.8726009699128,0,-10.5154284237069,0
7,0.003,13,3,5,5,1,19.1156883907744,73.0034650962192,-116.521619460508,-81.3681805296243,140.063466565919,8,12.6952860362946,0,-6.83076369826988,0
7,0.003,13,4,1,1,1,19.1156883907744,73.0034650962192,-117.302062997438,-82.148624066554,140.606345586701,1,12.4577215201472,0,0.574833426267056,0
7,0.003,15,1,3,3,1,19.1191029421898,73.0031361043692,-78.2166881340376,-43.0632492031538,101.560604108892,31,12.4973549057381,1,10.3197415879213,0
7,0.003,15,2,1,1,1,19.1191029421898,73.0031361043692,-98.9718036212419,-63.8183646903581,123.272555706274,6,13.4541910159162,0,-8.94321108766348,0
7,0.003,15,3,5,5,1,19.1191029421898,73.0031361043692,-114.218387903218,-79.0649489723343,138.389751101535,12,13.3248021292006,0,-5.55251449714282,0
7,0.003,15,4,4,4,1,19.1191029421898,73.0031361043692,-119.609018065178,-84.4555791342943,144.310750599635,20,13.8551714653403,0,6.72195764441425,0
7,0.003,16,1,3,3,1,19.1179712813791,73.004348252442,-85.1511673194521,-49.9977283885683,109.411269843995,20,13.4135414554264,0,-9.64846874213598,0
7,0.003,16,2,2,2,1,19.1179712813791,73.004348252442,-106.553426034643,-71.3999871037588,101.399987103759,1,-16,1,2.54848898008292,0
7,0.003,16,3,4,4,1,19.1179712813791,73.004348252442,-110.441820587537,-75.2883816566534,133.951808903558,17,12.6634272469046,0,-5.94445839626508,0
7,0.003,16,4,1,1,1,19.1179712813791,73.004348252442,-113.855586013824,-78.7021470829398,138.681504049189,6,13.9793569662495,0,1.57997840479164,0
7,0.003,18,1,3,3,1,19.1163136997159,73.0033399423719,-93.8961925500135,-58.7427536191297,118.741692861172,5,13.9989392420424,0,4.19111269782518,0
7,0.003,18,2,4,4,1,19.1163136997159,73.0033399423719,-111.596644949016,-76.4432060181326,136.325892982537,14,13.8826869644047,0,-1.51604447993117,0
7,0.003,18,3,1,1,1,19.1163136997159,73.0033399423719,-114.053081389612,-78.8996424587278,138.878076034949,2,13.9784335762208,0,0.213597564805229,0
7,0.003,18,4,5,5,1,19.1163136997159,73.0033399423719,-125.653877604214,-90.5004386733299,150.271569428097,8,13.7711307547669,0,4.04856328052174,0
7,0.003,23,1,3,3,1,19.1169985119619,73.00325855015,-67.1215860101881,-31.9681470793043,91.1891178137626,10,13.2209707344583,1,4.01434718944356,0
7,0.003,23,2,1,1,1,19.1169985119619,73.00325855015,-117.002029620595,-81.8485906897107,141.077452353306,3,13.228861663595,0,3.93880302512188,0
7,0.003,23,3,4,4,1,19.1169985119619,73.00325855015,-118.50289745227,-83.3494585213866,142.35786206085,15,13.0084035394638,0,4.93424275846987,0
7,0.003,23,4,5,5,1,19.1169985119619,73.00325855015,-126.949364144074,-91.7959252131903,151.764083601641,9,13.9681583884502,0,6.19730163719133,0
7,0.003,24,1,3,3,1,19.1163117746331,73.0039445327036,-90.74123594553,-55.5877970146461,115.235371112175,8,13.6475740975288,0,-3.25195635021469,0
7,0.003,24,2,4,4,1,19.1163117746331,73.0039445327036,-111.66787227655,-76.5144333456659,136.47488273317,14,13.9604493875045,0,-2.73668104282833,0
7,0.003,24,3,1,1,1,19.1163117746331,73.0039445327036,-112.697989141986,-77.544550211102,137.472197094579,3,13.927646883477,0,-1.97840397045031,0
7,0.003,24,4,5,5,1,19.1163117746331,73.0039445327036,-123.22543288761,-88.0719939567259,146.73916209748,9,12.6671681407538,0,-0.222459608865227,0
7,0.003,33,1,3,3,1,19.1202276643671,73.0058698839363,-104.174595895418,-69.021156964534,128.908019022277,26,13.8868620577435,0,-2.24366822138346,0
7,0.003,33,2,2,2,1,19.1202276643671,73.0058698839363,-106.975911301017,-71.8224723701327,119.003498918099,1,1.18102654796636,0,0.498840758961539,0
7,0.003,33,3,1,1,1,19.1202276643671,73.0058698839363,-114.303690191405,-79.1502512605208,139.107313851502,12,13.9570625909811,0,1.56801959040583,0
7,0.003,33,4,4,4,1,19.1202276643671,73.0058698839363,-117.426020223917,-82.2725812930329,142.151645560059,21,13.8790642670261,0,-1.42026857379635,0
7,0.003,34,1,3,3,1,19.1158840489665,73.0024923386607,-81.6459901690863,-46.4925512382025,76.4925512382025,1,-16,1,-13.4977373272369,0
7,0.003,34,2,4,4,1,19.1158840489665,73.0024923386607,-109.915354672229,-74.7619157413455,133.102243276159,12,12.3403275348133,0,-2.90768075184301,0
7,0.003,34,3,5,5,1,19.1158840489665,73.0024923386607,-117.250068267671,-82.0966293367871,142.062386174952,7,13.9657568381649,0,-3.50035486472516,0
7,0.003,34,4,1,1,1,19.1158840489665,73.0024923386607,-122.593676177117,-87.440237246233,140.632587455541,1,7.19235020930827,0,2.03467322392851,0
7,0.003,20,1,4,4,1,19.1192172349965,72.9976777684039,-96.2182177204884,-61.0647787896046,119.303682564656,31,12.2389037750513,0,0.89303875812458,0
7,0.003,20,2,1,1,1,19.1192172349965,72.9976777684039,-98.1290197059953,-62.9755807751115,92.9755807751115,1,-16,1,-3.47681697632349,0
7,0.003,20,3,5,5,1,19.1192172349965,72.9976777684039,-119.209457070053,-84.0560181391696,144.054828105438,7,13.9988099662685,0,11.4480385161981,0
7,0.003,20,4,3,3,1,19.1192172349965,72.9976777684039,-142.957050107516,-107.803611176632,137.803611176632,1,-16,0,6.7262203479103,0
7,0.003,22,1,4,4,1,19.1172583762339,72.997559159718,-63.3494602051246,-28.1960212742408,86.8931234883695,13,12.6971022141287,1,0.306946398632719,0
7,0.003,22,2,5,5,1,19.1172583762339,72.997559159718,-117.202858396617,-82.0494194657328,142.031864203275,3,13.9824447375424,0,5.44049074138703,0
7,0.003,22,3,3,3,1,19.1172583762339,72.997559159718,-141.732048702454,-106.57860977157,136.57860977157,1,-16,0,6.36756726344714,0
7,0.003,22,4,1,1,1,19.1172583762339,72.997559159718,-143.209141055527,-108.055702124643,138.055702124643,1,-16,0,4.66402451550236,0
7,0.003,32,1,4,4,1,19.1178771325149,72.998125079003,-93.1474376022358,-57.993998671352,117.791872984697,20,13.7978743133449,0,3.03286755351778,0
7,0.003,32,2,5,5,1,19.1178771325149,72.998125079003,-119.554810244813,-84.4013713139289,144.401312342751,5,13.9999410288217,0,8.10264219706626,0
7,0.003,32,3,3,3,1,19.1178771325149,72.998125079003,-127.925651707051,-92.7722127761669,122.772212776167,1,-16,0,-5.2311696392163,0
7,0.003,32,4,2,2,1,19.1178771325149,72.998125079003,-132.628941557077,-97.4755026261928,127.475502626193,1,-16,0,-12.7823345690488,0
7,0.003,37,1,4,4,1,19.1164514129245,72.997783980654,-82.0805512017617,-46.9271122708779,106.292433024639,7,13.3653207537609,0,-8.40382587753958,0
7,0.003,37,2,5,5,1,19.1164514129245,72.997783980654,-121.857217455382,-86.7037785244987,145.803007642882,2,13.0992291183835,0,7.22116025782445,0
7,0.003,37,3,1,1,1,19.1164514129245,72.997783980654,-137.373662967348,-102.220224036465,132.220224036465,1,-16,0,-3.39279542900218,0
7,0.003,37,4,3,3,1,19.1164514129245,72.997783980654,-138.084531866447,-102.931092935563,132.931092935563,1,-16,0,3.06631664990995,0
7,0.003,38,1,4,4,1,19.1167309453859,72.9976700922409,-87.5354007239084,-52.3819617930246,111.81728894779,8,13.4353271547651,0,-0.244954205681888,0
7,0.003,38,2,5,5,1,19.1167309453859,72.9976700922409,-102.632338448837,-67.4788995179536,125.793854861853,3,12.3149553438998,0,-12.0699786164054,0
7,0.003,38,3,1,1,1,19.1167309453859,72.9976700922409,-138.283837989051,-103.130399058167,133.130399058167,1,-16,0,-1.76117901194336,0
7,0.003,38,4,3,3,1,19.1167309453859,72.9976700922409,-139.432982298465,-104.279543367581,134.279543367581,1,-16,0,4.2342281847017,0
7,0.003,40,1,4,4,1,19.1201523674706,73.0002104862454,-96.4577926906659,-61.3043537597821,121.127105384167,26,13.8227516243847,0,-9.98382995849203,0
7,0.003,40,2,1,1,1,19.1201523674706,73.0002104862454,-104.840949621664,-69.6875106907799,117.760289306944,1,2.07277861616414,0,-1.41170377541997,0
7,0.003,40,3,5,5,1,19.1201523674706,73.0002104862454,-110.798470121698,-75.6450311908143,135.623002905856,12,13.977971715042,0,-2.07862676929968,0
7,0.003,40,4,3,3,1,19.1201523674706,73.0002104862454,-123.888511717279,-88.735072786395,118.735072786395,1,-16,0,-6.52100936996767,0
7,0.003,42,1,4,4,1,19.1191278109673,72.9977368317705,-95.1719240377445,-60.0184851068607,119.764385454837,30,13.7459003479766,0,1.65441883659449,0
7,0.003,42,2,5,5,1,19.1191278109673,72.9977368317705,-103.812105668989,-68.6586667381049,128.545512445194,7,13.8868457070891,0,-4.397018822713,0
7,0.003,42,3,1,1,1,19.1191278109673,72.9977368317705,-126.10588061857,-90.9524416876865,120.952441687687,1,-16,0,-5.12471170602244,0
7,0.003,42,4,3,3,1,19.1191278109673,72.9977368317705,-140.170141414677,-105.016702483794,135.016702483794,1,-16,0,4.26425379340478,0
7,0.003,44,1,4,4,1,19.119129627324,72.9974619543362,-89.9244636191493,-54.7710246882654,113.736621806953,31,12.9655971186874,0,-3.12534693484999,0
7,0.003,44,2,5,5,1,19.119129627324,72.9974619543362,-118.795338846523,-83.6418999156389,142.519468888262,6,12.8775689726229,0,10.2849559146422,0
7,0.003,44,3,3,3,1,19.119129627324,72.9974619543362,-133.02226091682,-97.8688219859366,127.868821985937,1,-16,0,-3.79222451001309,0
7,0.003,44,4,1,1,1,19.119129627324,72.9974619543362,-141.353057053198,-106.199618122314,136.199618122314,1,-16,0,9.55002669325365,0
7,0.003,49,1,4,4,1,19.116106670733,72.9970560674746,-95.2038123058831,-60.0503733749993,108.882479383002,1,2.83210600800255,0,-4.11519230818327,0
7,0.003,49,2,5,5,1,19.116106670733,72.9970560674746,-113.822615575859,-78.6691766449752,138.120781210735,1,13.4516045657603,0,-0.282256367674758,0
7,0.003,49,3,3,3,1,19.116106670733,72.9970560674746,-141.469690082503,-106.316251151619,136.316251151619,1,-16,0,3.64131053499547,0
7,0.003,49,4,1,1,1,19.116106670733,72.9970560674746,-141.736216830774,-106.582777899891,136.582777899891,1,-16,0,-0.472448209610996,0
7,0.003,1,1,5,5,1,19.1218357150987,72.9951770719446,-83.6882607343404,-48.5348218034566,107.046713847767,13,12.5118920443103,0,-6.7081857171033,0
7,0.003,1,2,4,4,1,19.1218357150987,72.9951770719446,-130.252602149486,-95.0991632186021,125.099163218602,1,-16,0,-5.94138467623366,0
7,0.003,1,3,1,1,1,19.1218357150987,72.9951770719446,-131.263505038912,-96.1100661080279,126.110066108028,1,-16,0,-2.27320227308288,0
7,0.003,1,4,3,3,1,19.1218357150987,72.9951770719446,-135.764815203751,-100.611376272868,130.611376272868,1,-16,0,-9.87431492164324,0
7,0.003,8,1,5,5,1,19.1240682860506,73.0000494622027,-112.692159988209,-77.5387210573248,137.499994943928,21,13.9612738866029,0,0.257162819571357,0
7,0.003,8,2,4,4,1,19.1240682860506,73.0000494622027,-127.172880539366,-92.0194416084818,149.926450307438,32,11.9070086989562,0,10.3036233833244,0
7,0.003,8,3,1,1,1,19.1240682860506,73.0000494622027,-129.646243241088,-94.4928043102046,127.073765461899,32,-13.419038848306,0,9.15539883542153,0
7,0.003,8,4,2,2,1,19.1240682860506,73.0000494622027,-138.423317378274,-103.26987844739,133.26987844739,1,-16,0,0.439949070218832,0
7,0.003,11,1,5,5,1,19.1191562161539,72.9970606316329,-108.020162544354,-72.8667236134702,132.113394375356,6,13.2466707618855,0,0.99104973404911,0
7,0.003,11,2,4,4,1,19.1191562161539,72.9970606316329,-115.79927284881,-80.6458339179257,110.645833917926,1,-16,0,-4.8717918985271,0
7,0.003,11,3,3,3,1,19.1191562161539,72.9970606316329,-136.235057303983,-101.0816183731,131.0816183731,1,-16,0,-1.86143974698691,0
7,0.003,11,4,1,1,1,19.1191562161539,72.9970606316329,-136.266825426776,-101.113386495892,131.113386495892,1,-16,0,3.62895800034637,0
7,0.003,17,1,5,5,1,19.1193349711238,72.9967651935751,-108.20951825714,-73.0560793262567,131.347985836229,5,12.2919065099722,0,1.50107034534861,0
7,0.003,17,2,4,4,1,19.1193349711238,72.9967651935751,-121.151314192656,-85.9978752617721,115.997875261772,1,-16,0,-0.359599039969821,0
7,0.003,17,3,1,1,1,19.1193349711238,72.9967651935751,-131.446562222159,-96.2931232912753,126.293123291275,1,-16,0,-1.30079322617148,0
7,0.003,17,4,3,3,1,19.1193349711238,72.9967651935751,-132.196772697722,-97.0433337668378,127.043333766838,1,-16,0,-6.95767284466774,0
7,0.003,21,1,5,5,1,19.1208926870595,72.994478506526,-85.1288749872284,-49.9754360563446,108.404622785973,2,12.4291867296283,0,-4.91155932090487,0
7,0.003,21,2,4,4,1,19.1208926870595,72.994478506526,-129.267568088285,-94.1141291574009,124.114129157401,1,-16,0,-4.28926764722674,0
7,0.003,21,3,1,1,1,19.1208926870595,72.994478506526,-135.730450626952,-100.577011696069,130.577011696069,1,-16,0,-1.10051424702101,0
7,0.003,21,4,3,3,1,19.1208926870595,72.994478506526,-143.762271983217,-108.608833052333,138.608833052333,1,-16,0,-2.11402318278225,0
7,0.003,25,1,5,5,1,19.1221511420864,72.9948199511622,-80.1527926081505,-44.9993536772667,104.134923273149,16,13.1355695958819,0,-5.2600681137606,0
7,0.003,25,2,1,1,1,19.1221511420864,72.9948199511622,-136.327011427389,-101.173572496505,131.173572496505,1,-16,0,1.41897736584899,0
7,0.003,25,3,4,4,1,19.1221511420864,72.9948199511622,-144.484140513329,-109.330701582446,139.330701582446,1,-16,0,6.85567311210016,0
7,0.003,25,4,3,3,1,19.1221511420864,72.9948199511622,-148.785350722112,-113.631911791228,143.631911791228,1,-16,0,2.18554662853504,0
7,0.003,28,1,5,5,1,19.1221611852968,72.9947521122376,-87.662133332842,-52.5086944019582,110.953321305158,16,12.4446269031998,0,2.43628036299749,0
7,0.003,28,2,4,4,1,19.1221611852968,72.9947521122376,-109.51422223916,-74.3607833082765,104.360783308276,1,-16,1,4.08723887137318,0
7,0.003,28,3,1,1,1,19.1221611852968,72.9947521122376,-137.249397198799,-102.095958267915,132.095958267915,1,-16,0,2.08225935116628,0
7,0.003,28,4,2,2,1,19.1221611852968,72.9947521122376,-143.811909167713,-108.658470236829,138.658470236829,1,-16,0,-5.30885800528787,0
7,0.003,30,1,5,5,1,19.1210311663888,72.9942261019585,-86.1422751642841,-50.9888362334002,110.707587217139,1,13.7187509837392,0,0.241400303770759,0
7,0.003,30,2,4,4,1,19.1210311663888,72.9942261019585,-129.179919037875,-94.026480106991,124.026480106991,1,-16,0,-5.3877500113979,0
7,0.003,30,3,1,1,1,19.1210311663888,72.9942261019585,-131.981636364511,-96.8281974336268,126.828197433627,1,-16,0,-5.54680316784173,0
