cell_id,site_id,sector_id,active_ues_avg,active_ues_peak,dl_load_avg,ul_load_avg,dl_grant_count,ul_grant_count,dl_prb_symbols,ul_prb_symbols,utilization_value_source,utilization_value_definition,run_id,run_tag,scenario_id,scenario_variant_id,config_hash,code_commit,seed,drop_id,timestamp_sim_ms,frame,slot,symbol,ue_id,direction,bwp_id,carrier_id,beam_id,layer_id,stream_id,harq_id,block_id,pipeline_id,producer_module,status_code,status_classification,source_artifact_ref,source_tensor_ref,derived_flag,active_flag
1,1,1,NaN,NaN,NaN,NaN,0,0,NaN,NaN,"system/csv/system_cell_load.csv|packet_flow/csv/live_*_scheduler_grants.csv","runtime active UE/load counters plus granted PRB-symbol totals per cell",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildSectorUtilizationSummaryTable","implemented","derived_runtime_sector_utilization","system/csv/system_cell_load.csv|packet_flow/csv/live_dl_scheduler_grants.csv|packet_flow/csv/live_ul_scheduler_grants.csv","not_applicable",1,1
