run_id,direction,ue_id,frame,slot,source_artifact,beam_selection_strategy,selected_beam_index,beam_hit,topk_beam_hit,beam_candidate_count
1,DL,3,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,2,0,0,32
1,DL,5,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,1,0,0,32
1,DL,7,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,2,0,0,32
1,DL,9,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,2,0,0,32
1,DL,14,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,2,0,0,32
1,DL,19,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,1,0,0,32
1,DL,26,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,1,1,1,32
1,DL,27,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,1,1,1,32
1,DL,43,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,1,1,1,32
1,DL,47,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,2,0,0,32
1,DL,4,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,2,1,1,32
1,DL,6,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,1,0,0,32
1,DL,10,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,2,0,0,32
1,DL,29,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,1,0,0,32
1,DL,35,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,1,0,1,32
1,DL,41,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,1,0,0,32
1,DL,45,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,1,0,0,32
1,DL,50,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,1,0,0,32
1,DL,2,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,2,0,0,32
1,DL,12,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,1,0,1,32
1,DL,13,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,2,0,0,32
1,DL,15,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,2,0,0,32
1,DL,16,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,1,0,0,32
1,DL,18,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,2,0,0,32
1,DL,23,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,1,1,1,32
1,DL,24,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,2,0,1,32
1,DL,33,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,1,0,0,32
1,DL,34,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,2,0,0,32
1,DL,20,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,1,0,0,32
1,DL,22,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,2,0,0,32
1,DL,32,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,1,1,1,32
1,DL,37,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,1,0,0,32
1,DL,38,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,1,0,0,32
1,DL,40,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,1,0,0,32
1,DL,42,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,2,0,0,32
1,DL,44,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,1,0,1,32
1,DL,49,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,2,0,0,32
1,DL,1,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,2,1,1,32
1,DL,8,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,1,1,1,32
1,DL,11,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,2,1,1,32
1,DL,17,7,7,beamforming/csv/probe_beam_mimo.csv,runtime_best_beam_per_link,2,0,0,32
