run_id,scenario_id,layout_type,num_sites,sectors_per_site,intersite_distance_m,wrap_around,configured_ue_count,center_frequency_hz,bandwidth_hz,scs_khz,n_rb,duplex_mode,num_frames,total_slots,strict_mode,honesty_mode,source_artifact
1,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,hex,5,1,600,False,50,,,,,,1,10,True,strict,sim_runs.config_json
