CategoryCode,CategoryKey,CategoryName,MetricKey,MetricName,Entity,Statistic,Availability,CountsTowardCoverage,ValueNumeric,ValueText,Unit,SourceArtifact,Notes
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","ce_nmse","CE NMSE","SRS","mean","observed",1,-27.2655854370408,"-27.2655854370408","dB","air_interface/csv/srs_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","ce_nmse","CE NMSE","SRS","p95","observed",1,-25.7648802515397,"-25.7648802515397","dB","air_interface/csv/srs_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","ce_nmse","CE NMSE","SRS","max","observed",1,-25.5225200225239,"-25.5225200225239","dB","air_interface/csv/srs_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","ce_nmse","CE NMSE","TRS","mean","observed",1,25.1947269758921,"25.1947269758921","dB","air_interface/csv/trs_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","ce_nmse","CE NMSE","TRS","p95","observed",1,25.5512046818072,"25.5512046818072","dB","air_interface/csv/trs_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","ce_nmse","CE NMSE","TRS","max","observed",1,25.5551395613948,"25.5551395613948","dB","air_interface/csv/trs_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","cfo_rmse","CFO RMSE","PBCH","rmse","observed",1,1.47460520298687e-14,"1.47460520298687e-14","Hz","air_interface/csv/pbch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","cfo_rmse","CFO RMSE","PBCH","mean_abs","observed",1,1.47460520298687e-14,"1.47460520298687e-14","Hz","air_interface/csv/pbch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","cfo_rmse","CFO RMSE","PBCH","max_abs","observed",1,1.47460520298687e-14,"1.47460520298687e-14","Hz","air_interface/csv/pbch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","to_rmse","TO RMSE","PBCH","rmse","observed",1,0,"0","samples","air_interface/csv/pbch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","to_rmse","TO RMSE","PBCH","mean_abs","observed",1,0,"0","samples","air_interface/csv/pbch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","to_rmse","TO RMSE","PBCH","max_abs","observed",1,0,"0","samples","air_interface/csv/pbch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","to_rmse","TO RMSE","DL","rmse","observed",1,74.028147799784,"74.028147799784","samples","air_interface/csv/dl_pdsch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","to_rmse","TO RMSE","DL","mean_abs","observed",1,30.5666666666667,"30.5666666666667","samples","air_interface/csv/dl_pdsch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","to_rmse","TO RMSE","DL","max_abs","observed",1,348,"348","samples","air_interface/csv/dl_pdsch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","to_rmse","TO RMSE","UL","rmse","observed",1,0.144337567297406,"0.144337567297406","samples","air_interface/csv/ul_pusch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","to_rmse","TO RMSE","UL","mean_abs","observed",1,0.0208333333333333,"0.0208333333333333","samples","air_interface/csv/ul_pusch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","to_rmse","TO RMSE","UL","max_abs","observed",1,1,"1","samples","air_interface/csv/ul_pusch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","doppler_rmse","Doppler RMSE","DL","rmse","observed",1,13.7422582217836,"13.7422582217836","Hz","air_interface/csv/dl_pdsch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","doppler_rmse","Doppler RMSE","DL","mean_abs","observed",1,11.9432647355193,"11.9432647355193","Hz","air_interface/csv/dl_pdsch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","doppler_rmse","Doppler RMSE","DL","max_abs","observed",1,79.7232886481389,"79.7232886481389","Hz","air_interface/csv/dl_pdsch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","doppler_rmse","Doppler RMSE","UL","rmse","observed",1,18.4138210091094,"18.4138210091094","Hz","air_interface/csv/ul_pusch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","doppler_rmse","Doppler RMSE","UL","mean_abs","observed",1,13.3860402521148,"13.3860402521148","Hz","air_interface/csv/ul_pusch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","doppler_rmse","Doppler RMSE","UL","max_abs","observed",1,116.145686145341,"116.145686145341","Hz","air_interface/csv/ul_pusch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","doppler_rmse","Doppler RMSE","TRS","rmse","observed",1,10.6837247813627,"10.6837247813627","Hz","air_interface/csv/trs_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","doppler_rmse","Doppler RMSE","TRS","mean_abs","observed",1,7.69592209654109,"7.69592209654109","Hz","air_interface/csv/trs_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","doppler_rmse","Doppler RMSE","TRS","max_abs","observed",1,32.4027005907884,"32.4027005907884","Hz","air_interface/csv/trs_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","phase_tracking_error","phase tracking error","DL","mean","observed",1,4.85333704175043e-15,"4.85333704175043e-15","deg","air_interface/csv/dl_pdsch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","phase_tracking_error","phase tracking error","DL","p95","observed",1,5.08888749034163e-14,"5.08888749034163e-14","deg","air_interface/csv/dl_pdsch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","phase_tracking_error","phase tracking error","DL","max","observed",1,8.59338553755098e-14,"8.59338553755098e-14","deg","air_interface/csv/dl_pdsch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","phase_tracking_error","phase tracking error","UL","mean","observed",1,2.24451410994821e-15,"2.24451410994821e-15","deg","air_interface/csv/ul_pusch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","phase_tracking_error","phase tracking error","UL","p95","observed",1,1.78975814403466e-14,"1.78975814403466e-14","deg","air_interface/csv/ul_pusch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","phase_tracking_error","phase tracking error","UL","max","observed",1,6.48708415393254e-14,"6.48708415393254e-14","deg","air_interface/csv/ul_pusch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","phase_tracking_error","phase tracking error","TRS","mean","observed",1,-137.621198699969,"-137.621198699969","deg","air_interface/csv/trs_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","phase_tracking_error","phase tracking error","TRS","p95","observed",1,-128.439987385461,"-128.439987385461","deg","air_interface/csv/trs_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","phase_tracking_error","phase tracking error","TRS","max","observed",1,-128.305483757436,"-128.305483757436","deg","air_interface/csv/trs_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","qcl_estimation_accuracy","QCL estimation accuracy","DL","mean","observed",1,1,"1","correlation","air_interface/csv/dl_pdsch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","qcl_estimation_accuracy","QCL estimation accuracy","DL","p95","observed",1,1,"1","correlation","air_interface/csv/dl_pdsch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","qcl_estimation_accuracy","QCL estimation accuracy","DL","max","observed",1,1,"1","correlation","air_interface/csv/dl_pdsch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","qcl_estimation_accuracy","QCL estimation accuracy","UL","mean","observed",1,1,"1","correlation","air_interface/csv/ul_pusch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","qcl_estimation_accuracy","QCL estimation accuracy","UL","p95","observed",1,1,"1","correlation","air_interface/csv/ul_pusch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","qcl_estimation_accuracy","QCL estimation accuracy","UL","max","observed",1,1,"1","correlation","air_interface/csv/ul_pusch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","qcl_estimation_accuracy","QCL estimation accuracy","SRS","mean","observed",1,0.999025634899072,"0.999025634899072","correlation","air_interface/csv/srs_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","qcl_estimation_accuracy","QCL estimation accuracy","SRS","p95","observed",1,0.99945978814556,"0.99945978814556","correlation","air_interface/csv/srs_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","qcl_estimation_accuracy","QCL estimation accuracy","SRS","max","observed",1,0.999535423068323,"0.999535423068323","correlation","air_interface/csv/srs_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","qcl_estimation_accuracy","QCL estimation accuracy","TRS","mean","observed",1,0.0533473819424109,"0.0533473819424109","correlation","air_interface/csv/trs_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","qcl_estimation_accuracy","QCL estimation accuracy","TRS","p95","observed",1,0.0538584368070334,"0.0538584368070334","correlation","air_interface/csv/trs_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","qcl_estimation_accuracy","QCL estimation accuracy","TRS","max","observed",1,0.0538956611777745,"0.0538956611777745","correlation","air_interface/csv/trs_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","channel_aging_loss","channel aging loss","DL","mean","observed",1,0,"0","dB","air_interface/csv/dl_pdsch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","channel_aging_loss","channel aging loss","DL","p95","observed",1,0,"0","dB","air_interface/csv/dl_pdsch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","channel_aging_loss","channel aging loss","DL","max","observed",1,0,"0","dB","air_interface/csv/dl_pdsch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","channel_aging_loss","channel aging loss","UL","mean","observed",1,0,"0","dB","air_interface/csv/ul_pusch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","channel_aging_loss","channel aging loss","UL","p95","observed",1,0,"0","dB","air_interface/csv/ul_pusch_trials.csv",""
"E","channel_estimation_tracking_outputs","Channel-estimation / tracking outputs","channel_aging_loss","channel aging loss","UL","max","observed",1,0,"0","dB","air_interface/csv/ul_pusch_trials.csv",""
