run_id,direction,ue_id,frame,slot,source_artifact,channel_model,channel_gain_db,applied_pathloss_db,applied_shadow_fading_db,doppler_hz
1,DL,3,7,7,air_interface/csv/dl_pdsch_trials.csv,CDL-D,-103.478021701588,101.68035942414,-5.87024368660654,11.1188031732717
1,DL,5,7,7,air_interface/csv/dl_pdsch_trials.csv,CDL-D,-120.918174849271,119.565560252818,1.31282431900106,11.1188031732717
1,DL,7,7,7,air_interface/csv/dl_pdsch_trials.csv,CDL-D,-89.7950298138592,87.7071059586051,3.00559359226295,11.1188031732717
1,DL,9,7,7,air_interface/csv/dl_pdsch_trials.csv,CDL-D,-132.020067116523,129.472654976212,-0.159887695995466,11.1188031732717
1,DL,14,7,7,air_interface/csv/dl_pdsch_trials.csv,CDL-D,-104.889176726269,102.393224688516,0.516185793409846,11.1188031732717
1,DL,19,7,7,air_interface/csv/dl_pdsch_trials.csv,CDL-D,-110.390876867699,109.553174976254,2.20999263211836,11.1188031732717
1,DL,26,7,7,air_interface/csv/dl_pdsch_trials.csv,CDL-D,-118.609224801477,113.31119824323,-0.660328772805113,11.1188031732717
1,DL,27,7,7,air_interface/csv/dl_pdsch_trials.csv,CDL-D,-135.097029715007,133.966250686151,-1.46567183979933,11.1188031732717
1,DL,43,7,7,air_interface/csv/dl_pdsch_trials.csv,CDL-D,-113.602879764642,110.489212385143,0.366314804893553,11.1188031732717
1,DL,47,7,7,air_interface/csv/dl_pdsch_trials.csv,CDL-D,-89.2619192085244,88.2319570941897,6.29954187087415,11.1188031732717
1,DL,4,7,7,air_interface/csv/dl_pdsch_trials.csv,CDL-D,-111.528563606059,109.958288950707,-7.73803666245774,11.1188031732717
1,DL,6,7,7,air_interface/csv/dl_pdsch_trials.csv,CDL-D,-123.530681401262,123.128687025823,15.0954305981356,11.1188031732717
1,DL,10,7,7,air_interface/csv/dl_pdsch_trials.csv,CDL-D,-102.435383261481,101.362093648428,-11.7536864349521,11.1188031732717
