run_id,scenario_id,scenario_name,scenario_variant,seed,drop_id,topology_type,num_sites,sectors_per_site,total_cells,num_ues,inter_site_distance_m,wraparound_enable,wraparound_rings,carrier_frequency_hz,bandwidth_hz,scs_hz,duplex_mode,tdd_pattern,channel_model_family,deployment_scenario,mobility_profile_name,traffic_mix_name,bs_array_profile,ue_array_profile,scheduler_type,beam_management_enable,csi_rs_enable,srs_enable,harq_enable,ai_branch_enable,energy_logging_enable,status_source,population_mode,table_population_mode,run_tag,scenario_variant_id,config_hash,code_commit,timestamp_sim_ms,frame,slot,symbol,site_id,sector_id,cell_id,ue_id,direction,bwp_id,carrier_id,beam_id,layer_id,stream_id,harq_id,block_id,pipeline_id,producer_module,status_code,status_classification,source_artifact_ref,source_tensor_ref,derived_flag,active_flag
1,"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","Strict waveform-honest NR Rel-20 study-anchor LLS scenario for 4 GHz TDD, 100 MHz, 5 gNBs, 50 randomly placed UEs, and 10 canonical slots launched from the browser-owned MATLAB path.","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot",104729,NaN,"hexagonal_macro",5,1,1,50,600,0,NaN,4000000000,100000000,30000,"TDD","DDDSU","CDL-D","UMa","randomWaypoint","fullBuffer","not_applicable","not_applicable","PF",1,1,1,1,0,0,"runtime_populated","browser_owned_lls","runtime_populated","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildScenarioTopologyTable","implemented","runtime_populated","reports/csv/deployment_layout_reference.csv","not_applicable",0,1
