CategoryCode,CategoryKey,CategoryName,MetricKey,MetricName,Entity,Statistic,Availability,CountsTowardCoverage,ValueNumeric,ValueText,Unit,SourceArtifact,Notes
A,run_metadata_outputs,Run metadata outputs,scenario_identifiers,scenario identifiers,scenario,id,config_only,0,NaN,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,,,
A,run_metadata_outputs,Run metadata outputs,scenario_identifiers,scenario identifiers,scenario,family,config_only,0,NaN,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,,,
A,run_metadata_outputs,Run metadata outputs,scenario_identifiers,scenario identifiers,scenario,name,config_only,0,NaN,"Strict waveform-honest NR Rel-20 study-anchor LLS scenario for 4 GHz TDD, 100 MHz, 5 gNBs, 50 randomly placed UEs, and 10 canonical slots launched from the browser-owned MATLAB path.",,,
A,run_metadata_outputs,Run metadata outputs,resolved_config,resolved config,config,json,config_only,0,NaN,meta/scenario_config_resolved.json,,meta/scenario_config_resolved.json,
A,run_metadata_outputs,Run metadata outputs,resolved_config,resolved config,config,yaml,config_only,0,NaN,meta/scenario_config_resolved.yaml,,meta/scenario_config_resolved.yaml,
A,run_metadata_outputs,Run metadata outputs,resolved_config,resolved config,config,source_chain,config_only,0,NaN,meta/scenario_source_chain.csv,,meta/scenario_source_chain.csv,
A,run_metadata_outputs,Run metadata outputs,simulator_version,simulator version,simulator,version,config_only,0,NaN,git:2756cfb,,,branch=main; hash=2756cfb
A,run_metadata_outputs,Run metadata outputs,git_hash,git hash,simulator,git,config_only,0,NaN,git:2756cfb,,,branch=main; hash=2756cfb
A,run_metadata_outputs,Run metadata outputs,seed,seed,run,seed,config_only,0,104729,104729,,,
A,run_metadata_outputs,Run metadata outputs,execution_timestamp,execution timestamp,run,generated_utc,config_only,0,NaN,2026-04-17T12:54:46Z,,,
A,run_metadata_outputs,Run metadata outputs,execution_timestamp,execution timestamp,run,started_utc,derived,1,NaN,2026-04-17T11:33:33Z,,,
A,run_metadata_outputs,Run metadata outputs,execution_timestamp,execution timestamp,run,completed_utc,derived,1,NaN,2026-04-17T12:54:40Z,,,
A,run_metadata_outputs,Run metadata outputs,hardware_software_environment,hardware/software environment,environment,summary,config_only,0,NaN,meta/environment.json,,meta/environment.json,
A,run_metadata_outputs,Run metadata outputs,runtime_summary,runtime summary,runtime,elapsed_seconds,config_only,0,4866.8164793,4866.8164793,s,,
A,run_metadata_outputs,Run metadata outputs,runtime_summary,runtime summary,runtime,summary_json,config_only,0,NaN,meta/runtime_summary.json,,meta/runtime_summary.json,
A,run_metadata_outputs,Run metadata outputs,warnings_validation_messages,warnings and validation messages,validation,message_count,derived,1,1,1,count,reports/csv/validation_messages.csv,
A,run_metadata_outputs,Run metadata outputs,baseline_candidate_tags,baseline/candidate tags,meta,study_status,config_only,0,NaN,baseline,,,
A,run_metadata_outputs,Run metadata outputs,baseline_candidate_tags,baseline/candidate tags,meta,baseline_reference_name,config_only,0,NaN,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,,,
A,run_metadata_outputs,Run metadata outputs,baseline_candidate_tags,baseline/candidate tags,meta,tags,config_only,0,NaN,lls|matlab-first|mysql|browser|rel20|nr-baseline|4ghz|100mhz|tdd|30khz|5gnb|50ue|10slot|strict|waveform_honest,,,
A,run_metadata_outputs,Run metadata outputs,configured_operating_point,configured nominal operating point,MIMO,configured_nominal,config_only,0,NaN,64x4 nominal rank-2,,meta/scenario_config_resolved.json,Configured operating-point rows are nominal/config-derived from the resolved scenario config. Effective runtime-selected behavior is exported separately from actual DL/UL waveform trial tables.
A,run_metadata_outputs,Run metadata outputs,configured_operating_point,configured nominal operating point,DL,nominal_operating_point,config_only,0,NaN,"layers=2, rank=2, modulation=16QAM, mcs=10",,meta/scenario_config_resolved.json,Configured operating-point rows are nominal/config-derived from the resolved scenario config. Effective runtime-selected behavior is exported separately from actual DL/UL waveform trial tables.
A,run_metadata_outputs,Run metadata outputs,configured_operating_point,configured nominal operating point,UL,nominal_operating_point,config_only,0,NaN,"layers=2, rank=2, modulation=16QAM, mcs=10",,meta/scenario_config_resolved.json,Configured operating-point rows are nominal/config-derived from the resolved scenario config. Effective runtime-selected behavior is exported separately from actual DL/UL waveform trial tables.
A,run_metadata_outputs,Run metadata outputs,configured_operating_point,configured nominal operating point,radio,active_grid_num_rbs,config_only,0,273,273,count,meta/scenario_config_resolved.json,Configured operating-point rows are nominal/config-derived from the resolved scenario config. Effective runtime-selected behavior is exported separately from actual DL/UL waveform trial tables.
A,run_metadata_outputs,Run metadata outputs,configured_operating_point,configured nominal operating point,radio,configured_grid_num_rbs,config_only,0,273,273,count,meta/scenario_config_resolved.json,Configured operating-point rows are nominal/config-derived from the resolved scenario config. Effective runtime-selected behavior is exported separately from actual DL/UL waveform trial tables.
A,run_metadata_outputs,Run metadata outputs,configured_operating_point,configured nominal operating point,radio,active_grid_source,config_only,0,NaN,frequency.n_size_grid,,meta/scenario_config_resolved.json,Configured operating-point rows are nominal/config-derived from the resolved scenario config. Effective runtime-selected behavior is exported separately from actual DL/UL waveform trial tables.
