run_id,direction,ue_id,frame,slot,source_artifact,llr_mean_abs,llr_std_abs,llr_imbalance,decoder_iterations
1,DL,3,7,7,air_interface/csv/dl_pdsch_trials.csv,29406321852.5792,24467199499.38,0.00499267966024915,2
1,DL,5,7,7,air_interface/csv/dl_pdsch_trials.csv,26527173029.9685,14049428387.7896,0.00100761425163985,2
1,DL,7,7,7,air_interface/csv/dl_pdsch_trials.csv,25743575237.8976,12088668989.7821,7.90787929232845e-05,2
1,DL,9,7,7,air_interface/csv/dl_pdsch_trials.csv,18662344909.2103,8713886421.14313,0.00633069685806907,2
1,DL,14,7,7,air_interface/csv/dl_pdsch_trials.csv,15846105213.7127,7988970563.08021,0.00511748305677677,3
1,DL,19,7,7,air_interface/csv/dl_pdsch_trials.csv,24943513917.1047,10612659678.6093,0.0056017218499645,2
1,DL,26,7,7,air_interface/csv/dl_pdsch_trials.csv,29586765940.247,20820054155.8801,0.00205298589177857,2
1,DL,27,7,7,air_interface/csv/dl_pdsch_trials.csv,17769642035.9689,8500798298.32379,0.00323624852655252,2
1,DL,43,7,7,air_interface/csv/dl_pdsch_trials.csv,31570350455.671,20960264935.9663,0.0094912480127452,2
1,DL,47,7,7,air_interface/csv/dl_pdsch_trials.csv,26813092614.1719,16993848723.8799,0.00757116367338484,2
1,DL,4,7,7,air_interface/csv/dl_pdsch_trials.csv,22398894699.8207,12261899154.6891,0.00484750812898035,2
1,DL,6,7,7,air_interface/csv/dl_pdsch_trials.csv,26298683531.1645,15943923447.2689,0.00460915024500815,2
1,DL,10,7,7,air_interface/csv/dl_pdsch_trials.csv,29910148312.5272,22388376449.4069,0.00693609751578324,2
1,DL,29,7,7,air_interface/csv/dl_pdsch_trials.csv,25361350879.6425,15064448263.5395,0.00261365188122585,2
1,DL,35,7,7,air_interface/csv/dl_pdsch_trials.csv,29759716023.9094,16725890500.3217,0.0017387457570927,2
1,DL,41,7,7,air_interface/csv/dl_pdsch_trials.csv,28172852677.3827,19039099228.3502,0.0137668808591851,2
1,DL,45,7,7,air_interface/csv/dl_pdsch_trials.csv,29382093081.4507,18373661519.7789,0.004210454255769,1
1,DL,50,7,7,air_interface/csv/dl_pdsch_trials.csv,26519388539.5411,15718419382.176,0.00234900004182664,2
1,DL,2,7,7,air_interface/csv/dl_pdsch_trials.csv,27275939096.5062,15572859654.9946,0.00104093058420821,1
1,DL,12,7,7,air_interface/csv/dl_pdsch_trials.csv,26304722660.2068,18670956050.6556,0.000843808479385617,2
1,DL,13,7,7,air_interface/csv/dl_pdsch_trials.csv,28188524961.9042,18349565749.2959,0.00471071473611645,2
1,DL,15,7,7,air_interface/csv/dl_pdsch_trials.csv,30398984036.8248,25046437979.9489,0.0131510750432928,2
1,DL,16,7,7,air_interface/csv/dl_pdsch_trials.csv,25298165224.3489,10857226644.4828,0.000449472636483764,2
1,DL,18,7,7,air_interface/csv/dl_pdsch_trials.csv,30644639995.9484,21253472150.8006,0.0034988654816232,3
1,DL,23,7,7,air_interface/csv/dl_pdsch_trials.csv,33466064503.3547,26746946313.0124,0.0169489497426654,2
1,DL,24,7,7,air_interface/csv/dl_pdsch_trials.csv,29970937144.6138,22516480372.6462,0.00617118405196842,3
1,DL,33,7,7,air_interface/csv/dl_pdsch_trials.csv,25387306354.1815,10255071635.0608,0.0106369446603974,2
1,DL,34,7,7,air_interface/csv/dl_pdsch_trials.csv,35694743807.5578,34877664015.9236,0.00202376263110501,2
1,DL,20,7,7,air_interface/csv/dl_pdsch_trials.csv,25624030848.9113,12937963568.6302,0.00398941849166858,1
1,DL,22,7,7,air_interface/csv/dl_pdsch_trials.csv,26434900017.8937,10760608964.1991,0.00172249653196826,1
1,DL,32,7,7,air_interface/csv/dl_pdsch_trials.csv,26615102433.6983,14072382768.4795,0.00094221308542047,2
1,DL,37,7,7,air_interface/csv/dl_pdsch_trials.csv,25865124496.6273,16229159732.2032,0.00530225307522536,2
1,DL,38,7,7,air_interface/csv/dl_pdsch_trials.csv,26426841078.4514,12024166337.4416,0.00192487608672076,2
1,DL,40,7,7,air_interface/csv/dl_pdsch_trials.csv,21610222531.3434,10177873180.191,0.00401548669744243,2
1,DL,42,7,7,air_interface/csv/dl_pdsch_trials.csv,26739692623.3996,16944604370.9923,0.00306939912924549,2
1,DL,44,7,7,air_interface/csv/dl_pdsch_trials.csv,28448538700.2424,18561508801.484,0.00708708298694565,2
1,DL,49,7,7,air_interface/csv/dl_pdsch_trials.csv,31576229389.8358,20316641001.3803,0.00771482223352836,2
1,DL,1,7,7,air_interface/csv/dl_pdsch_trials.csv,25603907161.0843,10471348347.4935,0.00846333050140486,1
1,DL,8,7,7,air_interface/csv/dl_pdsch_trials.csv,19437204944.8494,10804425457.3471,0.00322001710192733,2
1,DL,11,7,7,air_interface/csv/dl_pdsch_trials.csv,21402760917.135,11210954693.4101,0.00711796970789509,2
1,DL,17,7,7,air_interface/csv/dl_pdsch_trials.csv,14604819968.094,7791115527.46966,0.00320968088039982,3
1,DL,21,7,7,air_interface/csv/dl_pdsch_trials.csv,25225093561.1196,14021936617.4768,0.00464594085603118,2
1,DL,25,7,7,air_interface/csv/dl_pdsch_trials.csv,29791844746.6236,15264894914.5809,0.00391003875511324,1
1,DL,28,7,7,air_interface/csv/dl_pdsch_trials.csv,28228226590.1832,15551244763.996,0.0123006262160687,2
1,DL,30,7,7,air_interface/csv/dl_pdsch_trials.csv,28894008565.3998,18964152304.8782,0.00102032544066566,2
1,DL,31,7,7,air_interface/csv/dl_pdsch_trials.csv,26090970917.0453,11412725514.6275,0.00463632976632108,2
1,DL,36,7,7,air_interface/csv/dl_pdsch_trials.csv,26322724910.2058,20033886694.8585,0.00935152332760874,2
1,DL,39,7,7,air_interface/csv/dl_pdsch_trials.csv,30147795047.313,20461054360.76,0.00964064187309428,2
1,DL,46,7,7,air_interface/csv/dl_pdsch_trials.csv,27836647100.2637,14175245597.0369,0.00143462199196255,1
1,DL,48,7,7,air_interface/csv/dl_pdsch_trials.csv,25864882845.4571,13170618132.5512,0.00829257451142342,2
1,DL,26,8,8,air_interface/csv/dl_pdsch_trials.csv,3510433714.82945,4209524502.85886,0.833113424674107,2
1,DL,14,8,8,air_interface/csv/dl_pdsch_trials.csv,6985806693.17315,5207186627.34606,0.494904966852726,1
1,DL,3,8,8,air_interface/csv/dl_pdsch_trials.csv,81730510854.9627,116058345162.067,0.000774730961522977,8
1,DL,5,8,8,air_interface/csv/dl_pdsch_trials.csv,20344131604.7905,14021970316.9182,0.00552472154223866,2
