Direction,FeedbackForDirection,Frame,Slot,ScheduledAbsoluteSlot,SourceSlot,UEIndex,UEID,RNTI,ServingCell,BaseStationID,HarqID,TBSBits,ExpectedAck,ObservedAck,CurrentDecodeOK,CombinedDecodeOK,UCIBitCount,UCIType,PUCCHGrantId,PUCCHGrantSource,PUCCHGrantState,GrantScheduledFlag,GrantExecutedFlag,RequestedFormat,ResolvedFormat,FormatAdaptationReason,PUCCHResourceId,PUCCHPRBStart,PUCCHPRBCount,PUCCHSymbolStart,PUCCHNumSymbols,ControlResourceSource,ControlResourceValidity,ConfiguredSNR_dB,AppliedAWGNSNR_dB,ChannelModel,DopplerHz,TimingEstimateUsed,UseIdealTimingSync,InterferenceMode,InterferenceContributorCount,InterferenceAggregatedRxPower_dBm,InterferencePowerSource,FullInterfererChannelTruthUsed,BitsCompared,BitErrors,DetectionMetric,PUCCHDecodeOk,UCIContentMatch,RuntimeStateUpdated,RuntimeStateConsumer,ControlStateChanged,StateChangeApplied,ControlStateChangeDefinition,Status,Crash,CrashSource,CrashMessage,Notes,SignalFamily,SourceClassification,RuntimeMaterializationStatus,ControlGatingEffect,RuntimeConsumer,DecodeSuccess,SuccessFlag,FailureFlag,ControlObservationAvailable,ValueSource,ValueRole,ValueStatus,ValueDefinition,FinalizedFlag,PlaceholderFlag,FallbackFlag,NAReason,RunID,RunUUID,RunTag,ScenarioID,ConfigHash,SourceArtifact,SourceTable,ArtifactClass,SemanticState
UL,DL,1,11,11,7,3,3,3,1,1,0,2024,1,0,1,1,1,harq_ack,pucchgrant:fbdir=DL:due=11:src=7:ue=3:rnti=3:harq=0:cell=1,runtime_harq_feedback_due_scheduler,scheduled_pending_execution,1,0,2,1,uci_payload_size_demoted_to_short_format,pucch:cell=1:slot=11:rnti=3:reqfmt=2:resfmt=1:prb=2:1:sym=10:4,2,1,10,4,runtime_deterministic_pucch_resource_assignment,1,12,not_applicable,not_applicable,not_applicable,0,0,full_per_link_channel_waveform_sum,0,not_applicable,not_applicable,0,not_applicable,not_applicable,not_applicable,0,0,0,pending_feedback_due_slot,0,0,harq_feedback_consumed_by_runtime_harq_and_scheduler,PENDING,0,not_applicable,not_applicable,Explicit runtime PUCCH grant/resource object scheduled from HARQ feedback timing.,PUCCH,active_but_simplified,active_scheduled_pending_feedback_due_not_reached,harq_feedback_resource_grant_and_state_update_when_due,pending_feedback_due_slot,0,0,0,0,runtime_pucch_grant_trace,explicit_pucch_grant_and_feedback_runtime_state,available_runtime_grant_state,canonical PUCCH grant/resource row; waveform decode fields become available only after the feedback due slot is processed,0,0,0,feedback_due_slot_not_reached_in_this_bounded_run,1,ac5aaa60-f202-419a-8426-02227c779291,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,packet_flow/csv/live_pucch_grants.csv,packet_flow/csv/live_pucch_grants.csv,canonical_control_reference_signal_runtime_evidence,runtime_populated
UL,DL,1,11,11,7,5,5,5,1,1,0,2024,1,0,1,1,1,harq_ack,pucchgrant:fbdir=DL:due=11:src=7:ue=5:rnti=5:harq=0:cell=1,runtime_harq_feedback_due_scheduler,scheduled_pending_execution,1,0,2,1,uci_payload_size_demoted_to_short_format,pucch:cell=1:slot=11:rnti=5:reqfmt=2:resfmt=1:prb=4:1:sym=10:4,4,1,10,4,runtime_deterministic_pucch_resource_assignment,1,12,not_applicable,not_applicable,not_applicable,0,0,full_per_link_channel_waveform_sum,0,not_applicable,not_applicable,0,not_applicable,not_applicable,not_applicable,0,0,0,pending_feedback_due_slot,0,0,harq_feedback_consumed_by_runtime_harq_and_scheduler,PENDING,0,not_applicable,not_applicable,Explicit runtime PUCCH grant/resource object scheduled from HARQ feedback timing.,PUCCH,active_but_simplified,active_scheduled_pending_feedback_due_not_reached,harq_feedback_resource_grant_and_state_update_when_due,pending_feedback_due_slot,0,0,0,0,runtime_pucch_grant_trace,explicit_pucch_grant_and_feedback_runtime_state,available_runtime_grant_state,canonical PUCCH grant/resource row; waveform decode fields become available only after the feedback due slot is processed,0,0,0,feedback_due_slot_not_reached_in_this_bounded_run,1,ac5aaa60-f202-419a-8426-02227c779291,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,packet_flow/csv/live_pucch_grants.csv,packet_flow/csv/live_pucch_grants.csv,canonical_control_reference_signal_runtime_evidence,runtime_populated
UL,DL,1,11,11,7,7,7,7,1,1,0,2024,1,0,1,1,1,harq_ack,pucchgrant:fbdir=DL:due=11:src=7:ue=7:rnti=7:harq=0:cell=1,runtime_harq_feedback_due_scheduler,scheduled_pending_execution,1,0,2,1,uci_payload_size_demoted_to_short_format,pucch:cell=1:slot=11:rnti=7:reqfmt=2:resfmt=1:prb=6:1:sym=10:4,6,1,10,4,runtime_deterministic_pucch_resource_assignment,1,12,not_applicable,not_applicable,not_applicable,0,0,full_per_link_channel_waveform_sum,0,not_applicable,not_applicable,0,not_applicable,not_applicable,not_applicable,0,0,0,pending_feedback_due_slot,0,0,harq_feedback_consumed_by_runtime_harq_and_scheduler,PENDING,0,not_applicable,not_applicable,Explicit runtime PUCCH grant/resource object scheduled from HARQ feedback timing.,PUCCH,active_but_simplified,active_scheduled_pending_feedback_due_not_reached,harq_feedback_resource_grant_and_state_update_when_due,pending_feedback_due_slot,0,0,0,0,runtime_pucch_grant_trace,explicit_pucch_grant_and_feedback_runtime_state,available_runtime_grant_state,canonical PUCCH grant/resource row; waveform decode fields become available only after the feedback due slot is processed,0,0,0,feedback_due_slot_not_reached_in_this_bounded_run,1,ac5aaa60-f202-419a-8426-02227c779291,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,packet_flow/csv/live_pucch_grants.csv,packet_flow/csv/live_pucch_grants.csv,canonical_control_reference_signal_runtime_evidence,runtime_populated
UL,DL,1,11,11,7,9,9,9,1,1,0,2024,1,0,1,1,1,harq_ack,pucchgrant:fbdir=DL:due=11:src=7:ue=9:rnti=9:harq=0:cell=1,runtime_harq_feedback_due_scheduler,scheduled_pending_execution,1,0,2,1,uci_payload_size_demoted_to_short_format,pucch:cell=1:slot=11:rnti=9:reqfmt=2:resfmt=1:prb=8:1:sym=10:4,8,1,10,4,runtime_deterministic_pucch_resource_assignment,1,12,not_applicable,not_applicable,not_applicable,0,0,full_per_link_channel_waveform_sum,0,not_applicable,not_applicable,0,not_applicable,not_applicable,not_applicable,0,0,0,pending_feedback_due_slot,0,0,harq_feedback_consumed_by_runtime_harq_and_scheduler,PENDING,0,not_applicable,not_applicable,Explicit runtime PUCCH grant/resource object scheduled from HARQ feedback timing.,PUCCH,active_but_simplified,active_scheduled_pending_feedback_due_not_reached,harq_feedback_resource_grant_and_state_update_when_due,pending_feedback_due_slot,0,0,0,0,runtime_pucch_grant_trace,explicit_pucch_grant_and_feedback_runtime_state,available_runtime_grant_state,canonical PUCCH grant/resource row; waveform decode fields become available only after the feedback due slot is processed,0,0,0,feedback_due_slot_not_reached_in_this_bounded_run,1,ac5aaa60-f202-419a-8426-02227c779291,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,packet_flow/csv/live_pucch_grants.csv,packet_flow/csv/live_pucch_grants.csv,canonical_control_reference_signal_runtime_evidence,runtime_populated
UL,DL,1,11,11,7,14,14,14,1,1,0,2024,1,0,1,1,1,harq_ack,pucchgrant:fbdir=DL:due=11:src=7:ue=14:rnti=14:harq=0:cell=1,runtime_harq_feedback_due_scheduler,scheduled_pending_execution,1,0,2,1,uci_payload_size_demoted_to_short_format,pucch:cell=1:slot=11:rnti=14:reqfmt=2:resfmt=1:prb=13:1:sym=10:4,13,1,10,4,runtime_deterministic_pucch_resource_assignment,1,12,not_applicable,not_applicable,not_applicable,0,0,full_per_link_channel_waveform_sum,0,not_applicable,not_applicable,0,not_applicable,not_applicable,not_applicable,0,0,0,pending_feedback_due_slot,0,0,harq_feedback_consumed_by_runtime_harq_and_scheduler,PENDING,0,not_applicable,not_applicable,Explicit runtime PUCCH grant/resource object scheduled from HARQ feedback timing.,PUCCH,active_but_simplified,active_scheduled_pending_feedback_due_not_reached,harq_feedback_resource_grant_and_state_update_when_due,pending_feedback_due_slot,0,0,0,0,runtime_pucch_grant_trace,explicit_pucch_grant_and_feedback_runtime_state,available_runtime_grant_state,canonical PUCCH grant/resource row; waveform decode fields become available only after the feedback due slot is processed,0,0,0,feedback_due_slot_not_reached_in_this_bounded_run,1,ac5aaa60-f202-419a-8426-02227c779291,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,packet_flow/csv/live_pucch_grants.csv,packet_flow/csv/live_pucch_grants.csv,canonical_control_reference_signal_runtime_evidence,runtime_populated
UL,DL,1,11,11,7,19,19,19,1,1,0,2024,1,0,1,1,1,harq_ack,pucchgrant:fbdir=DL:due=11:src=7:ue=19:rnti=19:harq=0:cell=1,runtime_harq_feedback_due_scheduler,scheduled_pending_execution,1,0,2,1,uci_payload_size_demoted_to_short_format,pucch:cell=1:slot=11:rnti=19:reqfmt=2:resfmt=1:prb=18:1:sym=10:4,18,1,10,4,runtime_deterministic_pucch_resource_assignment,1,12,not_applicable,not_applicable,not_applicable,0,0,full_per_link_channel_waveform_sum,0,not_applicable,not_applicable,0,not_applicable,not_applicable,not_applicable,0,0,0,pending_feedback_due_slot,0,0,harq_feedback_consumed_by_runtime_harq_and_scheduler,PENDING,0,not_applicable,not_applicable,Explicit runtime PUCCH grant/resource object scheduled from HARQ feedback timing.,PUCCH,active_but_simplified,active_scheduled_pending_feedback_due_not_reached,harq_feedback_resource_grant_and_state_update_when_due,pending_feedback_due_slot,0,0,0,0,runtime_pucch_grant_trace,explicit_pucch_grant_and_feedback_runtime_state,available_runtime_grant_state,canonical PUCCH grant/resource row; waveform decode fields become available only after the feedback due slot is processed,0,0,0,feedback_due_slot_not_reached_in_this_bounded_run,1,ac5aaa60-f202-419a-8426-02227c779291,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,packet_flow/csv/live_pucch_grants.csv,packet_flow/csv/live_pucch_grants.csv,canonical_control_reference_signal_runtime_evidence,runtime_populated
UL,DL,1,11,11,7,26,26,26,1,1,0,2024,1,0,1,1,1,harq_ack,pucchgrant:fbdir=DL:due=11:src=7:ue=26:rnti=26:harq=0:cell=1,runtime_harq_feedback_due_scheduler,scheduled_pending_execution,1,0,2,1,uci_payload_size_demoted_to_short_format,pucch:cell=1:slot=11:rnti=26:reqfmt=2:resfmt=1:prb=25:1:sym=10:4,25,1,10,4,runtime_deterministic_pucch_resource_assignment,1,12,not_applicable,not_applicable,not_applicable,0,0,full_per_link_channel_waveform_sum,0,not_applicable,not_applicable,0,not_applicable,not_applicable,not_applicable,0,0,0,pending_feedback_due_slot,0,0,harq_feedback_consumed_by_runtime_harq_and_scheduler,PENDING,0,not_applicable,not_applicable,Explicit runtime PUCCH grant/resource object scheduled from HARQ feedback timing.,PUCCH,active_but_simplified,active_scheduled_pending_feedback_due_not_reached,harq_feedback_resource_grant_and_state_update_when_due,pending_feedback_due_slot,0,0,0,0,runtime_pucch_grant_trace,explicit_pucch_grant_and_feedback_runtime_state,available_runtime_grant_state,canonical PUCCH grant/resource row; waveform decode fields become available only after the feedback due slot is processed,0,0,0,feedback_due_slot_not_reached_in_this_bounded_run,1,ac5aaa60-f202-419a-8426-02227c779291,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,packet_flow/csv/live_pucch_grants.csv,packet_flow/csv/live_pucch_grants.csv,canonical_control_reference_signal_runtime_evidence,runtime_populated
UL,DL,1,11,11,7,27,27,27,1,1,0,2024,1,0,1,1,1,harq_ack,pucchgrant:fbdir=DL:due=11:src=7:ue=27:rnti=27:harq=0:cell=1,runtime_harq_feedback_due_scheduler,scheduled_pending_execution,1,0,2,1,uci_payload_size_demoted_to_short_format,pucch:cell=1:slot=11:rnti=27:reqfmt=2:resfmt=1:prb=26:1:sym=10:4,26,1,10,4,runtime_deterministic_pucch_resource_assignment,1,12,not_applicable,not_applicable,not_applicable,0,0,full_per_link_channel_waveform_sum,0,not_applicable,not_applicable,0,not_applicable,not_applicable,not_applicable,0,0,0,pending_feedback_due_slot,0,0,harq_feedback_consumed_by_runtime_harq_and_scheduler,PENDING,0,not_applicable,not_applicable,Explicit runtime PUCCH grant/resource object scheduled from HARQ feedback timing.,PUCCH,active_but_simplified,active_scheduled_pending_feedback_due_not_reached,harq_feedback_resource_grant_and_state_update_when_due,pending_feedback_due_slot,0,0,0,0,runtime_pucch_grant_trace,explicit_pucch_grant_and_feedback_runtime_state,available_runtime_grant_state,canonical PUCCH grant/resource row; waveform decode fields become available only after the feedback due slot is processed,0,0,0,feedback_due_slot_not_reached_in_this_bounded_run,1,ac5aaa60-f202-419a-8426-02227c779291,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,packet_flow/csv/live_pucch_grants.csv,packet_flow/csv/live_pucch_grants.csv,canonical_control_reference_signal_runtime_evidence,runtime_populated
UL,DL,1,11,11,7,43,43,43,1,1,0,2024,1,0,1,1,1,harq_ack,pucchgrant:fbdir=DL:due=11:src=7:ue=43:rnti=43:harq=0:cell=1,runtime_harq_feedback_due_scheduler,scheduled_pending_execution,1,0,2,1,uci_payload_size_demoted_to_short_format,pucch:cell=1:slot=11:rnti=43:reqfmt=2:resfmt=1:prb=42:1:sym=10:4,42,1,10,4,runtime_deterministic_pucch_resource_assignment,1,12,not_applicable,not_applicable,not_applicable,0,0,full_per_link_channel_waveform_sum,0,not_applicable,not_applicable,0,not_applicable,not_applicable,not_applicable,0,0,0,pending_feedback_due_slot,0,0,harq_feedback_consumed_by_runtime_harq_and_scheduler,PENDING,0,not_applicable,not_applicable,Explicit runtime PUCCH grant/resource object scheduled from HARQ feedback timing.,PUCCH,active_but_simplified,active_scheduled_pending_feedback_due_not_reached,harq_feedback_resource_grant_and_state_update_when_due,pending_feedback_due_slot,0,0,0,0,runtime_pucch_grant_trace,explicit_pucch_grant_and_feedback_runtime_state,available_runtime_grant_state,canonical PUCCH grant/resource row; waveform decode fields become available only after the feedback due slot is processed,0,0,0,feedback_due_slot_not_reached_in_this_bounded_run,1,ac5aaa60-f202-419a-8426-02227c779291,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,packet_flow/csv/live_pucch_grants.csv,packet_flow/csv/live_pucch_grants.csv,canonical_control_reference_signal_runtime_evidence,runtime_populated
UL,DL,1,11,11,7,47,47,47,1,1,0,2024,1,0,1,1,1,harq_ack,pucchgrant:fbdir=DL:due=11:src=7:ue=47:rnti=47:harq=0:cell=1,runtime_harq_feedback_due_scheduler,scheduled_pending_execution,1,0,2,1,uci_payload_size_demoted_to_short_format,pucch:cell=1:slot=11:rnti=47:reqfmt=2:resfmt=1:prb=46:1:sym=10:4,46,1,10,4,runtime_deterministic_pucch_resource_assignment,1,12,not_applicable,not_applicable,not_applicable,0,0,full_per_link_channel_waveform_sum,0,not_applicable,not_applicable,0,not_applicable,not_applicable,not_applicable,0,0,0,pending_feedback_due_slot,0,0,harq_feedback_consumed_by_runtime_harq_and_scheduler,PENDING,0,not_applicable,not_applicable,Explicit runtime PUCCH grant/resource object scheduled from HARQ feedback timing.,PUCCH,active_but_simplified,active_scheduled_pending_feedback_due_not_reached,harq_feedback_resource_grant_and_state_update_when_due,pending_feedback_due_slot,0,0,0,0,runtime_pucch_grant_trace,explicit_pucch_grant_and_feedback_runtime_state,available_runtime_grant_state,canonical PUCCH grant/resource row; waveform decode fields become available only after the feedback due slot is processed,0,0,0,feedback_due_slot_not_reached_in_this_bounded_run,1,ac5aaa60-f202-419a-8426-02227c779291,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,packet_flow/csv/live_pucch_grants.csv,packet_flow/csv/live_pucch_grants.csv,canonical_control_reference_signal_runtime_evidence,runtime_populated
