timestamp_sim_ms,frame,slot,direction,ue_id,cell_id,compute_latency_ms,decode_latency_ms,procedure_delay_ms,air_interface_tti_ms,air_interface_observation_ms,latency_ms,latency_value_role,latency_value_status,latency_value_definition,source_artifact_ref,run_id,run_tag,scenario_id,scenario_variant_id,config_hash,code_commit,seed,drop_id,symbol,site_id,sector_id,bwp_id,carrier_id,beam_id,layer_id,stream_id,harq_id,block_id,pipeline_id,producer_module,status_code,status_classification,source_tensor_ref,derived_flag,active_flag
NaN,7,7,"DL",42,4,4.9574,4.9574,NaN,0.5,NaN,10.4148,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,7,7,"DL",44,4,5.0931,5.0931,NaN,0.5,NaN,10.6862,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,7,7,"DL",49,4,5.3615,5.3615,NaN,0.5,NaN,11.223,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,7,7,"DL",1,5,14.9026,14.9026,NaN,0.5,NaN,30.3052,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,7,7,"DL",8,5,4.6421,4.6421,NaN,0.5,NaN,9.7842,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,7,7,"DL",11,5,4.9044,4.9044,NaN,0.5,NaN,10.3088,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,7,7,"DL",17,5,6.2732,6.2732,NaN,0.5,NaN,13.0464,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,7,7,"DL",21,5,4.5899,4.5899,NaN,0.5,NaN,9.6798,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,7,7,"DL",25,5,3.2622,3.2622,NaN,0.5,NaN,7.0244,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,7,7,"DL",28,5,4.8026,4.8026,NaN,0.5,NaN,10.1052,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,7,7,"DL",30,5,5.0634,5.0634,NaN,0.5,NaN,10.6268,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,7,7,"DL",31,5,4.456,4.456,NaN,0.5,NaN,9.412,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,7,7,"DL",36,5,4.5988,4.5988,NaN,0.5,NaN,9.6976,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,7,7,"DL",39,5,4.4861,4.4861,NaN,0.5,NaN,9.4722,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,7,7,"DL",46,5,3.8789,3.8789,NaN,0.5,NaN,8.2578,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,7,7,"DL",48,5,4.5203,4.5203,NaN,0.5,NaN,9.5406,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,8,8,"DL",26,1,74.1595,74.1595,NaN,0.5,NaN,148.819,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,8,8,"DL",14,1,40.6036,40.6036,NaN,0.5,NaN,81.7072,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,8,8,"DL",3,1,15.1261,15.1261,NaN,0.5,NaN,30.7522,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,8,8,"DL",5,1,5.3915,5.3915,NaN,0.5,NaN,11.283,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,8,8,"DL",7,1,5.0247,5.0247,NaN,0.5,NaN,10.5494,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,8,8,"DL",9,1,15.371,15.371,NaN,0.5,NaN,31.242,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,8,8,"DL",19,1,3.5487,3.5487,NaN,0.5,NaN,7.5974,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,8,8,"DL",27,1,4.9286,4.9286,NaN,0.5,NaN,10.3572,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,8,8,"DL",43,1,4.8177,4.8177,NaN,0.5,NaN,10.1354,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,8,8,"DL",47,1,8.2875,8.2875,NaN,0.5,NaN,17.075,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,8,8,"DL",10,2,112.5273,112.5273,NaN,0.5,NaN,225.5546,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,8,8,"DL",50,2,115.7327,115.7327,NaN,0.5,NaN,231.9654,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,8,8,"DL",6,2,51.9492,51.9492,NaN,0.5,NaN,104.3984,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,8,8,"DL",4,2,5.2903,5.2903,NaN,0.5,NaN,11.0806,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,8,8,"DL",29,2,4.9652,4.9652,NaN,0.5,NaN,10.4304,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,8,8,"DL",35,2,4.6164,4.6164,NaN,0.5,NaN,9.7328,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,8,8,"DL",41,2,5.407,5.407,NaN,0.5,NaN,11.314,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
NaN,8,8,"DL",45,2,10.5645,10.5645,NaN,0.5,NaN,21.629,"measured","OK","sum of persisted runtime latency components in the air-interface trial row","air_interface/csv/dl_pdsch_trials.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildLatencyTable","implemented","runtime_latency_components","not_applicable",1,1
