site_id,sector_id,cell_id,pci,arfcn_or_center_freq,bandwidth_hz,scs_hz,tx_power_dBm,tx_power_eirp_dBm,antenna_profile,num_txru,num_rxru,active_ues_avg,active_ues_peak,dl_load_avg,ul_load_avg,avg_rsrp_dBm,avg_sinr_dB,edge_ue_count,handover_in_count,handover_out_count,beam_failure_count,scheduler_type,energy_state_primary,control_overhead_fraction,status_source,run_id,run_tag,scenario_id,scenario_variant_id,config_hash,code_commit,seed,drop_id,timestamp_sim_ms,frame,slot,symbol,ue_id,direction,bwp_id,carrier_id,beam_id,layer_id,stream_id,harq_id,block_id,pipeline_id,producer_module,status_code,status_classification,source_artifact_ref,source_tensor_ref,derived_flag,active_flag
1,1,1,1,4000000000,100000000,30000,NaN,NaN,"not_applicable",NaN,NaN,9.4,10,0,0,-83.7196579135421,39.0550075424521,1,NaN,NaN,20,"PF","not_applicable",NaN,"system/tables/sectors.csv|packet_flow/csv/live_dl_scheduler_grants.csv|packet_flow/csv/live_ul_scheduler_grants.csv|packet_flow/csv/slot_trace.csv|reports/csv/live_coverage_layer.csv|beamforming/csv/beam_precoder_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildGNBCellTable","implemented","runtime_aggregated","system/tables/sectors.csv|packet_flow/csv/live_dl_scheduler_grants.csv|packet_flow/csv/live_ul_scheduler_grants.csv|packet_flow/csv/slot_trace.csv|reports/csv/live_coverage_layer.csv|beamforming/csv/beam_precoder_table.csv","not_applicable",1,1
2,1,1,1,4000000000,100000000,30000,NaN,NaN,"not_applicable",NaN,NaN,9.4,10,0,0,-83.7196579135421,39.0550075424521,1,NaN,NaN,20,"PF","not_applicable",NaN,"system/tables/sectors.csv|packet_flow/csv/live_dl_scheduler_grants.csv|packet_flow/csv/live_ul_scheduler_grants.csv|packet_flow/csv/slot_trace.csv|reports/csv/live_coverage_layer.csv|beamforming/csv/beam_precoder_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildGNBCellTable","implemented","runtime_aggregated","system/tables/sectors.csv|packet_flow/csv/live_dl_scheduler_grants.csv|packet_flow/csv/live_ul_scheduler_grants.csv|packet_flow/csv/slot_trace.csv|reports/csv/live_coverage_layer.csv|beamforming/csv/beam_precoder_table.csv","not_applicable",1,1
3,1,1,1,4000000000,100000000,30000,NaN,NaN,"not_applicable",NaN,NaN,9.4,10,0,0,-83.7196579135421,39.0550075424521,1,NaN,NaN,20,"PF","not_applicable",NaN,"system/tables/sectors.csv|packet_flow/csv/live_dl_scheduler_grants.csv|packet_flow/csv/live_ul_scheduler_grants.csv|packet_flow/csv/slot_trace.csv|reports/csv/live_coverage_layer.csv|beamforming/csv/beam_precoder_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildGNBCellTable","implemented","runtime_aggregated","system/tables/sectors.csv|packet_flow/csv/live_dl_scheduler_grants.csv|packet_flow/csv/live_ul_scheduler_grants.csv|packet_flow/csv/slot_trace.csv|reports/csv/live_coverage_layer.csv|beamforming/csv/beam_precoder_table.csv","not_applicable",1,1
4,1,1,1,4000000000,100000000,30000,NaN,NaN,"not_applicable",NaN,NaN,9.4,10,0,0,-83.7196579135421,39.0550075424521,1,NaN,NaN,20,"PF","not_applicable",NaN,"system/tables/sectors.csv|packet_flow/csv/live_dl_scheduler_grants.csv|packet_flow/csv/live_ul_scheduler_grants.csv|packet_flow/csv/slot_trace.csv|reports/csv/live_coverage_layer.csv|beamforming/csv/beam_precoder_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildGNBCellTable","implemented","runtime_aggregated","system/tables/sectors.csv|packet_flow/csv/live_dl_scheduler_grants.csv|packet_flow/csv/live_ul_scheduler_grants.csv|packet_flow/csv/slot_trace.csv|reports/csv/live_coverage_layer.csv|beamforming/csv/beam_precoder_table.csv","not_applicable",1,1
5,1,1,1,4000000000,100000000,30000,NaN,NaN,"not_applicable",NaN,NaN,9.4,10,0,0,-83.7196579135421,39.0550075424521,1,NaN,NaN,20,"PF","not_applicable",NaN,"system/tables/sectors.csv|packet_flow/csv/live_dl_scheduler_grants.csv|packet_flow/csv/live_ul_scheduler_grants.csv|packet_flow/csv/slot_trace.csv|reports/csv/live_coverage_layer.csv|beamforming/csv/beam_precoder_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildGNBCellTable","implemented","runtime_aggregated","system/tables/sectors.csv|packet_flow/csv/live_dl_scheduler_grants.csv|packet_flow/csv/live_ul_scheduler_grants.csv|packet_flow/csv/slot_trace.csv|reports/csv/live_coverage_layer.csv|beamforming/csv/beam_precoder_table.csv","not_applicable",1,1
