Direction,SNR_dB,Frame,Slot,SampleIndex,Time_s,TxReal,TxImag,TxMagnitude,RxReal,RxImag,RxMagnitude,UEIndex,RNTI
"UL",12,10,10,4820,3.92171223958333e-05,-0.00044669236695612,0.00123656226538754,0.00131477005855671,-4.34715200018308e-10,-3.56135708679918e-11,4.361715620681e-10,39,39
"UL",12,10,10,5061,4.11783854166667e-05,0.000852854717682444,-0.00468297512764216,0.00476000180835977,1.56590045208057e-09,2.16566971368246e-10,1.58080532606446e-09,39,39
"UL",12,10,10,5302,4.31396484375e-05,-0.00211324899992039,-0.00421886529207508,0.00471854275050469,1.26564392376956e-09,-5.75381213565423e-10,1.39029424320854e-09,39,39
"UL",12,10,10,5543,4.51009114583333e-05,-0.000627868193801067,-0.000228092289926688,0.000668015390175268,2.86208774789071e-10,-4.98000654308388e-10,5.74386729005679e-10,39,39
"UL",12,10,10,5783,4.70540364583333e-05,0.00027372189666438,-0.00278405276615689,0.00279747627004401,1.23265424719537e-09,-2.83677546858215e-10,1.26487526804831e-09,39,39
"UL",12,10,10,6024,4.90152994791667e-05,-0.00320953747747311,-0.00175009549602467,0.00365567573295421,4.46508708352892e-10,-1.00259312225783e-09,1.09752585182932e-09,39,39
"UL",12,10,10,6265,5.09765625e-05,-0.000169315389426372,0.000133083220023109,0.000215357480827398,-5.49371019921441e-11,-2.56425431363911e-10,2.62244326965262e-10,39,39
"UL",12,10,10,6506,5.29378255208333e-05,0.00208588246908655,-0.00173322030546535,0.00271200263682025,7.06607005779447e-10,7.92945191439224e-10,1.06209958913615e-09,39,39
"UL",12,10,10,6747,5.48990885416667e-05,-0.00177843692738598,-0.00176440363358313,0.00250518623796544,3.36548179351696e-10,-4.72779583551217e-10,5.80331983995199e-10,39,39
"UL",12,10,10,6988,5.68603515625e-05,-0.00277409482980729,-0.00272276245801589,0.00388703454159392,7.64907741704013e-10,-9.83013229197063e-10,1.24555162963852e-09,39,39
"UL",12,10,10,7229,5.88216145833333e-05,0.00156494970326064,-0.000991997075757786,0.00185286960470713,1.05716627233777e-10,4.39151560472665e-10,4.51696909818146e-10,39,39
"UL",12,10,10,7470,6.07828776041667e-05,-0.00104455547068343,-0.00184309975112597,0.0021185166565159,7.15563847824251e-10,-5.22954632148846e-10,8.86291807250289e-10,39,39
"UL",12,10,10,7711,6.2744140625e-05,0.00085768027749343,-0.000667570906808833,0.00108686078870239,2.80418273827257e-10,4.508545239221e-10,5.30946522765977e-10,39,39
"UL",12,10,10,7952,6.47054036458333e-05,0.00163522572209889,0.00112796486206887,0.0019865215559555,-2.63456320533471e-10,4.84911870915605e-10,5.51859361960914e-10,39,39
"UL",12,10,10,8193,6.66666666666667e-05,0.00170209433587456,-0.000863993996199398,0.00190882444286657,1.79721189889513e-10,5.74004995715117e-10,6.01482702329181e-10,39,39
"UL",12,10,10,8434,6.86279296875e-05,0.00175249261258275,0.0010370594154449,0.00203635031080608,-5.53441769346953e-11,1.08768906609461e-09,1.08909617684681e-09,39,39
"UL",12,10,10,8675,7.05891927083333e-05,-0.00100551094107947,0.00147394214020639,0.00178425269659505,-2.68809510504187e-10,-5.60694393033995e-10,6.21801218491296e-10,39,39
"UL",12,10,10,8916,7.25504557291667e-05,-0.000679610510972913,0.000283211041045802,0.000736260103764363,-3.50061443915855e-10,-2.12109489043609e-10,4.09308502060236e-10,39,39
"UL",12,10,10,9157,7.451171875e-05,-0.00184947160751661,0.00057866683944636,0.00193788558436377,-1.63303982958205e-10,-8.1682846119385e-10,8.32992752589316e-10,39,39
"UL",12,10,10,9398,7.64729817708333e-05,-0.00156241332337675,0.00035014585621112,0.00160116754703779,-1.34580251104667e-10,-6.2050941238488e-10,6.3493603996436e-10,39,39
"UL",12,10,10,9638,7.84261067708333e-05,-0.00226394997257711,0.000440896158922253,0.00230648193170557,-2.36845351130352e-10,-8.80135054937793e-10,9.11445793935334e-10,39,39
"UL",12,10,10,9879,8.03873697916667e-05,0.00131300954804753,-0.00233097977822272,0.00267534311813405,1.07889312259985e-09,4.51921337208686e-10,1.16971931035516e-09,39,39
"UL",12,10,10,10120,8.23486328125e-05,-0.000892079331706702,-0.000416860958088318,0.000984671819662056,1.62170202740614e-10,-5.90662927537077e-10,6.12520912805107e-10,39,39
"UL",12,10,10,10361,8.43098958333333e-05,0.00177759897797918,0.00256250404779701,0.00311869926756151,-9.55138628771185e-10,6.25592909079048e-10,1.14177768766993e-09,39,39
"UL",12,10,10,10602,8.62711588541667e-05,-0.00102972063248496,-0.00144339105970319,0.00177304888037423,3.8160276808196e-10,-5.87289196419935e-10,7.00377949995134e-10,39,39
"UL",12,10,10,10843,8.8232421875e-05,-0.00290896573374521,0.00177380092420688,0.0034071177494799,-7.2203591905564e-10,-9.48423884073353e-10,1.19199149841234e-09,39,39
"UL",12,10,10,11084,9.01936848958333e-05,-0.00133831216818444,-0.00057118934688991,0.00145510711960015,1.93875033701998e-10,-3.94562238530886e-10,4.39621301539695e-10,39,39
"UL",12,10,10,11325,9.21549479166667e-05,-9.91390773742531e-05,0.00012334877318103,0.000158251308076373,-8.36240704980055e-11,2.09057841375005e-11,8.61976622482255e-11,39,39
"UL",12,10,10,11566,9.41162109375e-05,-0.000224761440598624,0.000477140462983837,0.000527428408977369,2.11315016475316e-11,-8.08282632628965e-11,8.35448891553261e-11,39,39
"UL",12,10,10,11807,9.60774739583333e-05,-0.00112124878191311,-0.00184495369944878,0.00215894719343744,6.38251642767939e-10,-6.25161032347405e-10,8.93415623246899e-10,39,39
"UL",12,10,10,12048,9.80387369791667e-05,0.00205886422244111,0.00413123051668223,0.00461584092754664,-1.43995836942048e-09,1.04672590832187e-09,1.78020089675754e-09,39,39
"UL",12,10,10,12289,0.0001,-0.000988542883831569,0.00141749332795711,0.00172815056287841,-7.42108994326161e-10,-4.97923753748743e-10,8.93674338899257e-10,39,39
"UL",12,10,10,12530,0.000101961263020833,-0.000775853110808425,-5.94822264597423e-05,0.000778129927978431,4.0097351691927e-13,-3.59059120521834e-10,3.59059344412138e-10,39,39
"UL",12,10,10,12771,0.000103922526041667,0.00093846981930224,0.00105376126404446,0.0014110770366432,-2.81974200910011e-10,4.42986153251504e-10,5.25115398699565e-10,39,39
"UL",12,10,10,13012,0.0001058837890625,-0.000679610510972913,0.000283211041045802,0.000736260103764363,-3.40546389318137e-10,-1.93779016400405e-10,3.91819027708876e-10,39,39
"UL",12,10,10,13253,0.000107845052083333,-0.000285017182840207,-0.000141888360067771,0.000318382005202695,2.01217267317279e-10,-3.5238532557071e-10,4.05787883436911e-10,39,39
"UL",12,10,10,13493,0.000109798177083333,-0.00173137704176988,0.00114266460085522,0.0020744514578113,-5.92847344481602e-10,-5.14430912101622e-10,7.84924924553039e-10,39,39
"UL",12,10,10,13734,0.000111759440104167,0.00426120057648445,0.000375316175791569,0.00427769711233068,-1.26894593533348e-10,1.80651995644284e-09,1.81097117340234e-09,39,39
"UL",12,10,10,13975,0.000113720703125,0.00122128453793342,0.000124703923899596,0.00122763471408689,4.43761382985372e-11,3.69297048332995e-10,3.71953695448443e-10,39,39
"UL",12,10,10,14216,0.000115681966145833,-0.00290709812837263,-0.00226302231724339,0.0036840859838404,7.35415481841027e-10,-9.71834254226617e-10,1.21872792231067e-09,39,39
"UL",12,10,10,14457,0.000117643229166667,-0.00447167506314739,-0.000707912030410831,0.00452736317442886,-2.59696215291153e-11,-1.55961443360821e-09,1.55983063271671e-09,39,39
"UL",12,10,10,14698,0.0001196044921875,0.000377249453847912,-0.00185034217581073,0.00188840761437051,5.92747486220858e-10,2.05461889245189e-10,6.27346929819018e-10,39,39
"UL",12,10,10,14939,0.000121565755208333,-0.00131667461390589,-0.00215601035323173,0.00252626457089249,7.50554392878649e-10,-9.7091296643067e-10,1.22719349943383e-09,39,39
"UL",12,10,10,15180,0.000123527018229167,-0.000947308930260403,0.00371247107483816,0.00383142736990551,-1.19191459553612e-09,-1.13129391004639e-10,1.19727134024043e-09,39,39
"UL",12,10,10,15421,0.00012548828125,-0.00157933020947502,0.00107854403912667,0.00191246990954004,-4.02556616803617e-10,-5.03909478145857e-10,6.44962473247555e-10,39,39
"UL",12,10,10,15662,0.000127449544270833,-0.000958465486272945,-0.000352922059803237,0.00102137655576785,-2.42583195491175e-10,-1.92749540411712e-10,3.09837041142011e-10,39,39
"UL",12,10,10,15903,0.000129410807291667,-9.31092111632209e-05,-0.00136761506492438,0.00137078090554675,2.97348611181714e-10,-1.3463613658425e-10,3.26409383820421e-10,39,39
"UL",12,10,10,16144,0.0001313720703125,-0.00104723601684225,0.000434484501615329,0.00113379012921949,-3.15028976532516e-10,-5.59245726651056e-10,6.41871512713092e-10,39,39
"UL",12,10,10,16385,0.000133333333333333,-6.35862362961014e-05,-0.000916009586918017,0.000918213903604176,1.57106139574145e-10,-2.13796438284533e-10,2.65313505338576e-10,39,39
"UL",12,10,10,16626,0.000135294596354167,0.00042749607056289,0.000528464197576137,0.000679725899511341,-4.9395642557051e-10,-1.17185100213153e-10,5.07666522507011e-10,39,39
"UL",12,10,10,16867,0.000137255859375,-0.000245114287330945,-0.00189398127919209,0.00190977645282998,4.54386464967969e-10,-1.40923285706726e-10,4.75737776511879e-10,39,39
"UL",12,10,10,17108,0.000139217122395833,-0.00276382041139088,-0.000184532521172183,0.00276997392005611,3.15138516474751e-12,-5.61003613475154e-10,5.61012464710577e-10,39,39
"UL",12,10,10,17348,0.000141170247395833,0.000124238432457197,0.000204899599012967,0.000239622690442905,-3.80512419536611e-10,1.13990506993025e-10,3.97219759209096e-10,39,39
"UL",12,10,10,17589,0.000143131510416667,0.00257722458468621,0.00187063109974478,0.00318454820520013,-4.69878398172141e-10,7.27417626479612e-10,8.65980434179693e-10,39,39
"UL",12,10,10,17830,0.0001450927734375,0.000794498857664619,0.00283060467011798,0.00293999170633593,-8.12529139897902e-10,2.62772397435123e-10,8.53963076506839e-10,39,39
"UL",12,10,10,18071,0.000147054036458333,-0.00199091017674126,-0.00179367690349361,0.00267973882420999,3.03992103555054e-10,-9.10273397710373e-10,9.59692063947084e-10,39,39
"UL",12,10,10,18312,0.000149015299479167,0.001417819081452,-0.000222346838028016,0.00143514774992349,9.06886039495222e-12,2.14612529892368e-10,2.14804055398556e-10,39,39
"UL",12,10,10,18553,0.0001509765625,-0.00144898574732025,0.00144814430552801,0.0020485803927526,-5.53216488135647e-10,-5.29458514173926e-10,7.65751135145355e-10,39,39
"UL",12,10,10,18794,0.000152937825520833,-0.000233008424748751,0.000409142148268481,0.000470839912808633,-8.48571061577585e-11,7.77403810836678e-11,1.15083862102829e-10,39,39
"UL",12,10,10,19035,0.000154899088541667,-0.000658720063633855,-0.00029065268843569,0.000719993824646215,-3.89188017694294e-11,-1.90414198360867e-10,1.94350817000031e-10,39,39
"UL",12,10,10,19276,0.0001568603515625,0.000224209413851713,-0.00211235791378136,0.00212422357984617,8.60039846043735e-10,-6.63628972660154e-11,8.62596412533968e-10,39,39
"UL",12,10,10,19517,0.000158821614583333,-0.00124009666796155,-0.000787244541278627,0.00146887498231209,1.5490407921665e-10,-6.53057873000009e-10,6.71177963915126e-10,39,39
"UL",12,10,10,19758,0.000160782877604167,-0.00155247435700837,0.00136044933628776,0.00206421874465241,-5.32528477201362e-10,-5.05772276633114e-10,7.34433233753107e-10,39,39
"UL",12,10,10,19999,0.000162744140625,-3.56522740262123e-05,0.00144929389746374,0.00144973234973525,-1.00997133383611e-09,-3.10184343101315e-11,1.01044754363487e-09,39,39
"UL",12,10,10,20240,0.000164705403645833,-0.000679683536511721,0.000694365957160423,0.000971655181774065,-2.417406358124e-10,-8.31303484898851e-12,2.41883528896417e-10,39,39
"UL",12,10,10,20481,0.000166666666666667,0.000350252155768259,0.00240900678827954,0.00243433569554349,-5.56138753697269e-10,5.65421233541724e-10,7.93089833943039e-10,39,39
"UL",12,10,10,20722,0.0001686279296875,0.00138170847708887,-0.000518554228030142,0.00147581055798743,5.17869427016681e-11,6.06518309392607e-10,6.08725181886582e-10,39,39
"UL",12,10,10,20963,0.000170589192708333,-0.000513279911326581,0.000627853177252718,0.000810959850768061,-2.23445822089217e-10,-1.86782013492053e-10,2.91231104062172e-10,39,39
"UL",12,10,10,21203,0.000172542317708333,-0.000851058601488943,0.00044066755957066,0.000958378130607266,1.65029795231094e-11,-5.57892991562257e-10,5.581370247237e-10,39,39
"UL",12,10,10,21444,0.000174503580729167,0.00242028923822317,-0.00335835933049497,0.00413961077752263,1.16024269223761e-09,6.65596732694656e-10,1.33760312330099e-09,39,39
"UL",12,10,10,21685,0.00017646484375,0.00268342275105591,0.00188857397635838,0.00328138222782147,-3.58441595409627e-10,1.01907655213946e-09,1.080276537022e-09,39,39
"UL",12,10,10,21926,0.000178426106770833,0.00162128307895331,0.00214085770116743,0.00268548515519044,-5.57900936277995e-10,5.41011044683789e-10,7.77139887774208e-10,39,39
"UL",12,10,10,22167,0.000180387369791667,0.000682902487549767,-0.00107629394631574,0.00127466249116288,4.68852586895712e-10,4.14198545389936e-10,6.25606252559819e-10,39,39
"UL",12,10,10,22408,0.0001823486328125,4.40608574599557e-08,-0.00186389046477784,0.00186389046529863,5.53505934531238e-10,-1.1260388455718e-11,5.5362046196783e-10,39,39
"UL",12,10,10,22649,0.000184309895833333,-0.00129260635958669,-0.000925826541248877,0.00158996414592431,6.06580940605139e-10,-3.00228314485434e-10,6.76814212560715e-10,39,39
"UL",12,10,10,22890,0.000186271158854167,0.00249351358669517,0.000867948347398584,0.00264025459772071,-2.03724129397267e-10,1.06662263911426e-09,1.08590394380431e-09,39,39
"UL",12,10,10,23131,0.000188232421875,0.00190565917142771,-0.00222915794257568,0.00293269193925901,4.97557347364882e-10,4.3900425799799e-10,6.63542050255403e-10,39,39
"UL",12,10,10,23372,0.000190193684895833,0.00155503072483969,0.000480685059287559,0.00162762977406342,-2.41104490849796e-11,5.6890867228248e-10,5.69419345608571e-10,39,39
"UL",12,10,10,23613,0.000192154947916667,-0.00211372191868498,0.000684354715464884,0.00222174744876828,-4.95419140639691e-10,-6.52310843319633e-10,8.19115108653564e-10,39,39
"UL",12,10,10,23854,0.0001941162109375,8.02075582983413e-05,0.00344689990762561,0.00344783297530458,-1.32059900589598e-09,-5.13240562682776e-11,1.32159596440261e-09,39,39
"UL",12,10,10,24095,0.000196077473958333,-0.00417735141907357,-0.00146713816710745,0.00442750034215915,4.38845740121434e-10,-1.45955427327295e-09,1.52410113189777e-09,39,39
"UL",12,10,10,24336,0.000198038736979167,-0.00223984160273028,-0.000784026396186512,0.00237309666790853,2.48643649303898e-10,-7.34504510552555e-10,7.75448605879983e-10,39,39
"UL",12,10,10,24577,0.0002,-0.00460018516684846,0.002150945145233,0.00507821509854536,-7.67608651949255e-10,-1.4731574262306e-09,1.66114895328677e-09,39,39
"UL",12,10,10,24818,0.000201961263020833,0.000831069738057322,-0.000464093400289608,0.000951871626695027,3.93431279363658e-10,6.69791857249802e-10,7.76794247931757e-10,39,39
"UL",12,10,10,25058,0.000203914388020833,-1.99679935842781e-05,0.00201445382197889,0.0020145527845289,-4.41336201969047e-10,-1.4877404417761e-10,4.65737436104749e-10,39,39
"UL",12,10,10,25299,0.000205875651041667,-0.00121106285677982,-0.00167776206966694,0.00206919279079664,1.91750252266195e-10,-1.86945715423105e-10,2.67800036891719e-10,39,39
"UL",12,10,10,25540,0.0002078369140625,0.00112243210575604,-0.00439903099239058,0.00453996998933306,1.36543248660304e-09,2.43215058426494e-10,1.38692445364424e-09,39,39
"UL",12,10,10,25781,0.000209798177083333,0.00299991133189459,0.000441507868847961,0.00303222644231664,-4.26414251164426e-11,1.33107532933397e-09,1.33175817005097e-09,39,39
"UL",12,10,10,26022,0.000211759440104167,0.00247076551610638,0.00143217468434622,0.00285583727863872,-5.05710457655878e-10,6.27624723412749e-10,8.06012320266538e-10,39,39
"UL",12,10,10,26263,0.000213720703125,0.000631987192453232,-0.00105688612339448,0.00123142847508441,4.49039026113925e-10,4.9589752562529e-10,6.68992079844469e-10,39,39
"UL",12,10,10,26504,0.000215681966145833,0.000946196177994159,0.00246068231090872,0.0026363316639736,-8.16560377843882e-10,3.75838073806808e-10,8.9890216841843e-10,39,39
"UL",12,10,10,26745,0.000217643229166667,0.000195839266495444,0.000146741549555687,0.00024471636779643,-1.6768598645487e-10,1.06699923718654e-10,1.9875478302398e-10,39,39
"UL",12,10,10,26986,0.0002196044921875,-0.00136237532393029,-0.000600008034394818,0.00148864910727562,2.47014055409049e-10,-3.60341759066507e-10,4.36877702448602e-10,39,39
"UL",12,10,10,27227,0.000221565755208333,0.00207886546681154,0.000252893060710025,0.00209419113961855,-3.54988069712953e-10,7.67142931456888e-10,8.45295692005345e-10,39,39
"UL",12,10,10,27468,0.000223527018229167,0.00178877320714267,-0.000283501987802764,0.00181109993199702,5.0715524145327e-10,3.52185224892197e-10,6.17447059727303e-10,39,39
"UL",12,10,10,27709,0.00022548828125,0.0037170643439635,-0.0014088215252568,0.00397509061873961,6.90988668428491e-10,1.03317591667184e-09,1.24294722924478e-09,39,39
"UL",12,10,10,27950,0.000227449544270833,0.00194959525931053,0.00477177177731934,0.00515468016175082,-1.34896826952552e-09,9.00489111444063e-10,1.62191122815522e-09,39,39
"UL",12,10,10,28191,0.000229410807291667,0.00296264669013955,0.000815231889302199,0.00307276397465377,-2.84272305044667e-10,8.13091127954105e-10,8.61352381881589e-10,39,39
"UL",12,10,10,28432,0.0002313720703125,-0.000395977000617261,-0.00232471598946009,0.00235819893492243,7.89795308708239e-10,-2.97480103312261e-10,8.43961516613296e-10,39,39
"UL",12,10,10,28673,0.000233333333333333,-0.000430583896520192,0.00220079729183649,0.00224252340270895,-8.34724099225996e-10,2.39391008299398e-10,8.68373408553747e-10,39,39
"UL",12,10,10,28913,0.000235286458333333,0.00297938111135494,-0.00038585122520624,0.00300426246767684,7.08038130507585e-10,8.60281617678822e-10,1.11418241593052e-09,39,39
"UL",12,10,10,29154,0.000237247721354167,0.00298453505795559,0.00103530867457999,0.00315900515413105,-2.77468748945988e-10,1.07414900325946e-09,1.10940749404578e-09,39,39
"UL",12,10,10,29395,0.000239208984375,1.29345608002162e-05,-0.00132328239469042,0.00132334560828255,5.38105497324394e-10,5.89293461655442e-11,5.41322634008806e-10,39,39
"UL",12,10,10,29636,0.000241170247395833,0.000390447251184532,0.00342628002935545,0.00344845529121628,-1.14627941926941e-09,2.17113686239646e-10,1.16665970179534e-09,39,39
"UL",12,10,10,29877,0.000243131510416667,-9.3309746982714e-05,0.00220404126644764,0.00220601555141528,-9.75932468273665e-10,2.53122706808602e-11,9.76260668918782e-10,39,39
"UL",12,10,10,30118,0.0002450927734375,0.00063708011950037,-0.00114844405424757,0.0013133144423173,3.91901563577645e-10,-1.75168672725043e-10,4.29267864437645e-10,39,39
"UL",12,10,10,30359,0.000247054036458333,-0.00185266094644432,-0.000109791325850206,0.00185591129036705,-1.51151427416626e-10,-4.08528616910686e-10,4.35594289270465e-10,39,39
"UL",12,10,10,30600,0.000249015299479167,0.000946196177994159,0.00246068231090872,0.0026363316639736,-8.74540356875802e-10,2.83714527640636e-10,9.19410011365335e-10,39,39
"UL",12,10,10,30841,0.0002509765625,-0.00064926840706555,-0.00135904785275357,0.0015061741368406,1.33259478209541e-10,1.48398558668069e-11,1.34083219885364e-10,39,39
"UL",12,10,10,31082,0.000252937825520833,0.00424556803040872,-0.00182272704469469,0.00462030104866447,1.08798722234442e-09,8.16359902788849e-10,1.36020575166632e-09,39,39
"UL",12,10,10,31323,0.000254899088541667,-0.00108559604684112,-0.00056292628527536,0.00122286744153689,3.71059116712906e-10,-4.35164462104117e-10,5.71885458089405e-10,39,39
"UL",12,10,10,31564,0.0002568603515625,0.000854752731645784,0.00180522345592938,0.00199735674282126,-6.38412871350124e-10,1.64635987525601e-10,6.59299630436754e-10,39,39
"UL",12,10,10,31805,0.000258821614583333,-0.000904767117648085,-0.000301809559780089,0.000953778038933522,-1.33238381664925e-11,-3.29617752489092e-10,3.29886931265012e-10,39,39
"UL",12,10,10,32046,0.000260782877604167,0.00164188022117656,0.00142444079240886,0.00217366102043745,-5.15263680723119e-10,5.28948458173427e-10,7.38432889351756e-10,39,39
"UL",12,10,10,32287,0.000262744140625,-0.00230043298919058,-0.00109866341232812,0.00254932407342511,4.71132989364926e-10,-7.2740231081462e-10,8.66648957448389e-10,39,39
"UL",12,10,10,32528,0.000264705403645833,-0.00238361764735592,0.00267936423414101,0.00358617146661737,-7.88623197911504e-10,-6.68962012910034e-10,1.03413573722254e-09,39,39
"UL",12,10,10,32768,0.000266658528645833,0.000963327501258207,0.00178598468663403,0.00202922181527098,-5.60427327188073e-10,4.5537201647706e-10,7.22109730200024e-10,39,39
"UL",12,10,10,33009,0.000268619791666667,-0.00170360065796345,-0.000135610345888611,0.00170898957507807,-1.32635328274624e-10,-9.2857384122976e-10,9.379986721327e-10,39,39
"UL",12,10,10,33250,0.0002705810546875,-0.00177039319703389,-0.00135873984156574,0.00223169577432991,6.09060167259696e-10,-3.57893218471393e-10,7.06428937098574e-10,39,39
"UL",12,10,10,33491,0.000272542317708333,-0.00128400003077319,0.00120749324073339,0.00176258219820875,-5.29616626294971e-10,-1.45561986067079e-10,5.49255917251566e-10,39,39
"UL",12,10,10,33732,0.000274503580729167,0.00154198565591073,-0.000780336677264642,0.00172819127787374,4.38033040591457e-10,2.35201123166103e-10,4.9718458643485e-10,39,39
"UL",12,10,10,33973,0.00027646484375,-9.78711650110678e-05,-0.00144769219458884,0.00145099671095908,7.30557035338181e-10,-1.60570325064368e-10,7.47994927237738e-10,39,39
"UL",12,10,10,34214,0.000278426106770833,0.00391389838003421,-0.00191662619806829,0.0043579876677609,1.31004981766193e-09,1.29620878516224e-09,1.84292911949641e-09,39,39
"UL",12,10,10,34455,0.000280387369791667,0.002088110394296,0.00113416502103722,0.00237624395079953,-4.7002482708199e-10,5.46161842544547e-10,7.2056651068802e-10,39,39
"UL",12,10,10,34696,0.0002823486328125,0.00101581164958657,-0.00241175425232298,0.00261695087478419,1.02796140950104e-09,3.40988347190722e-11,1.02852680565581e-09,39,39
"UL",12,10,10,34937,0.000284309895833333,-0.00064926840706555,-0.00135904785275357,0.0015061741368406,1.36379951435258e-10,9.19235136736739e-12,1.36689394164816e-10,39,39
"UL",12,10,10,35178,0.000286271158854167,0.00113324923725172,-0.00156581385842965,0.00193288046008592,6.40220060278161e-10,1.65283553642846e-10,6.61211296551549e-10,39,39
"UL",12,10,10,35419,0.000288232421875,-0.00232568895261413,0.00131282223473129,0.00267064249279387,-8.08771993143287e-10,-8.08658168910529e-10,1.14369583851595e-09,39,39
"UL",12,10,10,35660,0.000290193684895833,0.000529348922993651,0.00300532208788219,0.0030515850199834,-8.95799530816736e-10,3.90426142504973e-10,9.77184410519733e-10,39,39
"UL",12,10,10,35901,0.000292154947916667,-0.000815549537492048,-0.000652080704521504,0.00104418882071815,2.88951883859785e-10,-4.6676550926083e-10,5.48965601674313e-10,39,39
"UL",12,10,10,36142,0.0002941162109375,0.00160634792331186,0.00347051715536243,0.0038242441052309,-1.16672681354535e-09,6.77089472739591e-10,1.34896316166916e-09,39,39
"UL",12,10,10,36383,0.000296077473958333,-0.000335172751252594,-0.000359001990118864,0.000491144787299569,3.28368011459313e-10,-2.82062614331895e-10,4.32879740058931e-10,39,39
"UL",12,10,10,36623,0.000298030598958333,0.000865002255432252,0.000459028822751366,0.000979252961200214,-3.00879013037999e-10,3.20368367856674e-10,4.39504347657528e-10,39,39
"UL",12,10,10,36864,0.000299991861979167,-0.00211223586726202,-0.00271353887895533,0.00343872557883736,1.08546113222613e-09,-9.84459356058664e-10,1.46539622399714e-09,39,39
"UL",12,10,10,37105,0.000301953125,-0.000146421348675486,-0.000579565477923616,0.000597775337855936,1.03624127210761e-10,1.46175663972822e-10,1.79179475605012e-10,39,39
"UL",12,10,10,37346,0.000303914388020833,0.000849997373784435,0.00331397165634514,0.00342124300138113,-1.28535819581998e-09,3.50492679956845e-10,1.33228781059685e-09,39,39
