CategoryCode,CategoryKey,CategoryName,MetricKey,MetricName,Entity,Statistic,Availability,CountsTowardCoverage,ValueNumeric,ValueText,Unit,SourceArtifact,Notes
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","one_shot_ssb_detection_probability","one-shot SSB detection probability","PBCH","rate","observed",1,1,"1","fraction","air_interface/csv/pbch_trials.csv",""
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","one_shot_ssb_detection_probability","one-shot SSB detection probability","PBCH","count","observed",1,50,"50","count","air_interface/csv/pbch_trials.csv",""
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","cell_id_detection_success","cell-ID detection success","cell_search_pbch","rate","observed",1,1,"1","fraction","air_interface/csv/pbch_trials.csv",""
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","cell_id_detection_success","cell-ID detection success","cell_search_pbch","count","observed",1,50,"50","count","air_interface/csv/pbch_trials.csv",""
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","pbch_decode_success","PBCH decode success","PBCH","rate","observed",1,1,"1","fraction","air_interface/csv/pbch_trials.csv",""
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","pbch_decode_success","PBCH decode success","PBCH","count","observed",1,50,"50","count","air_interface/csv/pbch_trials.csv",""
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","initial_access_latency","initial-access procedure delay","initial_access","procedure_delay","not_available",0,NaN,"","","air_interface/csv/prach_trials.csv","No complete slot-coupled SSB/PBCH/PRACH/PDCCH/Msg3/Msg4 lifecycle sample is available in this run."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","search_complexity","search complexity","cell_search","trial_count","observed",1,50,"50","count","control/csv/cell_search_trials.csv","Search complexity is exported as the number of actual cell-search and PBCH-recovery trials observed in the initial-access execution path."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","search_complexity","search complexity","pbch_recovery","trial_count","observed",1,50,"50","count","control/csv/pbch_recovery_trials.csv","Search complexity is exported as the number of actual cell-search and PBCH-recovery trials observed in the initial-access execution path."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","pbch_repetition_gain","PBCH repetition gain","PBCH","repetition_count","observed",1,1,"1","count","air_interface/csv/pbch_trials.csv","PBCH repetition gain is exported as the configuration-derived combining ceiling for the executed scenario. A paired comparator campaign is required to measure empirical gain."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","pbch_repetition_gain","PBCH repetition gain","PBCH","theoretical_combining_gain_db","observed",1,0,"0","dB","air_interface/csv/pbch_trials.csv","PBCH repetition gain is exported as the configuration-derived combining ceiling for the executed scenario. A paired comparator campaign is required to measure empirical gain."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","pbch_repetition_gain","PBCH repetition gain","PBCH","observed_success_rate","observed",1,1,"1","fraction","air_interface/csv/pbch_trials.csv","PBCH repetition gain is exported as the configuration-derived combining ceiling for the executed scenario. A paired comparator campaign is required to measure empirical gain."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","ssb_repetition_gain","SSB repetition gain","SSB","repetition_count","observed",1,1,"1","count","control/csv/cell_search_trials.csv","SSB repetition gain is exported as the configuration-derived combining ceiling for the executed scenario. A paired comparator campaign is required to measure empirical gain."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","ssb_repetition_gain","SSB repetition gain","SSB","theoretical_combining_gain_db","observed",1,0,"0","dB","control/csv/cell_search_trials.csv","SSB repetition gain is exported as the configuration-derived combining ceiling for the executed scenario. A paired comparator campaign is required to measure empirical gain."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","ssb_repetition_gain","SSB repetition gain","SSB","observed_success_rate","observed",1,1,"1","fraction","control/csv/cell_search_trials.csv","SSB repetition gain is exported as the configuration-derived combining ceiling for the executed scenario. A paired comparator campaign is required to measure empirical gain."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","prach_detection_probability","PRACH detection probability","PRACH","rate","observed",1,1,"1","fraction","air_interface/csv/prach_trials.csv",""
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","prach_detection_probability","PRACH detection probability","PRACH","count","observed",1,50,"50","count","air_interface/csv/prach_trials.csv",""
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","prach_false_alarm","PRACH false alarm","PRACH","rate","observed",1,0,"0","fraction","air_interface/csv/prach_trials.csv","PRACH false alarm is exported from explicit false-alarm flags when present; otherwise the executed targeted-access trials observed zero false alarms."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","prach_false_alarm","PRACH false alarm","PRACH","count","observed",1,0,"0","count","air_interface/csv/prach_trials.csv","PRACH false alarm is exported from explicit false-alarm flags when present; otherwise the executed targeted-access trials observed zero false alarms."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","ta_error","TA error","PRACH","mean","observed",1,0.0546762589927539,"0.0546762589927539","samples","air_interface/csv/prach_trials.csv","TA error is exported from PRACH timing-error samples when present. If the scenario executes with nominal zero timing offset and no separate TA-estimator residual is emitted, the exported residual is zero."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","ta_error","TA error","PRACH","p95","observed",1,0.115107913669021,"0.115107913669021","samples","air_interface/csv/prach_trials.csv","TA error is exported from PRACH timing-error samples when present. If the scenario executes with nominal zero timing offset and no separate TA-estimator residual is emitted, the exported residual is zero."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","ta_error","TA error","PRACH","max","observed",1,0.115107913669021,"0.115107913669021","samples","air_interface/csv/prach_trials.csv","TA error is exported from PRACH timing-error samples when present. If the scenario executes with nominal zero timing offset and no separate TA-estimator residual is emitted, the exported residual is zero."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","preamble_collision_statistics","preamble collision statistics","PRACH","collision_count","observed",1,0,"0","count","air_interface/csv/prach_trials.csv","The current waveform LLS initial-access path executes one targeted preamble attempt per PRACH trial. Observed collision count is therefore zero for this scenario unless explicit contention modeling is added."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","preamble_collision_statistics","preamble collision statistics","PRACH","collision_rate","observed",1,0,"0","fraction","air_interface/csv/prach_trials.csv","The current waveform LLS initial-access path executes one targeted preamble attempt per PRACH trial. Observed collision count is therefore zero for this scenario unless explicit contention modeling is added."
