AnchorKPIsReady,BeamReady,BidirectionalInterleavingEnabled,CompletedFrames,ControlPhase,ControlReady,CurrentDirection,CurrentSNR_dB,CurrentSlot,CurrentUEIndex,DLActiveUsers,DLCompletedFrames,DLGrantCount,DLGrantedUsers,DLQueueBits,DLSummaryUsersPublished,DLTrialRows,DLTrialsReady,DLUniqueUsersPublished,DLUserProgressFraction,FinalBundleReady,HARQReady,Notes,PBCHAttemptCount,PRACHAttemptCount,RFReady,RunCompletion,SRSAttemptCount,Stage,SweepPointCount,SweepPointIndex,SweepReady,TRSAttemptCount,TotalFrames,TotalSlots,TotalUsers,ULActiveUsers,ULCompletedFrames,ULGrantCount,ULGrantedUsers,ULQueueBits,ULSummaryUsersPublished,ULTrialRows,ULTrialsReady,ULUniqueUsersPublished,ULUserProgressFraction
1,0,1,1,"complete",1,"UL",20,5,2,4,1,0,0,525616,2,2,1,2,0.5,0,0,"Profile debug run stopped early before heavy derived/report exports: requested_pusch_grant_count_observed",0,0,0,1,4,"profile_debug_stopped",1,1,0,1,1,5,4,2,1,2,2,477360,2,2,1,2,0.5
