RunID,ImageFile,SourceCSV,SourceCSV_SHA256,PNG_SHA256,Width,Height,AxesCount,SeriesCount,FinitePointCount,ActualTitle,ActualXLabel,ActualYLabel,Status
MAC_IMPACT08_R18_20260727033550,mac_impact_bsr_timers.png,mac_impact_bsr_phr_sr.csv,0a3af4694ad09ffc46ae9add082373c80cd34da1588f7dbb57cf2d0995cbad24,f73a61dd3ffcfd4b745a46852e4bda255d23cadb72c39613611467b078db1e63,1041,708,1,6,120,BSR timer impact,Timer configuration,Latency / overhead,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_phr_mapping.png,mac_impact_bsr_phr_sr.csv,0a3af4694ad09ffc46ae9add082373c80cd34da1588f7dbb57cf2d0995cbad24,3cb2f148dedd4f9bab80be2fce079735c79095c7ba7ff24a8f797f57a43b1d49,1041,705,1,6,120,PHR mapping impact,Power headroom dB,Index / power error,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_sr_state.png,mac_impact_bsr_phr_sr.csv,0a3af4694ad09ffc46ae9add082373c80cd34da1588f7dbb57cf2d0995cbad24,82967d60c59fba58c382d4bbf70a55b3800158675c519b7fbb61bcddcf751bbd,1041,705,1,6,120,Scheduling Request state impact,SR state,Latency / overhead,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_lcp_bj.png,mac_impact_lcp_pdu.csv,e239d9da21a3d4cea65eee2578579af4cef4f1f90d43dcfc3833b7cbdd673598,3abf027403e962731d2d4f9a097c56902ed43c11f903a0960d9d9d3004164e7d,1030,705,1,5,100,LCP token bucket impact,Time ms,Bj bytes,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_pdu_codec.png,mac_impact_lcp_pdu.csv,e239d9da21a3d4cea65eee2578579af4cef4f1f90d43dcfc3833b7cbdd673598,c68be17a84df740589d5d94a87b9ce59e14b7f243c53ff679b2febf031539b13,1030,708,1,5,100,MAC PDU codec impact,PDU size bytes,Parse errors,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_ce_priority.png,mac_impact_lcp_pdu.csv,e239d9da21a3d4cea65eee2578579af4cef4f1f90d43dcfc3833b7cbdd673598,c1980121fd8daf7a0641894fe594826c4772cfbbb613a763ba2966c1c1af0448,1030,708,1,5,100,MAC CE priority impact,Grant bytes,Selected CE bytes,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_segmentation.png,mac_impact_lcp_pdu.csv,e239d9da21a3d4cea65eee2578579af4cef4f1f90d43dcfc3833b7cbdd673598,fff15fb67736b07cf9eaf62833bf4c62a7809541b78eaa76c22a564b29a27621,1030,708,1,5,100,SDU segmentation impact,Grant bytes,Dropped / delivered bytes,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_timing_advance.png,mac_impact_timing_advance.csv,253590ba3408f68a3f15e72bd708ebd12107743cc650ded13f3b2a053835fb7e,6b3d3acd3caff38f728f831a328497edd3a552cc9492c0bed6329c3526c263af,1033,708,1,5,60,Timing advance impact,Residual timing samples,UL BLER,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_time_alignment_timer.png,mac_impact_timing_advance.csv,253590ba3408f68a3f15e72bd708ebd12107743cc650ded13f3b2a053835fb7e,bef412a4a1c175bd2223fb33fc3eaa38cb263e43ea94b1497006eebe727abccf,1033,705,1,5,60,Time alignment timer impact,Time slot,UL eligibility,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_persistent_grants.png,mac_impact_persistent_grants.csv,9395dbb1ed75aa9569aab83bd9d609da1ccb1813324171682e7bf846a0cda812,3100047c0f5d96c162ebd3772cfd4f03e59b7ee1174c80aef050ebf3d7e26cdf,1041,705,1,5,60,Persistent grant impact,Grant mode,Latency / overhead,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_grant_atomicity.png,mac_impact_persistent_grants.csv,9395dbb1ed75aa9569aab83bd9d609da1ccb1813324171682e7bf846a0cda812,6c2193ff3fb3b246e9cac5be919d160317ce9cc128ed47e79b01c682c5d3bc1c,1041,708,1,5,60,Atomic grant commit impact,Fault injection,State leakage,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_two_cell_isolation.png,mac_impact_lineage.csv,374f795069a58e77261e863308439c3b99595a36da3a1d98bcd2d33dc6b6484f,d2e65233b9e0019b2834e3cea6d82d8f5095929d75d3d091b0d578bc0c23cadc,1030,708,1,5,60,Two-cell HARQ isolation impact,Serving cell,State errors,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_lineage.png,mac_impact_lineage.csv,374f795069a58e77261e863308439c3b99595a36da3a1d98bcd2d33dc6b6484f,bf3e350a0e1490f9e7a4499e532bf7fac3540c80c0310852211314ea4a30e952,1030,708,1,5,60,Packet lineage impact,Processing stage,Bytes,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_conservation.png,mac_impact_lineage.csv,374f795069a58e77261e863308439c3b99595a36da3a1d98bcd2d33dc6b6484f,6b4437f64ecab7a7a6256043ece15f3d46c0ae7bd3981e9e531deba2973ec9ad,1030,705,1,5,60,Byte conservation impact,Flow,Conservation error,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_goodput_dedup.png,mac_impact_lineage.csv,374f795069a58e77261e863308439c3b99595a36da3a1d98bcd2d33dc6b6484f,2aa03b72fa6e6a92954c9263302647d540e7a33ec5d34b09b7932ad103b7974d,1030,708,1,5,60,First-success goodput impact,HARQ attempt,Counted goodput bits,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_runtime_scaling.png,mac_impact_runtime.csv,26e80f166c145553b08ea23b4651b66a45a2375898ebb391fdbaf0cd384cb2cb,05b7a2eca14e039e0bd81dbd4136a9615a8a958c2ed434f3c467b6d5bf5c9bf6,1041,705,1,6,120,MAC runtime scaling,Number of UEs,Runtime ms,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_memory_scaling.png,mac_impact_runtime.csv,26e80f166c145553b08ea23b4651b66a45a2375898ebb391fdbaf0cd384cb2cb,05b368c122ba8b11001a76f5b54a66259703fffdc18b0a2ef85a852b0783ecac,1041,705,1,6,120,MAC memory scaling,Number of UEs,Memory MB,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_reproducibility.png,mac_impact_runtime.csv,26e80f166c145553b08ea23b4651b66a45a2375898ebb391fdbaf0cd384cb2cb,8eddf29af279377adacd0a52b4b77528826b7b5c286fa20ab758099a2e32d307,1041,705,1,6,120,Serial parallel reproducibility,Execution mode,Metric difference,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_effect_forest.png,mac_impact_pairwise_effects.csv,6af70acb1118528c6a188d45fd8340407c5468a916e14cad7e7baf298c257e8f,f02632d4e07ecd43b8a7453f3ac4e2887eb71c6a6fb72734a2340045b672c042,1049,705,1,8,9216,MAC impact effect forest,Treatment minus baseline,Effect size,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_end_to_end.png,mac_impact_summary.csv,6793e9914ed184a38db18b6dcbe6dfaa2a3ba457456aaa7cd8adf8a4af1f52c6,20d9e45859a3df9dc05e793b74b3569739856add0be55e7cf330476691e45718,1021,708,1,5,320,End-to-end MAC impact summary,Impact family,Pass / effect,PASS
