RunID,ImageFile,SourceCSV,SourceCSV_SHA256,PNG_SHA256,Width,Height,AxesCount,SeriesCount,FinitePointCount,ActualTitle,ActualXLabel,ActualYLabel,Status
MAC_IMPACT08_R18_20260727033550,mac_impact_harq_process_count.png,mac_impact_harq.csv,2fdc089a0c48dea0af1440d4b4a0ac5dc82a7d811b9a7c3750914a762c1ecf41,ff8539b9e85069568f5e6de3f83c35bdb8479302ef1969a01ee1e39a2beb0bc9,1030,708,1,5,100,HARQ process count impact,HARQ processes,Blocking / throughput,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_retransmissions.png,mac_impact_harq.csv,2fdc089a0c48dea0af1440d4b4a0ac5dc82a7d811b9a7c3750914a762c1ecf41,120575f2589fc68804e35bb9eeccae0ff3d41dff0f044549784bdd2ec81d30d7,1030,705,1,5,100,HARQ retransmission impact,Maximum retransmissions,BLER / latency,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_rv_combining.png,mac_impact_harq.csv,2fdc089a0c48dea0af1440d4b4a0ac5dc82a7d811b9a7c3750914a762c1ecf41,04386a9fee9c635607ae7bb2a571bf37455aee45e58552445db6e56cbe94b847,1030,706,1,5,100,RV sequence combining impact,HARQ round,Combining gain dB,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_ack_dtx.png,mac_impact_harq.csv,2fdc089a0c48dea0af1440d4b4a0ac5dc82a7d811b9a7c3750914a762c1ecf41,ccbc889decf966880ab250848e8dba2a50f9a2c57f49470c7c5814ab05ade51e,1030,705,1,5,100,ACK NACK DTX impact,Feedback outcome,Process result,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_k1_k2.png,mac_impact_timing.csv,ac7c5861cfb5f882b94771746f130d3a023061e37eb69720fa898f6d4013bc2c,54ac73cd92560b969d765cb00e9aa88e053a526e5328b639bd5141a43528e987,1041,708,1,5,100,K1 K2 timing impact,Timing configuration,Latency / legality,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_tdd_flex.png,mac_impact_timing.csv,ac7c5861cfb5f882b94771746f130d3a023061e37eb69720fa898f6d4013bc2c,613440b5f68c8bb0b1d9664402061aa938e1b114b118970341454c7a4e7419d2,1041,708,1,5,100,Flexible TDD allocation impact,Flexible policy,Collision / utilization,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_scheduler_policy.png,mac_impact_scheduler.csv,4d04e4995e7cb01a96d142688ea19541aec4faeb9dd208126584c451f392e58f,7c7cfb7fa8e6b2f96ab5d25d949295770f3301f69ee40d19ef926776ee082eaa,1041,708,1,6,144,Scheduler policy comparison,Scheduler policy,Goodput Mbps,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_fairness_latency.png,mac_impact_scheduler.csv,4d04e4995e7cb01a96d142688ea19541aec4faeb9dd208126584c451f392e58f,5c8c5c31250b97ae04b1ca5e67d3cd3685482f4f20c9ebc28d9eee5ee2549b43,1041,705,1,6,144,Fairness and latency tradeoff,Jain fairness,Latency ms,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_qos_deadlines.png,mac_impact_scheduler.csv,4d04e4995e7cb01a96d142688ea19541aec4faeb9dd208126584c451f392e58f,83a804a7261fa9765b2a579d43d0c4bea20f0051934e8cc1f4a1d31581a7b6f5,1041,705,1,6,144,QoS deadline impact,Offered load,Deadline miss rate,PASS
MAC_IMPACT08_R18_20260727033550,mac_impact_bsr_mapping.png,mac_impact_bsr_phr_sr.csv,0a3af4694ad09ffc46ae9add082373c80cd34da1588f7dbb57cf2d0995cbad24,7f46dec491c910ccb0762c2ab65abeb7ec9ecc6f1a812e08e86a82c146a93396,1041,708,1,6,120,BSR mapping impact,Buffer bytes,Demand error bytes,PASS
