ExperimentID,FamilyID,PairID,Variant,Trials,Errors,Incomplete,StopReason,BLER,CILower,CIUpper,MeanLatency_ms,MeanGoodputMbps,MeanFairness,MeanRuntime_ms,Status,ExecutionBackend,ApproximationMode,EvidenceClass
F26-P02-B,F26,F26-P02,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6.6,0.08,1,0.1545,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F26-P02-T,F26,F26-P02,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6.3,0.08,1,0.1573,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F26-P03-B,F26,F26-P03,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6.6,0.08,1,0.1349,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F26-P03-T,F26,F26-P03,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6.3,0.08,1,0.1457,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F26-P04-B,F26,F26-P04,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6.6,0.08,1,0.1898,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F26-P04-T,F26,F26-P04,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6.3,0.08,1,0.171,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F26-P05-B,F26,F26-P05,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6.6,0.08,1,0.1357,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F26-P05-T,F26,F26-P05,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6.3,0.08,1,0.137,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F26-P06-B,F26,F26-P06,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6.6,0.08,1,0.1329,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F26-P06-T,F26,F26-P06,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6.3,0.08,1,0.1393,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F27-P01-B,F27,F27-P01,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6.6,0.08,1,0.1377,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F27-P01-T,F27,F27-P01,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6.3,0.08,1,0.2047,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F27-P02-B,F27,F27-P02,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6.6,0.08,1,0.1652,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F27-P02-T,F27,F27-P02,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6.3,0.08,1,0.1388,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F27-P03-B,F27,F27-P03,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6.6,0.08,1,0.1295,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F27-P03-T,F27,F27-P03,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6.3,0.08,1,0.1229,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F27-P04-B,F27,F27-P04,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6.6,0.08,1,0.1205,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F27-P04-T,F27,F27-P04,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6.3,0.08,1,0.1851,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F27-P05-B,F27,F27-P05,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6.6,0.08,1,0.1637,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F27-P05-T,F27,F27-P05,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6.3,0.08,1,0.1235,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F27-P06-B,F27,F27-P06,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6.6,0.08,1,0.1188,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F27-P06-T,F27,F27-P06,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6.3,0.08,1,0.1174,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F28-P01-B,F28,F28-P01,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,10,0.0104,1,7.4701,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F28-P01-T,F28,F28-P01,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,1,0.032,1,0.463,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F28-P02-B,F28,F28-P02,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,10,0.0104,1,0.3931,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F28-P02-T,F28,F28-P02,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,1,0.032,1,0.3889,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F28-P03-B,F28,F28-P03,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,10,0.0104,1,1.5101,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F28-P03-T,F28,F28-P03,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,1,0.032,1,0.1457,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F28-P04-B,F28,F28-P04,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,10,0.0104,1,0.1581,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F28-P04-T,F28,F28-P04,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,1,0.032,1,0.1435,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F28-P05-B,F28,F28-P05,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,10,0.0104,1,0.1098,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F28-P05-T,F28,F28-P05,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,1,0.032,1,0.1074,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F28-P06-B,F28,F28-P06,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,10,0.0104,1,0.119,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F28-P06-T,F28,F28-P06,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,1,0.032,1,0.1078,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F29-P01-B,F29,F29-P01,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,10,0.0104,1,0.1059,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F29-P01-T,F29,F29-P01,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.032,1,0.1062,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F29-P02-B,F29,F29-P02,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,10,0.0104,1,0.1671,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F29-P02-T,F29,F29-P02,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.032,1,0.1094,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F29-P03-B,F29,F29-P03,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,10,0.0104,1,0.1059,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F29-P03-T,F29,F29-P03,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.032,1,0.108,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F29-P04-B,F29,F29-P04,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,10,0.0104,1,0.1064,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F29-P04-T,F29,F29-P04,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.032,1,0.1042,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F29-P05-B,F29,F29-P05,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,10,0.0104,1,0.1051,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F29-P05-T,F29,F29-P05,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.032,1,0.1428,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F29-P06-B,F29,F29-P06,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,10,0.0104,1,0.1146,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F29-P06-T,F29,F29-P06,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.032,1,0.1086,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F30-P01-B,F30,F30-P01,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,0.1099,0.21838,1,0.1099,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F30-P01-T,F30,F30-P01,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,0.105,0.15238,1,0.105,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F30-P02-B,F30,F30-P02,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,0.1027,0.23369,1,0.1027,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F30-P02-T,F30,F30-P02,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,0.1021,0.15671,1,0.1021,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F30-P03-B,F30,F30-P03,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,0.1011,0.23739,1,0.1011,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F30-P03-T,F30,F30-P03,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,0.1045,0.15311,1,0.1045,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F30-P04-B,F30,F30-P04,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,0.1482,0.16194,1,0.1482,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F30-P04-T,F30,F30-P04,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,0.1158,0.13817,1,0.1158,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F30-P05-B,F30,F30-P05,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,0.1039,0.23099,1,0.1039,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F30-P05-T,F30,F30-P05,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,0.1019,0.15702,1,0.1019,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F30-P06-B,F30,F30-P06,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,0.1023,0.2346,1,0.1023,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F30-P06-T,F30,F30-P06,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,0.1027,0.15579,1,0.1027,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F31-P01-B,F31,F31-P01,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,17,0.0094118,1,0.1014,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F31-P01-T,F31,F31-P01,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,3,0.016,1,0.1016,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F31-P02-B,F31,F31-P02,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,17,0.0094118,1,0.1515,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F31-P02-T,F31,F31-P02,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,3,0.016,1,0.1039,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F31-P03-B,F31,F31-P03,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,17,0.0094118,1,0.1029,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F31-P03-T,F31,F31-P03,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,3,0.016,1,0.1019,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F31-P04-B,F31,F31-P04,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,17,0.0094118,1,0.1019,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F31-P04-T,F31,F31-P04,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,3,0.016,1,0.1018,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F31-P05-B,F31,F31-P05,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,17,0.0094118,1,0.1012,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F31-P05-T,F31,F31-P05,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,3,0.016,1,0.1027,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F31-P06-B,F31,F31-P06,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,17,0.0094118,1,0.1402,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F31-P06-T,F31,F31-P06,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,3,0.016,1,0.1022,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F32-P01-B,F32,F32-P01,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,20.1596,0.00039683,1,20.1596,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F32-P01-T,F32,F32-P01,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,5.5567,0.0014397,1,5.5567,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F32-P02-B,F32,F32-P02,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,4.5085,0.0017744,1,4.5085,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F32-P02-T,F32,F32-P02,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,1.3037,0.0061364,1,1.3037,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F32-P03-B,F32,F32-P03,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,4.5204,0.0017698,1,4.5204,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F32-P03-T,F32,F32-P03,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,1,0.008,1,0.1762,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F32-P04-B,F32,F32-P04,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,1,0.008,1,0.161,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F32-P04-T,F32,F32-P04,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,1,0.008,1,0.1483,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F32-P05-B,F32,F32-P05,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,1,0.008,1,0.1535,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F32-P05-T,F32,F32-P05,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,1,0.008,1,0.2126,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F32-P06-B,F32,F32-P06,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,1,0.008,1,0.1553,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F32-P06-T,F32,F32-P06,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,1,0.008,1,0.149,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F33-P01-B,F33,F33-P01,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.008,1,0.151,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F33-P01-T,F33,F33-P01,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.008,1,0.1527,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F33-P02-B,F33,F33-P02,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.008,1,0.1473,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F33-P02-T,F33,F33-P02,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.008,1,0.1484,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F33-P03-B,F33,F33-P03,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.008,1,0.1468,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F33-P03-T,F33,F33-P03,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.008,1,0.204,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F33-P04-B,F33,F33-P04,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.008,1,0.156,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F33-P04-T,F33,F33-P04,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.008,1,0.1481,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F33-P05-B,F33,F33-P05,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.008,1,0.1525,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F33-P05-T,F33,F33-P05,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.008,1,0.1474,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F33-P06-B,F33,F33-P06,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.008,1,0.1466,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F33-P06-T,F33,F33-P06,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.008,1,0.1456,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F34-P01-B,F34,F34-P01,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.008,1,0.1465,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F34-P01-T,F34,F34-P01,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.008,1,0.2024,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F34-P02-B,F34,F34-P02,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.008,1,0.1518,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F34-P02-T,F34,F34-P02,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.008,1,0.1479,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F34-P03-B,F34,F34-P03,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.008,1,0.1477,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F34-P03-T,F34,F34-P03,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.008,1,0.1498,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F34-P04-B,F34,F34-P04,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.008,1,0.1463,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F34-P04-T,F34,F34-P04,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.008,1,0.1796,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F34-P05-B,F34,F34-P05,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.008,1,0.1963,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F34-P05-T,F34,F34-P05,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.008,1,0.2515,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F34-P06-B,F34,F34-P06,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.008,1,0.1814,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F34-P06-T,F34,F34-P06,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,1,0.008,1,0.1834,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F35-P01-B,F35,F35-P01,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,94.2572,0.010864,1,94.2572,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F35-P01-T,F35,F35-P01,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,20.4528,0.031292,1,20.4528,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F35-P02-B,F35,F35-P02,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,13.5564,0.075536,1,13.5564,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F35-P02-T,F35,F35-P02,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,8.6279,0.074178,1,8.6279,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F35-P03-B,F35,F35-P03,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,36.1168,0.028352,1,36.1168,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F35-P03-T,F35,F35-P03,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.10667,1,2.1004,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F35-P04-B,F35,F35-P04,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.17067,1,1.5453,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F35-P04-T,F35,F35-P04,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.10667,1,1.4965,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F35-P05-B,F35,F35-P05,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.17067,1,1.5685,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F35-P05-T,F35,F35-P05,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.10667,1,1.7331,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F35-P06-B,F35,F35-P06,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.17067,1,1.5226,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F35-P06-T,F35,F35-P06,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.10667,1,1.4777,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F36-P01-B,F36,F36-P01,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,6,0.17067,1,1.9401,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F36-P01-T,F36,F36-P01,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,6,0.026667,1,1.9191,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F36-P02-B,F36,F36-P02,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,6,0.17067,1,1.591,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F36-P02-T,F36,F36-P02,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,6,0.026667,1,1.4924,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F36-P03-B,F36,F36-P03,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,6,0.17067,1,1.5565,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F36-P03-T,F36,F36-P03,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,6,0.026667,1,1.4459,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F36-P04-B,F36,F36-P04,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,6,0.17067,1,1.768,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F36-P04-T,F36,F36-P04,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,6,0.026667,1,1.5261,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F36-P05-B,F36,F36-P05,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,6,0.17067,1,1.5917,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F36-P05-T,F36,F36-P05,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,6,0.026667,1,1.4485,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F36-P06-B,F36,F36-P06,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,6,0.17067,1,1.4374,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F36-P06-T,F36,F36-P06,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,6,0.026667,1,1.736,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F37-P01-B,F37,F37-P01,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.053333,1,1.5842,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F37-P01-T,F37,F37-P01,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.17067,1,1.4659,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F37-P02-B,F37,F37-P02,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.053333,1,1.4398,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F37-P02-T,F37,F37-P02,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.17067,1,1.4865,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F37-P03-B,F37,F37-P03,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.053333,1,1.864,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F37-P03-T,F37,F37-P03,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.17067,1,1.9121,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F37-P04-B,F37,F37-P04,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.053333,1,1.8417,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F37-P04-T,F37,F37-P04,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.17067,1,1.7573,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F37-P05-B,F37,F37-P05,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.053333,1,1.9573,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F37-P05-T,F37,F37-P05,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.17067,1,1.8032,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F37-P06-B,F37,F37-P06,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.053333,1,1.7265,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F37-P06-T,F37,F37-P06,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.17067,1,1.8807,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F38-P01-B,F38,F38-P01,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.013333,1,1.9113,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F38-P01-T,F38,F38-P01,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.013333,1,1.7527,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F38-P02-B,F38,F38-P02,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.013333,1,1.7222,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F38-P02-T,F38,F38-P02,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.013333,1,1.8049,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F38-P03-B,F38,F38-P03,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.013333,1,1.9342,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F38-P03-T,F38,F38-P03,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.013333,1,1.74,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F38-P04-B,F38,F38-P04,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.013333,1,1.8999,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F38-P04-T,F38,F38-P04,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.013333,1,1.9187,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F38-P05-B,F38,F38-P05,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.013333,1,1.9365,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F38-P05-T,F38,F38-P05,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.013333,1,1.8598,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F38-P06-B,F38,F38-P06,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.013333,1,1.8872,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F38-P06-T,F38,F38-P06,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.013333,1,1.906,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F39-P01-B,F39,F39-P01,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6,0.17067,1,1.9614,PASS,analytical_component_evaluation,component_proxy,study_not_truth
