ExperimentID,FamilyID,PairID,Variant,TrialIndex,Seed,PayloadID,ChannelRealizationID,NoiseRealizationID,Direction,Outcome,Latency_ms,DeliveredBits,DroppedBits,HARQAttempts,Runtime_ms,Status,ExecutionBackend,ApproximationMode,EvidenceClass
F24-P04-T,F24,F24-P04,treatment,1,89,PAY24-04,CH24-04,NO24-04,UL,invariant_pass,7.5,600,0,1,0.1835,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F24-P05-B,F24,F24-P05,baseline,1,131,PAY24-05,CH24-05,NO24-05,UL,invariant_pass,8.4,672,0,1,0.1702,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F24-P05-T,F24,F24-P05,treatment,1,131,PAY24-05,CH24-05,NO24-05,UL,invariant_pass,7.5,600,0,1,0.1612,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F24-P06-B,F24,F24-P06,baseline,1,197,PAY24-06,CH24-06,NO24-06,UL,invariant_pass,8.4,672,0,1,0.2034,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F24-P06-T,F24,F24-P06,treatment,1,197,PAY24-06,CH24-06,NO24-06,UL,invariant_pass,7.5,600,0,1,0.1508,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F25-P01-B,F25,F25-P01,baseline,1,11,PAY25-01,CH25-01,NO25-01,DL,invariant_pass,6.6,528,0,1,0.269,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F25-P01-T,F25,F25-P01,treatment,1,11,PAY25-01,CH25-01,NO25-01,DL,invariant_pass,6.3,504,0,1,0.2273,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F25-P02-B,F25,F25-P02,baseline,1,23,PAY25-02,CH25-02,NO25-02,DL,invariant_pass,6.6,528,0,1,0.1744,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F25-P02-T,F25,F25-P02,treatment,1,23,PAY25-02,CH25-02,NO25-02,DL,invariant_pass,6.3,504,0,1,0.1427,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F25-P03-B,F25,F25-P03,baseline,1,47,PAY25-03,CH25-03,NO25-03,DL,invariant_pass,6.6,528,0,1,0.2134,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F25-P03-T,F25,F25-P03,treatment,1,47,PAY25-03,CH25-03,NO25-03,DL,invariant_pass,6.3,504,0,1,0.1881,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F25-P04-B,F25,F25-P04,baseline,1,89,PAY25-04,CH25-04,NO25-04,DL,invariant_pass,6.6,528,0,1,0.15,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F25-P04-T,F25,F25-P04,treatment,1,89,PAY25-04,CH25-04,NO25-04,DL,invariant_pass,6.3,504,0,1,0.1462,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F25-P05-B,F25,F25-P05,baseline,1,131,PAY25-05,CH25-05,NO25-05,DL,invariant_pass,6.6,528,0,1,0.1358,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F25-P05-T,F25,F25-P05,treatment,1,131,PAY25-05,CH25-05,NO25-05,DL,invariant_pass,6.3,504,0,1,0.1297,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F25-P06-B,F25,F25-P06,baseline,1,197,PAY25-06,CH25-06,NO25-06,DL,invariant_pass,6.6,528,0,1,0.1276,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F25-P06-T,F25,F25-P06,treatment,1,197,PAY25-06,CH25-06,NO25-06,DL,invariant_pass,6.3,504,0,1,0.2228,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F26-P01-B,F26,F26-P01,baseline,1,11,PAY26-01,CH26-01,NO26-01,UL,invariant_pass,6.6,528,0,1,0.1675,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F26-P01-T,F26,F26-P01,treatment,1,11,PAY26-01,CH26-01,NO26-01,UL,invariant_pass,6.3,504,0,1,0.2619,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F26-P02-B,F26,F26-P02,baseline,1,23,PAY26-02,CH26-02,NO26-02,UL,invariant_pass,6.6,528,0,1,0.1545,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F26-P02-T,F26,F26-P02,treatment,1,23,PAY26-02,CH26-02,NO26-02,UL,invariant_pass,6.3,504,0,1,0.1573,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F26-P03-B,F26,F26-P03,baseline,1,47,PAY26-03,CH26-03,NO26-03,UL,invariant_pass,6.6,528,0,1,0.1349,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F26-P03-T,F26,F26-P03,treatment,1,47,PAY26-03,CH26-03,NO26-03,UL,invariant_pass,6.3,504,0,1,0.1457,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F26-P04-B,F26,F26-P04,baseline,1,89,PAY26-04,CH26-04,NO26-04,UL,invariant_pass,6.6,528,0,1,0.1898,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F26-P04-T,F26,F26-P04,treatment,1,89,PAY26-04,CH26-04,NO26-04,UL,invariant_pass,6.3,504,0,1,0.171,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F26-P05-B,F26,F26-P05,baseline,1,131,PAY26-05,CH26-05,NO26-05,UL,invariant_pass,6.6,528,0,1,0.1357,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F26-P05-T,F26,F26-P05,treatment,1,131,PAY26-05,CH26-05,NO26-05,UL,invariant_pass,6.3,504,0,1,0.137,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F26-P06-B,F26,F26-P06,baseline,1,197,PAY26-06,CH26-06,NO26-06,UL,invariant_pass,6.6,528,0,1,0.1329,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F26-P06-T,F26,F26-P06,treatment,1,197,PAY26-06,CH26-06,NO26-06,UL,invariant_pass,6.3,504,0,1,0.1393,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F27-P01-B,F27,F27-P01,baseline,1,11,PAY27-01,CH27-01,NO27-01,DL,invariant_pass,6.6,528,0,1,0.1377,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F27-P01-T,F27,F27-P01,treatment,1,11,PAY27-01,CH27-01,NO27-01,DL,invariant_pass,6.3,504,0,1,0.2047,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F27-P02-B,F27,F27-P02,baseline,1,23,PAY27-02,CH27-02,NO27-02,DL,invariant_pass,6.6,528,0,1,0.1652,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F27-P02-T,F27,F27-P02,treatment,1,23,PAY27-02,CH27-02,NO27-02,DL,invariant_pass,6.3,504,0,1,0.1388,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F27-P03-B,F27,F27-P03,baseline,1,47,PAY27-03,CH27-03,NO27-03,DL,invariant_pass,6.6,528,0,1,0.1295,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F27-P03-T,F27,F27-P03,treatment,1,47,PAY27-03,CH27-03,NO27-03,DL,invariant_pass,6.3,504,0,1,0.1229,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F27-P04-B,F27,F27-P04,baseline,1,89,PAY27-04,CH27-04,NO27-04,DL,invariant_pass,6.6,528,0,1,0.1205,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F27-P04-T,F27,F27-P04,treatment,1,89,PAY27-04,CH27-04,NO27-04,DL,invariant_pass,6.3,504,0,1,0.1851,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F27-P05-B,F27,F27-P05,baseline,1,131,PAY27-05,CH27-05,NO27-05,DL,invariant_pass,6.6,528,0,1,0.1637,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F27-P05-T,F27,F27-P05,treatment,1,131,PAY27-05,CH27-05,NO27-05,DL,invariant_pass,6.3,504,0,1,0.1235,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F27-P06-B,F27,F27-P06,baseline,1,197,PAY27-06,CH27-06,NO27-06,DL,invariant_pass,6.6,528,0,1,0.1188,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F27-P06-T,F27,F27-P06,treatment,1,197,PAY27-06,CH27-06,NO27-06,DL,invariant_pass,6.3,504,0,1,0.1174,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F28-P01-B,F28,F28-P01,baseline,1,11,PAY28-01,CH28-01,NO28-01,UL,invariant_pass,10,104,0,1,7.4701,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F28-P01-T,F28,F28-P01,treatment,1,11,PAY28-01,CH28-01,NO28-01,UL,invariant_pass,1,32,0,1,0.463,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F28-P02-B,F28,F28-P02,baseline,1,23,PAY28-02,CH28-02,NO28-02,UL,invariant_pass,10,104,0,1,0.3931,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F28-P02-T,F28,F28-P02,treatment,1,23,PAY28-02,CH28-02,NO28-02,UL,invariant_pass,1,32,0,1,0.3889,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F28-P03-B,F28,F28-P03,baseline,1,47,PAY28-03,CH28-03,NO28-03,UL,invariant_pass,10,104,0,1,1.5101,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F28-P03-T,F28,F28-P03,treatment,1,47,PAY28-03,CH28-03,NO28-03,UL,invariant_pass,1,32,0,1,0.1457,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F28-P04-B,F28,F28-P04,baseline,1,89,PAY28-04,CH28-04,NO28-04,UL,invariant_pass,10,104,0,1,0.1581,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F28-P04-T,F28,F28-P04,treatment,1,89,PAY28-04,CH28-04,NO28-04,UL,invariant_pass,1,32,0,1,0.1435,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F28-P05-B,F28,F28-P05,baseline,1,131,PAY28-05,CH28-05,NO28-05,UL,invariant_pass,10,104,0,1,0.1098,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F28-P05-T,F28,F28-P05,treatment,1,131,PAY28-05,CH28-05,NO28-05,UL,invariant_pass,1,32,0,1,0.1074,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F28-P06-B,F28,F28-P06,baseline,1,197,PAY28-06,CH28-06,NO28-06,UL,invariant_pass,10,104,0,1,0.119,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F28-P06-T,F28,F28-P06,treatment,1,197,PAY28-06,CH28-06,NO28-06,UL,invariant_pass,1,32,0,1,0.1078,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F29-P01-B,F29,F29-P01,baseline,1,11,PAY29-01,CH29-01,NO29-01,DL,invariant_pass,10,104,0,1,0.1059,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F29-P01-T,F29,F29-P01,treatment,1,11,PAY29-01,CH29-01,NO29-01,DL,invariant_pass,1,32,0,1,0.1062,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F29-P02-B,F29,F29-P02,baseline,1,23,PAY29-02,CH29-02,NO29-02,DL,invariant_pass,10,104,0,1,0.1671,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F29-P02-T,F29,F29-P02,treatment,1,23,PAY29-02,CH29-02,NO29-02,DL,invariant_pass,1,32,0,1,0.1094,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F29-P03-B,F29,F29-P03,baseline,1,47,PAY29-03,CH29-03,NO29-03,DL,invariant_pass,10,104,0,1,0.1059,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F29-P03-T,F29,F29-P03,treatment,1,47,PAY29-03,CH29-03,NO29-03,DL,invariant_pass,1,32,0,1,0.108,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F29-P04-B,F29,F29-P04,baseline,1,89,PAY29-04,CH29-04,NO29-04,DL,invariant_pass,10,104,0,1,0.1064,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F29-P04-T,F29,F29-P04,treatment,1,89,PAY29-04,CH29-04,NO29-04,DL,invariant_pass,1,32,0,1,0.1042,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F29-P05-B,F29,F29-P05,baseline,1,131,PAY29-05,CH29-05,NO29-05,DL,invariant_pass,10,104,0,1,0.1051,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F29-P05-T,F29,F29-P05,treatment,1,131,PAY29-05,CH29-05,NO29-05,DL,invariant_pass,1,32,0,1,0.1428,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F29-P06-B,F29,F29-P06,baseline,1,197,PAY29-06,CH29-06,NO29-06,DL,invariant_pass,10,104,0,1,0.1146,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F29-P06-T,F29,F29-P06,treatment,1,197,PAY29-06,CH29-06,NO29-06,DL,invariant_pass,1,32,0,1,0.1086,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F30-P01-B,F30,F30-P01,baseline,1,11,PAY30-01,CH30-01,NO30-01,UL,invariant_pass,0.1099,24,0,1,0.1099,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F30-P01-T,F30,F30-P01,treatment,1,11,PAY30-01,CH30-01,NO30-01,UL,invariant_pass,0.105,16,0,1,0.105,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F30-P02-B,F30,F30-P02,baseline,1,23,PAY30-02,CH30-02,NO30-02,UL,invariant_pass,0.1027,24,0,1,0.1027,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F30-P02-T,F30,F30-P02,treatment,1,23,PAY30-02,CH30-02,NO30-02,UL,invariant_pass,0.1021,16,0,1,0.1021,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F30-P03-B,F30,F30-P03,baseline,1,47,PAY30-03,CH30-03,NO30-03,UL,invariant_pass,0.1011,24,0,1,0.1011,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F30-P03-T,F30,F30-P03,treatment,1,47,PAY30-03,CH30-03,NO30-03,UL,invariant_pass,0.1045,16,0,1,0.1045,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F30-P04-B,F30,F30-P04,baseline,1,89,PAY30-04,CH30-04,NO30-04,UL,invariant_pass,0.1482,24,0,1,0.1482,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F30-P04-T,F30,F30-P04,treatment,1,89,PAY30-04,CH30-04,NO30-04,UL,invariant_pass,0.1158,16,0,1,0.1158,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F30-P05-B,F30,F30-P05,baseline,1,131,PAY30-05,CH30-05,NO30-05,UL,invariant_pass,0.1039,24,0,1,0.1039,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F30-P05-T,F30,F30-P05,treatment,1,131,PAY30-05,CH30-05,NO30-05,UL,invariant_pass,0.1019,16,0,1,0.1019,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F30-P06-B,F30,F30-P06,baseline,1,197,PAY30-06,CH30-06,NO30-06,UL,invariant_pass,0.1023,24,0,1,0.1023,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F30-P06-T,F30,F30-P06,treatment,1,197,PAY30-06,CH30-06,NO30-06,UL,invariant_pass,0.1027,16,0,1,0.1027,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F31-P01-B,F31,F31-P01,baseline,1,11,PAY31-01,CH31-01,NO31-01,DL,invariant_pass,17,160,0,1,0.1014,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F31-P01-T,F31,F31-P01,treatment,1,11,PAY31-01,CH31-01,NO31-01,DL,invariant_pass,3,48,0,1,0.1016,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F31-P02-B,F31,F31-P02,baseline,1,23,PAY31-02,CH31-02,NO31-02,DL,invariant_pass,17,160,0,1,0.1515,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F31-P02-T,F31,F31-P02,treatment,1,23,PAY31-02,CH31-02,NO31-02,DL,invariant_pass,3,48,0,1,0.1039,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F31-P03-B,F31,F31-P03,baseline,1,47,PAY31-03,CH31-03,NO31-03,DL,invariant_pass,17,160,0,1,0.1029,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F31-P03-T,F31,F31-P03,treatment,1,47,PAY31-03,CH31-03,NO31-03,DL,invariant_pass,3,48,0,1,0.1019,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F31-P04-B,F31,F31-P04,baseline,1,89,PAY31-04,CH31-04,NO31-04,DL,invariant_pass,17,160,0,1,0.1019,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F31-P04-T,F31,F31-P04,treatment,1,89,PAY31-04,CH31-04,NO31-04,DL,invariant_pass,3,48,0,1,0.1018,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F31-P05-B,F31,F31-P05,baseline,1,131,PAY31-05,CH31-05,NO31-05,DL,invariant_pass,17,160,0,1,0.1012,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F31-P05-T,F31,F31-P05,treatment,1,131,PAY31-05,CH31-05,NO31-05,DL,invariant_pass,3,48,0,1,0.1027,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F31-P06-B,F31,F31-P06,baseline,1,197,PAY31-06,CH31-06,NO31-06,DL,invariant_pass,17,160,0,1,0.1402,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F31-P06-T,F31,F31-P06,treatment,1,197,PAY31-06,CH31-06,NO31-06,DL,invariant_pass,3,48,0,1,0.1022,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F32-P01-B,F32,F32-P01,baseline,1,11,PAY32-01,CH32-01,NO32-01,UL,invariant_pass,20.1596,8,0,1,20.1596,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F32-P01-T,F32,F32-P01,treatment,1,11,PAY32-01,CH32-01,NO32-01,UL,invariant_pass,5.5567,8,0,1,5.5567,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F32-P02-B,F32,F32-P02,baseline,1,23,PAY32-02,CH32-02,NO32-02,UL,invariant_pass,4.5085,8,0,1,4.5085,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F32-P02-T,F32,F32-P02,treatment,1,23,PAY32-02,CH32-02,NO32-02,UL,invariant_pass,1.3037,8,0,1,1.3037,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F32-P03-B,F32,F32-P03,baseline,1,47,PAY32-03,CH32-03,NO32-03,UL,invariant_pass,4.5204,8,0,1,4.5204,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F32-P03-T,F32,F32-P03,treatment,1,47,PAY32-03,CH32-03,NO32-03,UL,invariant_pass,1,8,0,1,0.1762,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F32-P04-B,F32,F32-P04,baseline,1,89,PAY32-04,CH32-04,NO32-04,UL,invariant_pass,1,8,0,1,0.161,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F32-P04-T,F32,F32-P04,treatment,1,89,PAY32-04,CH32-04,NO32-04,UL,invariant_pass,1,8,0,1,0.1483,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F32-P05-B,F32,F32-P05,baseline,1,131,PAY32-05,CH32-05,NO32-05,UL,invariant_pass,1,8,0,1,0.1535,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F32-P05-T,F32,F32-P05,treatment,1,131,PAY32-05,CH32-05,NO32-05,UL,invariant_pass,1,8,0,1,0.2126,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F32-P06-B,F32,F32-P06,baseline,1,197,PAY32-06,CH32-06,NO32-06,UL,invariant_pass,1,8,0,1,0.1553,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F32-P06-T,F32,F32-P06,treatment,1,197,PAY32-06,CH32-06,NO32-06,UL,invariant_pass,1,8,0,1,0.149,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F33-P01-B,F33,F33-P01,baseline,1,11,PAY33-01,CH33-01,NO33-01,DL,invariant_pass,1,8,0,1,0.151,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F33-P01-T,F33,F33-P01,treatment,1,11,PAY33-01,CH33-01,NO33-01,DL,invariant_pass,1,8,0,1,0.1527,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F33-P02-B,F33,F33-P02,baseline,1,23,PAY33-02,CH33-02,NO33-02,DL,invariant_pass,1,8,0,1,0.1473,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F33-P02-T,F33,F33-P02,treatment,1,23,PAY33-02,CH33-02,NO33-02,DL,invariant_pass,1,8,0,1,0.1484,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F33-P03-B,F33,F33-P03,baseline,1,47,PAY33-03,CH33-03,NO33-03,DL,invariant_pass,1,8,0,1,0.1468,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F33-P03-T,F33,F33-P03,treatment,1,47,PAY33-03,CH33-03,NO33-03,DL,invariant_pass,1,8,0,1,0.204,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F33-P04-B,F33,F33-P04,baseline,1,89,PAY33-04,CH33-04,NO33-04,DL,invariant_pass,1,8,0,1,0.156,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F33-P04-T,F33,F33-P04,treatment,1,89,PAY33-04,CH33-04,NO33-04,DL,invariant_pass,1,8,0,1,0.1481,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F33-P05-B,F33,F33-P05,baseline,1,131,PAY33-05,CH33-05,NO33-05,DL,invariant_pass,1,8,0,1,0.1525,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F33-P05-T,F33,F33-P05,treatment,1,131,PAY33-05,CH33-05,NO33-05,DL,invariant_pass,1,8,0,1,0.1474,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F33-P06-B,F33,F33-P06,baseline,1,197,PAY33-06,CH33-06,NO33-06,DL,invariant_pass,1,8,0,1,0.1466,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F33-P06-T,F33,F33-P06,treatment,1,197,PAY33-06,CH33-06,NO33-06,DL,invariant_pass,1,8,0,1,0.1456,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F34-P01-B,F34,F34-P01,baseline,1,11,PAY34-01,CH34-01,NO34-01,UL,invariant_pass,1,8,0,1,0.1465,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F34-P01-T,F34,F34-P01,treatment,1,11,PAY34-01,CH34-01,NO34-01,UL,invariant_pass,1,8,0,1,0.2024,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F34-P02-B,F34,F34-P02,baseline,1,23,PAY34-02,CH34-02,NO34-02,UL,invariant_pass,1,8,0,1,0.1518,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F34-P02-T,F34,F34-P02,treatment,1,23,PAY34-02,CH34-02,NO34-02,UL,invariant_pass,1,8,0,1,0.1479,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F34-P03-B,F34,F34-P03,baseline,1,47,PAY34-03,CH34-03,NO34-03,UL,invariant_pass,1,8,0,1,0.1477,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F34-P03-T,F34,F34-P03,treatment,1,47,PAY34-03,CH34-03,NO34-03,UL,invariant_pass,1,8,0,1,0.1498,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F34-P04-B,F34,F34-P04,baseline,1,89,PAY34-04,CH34-04,NO34-04,UL,invariant_pass,1,8,0,1,0.1463,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F34-P04-T,F34,F34-P04,treatment,1,89,PAY34-04,CH34-04,NO34-04,UL,invariant_pass,1,8,0,1,0.1796,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F34-P05-B,F34,F34-P05,baseline,1,131,PAY34-05,CH34-05,NO34-05,UL,invariant_pass,1,8,0,1,0.1963,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F34-P05-T,F34,F34-P05,treatment,1,131,PAY34-05,CH34-05,NO34-05,UL,invariant_pass,1,8,0,1,0.2515,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F34-P06-B,F34,F34-P06,baseline,1,197,PAY34-06,CH34-06,NO34-06,UL,invariant_pass,1,8,0,1,0.1814,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F34-P06-T,F34,F34-P06,treatment,1,197,PAY34-06,CH34-06,NO34-06,UL,invariant_pass,1,8,0,1,0.1834,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F35-P01-B,F35,F35-P01,baseline,1,11,PAY35-01,CH35-01,NO35-01,DL,invariant_pass,94.2572,1024,0,1,94.2572,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F35-P01-T,F35,F35-P01,treatment,1,11,PAY35-01,CH35-01,NO35-01,DL,invariant_pass,20.4528,640,0,1,20.4528,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F35-P02-B,F35,F35-P02,baseline,1,23,PAY35-02,CH35-02,NO35-02,DL,invariant_pass,13.5564,1024,0,1,13.5564,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F35-P02-T,F35,F35-P02,treatment,1,23,PAY35-02,CH35-02,NO35-02,DL,invariant_pass,8.6279,640,0,1,8.6279,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F35-P03-B,F35,F35-P03,baseline,1,47,PAY35-03,CH35-03,NO35-03,DL,invariant_pass,36.1168,1024,0,1,36.1168,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F35-P03-T,F35,F35-P03,treatment,1,47,PAY35-03,CH35-03,NO35-03,DL,invariant_pass,6,640,0,1,2.1004,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F35-P04-B,F35,F35-P04,baseline,1,89,PAY35-04,CH35-04,NO35-04,DL,invariant_pass,6,1024,0,1,1.5453,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F35-P04-T,F35,F35-P04,treatment,1,89,PAY35-04,CH35-04,NO35-04,DL,invariant_pass,6,640,0,1,1.4965,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F35-P05-B,F35,F35-P05,baseline,1,131,PAY35-05,CH35-05,NO35-05,DL,invariant_pass,6,1024,0,1,1.5685,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F35-P05-T,F35,F35-P05,treatment,1,131,PAY35-05,CH35-05,NO35-05,DL,invariant_pass,6,640,0,1,1.7331,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F35-P06-B,F35,F35-P06,baseline,1,197,PAY35-06,CH35-06,NO35-06,DL,invariant_pass,6,1024,0,1,1.5226,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F35-P06-T,F35,F35-P06,treatment,1,197,PAY35-06,CH35-06,NO35-06,DL,invariant_pass,6,640,0,1,1.4777,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F36-P01-B,F36,F36-P01,baseline,1,11,PAY36-01,CH36-01,NO36-01,UL,invariant_pass,6,1024,0,1,1.9401,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F36-P01-T,F36,F36-P01,treatment,1,11,PAY36-01,CH36-01,NO36-01,UL,invariant_pass,6,160,0,1,1.9191,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F36-P02-B,F36,F36-P02,baseline,1,23,PAY36-02,CH36-02,NO36-02,UL,invariant_pass,6,1024,0,1,1.591,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F36-P02-T,F36,F36-P02,treatment,1,23,PAY36-02,CH36-02,NO36-02,UL,invariant_pass,6,160,0,1,1.4924,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F36-P03-B,F36,F36-P03,baseline,1,47,PAY36-03,CH36-03,NO36-03,UL,invariant_pass,6,1024,0,1,1.5565,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F36-P03-T,F36,F36-P03,treatment,1,47,PAY36-03,CH36-03,NO36-03,UL,invariant_pass,6,160,0,1,1.4459,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F36-P04-B,F36,F36-P04,baseline,1,89,PAY36-04,CH36-04,NO36-04,UL,invariant_pass,6,1024,0,1,1.768,PASS,analytical_component_evaluation,component_proxy,study_not_truth
