run_id,chart_name,direction,ue_index,frame,slot,cell_id,source_table_logical_path,source_row_index,AppliedAWGNSNR_dB,Throughput_Mbps,AppliedSNR_dB,Goodput_Mbps,x_value,x_source_field,x_source,metric_value,metric_source_field,metric_reference_source,mcs,layers,format,crc_pass,noise_operating_mode,value_status
tpcc9d5a99_73f3_41a7_b11f_f45da420f2aa,throughput vs SNR,UL,1,2,20.0,,air_interface/csv/ul_pusch_trials.csv,1,12.0,19.968,,19.968,12.0,AppliedAWGNSNR_dB,,19.968,Goodput_Mbps,,28,1,,1,standalone_awgn_snr_argument,available
