run_id,chart_name,direction,ue_index,frame,slot,cell_id,source_table_logical_path,source_row_index,x_value,x_source_field,x_source,metric_value,metric_source_field,metric_reference_source,mcs,layers,format,crc_pass,noise_operating_mode,value_status
tpcc9d5a99_73f3_41a7_b11f_f45da420f2aa,PUSCH BLER vs measured SINR,UL,1,2,20.0,,air_interface/csv/ul_pusch_trials.csv,1,20.900572048396,PostEqSINR_dB,post_equalization_sinr_from_decision_directed_symbol_residual_bounded_equalizer_channel_estimate,0,transport_block_error,,28,1,,1,standalone_awgn_snr_argument,available
