run_id,chart_name,direction,ue_index,frame,sfn,slot,cell_id,tb_id,grant_id,mcs,layers,crc_pass,sinr_db,sinr_source_field,sinr_measurement_source,sinr_value_status,sinr_measurement_domain,throughput_mbps,goodput_mbps,throughput_value_status,goodput_value_status,rate_semantics,measurement_scope,value_status,source_truth_status,source_table_logical_path,source_row_index
tpcc9d5a99_73f3_41a7_b11f_f45da420f2aa,throughput vs SINR,UL,1,2,1,20,1,,,28,1,1,20.900572048396,PostEqSINR_dB,post_equalization_sinr_from_decision_directed_symbol_residual_bounded_equalizer_channel_estimate,OK_decision_residual_bounded,,19.968,19.968,available,available,scheduled_TB_bitrate_and_runtime_goodput,individual_runtime_trial_not_sweep_curve,available,real_lls_evidence,air_interface/csv/ul_pusch_trials.csv,1
