CaseID,HARQProcessID,Codeword,TransmissionIndex,NDI,RV,TBIdentity,TBS,CodeBlockLayoutDigest,SoftBufferInputDigest,SoftBufferOutputDigest,HARQAction,Combined,TBCRCOK,ACKState,Status
HARQ-PROC0-TX0,0,0,0,1,0,335aa01846762071b3f7671f61aaeff6f7ccd67a25ad1069b20424e52b4f98f2,576,A=576|BaseGraph=2|C=1|K=720|N=3600|Nref=[]|TBCRCType=16|Zc=72,,88d7c82b7e3acfb307a87811bbcefc4610a25adebf3ff1839d9e5cd182f6fb37,NEW_DATA,0,1,ACK,PASS
HARQ-PROC0-TX1,0,0,1,1,0,335aa01846762071b3f7671f61aaeff6f7ccd67a25ad1069b20424e52b4f98f2,576,A=576|BaseGraph=2|C=1|K=720|N=3600|Nref=[]|TBCRCType=16|Zc=72,88d7c82b7e3acfb307a87811bbcefc4610a25adebf3ff1839d9e5cd182f6fb37,25dfcef7fad0e45d2cb50a4d0feff691e7bb1dd1a4937442ca026f3b25ef2e40,RETRANSMISSION,1,1,ACK,PASS
