RunID,PDUId,BearerType,SNBits,COUNT,HeaderHex,MACIHex,EncodedSHA256,DecodedSHA256,MismatchCount,Status
"PROTOCOL-20260727-071456","1","SRB","12","0","0000","1","96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7","96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7","0","PASS"
"PROTOCOL-20260727-071456","2","SRB","12","1","0001","2","b413f47d13ee2fe6c845b2ee141af81de858df4ec549a58b7970bb96645bc8d2","b413f47d13ee2fe6c845b2ee141af81de858df4ec549a58b7970bb96645bc8d2","0","PASS"
"PROTOCOL-20260727-071456","3","SRB","12","4095","0FFF","3","48c5450fb1e339467e4a978d4b8813620502972d8de03600609cee031cc53059","48c5450fb1e339467e4a978d4b8813620502972d8de03600609cee031cc53059","0","PASS"
"PROTOCOL-20260727-071456","4","SRB","12","2057","0809","4","73907589101a7e8ab83178e7db2997aab7272cd02d364e8e3ecc2beccda4b631","73907589101a7e8ab83178e7db2997aab7272cd02d364e8e3ecc2beccda4b631","0","PASS"
"PROTOCOL-20260727-071456","5","DRB","12","0","8000","5","8509b81230019d2ad970d970f791dfbdc8caf54f5c594fcd327cef9feed206c1","8509b81230019d2ad970d970f791dfbdc8caf54f5c594fcd327cef9feed206c1","0","PASS"
"PROTOCOL-20260727-071456","6","DRB","12","1","8001","6","4f2e968b543c835e6648ddcc49faeb6987b4c293d8cd50a2db5d109741007579","4f2e968b543c835e6648ddcc49faeb6987b4c293d8cd50a2db5d109741007579","0","PASS"
"PROTOCOL-20260727-071456","7","DRB","12","4095","8FFF","7","51bb2a96a941239cc342da57833b6effbf99ac9f9d796d36ef1a0ca0af2dccb8","51bb2a96a941239cc342da57833b6effbf99ac9f9d796d36ef1a0ca0af2dccb8","0","PASS"
"PROTOCOL-20260727-071456","8","DRB","12","2057","8809","8","ab525472fe6f9abe8ae34cb5b42163924d6e3e69207dda6e5d066e1c591b2281","ab525472fe6f9abe8ae34cb5b42163924d6e3e69207dda6e5d066e1c591b2281","0","PASS"
"PROTOCOL-20260727-071456","9","DRB","18","0","800000","9","25ff297dd78c82468376d6e2c93b672b49c01fb125a2812b94f8f9693a51b67e","25ff297dd78c82468376d6e2c93b672b49c01fb125a2812b94f8f9693a51b67e","0","PASS"
"PROTOCOL-20260727-071456","10","DRB","18","1","800001","10","75161c9130d13cbf885c22d18a55d6e69cfd5017071912c6dc1846252ce78ceb","75161c9130d13cbf885c22d18a55d6e69cfd5017071912c6dc1846252ce78ceb","0","PASS"
"PROTOCOL-20260727-071456","11","DRB","18","262143","83FFFF","11","fa85530e518655e41dac330f67019960fd944c5b2f58e91b5a55346bd83f1b86","fa85530e518655e41dac330f67019960fd944c5b2f58e91b5a55346bd83f1b86","0","PASS"
"PROTOCOL-20260727-071456","12","DRB","18","131081","820009","12","e6e738d7cef6eec7ce024653621e5d317118b8893323ca55009240499f1b51a8","e6e738d7cef6eec7ce024653621e5d317118b8893323ca55009240499f1b51a8","0","PASS"
"PROTOCOL-20260727-071456","13","SRB","12","0","0000","13","96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7","96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7","0","PASS"
"PROTOCOL-20260727-071456","14","SRB","12","1","0001","14","b413f47d13ee2fe6c845b2ee141af81de858df4ec549a58b7970bb96645bc8d2","b413f47d13ee2fe6c845b2ee141af81de858df4ec549a58b7970bb96645bc8d2","0","PASS"
"PROTOCOL-20260727-071456","15","SRB","12","4095","0FFF","15","48c5450fb1e339467e4a978d4b8813620502972d8de03600609cee031cc53059","48c5450fb1e339467e4a978d4b8813620502972d8de03600609cee031cc53059","0","PASS"
"PROTOCOL-20260727-071456","16","SRB","12","2057","0809","16","73907589101a7e8ab83178e7db2997aab7272cd02d364e8e3ecc2beccda4b631","73907589101a7e8ab83178e7db2997aab7272cd02d364e8e3ecc2beccda4b631","0","PASS"
"PROTOCOL-20260727-071456","17","DRB","12","0","8000","17","8509b81230019d2ad970d970f791dfbdc8caf54f5c594fcd327cef9feed206c1","8509b81230019d2ad970d970f791dfbdc8caf54f5c594fcd327cef9feed206c1","0","PASS"
"PROTOCOL-20260727-071456","18","DRB","12","1","8001","18","4f2e968b543c835e6648ddcc49faeb6987b4c293d8cd50a2db5d109741007579","4f2e968b543c835e6648ddcc49faeb6987b4c293d8cd50a2db5d109741007579","0","PASS"
"PROTOCOL-20260727-071456","19","DRB","12","4095","8FFF","19","51bb2a96a941239cc342da57833b6effbf99ac9f9d796d36ef1a0ca0af2dccb8","51bb2a96a941239cc342da57833b6effbf99ac9f9d796d36ef1a0ca0af2dccb8","0","PASS"
"PROTOCOL-20260727-071456","20","DRB","12","2057","8809","20","ab525472fe6f9abe8ae34cb5b42163924d6e3e69207dda6e5d066e1c591b2281","ab525472fe6f9abe8ae34cb5b42163924d6e3e69207dda6e5d066e1c591b2281","0","PASS"
