RunID,PacketID,SessionID,FlowID,ArrivalTime_ms,PacketBytes,QFI,FiveQI,PDUSetID,Deadline_ms,RandomStream,Status
"PROTOCOL-20260727-071456","PKT000168","SESS03","FLOW05","107.432498","800","6","9",,"100","168","PASS"
"PROTOCOL-20260727-071456","PKT000169","SESS03","FLOW05","112.792433","1200","6","9",,"100","169","PASS"
"PROTOCOL-20260727-071456","PKT000170","SESS03","FLOW05","119.593485","1500","6","9",,"100","170","PASS"
"PROTOCOL-20260727-071456","PKT000171","SESS03","FLOW05","122.724610","64","6","9",,"100","171","PASS"
"PROTOCOL-20260727-071456","PKT000172","SESS03","FLOW05","135.894896","200","6","9",,"100","172","PASS"
"PROTOCOL-20260727-071456","PKT000173","SESS03","FLOW05","149.127551","800","6","9",,"100","173","PASS"
"PROTOCOL-20260727-071456","PKT000174","SESS03","FLOW05","157.778111","1200","6","9",,"100","174","PASS"
"PROTOCOL-20260727-071456","PKT000175","SESS03","FLOW05","164.723026","1500","6","9",,"100","175","PASS"
"PROTOCOL-20260727-071456","PKT000176","SESS03","FLOW05","165.083728","64","6","9",,"100","176","PASS"
"PROTOCOL-20260727-071456","PKT000177","SESS03","FLOW05","176.930805","200","6","9",,"100","177","PASS"
"PROTOCOL-20260727-071456","PKT000178","SESS03","FLOW05","180.257129","800","6","9",,"100","178","PASS"
"PROTOCOL-20260727-071456","PKT000179","SESS03","FLOW05","181.056224","1200","6","9",,"100","179","PASS"
"PROTOCOL-20260727-071456","PKT000180","SESS03","FLOW05","183.169487","1500","6","9",,"100","180","PASS"
"PROTOCOL-20260727-071456","PKT000181","SESS03","FLOW05","185.966906","64","6","9",,"100","181","PASS"
"PROTOCOL-20260727-071456","PKT000182","SESS03","FLOW05","187.014795","200","6","9",,"100","182","PASS"
"PROTOCOL-20260727-071456","PKT000183","SESS03","FLOW05","192.146428","800","6","9",,"100","183","PASS"
"PROTOCOL-20260727-071456","PKT000184","SESS03","FLOW05","208.714168","1200","6","9",,"100","184","PASS"
"PROTOCOL-20260727-071456","PKT000185","SESS03","FLOW05","215.931277","1500","6","9",,"100","185","PASS"
"PROTOCOL-20260727-071456","PKT000186","SESS03","FLOW05","219.928565","64","6","9",,"100","186","PASS"
"PROTOCOL-20260727-071456","PKT000187","SESS03","FLOW05","223.452273","200","6","9",,"100","187","PASS"
"PROTOCOL-20260727-071456","PKT000188","SESS03","FLOW05","238.332471","800","6","9",,"100","188","PASS"
"PROTOCOL-20260727-071456","PKT000189","SESS03","FLOW05","248.340338","1200","6","9",,"100","189","PASS"
"PROTOCOL-20260727-071456","PKT000190","SESS03","FLOW05","254.581315","1500","6","9",,"100","190","PASS"
"PROTOCOL-20260727-071456","PKT000191","SESS03","FLOW05","257.052832","64","6","9",,"100","191","PASS"
"PROTOCOL-20260727-071456","PKT000192","SESS03","FLOW05","278.369155","200","6","9",,"100","192","PASS"
"PROTOCOL-20260727-071456","PKT000193","SESS03","FLOW05","287.111079","800","6","9",,"100","193","PASS"
"PROTOCOL-20260727-071456","PKT000194","SESS03","FLOW05","302.188721","1200","6","9",,"100","194","PASS"
"PROTOCOL-20260727-071456","PKT000195","SESS03","FLOW05","304.753695","1500","6","9",,"100","195","PASS"
"PROTOCOL-20260727-071456","PKT000196","SESS03","FLOW05","312.059770","64","6","9",,"100","196","PASS"
"PROTOCOL-20260727-071456","PKT000197","SESS03","FLOW05","316.944089","200","6","9",,"100","197","PASS"
"PROTOCOL-20260727-071456","PKT000198","SESS03","FLOW05","320.173456","800","6","9",,"100","198","PASS"
"PROTOCOL-20260727-071456","PKT000199","SESS03","FLOW05","333.571019","1200","6","9",,"100","199","PASS"
"PROTOCOL-20260727-071456","PKT000200","SESS03","FLOW05","340.831533","1500","6","9",,"100","200","PASS"
"PROTOCOL-20260727-071456","PKT000201","SESS03","FLOW06","1.000000","200","7","80",,"100","201","PASS"
"PROTOCOL-20260727-071456","PKT000202","SESS03","FLOW06","2.000000","800","7","80",,"100","202","PASS"
"PROTOCOL-20260727-071456","PKT000203","SESS03","FLOW06","3.000000","1200","7","80",,"100","203","PASS"
"PROTOCOL-20260727-071456","PKT000204","SESS03","FLOW06","4.000000","1500","7","80",,"100","204","PASS"
"PROTOCOL-20260727-071456","PKT000205","SESS03","FLOW06","22.000000","64","7","80",,"100","205","PASS"
"PROTOCOL-20260727-071456","PKT000206","SESS03","FLOW06","40.000000","200","7","80",,"100","206","PASS"
"PROTOCOL-20260727-071456","PKT000207","SESS03","FLOW06","58.000000","800","7","80",,"100","207","PASS"
"PROTOCOL-20260727-071456","PKT000208","SESS03","FLOW06","76.000000","1200","7","80",,"100","208","PASS"
"PROTOCOL-20260727-071456","PKT000209","SESS03","FLOW06","94.000000","1500","7","80",,"100","209","PASS"
"PROTOCOL-20260727-071456","PKT000210","SESS03","FLOW06","112.000000","64","7","80",,"100","210","PASS"
"PROTOCOL-20260727-071456","PKT000211","SESS03","FLOW06","113.000000","200","7","80",,"100","211","PASS"
"PROTOCOL-20260727-071456","PKT000212","SESS03","FLOW06","114.000000","800","7","80",,"100","212","PASS"
"PROTOCOL-20260727-071456","PKT000213","SESS03","FLOW06","115.000000","1200","7","80",,"100","213","PASS"
"PROTOCOL-20260727-071456","PKT000214","SESS03","FLOW06","116.000000","1500","7","80",,"100","214","PASS"
"PROTOCOL-20260727-071456","PKT000215","SESS03","FLOW06","134.000000","64","7","80",,"100","215","PASS"
"PROTOCOL-20260727-071456","PKT000216","SESS03","FLOW06","152.000000","200","7","80",,"100","216","PASS"
"PROTOCOL-20260727-071456","PKT000217","SESS03","FLOW06","170.000000","800","7","80",,"100","217","PASS"
"PROTOCOL-20260727-071456","PKT000218","SESS03","FLOW06","188.000000","1200","7","80",,"100","218","PASS"
"PROTOCOL-20260727-071456","PKT000219","SESS03","FLOW06","206.000000","1500","7","80",,"100","219","PASS"
"PROTOCOL-20260727-071456","PKT000220","SESS03","FLOW06","224.000000","64","7","80",,"100","220","PASS"
"PROTOCOL-20260727-071456","PKT000221","SESS03","FLOW06","225.000000","200","7","80",,"100","221","PASS"
"PROTOCOL-20260727-071456","PKT000222","SESS03","FLOW06","226.000000","800","7","80",,"100","222","PASS"
"PROTOCOL-20260727-071456","PKT000223","SESS03","FLOW06","227.000000","1200","7","80",,"100","223","PASS"
"PROTOCOL-20260727-071456","PKT000224","SESS03","FLOW06","228.000000","1500","7","80",,"100","224","PASS"
"PROTOCOL-20260727-071456","PKT000225","SESS03","FLOW06","246.000000","64","7","80",,"100","225","PASS"
"PROTOCOL-20260727-071456","PKT000226","SESS03","FLOW06","264.000000","200","7","80",,"100","226","PASS"
"PROTOCOL-20260727-071456","PKT000227","SESS03","FLOW06","282.000000","800","7","80",,"100","227","PASS"
"PROTOCOL-20260727-071456","PKT000228","SESS03","FLOW06","300.000000","1200","7","80",,"100","228","PASS"
"PROTOCOL-20260727-071456","PKT000229","SESS03","FLOW06","318.000000","1500","7","80",,"100","229","PASS"
"PROTOCOL-20260727-071456","PKT000230","SESS03","FLOW06","336.000000","64","7","80",,"100","230","PASS"
"PROTOCOL-20260727-071456","PKT000231","SESS03","FLOW06","337.000000","200","7","80",,"100","231","PASS"
"PROTOCOL-20260727-071456","PKT000232","SESS03","FLOW06","338.000000","800","7","80",,"100","232","PASS"
"PROTOCOL-20260727-071456","PKT000233","SESS03","FLOW06","339.000000","1200","7","80",,"100","233","PASS"
"PROTOCOL-20260727-071456","PKT000234","SESS03","FLOW06","340.000000","1500","7","80",,"100","234","PASS"
"PROTOCOL-20260727-071456","PKT000235","SESS03","FLOW06","358.000000","64","7","80",,"100","235","PASS"
"PROTOCOL-20260727-071456","PKT000236","SESS03","FLOW06","376.000000","200","7","80",,"100","236","PASS"
"PROTOCOL-20260727-071456","PKT000237","SESS03","FLOW06","394.000000","800","7","80",,"100","237","PASS"
"PROTOCOL-20260727-071456","PKT000238","SESS03","FLOW06","412.000000","1200","7","80",,"100","238","PASS"
"PROTOCOL-20260727-071456","PKT000239","SESS03","FLOW06","430.000000","1500","7","80",,"100","239","PASS"
"PROTOCOL-20260727-071456","PKT000240","SESS03","FLOW06","448.000000","64","7","80",,"100","240","PASS"
"PROTOCOL-20260727-071456","PKT000241","SESS04","FLOW07","4.167500","800","8","82","PS07_000","20","241","PASS"
"PROTOCOL-20260727-071456","PKT000242","SESS04","FLOW07","8.335000","1200","8","82","PS07_000","20","242","PASS"
"PROTOCOL-20260727-071456","PKT000243","SESS04","FLOW07","12.502500","1500","8","82","PS07_000","20","243","PASS"
"PROTOCOL-20260727-071456","PKT000244","SESS04","FLOW07","16.670000","64","8","82","PS07_000","20","244","PASS"
"PROTOCOL-20260727-071456","PKT000245","SESS04","FLOW07","20.837500","200","8","82","PS07_001","20","245","PASS"
