RunID,ImageFile,SourceCSV,SourceCSV_SHA256,PNG_SHA256,Width,Height,AxesCount,SeriesCount,FinitePointCount,ActualTitle,ActualXLabel,ActualYLabel,Status,PlotBackend,EvidenceClass
"PROTOCOL-20260727-071456","rlc_am_window_timeline.png","rlc_am_state_events.csv","8bfd17fa7ee25f9a7e9009e854f713c92bab468020aef42773683f216d737968","bb1856b63057aca6a9c0fb79b8307bc92ace4bc118e10682fcfff6638078b603","1000","700","1","4","120","RLC AM window","Event sequence","Sequence number","PASS","matlab_print","executed_protocol_evidence"
"PROTOCOL-20260727-071456","rlc_status_nack_map.png","rlc_status_pdus.csv","7130b9b6f31b0f2790a369da90176977681ca2cc8c3512a22770ed2bf827b99b","d392c659223834e94d5a51454f096dc93d45d318e388430248e54ec1825235fc","1000","700","1","4","120","RLC STATUS","NACK entry","Sequence or segment","PASS","matlab_print","executed_protocol_evidence"
"PROTOCOL-20260727-071456","rlc_um_reassembly_timeline.png","rlc_um_reassembly.csv","92b2c0f6e2460cbaf81795e97856145ed99df030737fd8a25ba973d94090333b","26048e87a37d3ef98a44a04dafadcc9dbaac75c9a9932d0f2611465be6e3ec3a","1000","700","1","4","120","RLC UM reassembly","Arrival order","Sequence number","PASS","matlab_print","executed_protocol_evidence"
"PROTOCOL-20260727-071456","rlc_segmentation_resegmentation.png","rlc_pdu_encoding.csv","2ebbe1da2722abeb8c377c8fe86a481a2a00a07052e5801ee7a77df17d21c5a1","a85984915d7a21f260cb40ee6caf5b8ddf36e6d92ba833521efce4b70da269d9","1000","700","1","4","120","RLC segmentation","PDU index","Bytes","PASS","matlab_print","executed_protocol_evidence"
"PROTOCOL-20260727-071456","pdcp_count_hfn_timeline.png","pdcp_count_state.csv","1f5de389123de4253cf64c2c1a51495ef099257035732423781e23fc8f6d6877","1c8af042706b980de2d397e546ab5fb3695c26c4bca5f503d97018943424432e","1000","700","1","4","120","PDCP COUNT","Event sequence","COUNT","PASS","matlab_print","executed_protocol_evidence"
"PROTOCOL-20260727-071456","pdcp_reordering_window.png","pdcp_reordering_discard.csv","b780300b633f386559b06062e4a251e2d1c37b0baba1083b8fdd7416713a8514","780d0f2dbeef43778a23427d06c32b0c50c36db250d1757aaf531fe02493b516","1000","700","1","4","120","PDCP reordering","Event sequence","COUNT","PASS","matlab_print","executed_protocol_evidence"
"PROTOCOL-20260727-071456","pdcp_security_flow.png","pdcp_security_results.csv","24df29a64838e569d283ae40744d36d26c16c6895fa8b3fc89bc515473103e8c","6fed54d58d649884685dc51e5c044884db45d2a24f53b8c7f3e699a78f6a10f6","1000","700","1","4","120","PDCP security","Test case","Mismatch count","PASS","matlab_print","executed_protocol_evidence"
"PROTOCOL-20260727-071456","pdcp_duplication_paths.png","pdcp_duplication_routing.csv","64fce7b872be0f66ceb5894b00e945a06507e7077d1e10c5995c6b238b5d6d53","77ceaad144b75dd26a85b28b868b23304dbd5d21752aa74b7de10b9ad8e79a28","1000","700","1","4","120","PDCP duplication","Time","Path","PASS","matlab_print","executed_protocol_evidence"
"PROTOCOL-20260727-071456","sdap_qfi_drb_map.png","sdap_qfi_drb_mapping.csv","6d49f2539aecfc78115d97d3f3f134ccc62568e0c9034ff43e9a5a6d80a0932d","0bf5adb612f6de1923f6e15f9a1b2b118294af4c2a1c8d87c13430cc0e643f32","1000","700","1","4","120","SDAP QFI to DRB","QFI","DRB ID","PASS","matlab_print","executed_protocol_evidence"
"PROTOCOL-20260727-071456","sdap_end_marker_timeline.png","sdap_end_marker_events.csv","f5157455592df936382f540e3851804d47357b78ab291832774d46823926ab9e","fea5fa62b5edbfaa3748a04889d98286aac231ff305d42f23f3cc649414bae61","1000","700","1","4","120","SDAP end marker","Event sequence","Mapping state","PASS","matlab_print","executed_protocol_evidence"
"PROTOCOL-20260727-071456","rrc_message_sequence.png","rrc_transaction_events.csv","6eeda75db8b996e0b97b1f98a07563fcf66ea177d274f55bdd452c1bca61389b","366fde6f6dd24fe2bdaa98a7592800ed217dfebb783f70f6f1efbe35c63037c8","1000","700","1","4","120","RRC message sequence","Time","Endpoint and message","PASS","matlab_print","executed_protocol_evidence"
"PROTOCOL-20260727-071456","rrc_state_machine.png","rrc_state_transitions.csv","19b0e078bbbfffecdf990155f67809a2d48a0234fb23e84befaf423879e50497","260ef4044049e8818407163146f3d19eed0f4fe6c827d091ee2c9e49028ab17c","1000","700","1","4","120","RRC state","Event sequence","State","PASS","matlab_print","executed_protocol_evidence"
