RunID,ImageFile,SourceCSV,SourceCSV_SHA256,PNG_SHA256,Width,Height,AxesCount,SeriesCount,FinitePointCount,ActualTitle,ActualXLabel,ActualYLabel,Status,PlotBackend,EvidenceClass
"PROTOCOL-20260727-071456","rrc_transaction_timeline.png","rrc_transaction_events.csv","6eeda75db8b996e0b97b1f98a07563fcf66ea177d274f55bdd452c1bca61389b","fe76ce37882f61d40ef2542867f8284c9b5172001ea4b5e8c32b0c25c11743dd","1000","700","1","4","120","RRC transactions","Event sequence","Transaction ID","PASS","matlab_print","executed_protocol_evidence"
"PROTOCOL-20260727-071456","radio_bearer_stack.png","radio_bearer_config.csv","238d2aec80fe9f3b8b1a69bd7246962a55125ec662a286ebd6f468a21515d4e5","a3ca8b99e6b9d072fd9bd05ffa23caee5dc8b24bc13fee6c0045eaeb2433eb0a","1000","700","1","4","120","Radio bearer stack","Bearer ID","Layer state","PASS","matlab_print","executed_protocol_evidence"
"PROTOCOL-20260727-071456","security_activation_timeline.png","security_mode_events.csv","d1b58e2892db799c44dc5353f38798181e36869c426d633439c557dadc0b331c","a92cbb96ac0fc49c8a2b8ffe780a501a1bbf4acfc02fa68641bc5c93a987e408","1000","700","1","4","120","Security activation","Event sequence","Security state","PASS","matlab_print","executed_protocol_evidence"
"PROTOCOL-20260727-071456","handover_sequence.png","handover_events.csv","c78312ce68a47dbf081d1ef3d9327d5ca62f9935991d4867c8051a7d8ac3f78d","fb38377e8f0c14005ac5f8aa0449d98e74c228cd798d3260ab9c2abd498e3a23","1000","700","1","4","120","Handover sequence","Event sequence","Handover state","PASS","matlab_print","executed_protocol_evidence"
"PROTOCOL-20260727-071456","traffic_packet_arrivals.png","traffic_packet_arrivals.csv","9e510ae47df250db4e3c9b84b0798839ad12454e5974721027980017ddf427d5","65c826962a0580267e7c5eabced46752fb81efac8228a9e8d64b33af799e8aca","1000","700","1","4","200","Packet arrivals","Time (ms)","Packet bytes","PASS","matlab_print","executed_protocol_evidence"
"PROTOCOL-20260727-071456","traffic_pdu_set_latency.png","traffic_pdu_sets.csv","901af894d37d10832d4e129a83babe87ba085c7b267095f69267ff93b79bbecf","743c5a3a455f025a4ddda077f772cc811b89084be1c46728b9b07f5054266b34","1000","700","1","4","120","PDU set latency","PDU set","Latency (ms)","PASS","matlab_print","executed_protocol_evidence"
"PROTOCOL-20260727-071456","protocol_lineage_graph.png","protocol_lineage.csv","06fb4fd85e410a1470cb2ae7ea4164e4e1dde7bc8b723681f3ffee8c8c284d34","52a84b7bf0f00f12fa968521a07e098ec05e7bca21189cf156fd767caf5cb06a","1000","700","1","4","120","Protocol lineage","Layer stage","Object identity","PASS","matlab_print","executed_protocol_evidence"
"PROTOCOL-20260727-071456","protocol_conservation_balance.png","protocol_conservation.csv","2e82099e0b61d8947fa70769d5e1bbc1cc675366abec660095a5acc3ea81f6ff","ae24944a9de5cec477c8ac91ce4776ea886332f2b2babd67c64e7543f27b42a6","1000","700","1","4","120","Protocol conservation","Scope","Bytes","PASS","matlab_print","executed_protocol_evidence"
"PROTOCOL-20260727-071456","protocol_latency_cdf.png","protocol_receiver_metrics.csv","0e4a79aeae30fb3e143e64c87238fbb144cb592187338793c55bfa6b729411b0","c19e081313917d7b28cb26f5f1302e17aff0d20e74432afd6a02ccd0bcf8f74a","1000","700","1","4","120","Protocol latency CDF","Latency (ms)","CDF","PASS","matlab_print","executed_protocol_evidence"
"PROTOCOL-20260727-071456","protocol_end_to_end_goodput.png","protocol_receiver_metrics.csv","0e4a79aeae30fb3e143e64c87238fbb144cb592187338793c55bfa6b729411b0","303b888a55b2681a348b9a5748c82bf64a2dad4787fcb32ce6caff504a052e69","1000","700","1","4","120","End-to-end goodput","Operating point","Goodput (Mbps)","PASS","matlab_print","executed_protocol_evidence"
