RunID,PDUId,Mode,Direction,SNBits,SN,SI,SO,Poll,HeaderHex,PayloadBytes,EncodedSHA256,DecodedSHA256,MismatchCount,Status
"PROTOCOL-20260727-071456","11","11","DL","12","0","0",,"1","C000","0","e9aff84fdb699ca706c0a1fed47bb095cb25e3c95aa5d1c5d216ff2cfbcd4998","e9aff84fdb699ca706c0a1fed47bb095cb25e3c95aa5d1c5d216ff2cfbcd4998","0","PASS"
"PROTOCOL-20260727-071456","12","12","DL","12","0","1",,"1","D000","0","683914de4c707d217d22e1fda1593473b74f71e71c4c2c67bf0dfdbfe0cb4fd3","683914de4c707d217d22e1fda1593473b74f71e71c4c2c67bf0dfdbfe0cb4fd3","0","PASS"
"PROTOCOL-20260727-071456","13","13","DL","12","0","2","0","1","E0000000","0","cbce3f24bbaf263e07da1c5f31dcebcaf407d740d884c1298ab73a9641074a89","cbce3f24bbaf263e07da1c5f31dcebcaf407d740d884c1298ab73a9641074a89","0","PASS"
"PROTOCOL-20260727-071456","14","14","DL","12","0","2","1","1","E0000001","0","f7bd6170f6ad1e7f64db86a32a7b6f8658cab95ad5f6da870bf125c5fabb18bc","f7bd6170f6ad1e7f64db86a32a7b6f8658cab95ad5f6da870bf125c5fabb18bc","0","PASS"
"PROTOCOL-20260727-071456","15","15","DL","12","0","2","1024","1","E0000400","0","22179f50dd32c2300b84b2560bbc2bc6bd3c1f151d245b9c7126141ac69c96a1","22179f50dd32c2300b84b2560bbc2bc6bd3c1f151d245b9c7126141ac69c96a1","0","PASS"
"PROTOCOL-20260727-071456","16","16","DL","12","0","2","65535","1","E000FFFF","0","dc864fc8c01b5ddb921032d64529f2381c33b331f201b56181d88b4ac30cf4ce","dc864fc8c01b5ddb921032d64529f2381c33b331f201b56181d88b4ac30cf4ce","0","PASS"
"PROTOCOL-20260727-071456","17","17","DL","12","0","3","0","1","F0000000","0","e6bfd42cb3ef4c11ccd2eb76227f9fa93916250b47c03f644c3171b9be8d9c02","e6bfd42cb3ef4c11ccd2eb76227f9fa93916250b47c03f644c3171b9be8d9c02","0","PASS"
"PROTOCOL-20260727-071456","18","18","DL","12","0","3","1","1","F0000001","0","f6c62004cfa5b3eaa8d4895b9e953611157c8aa2782c6bd9c16620941c23a611","f6c62004cfa5b3eaa8d4895b9e953611157c8aa2782c6bd9c16620941c23a611","0","PASS"
"PROTOCOL-20260727-071456","19","19","DL","12","0","3","1024","1","F0000400","0","52e6ddffa584db59ffebbd8e1ccfb7923db318ee722edf5acd098b5a62c85129","52e6ddffa584db59ffebbd8e1ccfb7923db318ee722edf5acd098b5a62c85129","0","PASS"
"PROTOCOL-20260727-071456","20","20","DL","12","0","3","65535","1","F000FFFF","0","d52b41349863770adf277854da71a4069f05265f68b1f6a57df759fb20f63f12","d52b41349863770adf277854da71a4069f05265f68b1f6a57df759fb20f63f12","0","PASS"
"PROTOCOL-20260727-071456","21","21","DL","12","1","0",,"0","8001","0","4f2e968b543c835e6648ddcc49faeb6987b4c293d8cd50a2db5d109741007579","4f2e968b543c835e6648ddcc49faeb6987b4c293d8cd50a2db5d109741007579","0","PASS"
"PROTOCOL-20260727-071456","22","22","DL","12","1","1",,"0","9001","0","988434552155878933a9a3afef722818104f370c74b8a46d5b77fc670ba3f79e","988434552155878933a9a3afef722818104f370c74b8a46d5b77fc670ba3f79e","0","PASS"
"PROTOCOL-20260727-071456","23","23","DL","12","1","2","0","0","A0010000","0","9d3cb9dc07cef68ac19a224d83c7bf6d7a66c562ca7ef58ddf7bdad0a17b6e0d","9d3cb9dc07cef68ac19a224d83c7bf6d7a66c562ca7ef58ddf7bdad0a17b6e0d","0","PASS"
"PROTOCOL-20260727-071456","24","24","DL","12","1","2","1","0","A0010001","0","52672449c5b747e287ca9cab0305fe997a9382122ee019225dd2ca0d888a0d5f","52672449c5b747e287ca9cab0305fe997a9382122ee019225dd2ca0d888a0d5f","0","PASS"
"PROTOCOL-20260727-071456","25","25","DL","12","1","2","1024","0","A0010400","0","8306370f8d89b5e60da4b93185232d1d1fdc54584ac7dc3f9df37e7e1e7ce94c","8306370f8d89b5e60da4b93185232d1d1fdc54584ac7dc3f9df37e7e1e7ce94c","0","PASS"
"PROTOCOL-20260727-071456","26","26","DL","12","1","2","65535","0","A001FFFF","0","8e37e167fcb2b2699cc050ea4a84bbb1eaaef36f1e4d61690decd36cc5c70c06","8e37e167fcb2b2699cc050ea4a84bbb1eaaef36f1e4d61690decd36cc5c70c06","0","PASS"
"PROTOCOL-20260727-071456","27","27","DL","12","1","3","0","0","B0010000","0","369d86489864a645da9b64a0fe085efeaabbeb26af6a3f06fca0bf2e1278f6d1","369d86489864a645da9b64a0fe085efeaabbeb26af6a3f06fca0bf2e1278f6d1","0","PASS"
"PROTOCOL-20260727-071456","28","28","DL","12","1","3","1","0","B0010001","0","53ebea8ff4e91c3da64de64b4a1c346d521d881b07930ac54b520c753579002d","53ebea8ff4e91c3da64de64b4a1c346d521d881b07930ac54b520c753579002d","0","PASS"
"PROTOCOL-20260727-071456","29","29","DL","12","1","3","1024","0","B0010400","0","3fd1b022e4ea227e4c9f53a4de3866c6b972fd722a0c671f969f300988a7aeb7","3fd1b022e4ea227e4c9f53a4de3866c6b972fd722a0c671f969f300988a7aeb7","0","PASS"
"PROTOCOL-20260727-071456","30","30","DL","12","1","3","65535","0","B001FFFF","0","d84709d8306e67ac3a253aa08b84dfc3652c8e2ea3c70d1bd1b8b5ddb50a1d35","d84709d8306e67ac3a253aa08b84dfc3652c8e2ea3c70d1bd1b8b5ddb50a1d35","0","PASS"
"PROTOCOL-20260727-071456","31","31","DL","12","1","0",,"1","C001","0","04b2bc61031e5e4002c21ef9b7be1dd338dd6757e2b90a5b956b7603bca5a3af","04b2bc61031e5e4002c21ef9b7be1dd338dd6757e2b90a5b956b7603bca5a3af","0","PASS"
"PROTOCOL-20260727-071456","32","32","DL","12","1","1",,"1","D001","0","829ba35b836b8b820924aec3125cd6e2c8666a3f4aeab5b4999e2ef183eab136","829ba35b836b8b820924aec3125cd6e2c8666a3f4aeab5b4999e2ef183eab136","0","PASS"
"PROTOCOL-20260727-071456","33","33","DL","12","1","2","0","1","E0010000","0","961ae28829f0b1cfbd073eff070ac5ea8994618c0e84fab4764367464a14b854","961ae28829f0b1cfbd073eff070ac5ea8994618c0e84fab4764367464a14b854","0","PASS"
"PROTOCOL-20260727-071456","34","34","DL","12","1","2","1","1","E0010001","0","d450c0c2bcef3be36990b3b43ead805263b92568dd9a2039bd8315fe8774956a","d450c0c2bcef3be36990b3b43ead805263b92568dd9a2039bd8315fe8774956a","0","PASS"
"PROTOCOL-20260727-071456","35","35","DL","12","1","2","1024","1","E0010400","0","aecf8065f3abcf6f37c4bd322f88abb483e6acb6a1bff75ab246b3a1d2c0c8d2","aecf8065f3abcf6f37c4bd322f88abb483e6acb6a1bff75ab246b3a1d2c0c8d2","0","PASS"
"PROTOCOL-20260727-071456","36","36","DL","12","1","2","65535","1","E001FFFF","0","d3a3d2935de1ccb468c9df22bca41795a59c376315e5c381968691f1f7a1e649","d3a3d2935de1ccb468c9df22bca41795a59c376315e5c381968691f1f7a1e649","0","PASS"
"PROTOCOL-20260727-071456","37","37","DL","12","1","3","0","1","F0010000","0","af220e86f3b743c3e7bb9a223a6b251b8f0a1fc94feedd6bde0e976e1cc9f44d","af220e86f3b743c3e7bb9a223a6b251b8f0a1fc94feedd6bde0e976e1cc9f44d","0","PASS"
"PROTOCOL-20260727-071456","38","38","DL","12","1","3","1","1","F0010001","0","0e982d34090eca30057c75aca26c7ba883ad86f7030266bd153150f63a313781","0e982d34090eca30057c75aca26c7ba883ad86f7030266bd153150f63a313781","0","PASS"
"PROTOCOL-20260727-071456","39","39","DL","12","1","3","1024","1","F0010400","0","4f24aff10f9738c5af0d24829ce4ef26527172995794a2b8d87c4c831d47571b","4f24aff10f9738c5af0d24829ce4ef26527172995794a2b8d87c4c831d47571b","0","PASS"
"PROTOCOL-20260727-071456","40","40","DL","12","1","3","65535","1","F001FFFF","0","bcfea27ee01b9066ae347616c34e95581392252d1eb30de7c18f1dac2a0a7594","bcfea27ee01b9066ae347616c34e95581392252d1eb30de7c18f1dac2a0a7594","0","PASS"
"PROTOCOL-20260727-071456","41","41","DL","12","4095","0",,"0","8FFF","0","51bb2a96a941239cc342da57833b6effbf99ac9f9d796d36ef1a0ca0af2dccb8","51bb2a96a941239cc342da57833b6effbf99ac9f9d796d36ef1a0ca0af2dccb8","0","PASS"
"PROTOCOL-20260727-071456","42","42","DL","12","4095","1",,"0","9FFF","0","902540f397802792a8b1860591f9d04221b6ea15be395ae86a96007337291aa5","902540f397802792a8b1860591f9d04221b6ea15be395ae86a96007337291aa5","0","PASS"
"PROTOCOL-20260727-071456","43","43","DL","12","4095","2","0","0","AFFF0000","0","542486f3c5b6c156d6b0aa2e38facb87f27370857c4f285f67ca43b3e0e524c1","542486f3c5b6c156d6b0aa2e38facb87f27370857c4f285f67ca43b3e0e524c1","0","PASS"
"PROTOCOL-20260727-071456","44","44","DL","12","4095","2","1","0","AFFF0001","0","2d18272dd42707a729f15bce2a8632983201016d2e187481d1bd1c12d959f4e0","2d18272dd42707a729f15bce2a8632983201016d2e187481d1bd1c12d959f4e0","0","PASS"
"PROTOCOL-20260727-071456","45","45","DL","12","4095","2","1024","0","AFFF0400","0","72fd9cd479b7e90618d2164c5f6c65ed479460103f6749223c307c795fd30a35","72fd9cd479b7e90618d2164c5f6c65ed479460103f6749223c307c795fd30a35","0","PASS"
"PROTOCOL-20260727-071456","46","46","DL","12","4095","2","65535","0","AFFFFFFF","0","1840647069116be31f576082a15fa39c0f09381490f521991c700b5d6b72d9fd","1840647069116be31f576082a15fa39c0f09381490f521991c700b5d6b72d9fd","0","PASS"
"PROTOCOL-20260727-071456","47","47","DL","12","4095","3","0","0","BFFF0000","0","f8228efde17625d9c2638a23db1bb6cf69a6e2edd5f4198b4bb5b0b16185052f","f8228efde17625d9c2638a23db1bb6cf69a6e2edd5f4198b4bb5b0b16185052f","0","PASS"
"PROTOCOL-20260727-071456","48","48","DL","12","4095","3","1","0","BFFF0001","0","713b23b07ee8c48a6a9cbd608939938d5b36a30a6a65e2e96ee3623af2eed353","713b23b07ee8c48a6a9cbd608939938d5b36a30a6a65e2e96ee3623af2eed353","0","PASS"
"PROTOCOL-20260727-071456","49","49","DL","12","4095","3","1024","0","BFFF0400","0","e2e14bbef358bac2f1e3698275ebfa2e55f763ca0842d8abf53807405d7072ae","e2e14bbef358bac2f1e3698275ebfa2e55f763ca0842d8abf53807405d7072ae","0","PASS"
"PROTOCOL-20260727-071456","50","50","DL","12","4095","3","65535","0","BFFFFFFF","0","911fb6070f308f75c26f1b771fb38cd58f437df7acc1468cb05e0ae392323212","911fb6070f308f75c26f1b771fb38cd58f437df7acc1468cb05e0ae392323212","0","PASS"
"PROTOCOL-20260727-071456","51","51","DL","12","4095","0",,"1","CFFF","0","80399840666da05855a9dcc55c5abe67208a103e407aa1b6dfe583ca9f879162","80399840666da05855a9dcc55c5abe67208a103e407aa1b6dfe583ca9f879162","0","PASS"
"PROTOCOL-20260727-071456","52","52","DL","12","4095","1",,"1","DFFF","0","0a4cb69307850e54d5f36f8b04876c8ce293ec01e18fe81501c01302447a1405","0a4cb69307850e54d5f36f8b04876c8ce293ec01e18fe81501c01302447a1405","0","PASS"
"PROTOCOL-20260727-071456","53","53","DL","12","4095","2","0","1","EFFF0000","0","a6c33c9e894570441426c80920e8a035e3a514dab40327d18e0c658e7e2aedec","a6c33c9e894570441426c80920e8a035e3a514dab40327d18e0c658e7e2aedec","0","PASS"
"PROTOCOL-20260727-071456","54","54","DL","12","4095","2","1","1","EFFF0001","0","ae9b5871c0d4a1669d73e95fbe5c14339c0287630e303270a6fa058353795e52","ae9b5871c0d4a1669d73e95fbe5c14339c0287630e303270a6fa058353795e52","0","PASS"
"PROTOCOL-20260727-071456","55","55","DL","12","4095","2","1024","1","EFFF0400","0","78e674ff42e8a6e5b0caf461e4de444cd84fdf6fed7d3f9c4c6e661999f22db0","78e674ff42e8a6e5b0caf461e4de444cd84fdf6fed7d3f9c4c6e661999f22db0","0","PASS"
"PROTOCOL-20260727-071456","56","56","DL","12","4095","2","65535","1","EFFFFFFF","0","769831b65931fb02f356645cef4b5a15fd64a0b886689d48e0161964ca1a18dc","769831b65931fb02f356645cef4b5a15fd64a0b886689d48e0161964ca1a18dc","0","PASS"
"PROTOCOL-20260727-071456","57","57","DL","12","4095","3","0","1","FFFF0000","0","08efea1c0957a5a1fe019e6edb21fdc9fbe5de2213487eab7a05e06eca1c9784","08efea1c0957a5a1fe019e6edb21fdc9fbe5de2213487eab7a05e06eca1c9784","0","PASS"
"PROTOCOL-20260727-071456","58","58","DL","12","4095","3","1","1","FFFF0001","0","d31878eb7602500a4cfbb48a94945810e716b11c38be43481788e01ef825512f","d31878eb7602500a4cfbb48a94945810e716b11c38be43481788e01ef825512f","0","PASS"
"PROTOCOL-20260727-071456","59","59","DL","12","4095","3","1024","1","FFFF0400","0","69c13d27c72a3c43de3262f7bf4782f2101ca69be8970822221e79b132e564a5","69c13d27c72a3c43de3262f7bf4782f2101ca69be8970822221e79b132e564a5","0","PASS"
"PROTOCOL-20260727-071456","60","60","DL","12","4095","3","65535","1","FFFFFFFF","0","ad95131bc0b799c0b1af477fb14fcf26a6a9f76079e48bf090acb7e8367bfd0e","ad95131bc0b799c0b1af477fb14fcf26a6a9f76079e48bf090acb7e8367bfd0e","0","PASS"
"PROTOCOL-20260727-071456","61","61","DL","12","2053","0",,"0","8805","0","15e05b402c03ce287a5e8cf50eb567eaaba1aa6fc7e51f0e9c3a1e47d58d5b1b","15e05b402c03ce287a5e8cf50eb567eaaba1aa6fc7e51f0e9c3a1e47d58d5b1b","0","PASS"
"PROTOCOL-20260727-071456","62","62","DL","12","2053","1",,"0","9805","0","7c305345ae93b47f9bbb344e2111c9ecb648c6e9e61422db7f08ee84c6f0503e","7c305345ae93b47f9bbb344e2111c9ecb648c6e9e61422db7f08ee84c6f0503e","0","PASS"
"PROTOCOL-20260727-071456","63","63","DL","12","2053","2","0","0","A8050000","0","22dd6eb1c9395c9fa9779a11ecd7375559b8c33cb172ffaf686c1201fcaac3bc","22dd6eb1c9395c9fa9779a11ecd7375559b8c33cb172ffaf686c1201fcaac3bc","0","PASS"
"PROTOCOL-20260727-071456","64","64","DL","12","2053","2","1","0","A8050001","0","b2859310a8bf9a4c817fc9001f04cc14318df3cecdf71a7bcaf339d9bcbfff6a","b2859310a8bf9a4c817fc9001f04cc14318df3cecdf71a7bcaf339d9bcbfff6a","0","PASS"
"PROTOCOL-20260727-071456","65","65","DL","12","2053","2","1024","0","A8050400","0","84bea21aa6b708621c6452ab8e3b478b25446b3cb0781d2436a3ae957a080362","84bea21aa6b708621c6452ab8e3b478b25446b3cb0781d2436a3ae957a080362","0","PASS"
"PROTOCOL-20260727-071456","66","66","DL","12","2053","2","65535","0","A805FFFF","0","9b854026b93aea1310395ef219cd50b8c81824cd1dcd4047b31cd4005e606aad","9b854026b93aea1310395ef219cd50b8c81824cd1dcd4047b31cd4005e606aad","0","PASS"
"PROTOCOL-20260727-071456","67","67","DL","12","2053","3","0","0","B8050000","0","6a5d4780a425340a836d94961a3a296bffb93768a8350b2e32069b303cfe3f10","6a5d4780a425340a836d94961a3a296bffb93768a8350b2e32069b303cfe3f10","0","PASS"
"PROTOCOL-20260727-071456","68","68","DL","12","2053","3","1","0","B8050001","0","41c8b3ec9e291506b5bdcb56df1f90f53c0d404cb827da8b7ecdf870cced8434","41c8b3ec9e291506b5bdcb56df1f90f53c0d404cb827da8b7ecdf870cced8434","0","PASS"
"PROTOCOL-20260727-071456","69","69","DL","12","2053","3","1024","0","B8050400","0","13d75e691cf3048680b221d0e00f4147a92415201c60b9103629b1a52e972af9","13d75e691cf3048680b221d0e00f4147a92415201c60b9103629b1a52e972af9","0","PASS"
"PROTOCOL-20260727-071456","70","70","DL","12","2053","3","65535","0","B805FFFF","0","af68c481491d2f88c9e470bedae2691e313c2997c49163a2c6b7dab9d20225b1","af68c481491d2f88c9e470bedae2691e313c2997c49163a2c6b7dab9d20225b1","0","PASS"
"PROTOCOL-20260727-071456","71","71","DL","12","2053","0",,"1","C805","0","69566a76a43bafec4756ad1d59f613acba6594ad2b991f8cff95b691a2c79823","69566a76a43bafec4756ad1d59f613acba6594ad2b991f8cff95b691a2c79823","0","PASS"
"PROTOCOL-20260727-071456","72","72","DL","12","2053","1",,"1","D805","0","7015ac29a027d96ef46ee54da91db33e1e3e86f54771e126861a3bac106c9355","7015ac29a027d96ef46ee54da91db33e1e3e86f54771e126861a3bac106c9355","0","PASS"
"PROTOCOL-20260727-071456","73","73","DL","12","2053","2","0","1","E8050000","0","ade0937cbf77e0e32b18b7ee80e947ac8f16b75b6ec534aa7fab849288c020cb","ade0937cbf77e0e32b18b7ee80e947ac8f16b75b6ec534aa7fab849288c020cb","0","PASS"
"PROTOCOL-20260727-071456","74","74","DL","12","2053","2","1","1","E8050001","0","56fc715b1f322b3fe58498649b3870bc83538b3a54f79e9fd53b968bbfbe9f0e","56fc715b1f322b3fe58498649b3870bc83538b3a54f79e9fd53b968bbfbe9f0e","0","PASS"
"PROTOCOL-20260727-071456","75","75","DL","12","2053","2","1024","1","E8050400","0","9d3a962614a0b607b3e7eca57faf172cfb1cc7a9a65715664bd9bb07d75852c1","9d3a962614a0b607b3e7eca57faf172cfb1cc7a9a65715664bd9bb07d75852c1","0","PASS"
"PROTOCOL-20260727-071456","76","76","DL","12","2053","2","65535","1","E805FFFF","0","686da8b37c3def2d98d1766691104880d305069dccfccc9bfa0127b1dc0b545c","686da8b37c3def2d98d1766691104880d305069dccfccc9bfa0127b1dc0b545c","0","PASS"
"PROTOCOL-20260727-071456","77","77","DL","12","2053","3","0","1","F8050000","0","d163e2978c460c5cfd3b217d5a7082cd7fd220e14e0eb6f106027b8c5321f3b8","d163e2978c460c5cfd3b217d5a7082cd7fd220e14e0eb6f106027b8c5321f3b8","0","PASS"
"PROTOCOL-20260727-071456","78","78","DL","12","2053","3","1","1","F8050001","0","f19b4a7ce8085a113572b78f75e70302d3e009fc20a64987cb4e4b46bcfa6bac","f19b4a7ce8085a113572b78f75e70302d3e009fc20a64987cb4e4b46bcfa6bac","0","PASS"
"PROTOCOL-20260727-071456","79","79","DL","12","2053","3","1024","1","F8050400","0","380f3e85965ed7bdc2719ea7bcc140ee3da2f37ce82cc6121b8389f7f104129f","380f3e85965ed7bdc2719ea7bcc140ee3da2f37ce82cc6121b8389f7f104129f","0","PASS"
"PROTOCOL-20260727-071456","80","80","DL","12","2053","3","65535","1","F805FFFF","0","6b0050783cf3c7292483be70e000cb0639ab80ffb0ca6b88e90b2b93fc9e8d4f","6b0050783cf3c7292483be70e000cb0639ab80ffb0ca6b88e90b2b93fc9e8d4f","0","PASS"
"PROTOCOL-20260727-071456","81","81","DL","18","0","0",,"0","800000","0","25ff297dd78c82468376d6e2c93b672b49c01fb125a2812b94f8f9693a51b67e","25ff297dd78c82468376d6e2c93b672b49c01fb125a2812b94f8f9693a51b67e","0","PASS"
"PROTOCOL-20260727-071456","82","82","DL","18","0","1",,"0","900000","0","a16af13a4aade15b73de40f44f1d7d7b8751927cf17128b7ad9f4055a0678b1f","a16af13a4aade15b73de40f44f1d7d7b8751927cf17128b7ad9f4055a0678b1f","0","PASS"
"PROTOCOL-20260727-071456","83","83","DL","18","0","2","0","0","A000000000","0","ab6a00a6fe10c42c40c3145d2572609952cede87ed2e391056a8ee09dbae83a6","ab6a00a6fe10c42c40c3145d2572609952cede87ed2e391056a8ee09dbae83a6","0","PASS"
"PROTOCOL-20260727-071456","84","84","DL","18","0","2","1","0","A000000001","0","75139fb9023ff6554015a15e859d18db331bca0e42fbc2f0d5cdee449c2ea43e","75139fb9023ff6554015a15e859d18db331bca0e42fbc2f0d5cdee449c2ea43e","0","PASS"
"PROTOCOL-20260727-071456","85","85","DL","18","0","2","1024","0","A000000400","0","47ed5f23c8e2d676b2b36e7a36932f0eb0d9e98b20b8d154586dfba25e682b28","47ed5f23c8e2d676b2b36e7a36932f0eb0d9e98b20b8d154586dfba25e682b28","0","PASS"
"PROTOCOL-20260727-071456","86","86","DL","18","0","2","65535","0","A00000FFFF","0","6fd80bd248f17e6c24eb3293b133882b00a0bf7a6057270f80a5f1e20d3b4362","6fd80bd248f17e6c24eb3293b133882b00a0bf7a6057270f80a5f1e20d3b4362","0","PASS"
"PROTOCOL-20260727-071456","87","87","DL","18","0","3","0","0","B000000000","0","46ac700418c0a4b97cce5ddf49062df21388d2ae8571872deb4e4fb48325e4c5","46ac700418c0a4b97cce5ddf49062df21388d2ae8571872deb4e4fb48325e4c5","0","PASS"
"PROTOCOL-20260727-071456","88","88","DL","18","0","3","1","0","B000000001","0","e16ecc9c39afb35ba4b65c56ccadf57405a7ea652d7e1e43ef5836352510cd48","e16ecc9c39afb35ba4b65c56ccadf57405a7ea652d7e1e43ef5836352510cd48","0","PASS"
"PROTOCOL-20260727-071456","89","89","DL","18","0","3","1024","0","B000000400","0","f491b3e6995d5656cd01c7165c4b256f07907e64d5d626f92aef665143b360e7","f491b3e6995d5656cd01c7165c4b256f07907e64d5d626f92aef665143b360e7","0","PASS"
"PROTOCOL-20260727-071456","90","90","DL","18","0","3","65535","0","B00000FFFF","0","6e174770a835301ec71ad5ab47d7e846232207f4ab12507c2ae6608f863f6374","6e174770a835301ec71ad5ab47d7e846232207f4ab12507c2ae6608f863f6374","0","PASS"
"PROTOCOL-20260727-071456","91","91","DL","18","0","0",,"1","C00000","0","bd5c3f9c07245cebd6ee24c192f8d5fa50501edac994c4932796466404fe50f0","bd5c3f9c07245cebd6ee24c192f8d5fa50501edac994c4932796466404fe50f0","0","PASS"
"PROTOCOL-20260727-071456","92","92","DL","18","0","1",,"1","D00000","0","d9e4fbe05f4fda4f14b0d878c0e918fec092fec7c9fc4d3a4fa83d8291fdc76b","d9e4fbe05f4fda4f14b0d878c0e918fec092fec7c9fc4d3a4fa83d8291fdc76b","0","PASS"
"PROTOCOL-20260727-071456","93","93","DL","18","0","2","0","1","E000000000","0","f2a60a2ad320884dd6d93675c9cd39918a6b2f1300b41188c75e1f0c2e77ab27","f2a60a2ad320884dd6d93675c9cd39918a6b2f1300b41188c75e1f0c2e77ab27","0","PASS"
"PROTOCOL-20260727-071456","94","94","DL","18","0","2","1","1","E000000001","0","433b8ca1bbbdb62f840945af29f31d293bdb93efc005583fae58e67079d5e1d4","433b8ca1bbbdb62f840945af29f31d293bdb93efc005583fae58e67079d5e1d4","0","PASS"
"PROTOCOL-20260727-071456","95","95","DL","18","0","2","1024","1","E000000400","0","bf738c1df8e808e1b7a1e2f0a73a207d7c40df07c8be6a319c3432d7cfb22c18","bf738c1df8e808e1b7a1e2f0a73a207d7c40df07c8be6a319c3432d7cfb22c18","0","PASS"
"PROTOCOL-20260727-071456","96","96","DL","18","0","2","65535","1","E00000FFFF","0","301b700e0e9e7c2c785144bd4c9c353de6cc6b95148eb4070a132f53734270ee","301b700e0e9e7c2c785144bd4c9c353de6cc6b95148eb4070a132f53734270ee","0","PASS"
"PROTOCOL-20260727-071456","97","97","DL","18","0","3","0","1","F000000000","0","7d39d3f1931b34ba62ac0e00a6e326547cd5bb6a213ae9bbc830c9d5bca6347a","7d39d3f1931b34ba62ac0e00a6e326547cd5bb6a213ae9bbc830c9d5bca6347a","0","PASS"
"PROTOCOL-20260727-071456","98","98","DL","18","0","3","1","1","F000000001","0","66097dc46a5f12178f35f29f5e6625659a8b9eb9f28506bf72826cbb3bc60870","66097dc46a5f12178f35f29f5e6625659a8b9eb9f28506bf72826cbb3bc60870","0","PASS"
"PROTOCOL-20260727-071456","99","99","DL","18","0","3","1024","1","F000000400","0","d168a7a41237ca782d844816b76cf232f28819874da7a26922e49aaf5ac2d3d7","d168a7a41237ca782d844816b76cf232f28819874da7a26922e49aaf5ac2d3d7","0","PASS"
"PROTOCOL-20260727-071456","100","100","DL","18","0","3","65535","1","F00000FFFF","0","b4937095c718fa7d609d8ba7d7291f25df3ddb2cc761f1ab548a84533141eff2","b4937095c718fa7d609d8ba7d7291f25df3ddb2cc761f1ab548a84533141eff2","0","PASS"
"PROTOCOL-20260727-071456","101","101","DL","18","1","0",,"0","800004","0","91793eceae711a3e48aeac932a02a6b7bfcadb3bc601a88d31f5c6c99aa27cc2","91793eceae711a3e48aeac932a02a6b7bfcadb3bc601a88d31f5c6c99aa27cc2","0","PASS"
"PROTOCOL-20260727-071456","102","102","DL","18","1","1",,"0","900004","0","a196a0b8b6d1c9f561ab4a1acc3b32b1daae61c89047a1b895d1e8b3257a361a","a196a0b8b6d1c9f561ab4a1acc3b32b1daae61c89047a1b895d1e8b3257a361a","0","PASS"
