AnchorKPIsReady,BeamReady,BidirectionalInterleavingEnabled,CompletedFrames,ControlPhase,ControlReady,CurrentDirection,CurrentSNR_dB,CurrentSlot,CurrentUEIndex,DLActiveUsers,DLCompletedFrames,DLGrantedUsers,DLQueueBits,DLSummaryUsersPublished,DLTrialRows,DLTrialsReady,DLUniqueUsersPublished,DLUserProgressFraction,FinalBundleReady,HARQReady,Notes,PBCHAttemptCount,PRACHAttemptCount,RFReady,RunCompletion,SRSAttemptCount,Stage,SweepPointCount,SweepPointIndex,SweepReady,TRSAttemptCount,TotalFrames,TotalSlots,TotalUsers,ULActiveUsers,ULCompletedFrames,ULGrantCount,ULGrantedUsers,ULQueueBits,ULSummaryUsersPublished,ULTrialRows,ULTrialsReady,ULUniqueUsersPublished,ULUserProgressFraction
1,0,1,20,"complete",1,"UL",20,20,1,4,1,2,909456,4,6,1,4,1,0,0,"phase=grant_start grant=1/2 ue=1 grantIndex=1 chunk=1-2/2 absoluteSlot=20 heartbeat_only_no_trial_rows",4,4,0,1,4,"coupled_grant_execution",1,1,0,1,20,20,4,4,0,2,0,2016000,0,0,0,0,0
