RunID,ExperimentID,FamilyID,Variant,Metric,ObservedValue,SourceRows,SourceCSV_SHA256,Status
frame_grid_impact_20260726T132620Z,FG-F11-E01,F11,baseline,AbsSlot,0,1,96a00d10525e8772c3c8d43852c2774f8825dafb576ff04c21f830530010870a,PASS
frame_grid_impact_20260726T132620Z,FG-F11-E02,F11,treatment,AbsSlot,2,1,96a00d10525e8772c3c8d43852c2774f8825dafb576ff04c21f830530010870a,PASS
frame_grid_impact_20260726T132620Z,FG-F11-E03,F11,stress,AbsSlot,5,1,96a00d10525e8772c3c8d43852c2774f8825dafb576ff04c21f830530010870a,PASS
frame_grid_impact_20260726T132620Z,FG-F12-E01,F12,baseline,NumRB,24,1,1cc1b07d2021378a96bc738af69ab4f5c3e7248baf23e9aa39a878e9d984ebf8,PASS
frame_grid_impact_20260726T132620Z,FG-F12-E02,F12,treatment,NumRB,24,1,1cc1b07d2021378a96bc738af69ab4f5c3e7248baf23e9aa39a878e9d984ebf8,PASS
frame_grid_impact_20260726T132620Z,FG-F12-E03,F12,stress,NumRB,64,1,1cc1b07d2021378a96bc738af69ab4f5c3e7248baf23e9aa39a878e9d984ebf8,PASS
