RunID,ExperimentID,Variant,ObservedValue,SourceRows,SourceCSV_SHA256,Status
frame_grid_impact_20260726T132620Z,FG-F08-E01,baseline,2,1,64f1d2db10807b8be3897e18155e386f4ac930c46cfa0c282c71f97777bd6149,PASS
frame_grid_impact_20260726T132620Z,FG-F08-E02,treatment,212,1,64f1d2db10807b8be3897e18155e386f4ac930c46cfa0c282c71f97777bd6149,PASS
frame_grid_impact_20260726T132620Z,FG-F08-E03,stress,524,1,64f1d2db10807b8be3897e18155e386f4ac930c46cfa0c282c71f97777bd6149,PASS
