RunID,ExperimentID,FamilyID,PairID,Variant,Metric,ObservedValue,CILower,CIUpper,SourceRows,Incomplete,StopReason,Status
frame_grid_impact_20260726T132620Z,FG-F01-E01,F01,FG-F01,baseline,ResolvedSlotsPerFrame,10,10,10,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F01-E02,F01,FG-F01,treatment,ResolvedSlotsPerFrame,40,40,40,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F01-E03,F01,FG-F01,stress,ResolvedSlotsPerFrame,640,640,640,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F02-E01,F02,FG-F02,baseline,ResolvedNRB,11,11,11,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F02-E02,F02,FG-F02,treatment,ResolvedNRB,92,92,92,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F02-E03,F02,FG-F02,stress,ResolvedNRB,273,273,273,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F03-E01,F03,FG-F03,baseline,Nfft,256,256,256,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F03-E02,F03,FG-F03,treatment,Nfft,2048,2048,2048,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F03-E03,F03,FG-F03,stress,Nfft,4096,4096,4096,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F04-E01,F04,FG-F04,baseline,ResolvedDirection,0,0,0,14,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F04-E02,F04,FG-F04,treatment,ResolvedDirection,0.32857,0.32857,0.32857,280,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F04-E03,F04,FG-F04,stress,ResolvedDirection,1,1,1,14,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F05-E01,F05,FG-F05,baseline,ResolutionSource,0,0,0,140,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F05-E02,F05,FG-F05,treatment,ResolutionSource,0.057143,0.057143,0.057143,140,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F05-E03,F05,FG-F05,stress,ResolutionSource,1,1,1,14,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F06-E01,F06,FG-F06,baseline,NumRB,1,1,1,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F06-E02,F06,FG-F06,treatment,NumRB,1,1,1,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F06-E03,F06,FG-F06,stress,NumRB,1,1,1,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F07-E01,F07,FG-F07,baseline,ActualValid,0,0,0,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F07-E02,F07,FG-F07,treatment,ActualValid,1,1,1,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F07-E03,F07,FG-F07,stress,ActualValid,1,1,1,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F08-E01,F08,FG-F08,baseline,StartSymbol,2,2,2,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F08-E02,F08,FG-F08,treatment,StartSymbol,212,212,212,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F08-E03,F08,FG-F08,stress,StartSymbol,524,524,524,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F09-E01,F09,FG-F09,baseline,AbsoluteSlot,0,0,0,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F09-E02,F09,FG-F09,treatment,AbsoluteSlot,9,9,9,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F09-E03,F09,FG-F09,stress,AbsoluteSlot,19,19,19,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F10-E01,F10,FG-F10,baseline,EVMPercent,1.7497e-14,1.7497e-14,1.7497e-14,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F10-E02,F10,FG-F10,treatment,EVMPercent,2.22e-14,2.22e-14,2.22e-14,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F10-E03,F10,FG-F10,stress,EVMPercent,2.7941e-14,2.7941e-14,2.7941e-14,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F11-E01,F11,FG-F11,baseline,AbsSlot,0,0,0,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F11-E02,F11,FG-F11,treatment,AbsSlot,2,2,2,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F11-E03,F11,FG-F11,stress,AbsSlot,5,5,5,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F12-E01,F12,FG-F12,baseline,NumRB,24,24,24,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F12-E02,F12,FG-F12,treatment,NumRB,24,24,24,1,false,complete_deterministic_component_observation,PASS
frame_grid_impact_20260726T132620Z,FG-F12-E03,F12,FG-F12,stress,NumRB,64,64,64,1,false,complete_deterministic_component_observation,PASS
