AnchorKPIsReady,BeamReady,BidirectionalInterleavingEnabled,CompletedFrames,ControlPhase,ControlReady,CurrentDirection,CurrentSNR_dB,CurrentSlot,CurrentUEIndex,DLActiveUsers,DLCompletedFrames,DLGrantCount,DLGrantedUsers,DLQueueBits,DLSummaryUsersPublished,DLTrialRows,DLTrialsReady,DLUniqueUsersPublished,DLUserProgressFraction,FinalBundleReady,HARQReady,Notes,PBCHAttemptCount,PRACHAttemptCount,RFReady,RunCompletion,SRSAttemptCount,Stage,SweepPointCount,SweepPointIndex,SweepReady,TRSAttemptCount,TotalFrames,TotalSlots,TotalUsers,ULActiveUsers,ULCompletedFrames,ULGrantCount,ULGrantedUsers,ULQueueBits,ULSummaryUsersPublished,ULTrialRows,ULTrialsReady,ULUniqueUsersPublished,ULUserProgressFraction
1,1,1,1,"complete",1,"UL",20,20,2,4,1,2,2,909456,4,6,1,4,1,1,1,"Final structured KPI bundle export completed.",4,4,1,1,4,"final_bundle_ready",1,1,1,1,1,20,4,2,1,2,2,1614384,2,2,1,2,0.5
